  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-15.26   	-39.37   	 13.31   	  20.35		 12.74   	  25.43		
-11.29   	-31.74   	 13.39   	  20.35		 12.84   	  25.43		
 -8.54   	-29.30   	 13.47   	  15.26		 12.94   	  20.35		
 -7.32   	-28.08   	 13.53   	  15.26		 13.02   	  15.26		
 -7.32   	-25.02   	 13.59   	  15.26		 13.08   	  15.26		
 -7.63   	-19.23   	 13.65   	  15.26		 13.14   	  15.26		
 -7.02   	-12.82   	 13.71   	  10.17		 13.20   	  15.26		
 -4.58   	 -6.41   	 13.75   	  10.17		 13.27   	  10.17		
 -0.31   	  0.31   	 13.79   	   5.09		 13.31   	  10.17		
  4.58   	  6.71   	 13.81   	   5.09		 13.35   	  10.17		
  8.54   	 11.90   	 13.84   	   0.00		 13.39   	  10.17		
 11.29   	 15.26   	 13.84   	   0.00		 13.43   	  10.17		
 13.12   	 16.78   	 13.84   	  -5.09		 13.47   	  15.26		
 14.95   	 17.40   	 13.81   	  -5.09		 13.53   	  20.35		
 17.70   	 17.70   	 13.79   	  -5.09		 13.61   	  25.43		
 22.28   	 18.62   	 13.77   	 -10.17		 13.71   	  30.52		
 28.08   	 19.84   	 13.73   	  -5.09		 13.84   	  45.78		
 32.96   	 18.31   	 13.71   	 -10.17		 14.02   	  50.86		
 34.79   	 11.90   	 13.67   	  -5.09		 14.22   	  66.12		
 29.91   	 -0.31   	 13.65   	   0.00		 14.49   	  71.21		
 18.92   	-15.26   	 13.65   	   0.00		 14.77   	  71.21		
  4.58   	-27.47   	 13.65   	  10.17		 15.06   	  76.30		
-10.07   	-33.26   	 13.69   	   5.09		 15.36   	  76.30		
-23.50   	-34.18   	 13.71   	  15.26		 15.67   	  71.21		
-35.10   	-35.40   	 13.77   	  15.26		 15.95   	  66.12		
-43.33   	-39.98   	 13.84   	  15.26		 16.22   	  55.95		
-46.39   	-47.00   	 13.90   	  15.26		 16.44   	  50.86		
-43.95   	-53.41   	 13.96   	  20.35		 16.64   	  35.61		
-38.15   	-57.37   	 14.04   	  25.43		 16.79   	  35.61		
-33.87   	-59.51   	 14.14   	  20.35		 16.93   	  20.35		
-33.57   	-61.34   	 14.22   	  20.35		 17.01   	  15.26		
-36.01   	-61.65   	 14.30   	  15.26		 17.07   	  10.17		
-38.76   	-59.81   	 14.36   	  10.17		 17.11(A)	  -5.09		
-39.06   	-56.15   	 14.40   	  10.17		 17.09   	 -15.26		
-38.45   	-52.80   	 14.45   	   5.09		 17.03   	 -25.43		
-38.15   	-51.27   	 14.47   	   0.00		 16.93   	 -40.69		
-39.06   	-52.19   	 14.47   	   0.00		 16.76   	 -50.86		
-39.98   	-53.71   	 14.47   	 -10.17		 16.56   	 -61.04		
-39.67   	-54.93   	 14.43   	 -15.26		 16.32   	 -66.12		
-37.84   	-55.85   	 14.36   	 -15.26		 16.05   	 -55.95		
-36.01   	-57.07   	 14.30   	 -10.17		 15.83   	 -50.86		
-35.10   	-57.68   	 14.26   	   0.00		 15.63   	 -45.78		
-35.71   	-57.07   	 14.26   	   0.00		 15.44   	 -30.52		
-36.62   	-54.32   	 14.26(E)	  10.17		 15.32   	 -20.35		
-37.23   	-50.96   	 14.30   	  10.17		 15.24   	 -10.17		
-37.54   	-49.13   	 14.34   	  10.17		 15.20   	  -5.09		
-36.32   	-50.66   	 14.38   	  10.17		 15.18   	   0.00		
-30.52   	-51.88   	 14.43   	  15.26		 15.18   	   5.09		
-13.43   	-48.83   	 14.49   	  10.17		 15.20   	   5.09		
 22.89   	-35.10   	 14.53   	  15.26		 15.22   	   5.09		
 82.09   	 -3.97   	 14.59   	  20.35		 15.24   	   5.09		
160.52   	 51.88   	 14.67   	  25.43		 15.26   	   5.09		
247.19   	137.63   	 14.77   	  30.52		 15.28   	   0.00		
325.01   	248.41   	 14.89   	  40.69		 15.28   	  -5.09		
373.84   	355.83   	 15.06   	  50.86		 15.26   	 -10.17		
375.37   	416.56(R)	 15.26   	  66.12		 15.22   	 -15.26		
317.99   	399.17   	 15.52   	  86.47		 15.16   	 -20.35		
206.30   	301.82   	 15.87   	 101.73		 15.08   	 -30.52		
 65.92   	159.61   	 16.28   	 132.25		 14.95   	 -30.52		
-64.09   	 25.02   	 16.81   	 167.85		 14.83   	 -45.78		
-147.71   	-65.31   	 17.48   	 203.46		 14.65   	 -45.78		
-170.90   	-104.68   	 18.29   	 254.32		 14.47   	 -50.86		
-147.09   	-105.59   	 19.31   	 310.27		 14.26   	 -55.95		
-105.29   	-86.06   	 20.55   	 381.48		 14.04   	 -55.95		
-70.19   	-60.12   	 22.08   	 452.69		 13.81   	 -50.86		
-53.10   	-37.84   	 23.89   	 534.08		 13.61   	 -35.61		
-50.05   	-25.63   	 26.02   	 615.46		 13.47   	 -20.35		
-50.96   	-23.80   	 28.48   	 691.76		 13.39   	  -5.09		
-49.13   	-27.47   	 31.25   	 773.14		 13.37   	  15.26		
-43.95   	-30.21   	 34.34   	 844.35		 13.43   	  25.43		
-39.06   	-30.21   	 37.72   	 915.56		 13.53   	  30.52		
-36.93   	-29.60   	 41.38   	 991.86		 13.65   	  40.69		
-38.76   	-32.65   	 45.35   	1057.98		 13.81   	  35.61		
-41.50   	-38.45   	 49.58   	1113.93		 13.96   	  40.69		
-42.72   	-43.33   	 54.04   	1134.28		 14.12   	  30.52		
-40.89   	-44.56   	 58.58   	1124.11		 14.24   	  25.43		
-37.84   	-42.72   	 63.07   	1103.76		 14.34   	  25.43		
-36.32   	-40.28   	 67.49   	1063.07		 14.45   	  15.26		
-36.62   	-39.06   	 71.74   	1017.29		 14.51   	  10.17		
-37.84   	-39.67   	 75.81   	 946.08		 14.55   	   0.00		
-37.84   	-40.89   	 79.59   	 859.61		 14.55   	  -5.09		
-35.71   	-40.89   	 83.03   	 773.14		 14.53   	 -15.26		
-32.65   	-39.06   	 86.12   	 681.58		 14.47   	 -25.43		
-30.21   	-36.32   	 88.85   	 605.29		 14.36   	 -30.52		
-29.30   	-33.26   	 91.27   	 544.25		 14.24   	 -40.69		
-29.91   	-31.13   	 93.45   	 493.39		 14.08   	 -50.86		
-31.43   	-29.30   	 95.42   	 447.61		 13.88   	 -55.95		
-32.04   	-27.16   	 97.21   	 417.09		 13.65   	 -61.04		
-30.82   	-23.80   	 98.88   	 396.74		 13.41   	 -55.95		
-27.77   	-20.75   	100.47   	 386.57		 13.18   	 -55.95		
-23.80   	-18.92   	102.01   	 381.48		 12.96   	 -50.86		
-20.14   	-19.23   	103.54   	 371.31		 12.76   	 -45.78		
-17.70   	-20.45   	105.03   	 356.05		 12.57   	 -35.61		
-16.48   	-20.14   	106.45   	 335.71		 12.43   	 -30.52		
-14.34   	-15.87   	107.79   	 320.45		 12.31   	 -30.52		
-11.29   	 -7.02   	109.07   	 305.19		 12.19   	 -40.69		
 -7.63   	  3.97   	110.29   	 289.93		 12.02   	 -40.69		
 -3.66   	 13.43   	111.45   	 279.75		 11.86   	 -55.95		
 -0.31   	 18.62   	112.57   	 259.41		 11.64   	 -66.12		
  1.83   	 19.53   	113.61   	 249.24		 11.37   	 -66.12		
  4.58   	 19.23   	114.61   	 228.89		 11.11   	 -66.12		
  8.54   	 20.75   	115.52   	 208.54		 10.84   	 -50.86		
 12.82   	 25.33   	116.36   	 193.29		 10.64   	 -40.69		
 16.48   	 32.04   	117.13   	 167.85		 10.48   	 -15.26		
 19.53   	 38.45   	117.80   	 162.77		 10.42   	  -5.09		
 21.97   	 43.33   	118.45   	 152.59		 10.40   	  10.17		
 27.16   	 47.91   	119.06   	 142.42		 10.44   	  20.35		
 34.79   	 53.71   	119.63   	 142.42		 10.52   	  15.26		
 43.64   	 61.95   	120.20   	 132.25		 10.58   	  15.26		
 50.96   	 72.33   	120.73   	 132.25		 10.64   	  10.17		
 55.24   	 83.01   	121.26   	 132.25		 10.68   	   5.09		
 57.68   	 92.47   	121.79   	 127.16		 10.70   	   0.00		
 60.42   	100.10   	122.30   	 127.16		 10.70   	   0.00		
 65.00   	106.51   	122.81   	 122.07		 10.70   	   0.00		
 71.11   	112.30   	123.30   	 122.07		 10.70   	   5.09		
 76.60   	116.88   	123.78   	 122.07		 10.72   	   5.09		
 80.26   	120.54   	124.27   	 116.99		 10.74   	  10.17		
 81.79   	122.99   	124.74   	 116.99		 10.78   	  15.26		
 81.18   	124.82   	125.21   	 111.90		 10.84   	  20.35		
 80.26   	127.26   	125.66   	 106.82		 10.93   	  20.35		
 79.65   	129.70   	126.08   	  96.64		 11.01   	  20.35		
 79.35   	130.92   	126.47   	  96.64		 11.09   	  25.43		
 78.43   	130.62   	126.86   	  91.56		 11.19   	  25.43		
 76.60   	128.17   	127.22   	  81.38		 11.29   	  30.52		
 73.24   	123.60   	127.55   	  71.21		 11.41   	  25.43		
 68.97   	117.49   	127.83   	  66.12		 11.52   	  30.52		
 63.78   	108.64   	128.10   	  55.95		 11.64   	  35.61		
 58.90   	 96.74   	128.32   	  50.86		 11.78   	  35.61		
 53.41   	 83.92   	128.52   	  40.69		 11.92   	  40.69		
 46.39   	 72.02   	128.69   	  30.52		 12.09   	  35.61		
 36.93   	 63.78   	128.81   	  25.43		 12.23   	  40.69		
 26.55   	 58.29   	128.91   	  20.35		 12.39   	  45.78		
 16.78   	 53.10   	128.99   	   5.09		 12.57   	  40.69		
  9.16   	 45.47   	129.01(S)	   0.00		 12.74   	  40.69		
  4.58   	 33.57   	129.01   	 -15.26		 12.90   	  40.69		
  1.53   	 19.23   	128.95   	 -30.52		 13.06   	  40.69		
 -1.83   	  6.10   	128.83   	 -50.86		 13.22   	  40.69		
 -6.71   	 -3.05   	128.63   	 -81.38		 13.39   	  40.69		
-12.51   	 -8.85   	128.30   	-116.99		 13.55   	  35.61		
-18.31   	-14.04   	127.83   	-167.85		 13.69   	  30.52		
-22.58   	-21.06   	127.16   	-218.72		 13.81   	  30.52		
-25.02   	-29.60   	126.29   	-279.75		 13.94   	  25.43		
-25.94   	-37.84   	125.17   	-350.97		 14.04   	  20.35		
-26.55   	-43.33   	123.76   	-417.09		 14.12   	  20.35		
-27.77   	-45.17   	122.10   	-488.30		 14.20   	  20.35		
-29.91   	-44.56   	120.14   	-574.77		 14.28   	  25.43		
-31.74   	-42.11   	117.84   	-681.58		 14.38   	  25.43		
-32.65   	-38.76   	115.12   	-803.66		 14.49   	  35.61		
-32.35   	-34.48   	111.90   	-930.82		 14.63   	  35.61		
-31.74   	-30.21   	108.18   	-1068.15		 14.77   	  45.78		
-31.74   	-26.86   	103.91   	-1185.14		 14.95   	  45.78		
-32.35   	-25.33   	 99.17   	-1291.96		 15.14   	  50.86		
-32.65   	-25.94   	 94.00   	-1373.34		 15.34   	  45.78		
-32.65   	-27.47   	 88.50   	-1424.21		 15.52   	  40.69		
-33.57   	-28.69   	 82.81   	-1434.38		 15.69   	  35.61		
-35.40   	-28.69   	 77.07   	-1408.95		 15.83   	  25.43		
-38.15   	-27.77   	 71.43   	-1358.08		 15.93   	  15.26		
-40.59   	-26.86   	 66.00   	-1286.87		 15.99   	  10.17		
-40.89   	-25.94   	 60.85   	-1215.66		 16.03   	   5.09		
-39.37   	-25.33   	 55.99   	-1124.11		 16.05   	   0.00		
-36.62   	-24.72   	 51.50   	-1027.46		 16.05   	   5.09		
-34.48   	-22.89   	 47.39   	-940.99		 16.07   	   0.00		
-32.96   	-19.84   	 43.62   	-849.44		 16.07   	   5.09		
-31.74   	-15.87   	 40.22   	-768.05		 16.09   	   5.09		
-29.91   	-11.90   	 37.15   	-686.67		 16.11   	   0.00		
-27.77   	 -9.16   	 34.40   	-620.55		 16.11(V)	   0.00		
-26.55   	 -8.54   	 31.92   	-564.60		 16.11   	  -5.09		
-27.16   	 -9.77   	 29.66   	-513.73		 16.09   	 -10.17		
-28.99   	-10.38   	 27.61   	-467.95		 16.05   	 -15.26		
-29.91   	 -9.46   	 25.74   	-422.18		 15.99   	 -15.26		
-28.69   	 -7.63   	 24.05   	-386.57		 15.93   	 -20.35		
-26.25   	 -6.71   	 22.50   	-350.97		 15.85   	 -15.26		
-24.41   	 -7.32   	 21.10   	-320.45		 15.79   	 -15.26		
-24.72   	-10.38   	 19.82   	-289.93		 15.73   	 -15.26		
-27.16   	-14.04   	 18.66   	-254.32		 15.67   	 -10.17		
-29.30   	-15.56   	 17.64   	-223.80		 15.63   	 -10.17		
-28.99   	-13.73   	 16.74   	-198.37		 15.58   	 -10.17		
-26.25   	 -9.77   	 15.95   	-172.94		 15.54   	 -10.17		
-22.58   	 -5.80   	 15.26   	-147.51		 15.50   	 -15.26		
-19.84   	 -4.58   	 14.67   	-127.16		 15.44   	 -10.17		
-18.92   	 -6.41   	 14.16   	-106.82		 15.40   	 -10.17		
-19.53   	 -9.46   	 13.73   	 -86.47		 15.36   	 -10.17		
-20.75   	-12.21   	 13.39   	 -76.30		 15.32   	 -10.17		
-21.67   	-13.73   	 13.08   	 -55.95		 15.28   	 -15.26		
-22.58   	-15.26   	 12.86   	 -40.69		 15.22   	 -15.26		
-22.89   	-18.01   	 12.70   	 -35.61		 15.16   	 -15.26		
-22.89   	-21.97   	 12.55   	 -20.35		 15.10   	 -15.26		
-22.58   	-25.63   	 12.47   	 -15.26		 15.04   	 -20.35		
-21.97   	-27.47   	 12.41(D)	   0.00		 14.95   	 -15.26		
-21.67   	-26.86   	 12.41   	   5.09		 14.89   	 -20.35		
-21.67   	-25.02   	 12.43   	  10.17		 14.81   	 -15.26		
-22.28   	-23.50   	 12.47   	  20.35		 14.75   	 -20.35		
-23.50   	-24.11   	 12.55   	  25.43		 14.67   	 -10.17		
-24.41   	-26.86   	 12.66   	  30.52		 14.63   	 -15.26		
-24.11   	-30.52   	 12.78   	  40.69		 14.57   	  -5.09		
-22.89   	-33.87   	 12.94   	  40.69		 14.55   	  -5.09		
-21.36   	-34.79   	 13.10   	  45.78		 14.53   	  -5.09		
-20.14   	-32.35   	 13.29   	  45.78		 14.51   	   0.00		
-20.75   	-28.08   	 13.47   	  55.95		 14.51   	   0.00		
-23.19   	-24.11   	 13.69   	  55.95		 14.51   	   0.00		
-26.86   	-23.50   	 13.92   	  61.04		 14.51   	  -5.09		
-29.91   	-26.55   	 14.16   	  61.04		 14.49   	   0.00		
-30.82   	-31.13   	 14.40   	  61.04		 14.49   	   0.00		
-28.99   	-33.87   	 14.65   	  55.95		 14.49   	   5.09		
-25.63   	-33.57   	 14.87   	  61.04		 14.51   	   0.00		
-22.28   	-31.13   	 15.12   	  61.04		 14.51   	   5.09		
-21.36   	-28.38   	 15.36   	  55.95		 14.53   	  10.17		
-22.58   	-27.16   	 15.58   	  50.86		 14.57   	  10.17		
-25.02   	-26.86   	 15.79   	  50.86		 14.61   	  10.17		
-26.86   	-26.86   	 15.99   	  45.78		 14.65   	  10.17		
-27.47   	-26.25   	 16.17   	  40.69		 14.69   	   5.09		
-26.86   	-25.63   	 16.34   	  35.61		 14.71   	  10.17		
-25.94   	-25.02   	 16.48   	  35.61		 14.75   	  10.17		
-25.33   	-25.94   	 16.62   	  30.52		 14.79   	   5.09		
-25.33   	-28.08   	 16.74   	  30.52		 14.81   	  10.17		
-25.33   	-30.21   	 16.87   	  30.52		 14.85   	   5.09		
-25.33   	-30.21   	 16.99   	  25.43		 14.87   	  10.17		
-24.41   	-28.69   	 17.09   	  30.52		 14.91   	   5.09		
-23.19   	-26.25   	 17.21   	  20.35		 14.93   	   5.09		
-21.97   	-24.11   	 17.29   	  20.35		 14.95   	   5.09		
-21.67   	-23.50   	 17.38   	  15.26		 14.97   	   5.09		
-22.28   	-24.72   	 17.44   	  15.26		 14.99   	   5.09		
-23.19   	-26.86   	 17.50   	  10.17		 15.02   	   5.09		
-23.50   	-28.99   	 17.54   	   5.09		 15.04   	   5.09		
-22.89   	-30.52   	 17.56   	   5.09		 15.06   	   5.09		
-21.67   	-30.52   	 17.58   	   5.09		 15.08   	  10.17		
-21.06   	-28.99   	 17.60   	   5.09		 15.12   	   5.09		
-21.36   	-27.16   	 17.62   	   0.00		 15.14   	   5.09		
-21.97   	-25.63   	 17.62   	   5.09		 15.16   	   5.09		
-21.67   	-24.11   	 17.64   	   0.00		 15.18   	   5.09		
-18.62   	-21.06   	 17.64   	   0.00		 15.20   	   5.09		
-13.12   	-14.65   	 17.64   	   5.09		 15.22   	  10.17		
 -7.02   	 -3.97   	 17.66   	   5.09		 15.26   	  10.17		
 -2.75   	  9.16   	 17.68   	   5.09		 15.30   	  10.17		
 -1.83   	 20.75   	 17.70   	   5.09		 15.34   	  10.17		
 -2.75   	 26.86   	 17.72   	  10.17		 15.38   	   5.09		
 -2.44   	 27.47   	 17.76   	   5.09		 15.40   	  10.17		
  0.61   	 24.72   	 17.78   	  10.17		 15.44   	  10.17		
  6.41   	 22.58   	 17.82   	  10.17		 15.48   	  10.17		
 12.51   	 23.80   	 17.86   	  10.17		 15.52   	   5.09		
 18.01   	 28.38   	 17.90   	  10.17		 15.54   	  10.17		
 21.97   	 34.79   	 17.94   	  10.17		 15.58   	  10.17		
 25.02   	 39.67   	 17.99   	   5.09		 15.63   	  10.17		
 27.16   	 40.89   	 18.01   	   5.09		 15.67   	  15.26		
 28.08   	 37.54   	 18.03   	   0.00		 15.73   	  15.26		
 28.99   	 31.13   	 18.03   	   0.00		 15.79   	  15.26		
 30.52   	 23.50   	 18.03   	  -5.09		 15.85   	  15.26		
 33.57   	 16.78   	 18.01   	   0.00		 15.91   	  20.35		
 36.01   	 10.99   	 18.01   	   0.00		 15.99   	  25.43		
 35.10   	  5.19   	 18.01   	   5.09		 16.09   	  30.52		
 29.30   	  0.31   	 18.03   	   5.09		 16.22   	  25.43		
 18.92   	 -3.05   	 18.05   	  20.35		 16.32   	  30.52		
  5.80   	 -3.97   	 18.13   	  20.35		 16.44   	  25.43		
 -7.63   	 -3.97   	 18.21   	  25.43		 16.54   	  20.35		
-20.14   	 -7.02   	 18.31   	  30.52		 16.62   	  15.26		
-29.91   	-14.95   	 18.43   	  30.52		 16.68   	  10.17		
-36.62   	-26.25   	 18.56   	  35.61		 16.72   	  10.17		
-39.37   	-36.93   	 18.70   	  30.52		 16.76   	  10.17		
-38.45   	-42.72   	 18.82   	  35.61		 16.81   	  10.17		
-36.01   	-43.95   	 18.96   	  35.61		 16.85   	  15.26		
-33.26   	-43.64   	 19.10   	  35.61		 16.91   	  20.35		
-31.13   	-43.95   	 19.25   	  40.69		 16.99   	  25.43		
-30.52   	-45.47   	 19.41   	  35.61		 17.09   	  25.43		
-30.82   	-47.30   	 19.55   	  35.61		 17.19   	  20.35		
-31.43   	-47.91   	 19.69   	  30.52		 17.27   	  -5.09		
-32.04   	-47.00   	 19.82   	  30.52		 17.25   	 -35.61		
-31.74   	-45.78   	 19.94   	  30.52		 17.11   	 -66.12		
-31.43   	-44.86   	 20.06   	  30.52		 16.85   	-101.73		
-31.13   	-44.56   	 20.18   	  30.52		 16.44   	-111.90		
-31.13   	-43.64   	 20.31   	  30.52		 15.99   	-106.82		
-30.52   	-40.89   	 20.43   	  35.61		 15.56   	 -71.21		
-28.69   	-36.93   	 20.57   	  45.78		 15.28   	 -20.35		
-25.94   	-33.26   	 20.75   	  55.95		 15.20   	  55.95		
-24.11   	-31.13   	 20.98   	  66.12		 15.42   	 116.99		
-25.02   	-31.13   	 21.24   	  76.30		 15.89   	 167.85		
-28.99   	-32.35   	 21.55   	  81.38		 16.56   	 183.11		
-32.96   	-32.04   	 21.87   	  91.56		 17.29   	 162.77		
-31.13   	-27.47   	 22.24   	  86.47		 17.94   	 106.82		
-15.87   	-15.87   	 22.58   	  86.47		 18.37   	  35.61		
 19.53   	  6.10   	 22.93   	  81.38		 18.51(A)	 -40.69		
 77.51   	 42.72   	 23.26   	  66.12		 18.35   	-106.82		
154.42   	100.10   	 23.52   	  61.04		 17.92   	-147.51		
242.92   	183.11   	 23.76   	  45.78		 17.33   	-162.77		
330.81   	285.95   	 23.95   	  40.69		 16.68   	-147.51		
401.61   	382.08   	 24.11   	  40.69		 16.09   	-111.90		
435.49   	430.91(R)	 24.27(E)	  45.78		 15.65   	 -71.21		
414.12   	399.48   	 24.46   	  50.86		 15.36   	 -30.52		
331.12   	287.78   	 24.66   	  71.21		 15.24   	  -5.09		
202.33   	134.28   	 24.94   	  96.64		 15.22   	   5.09		
 62.56   	 -4.88   	 25.33   	 132.25		 15.24   	   5.09		
-49.13   	-88.81   	 25.86   	 178.03		 15.26   	 -10.17		
-108.03   	-111.39   	 26.57   	 239.06		 15.22   	 -25.43		
-115.05   	-93.69   	 27.53   	 310.27		 15.12   	 -35.61		
-92.16   	-61.95   	 28.77   	 386.57		 14.97   	 -40.69		
-63.48   	-33.87   	 30.32   	 478.13		 14.81   	 -35.61		
-43.64   	-15.87   	 32.23   	 569.68		 14.67   	 -25.43		
-35.10   	-10.07   	 34.51   	 661.24		 14.57   	 -15.26		
-33.87   	-14.95   	 37.15   	 752.79		 14.51   	  -5.09		
-35.10   	-25.63   	 40.16   	 844.35		 14.49   	  -5.09		
-36.01   	-35.10   	 43.54   	 940.99		 14.47   	  -5.09		
-36.32   	-38.45   	 47.30   	1037.64		 14.45   	 -10.17		
-35.71   	-35.40   	 51.45   	1119.02		 14.40   	 -25.43		
-35.10   	-30.52   	 55.93   	1169.88		 14.30   	 -35.61		
-34.48   	-27.77   	 60.61   	1174.97		 14.16   	 -35.61		
-34.18   	-27.47   	 65.31   	1159.71		 14.02   	 -30.52		
-33.87   	-27.16   	 69.95   	1098.67		 13.90   	 -25.43		
-33.26   	-25.94   	 74.34   	1027.46		 13.79   	 -10.17		
-31.74   	-23.80   	 78.45   	 940.99		 13.75   	  10.17		
-30.52   	-21.36   	 82.22   	 864.70		 13.79   	  20.35		
-29.60   	-20.14   	 85.68   	 788.40		 13.88   	  25.43		
-28.99   	-20.14   	 88.83   	 701.93		 13.98   	  35.61		
-28.69   	-20.14   	 91.64   	 615.46		 14.12   	  25.43		
-28.99   	-19.23   	 94.10   	 539.16		 14.22   	  20.35		
-28.69   	-16.78   	 96.26   	 483.21		 14.30   	  10.17		
-27.47   	-14.65   	 98.19   	 437.43		 14.34   	   0.00		
-25.33   	-13.73   	 99.94   	 412.00		 14.34   	 -15.26		
-22.58   	-14.04   	101.59   	 386.57		 14.28   	 -20.35		
-19.84   	-13.73   	103.13   	 376.40		 14.20   	 -25.43		
-17.70   	-12.21   	104.64   	 366.22		 14.10   	 -25.43		
-15.87   	 -8.24   	106.10   	 361.14		 14.00   	 -20.35		
-13.73   	 -3.36   	107.55   	 345.88		 13.92   	 -20.35		
-11.60   	  0.92   	108.93   	 325.53		 13.84   	 -20.35		
-10.07   	  4.27   	110.23   	 305.19		 13.75   	 -30.52		
 -8.85   	  7.02   	111.45   	 289.93		 13.63   	 -35.61		
 -7.63   	 10.38   	112.61   	 279.75		 13.49   	 -50.86		
 -5.19   	 13.43   	113.73   	 279.75		 13.29   	 -71.21		
 -1.53   	 16.17   	114.85   	 274.67		 13.00   	 -81.38		
  3.05   	 18.62   	115.95   	 264.50		 12.68   	 -96.64		
  6.71   	 20.75   	117.01   	 259.41		 12.29   	-101.73		
  8.85   	 23.50   	118.05   	 249.24		 11.88   	 -91.56		
 10.38   	 27.77   	119.04   	 244.15		 11.52   	 -81.38		
 12.82   	 33.57   	120.02   	 233.98		 11.19   	 -66.12		
 17.09   	 40.59   	120.96   	 233.98		 10.93   	 -40.69		
 23.80   	 48.22   	121.89   	 228.89		 10.76   	 -20.35		
 30.82   	 55.85   	122.81   	 218.72		 10.68   	  -5.09		
 36.62   	 63.17   	123.68   	 218.72		 10.66   	  15.26		
 40.59   	 70.19   	124.56   	 208.54		 10.72   	  25.43		
 43.64   	 76.60   	125.39   	 198.37		 10.82   	  35.61		
 47.30   	 83.62   	126.18   	 198.37		 10.97   	  30.52		
 53.41   	 91.86   	126.98   	 193.29		 11.09   	  25.43		
 61.95   	101.32   	127.75   	 183.11		 11.19   	  15.26		
 70.50   	110.47   	128.48   	 183.11		 11.25   	   0.00		
 77.51   	116.88   	129.22   	 172.94		 11.25   	 -10.17		
 82.09   	120.54   	129.91   	 167.85		 11.21   	 -25.43		
 84.84   	123.60   	130.58   	 162.77		 11.11   	 -30.52		
 88.20   	127.56   	131.23   	 157.68		 10.99   	 -30.52		
 92.77   	133.36   	131.86   	 147.51		 10.86   	 -30.52		
 97.96   	139.16   	132.45   	 147.51		 10.74   	 -15.26		
102.23   	142.21   	133.04   	 137.33		 10.68   	  -5.09		
104.98   	141.60   	133.59   	 127.16		 10.66   	  10.17		
106.20   	139.77   	134.10   	 122.07		 10.70   	  20.35		
106.20   	137.94   	134.59   	 111.90		 10.78   	  30.52		
105.59   	136.41   	135.04   	 106.82		 10.91   	  30.52		
104.06   	133.97   	135.46   	  91.56		 11.03   	  30.52		
100.71   	130.00   	135.83   	  91.56		 11.15   	  25.43		
 96.13   	124.51   	136.19   	  81.38		 11.25   	  25.43		
 90.03   	116.58   	136.52   	  71.21		 11.35   	  20.35		
 83.01   	106.51   	136.81   	  71.21		 11.43   	  15.26		
 75.38   	 95.21   	137.09   	  55.95		 11.50   	  20.35		
 68.05   	 83.92   	137.31   	  55.95		 11.58   	  20.35		
 60.42   	 74.16   	137.54   	  45.78		 11.66   	  25.43		
 53.10   	 65.92   	137.72   	  35.61		 11.76   	  25.43		
 44.86   	 57.98   	137.86   	  30.52		 11.86   	  25.43		
 36.62   	 48.83   	137.99   	  15.26		 11.96   	  30.52		
 28.99   	 38.15   	138.05   	  10.17		 12.09   	  25.43		
 22.58   	 26.86   	138.09(S)	  -5.09		 12.19   	  25.43		
 17.40   	 15.87   	138.07   	 -20.35		 12.29   	  20.35		
 12.21   	  5.49   	137.99   	 -35.61		 12.37   	  20.35		
  6.10   	 -4.58   	137.84   	 -55.95		 12.45   	  20.35		
 -0.92   	-13.43   	137.62   	 -81.38		 12.53   	  15.26		
 -6.41   	-20.45   	137.29   	-106.82		 12.59   	  15.26		
 -9.16   	-25.63   	136.87   	-147.51		 12.66   	  15.26		
 -9.16   	-28.69   	136.28   	-188.20		 12.72   	  15.26		
 -7.32   	-30.52   	135.52   	-239.06		 12.78   	  15.26		
 -6.71   	-32.04   	134.57   	-300.10		 12.84   	  20.35		
 -8.24   	-33.57   	133.37   	-361.14		 12.92   	  15.26		
-10.99   	-35.40   	131.92   	-432.35		 12.98   	  20.35		
-13.43   	-36.32   	130.19   	-498.47		 13.06   	  20.35		
-14.65   	-36.01   	128.20   	-584.94		 13.14   	  20.35		
-14.34   	-34.79   	125.86   	-681.58		 13.22   	  20.35		
-13.12   	-33.87   	123.13   	-788.40		 13.31   	  25.43		
-11.60   	-33.87   	119.98   	-915.56		 13.41   	  20.35		
-10.38   	-34.48   	116.32   	-1042.72		 13.49   	  20.35		
-10.07   	-34.48   	112.15   	-1159.71		 13.57   	  20.35		
-10.99   	-33.26   	107.51   	-1261.44		 13.65   	  20.35		
-12.21   	-31.74   	102.46   	-1337.74		 13.73   	  20.35		
-12.51   	-31.43   	 97.11   	-1398.77		 13.81   	  25.43		
-11.90   	-32.04   	 91.52   	-1414.03		 13.92   	  25.43		
-10.07   	-32.96   	 85.86   	-1408.95		 14.02   	  35.61		
 -9.16   	-33.26   	 80.22   	-1368.26		 14.16   	  35.61		
-10.38   	-33.57   	 74.75   	-1327.56		 14.30   	  40.69		
-13.43   	-34.18   	 69.44   	-1266.53		 14.47   	  45.78		
-16.48   	-34.79   	 64.37   	-1195.32		 14.65   	  45.78		
-17.70   	-34.48   	 59.59   	-1113.93		 14.83   	  40.69		
-15.87   	-32.35   	 55.14   	-1037.64		 14.99   	  40.69		
-12.82   	-29.30   	 50.99   	-951.17		 15.16   	  25.43		
-10.07   	-25.63   	 47.18   	-885.04		 15.26   	  15.26		
