  I     	  II     	  LV     	  LV'		  PA     	  PA'		
129.09   	 37.23   	 92.25   	 -81.38		 17.90   	  35.61		
129.09   	 29.60   	 91.92   	 -91.56		 18.05   	  35.61		
113.53   	 20.75   	 91.56   	 -96.64		 18.19   	  30.52		
 81.48   	 10.38   	 91.17   	-101.73		 18.31   	  15.26		
 42.72   	 -0.92   	 90.76   	-111.90		 18.37   	  10.17		
 13.43   	-11.29   	 90.32   	-122.07		 18.41   	   5.09		
  4.88   	-19.84   	 89.83   	-137.33		 18.43   	 -10.17		
 12.51   	-26.25   	 89.28   	-147.51		 18.39   	 -10.17		
 22.28   	-31.74   	 88.69   	-162.77		 18.35   	 -10.17		
 23.19   	-36.62   	 88.04   	-178.03		 18.31   	 -10.17		
 13.73   	-40.28   	 87.32   	-193.29		 18.27   	   0.00		
  0.31   	-41.81   	 86.55   	-208.54		 18.27   	   0.00		
 -9.46   	-40.28   	 85.72   	-233.98		 18.27   	  -5.09		
-13.12   	-36.93   	 84.78   	-254.32		 18.25   	   0.00		
-12.82   	-33.26   	 83.76   	-284.84		 18.25   	   0.00		
-12.51   	-32.04   	 82.62   	-300.10		 18.25   	   0.00		
-13.73   	-33.87   	 81.42   	-330.62		 18.25   	   5.09		
-17.40   	-37.84   	 80.10   	-356.05		 18.27   	   0.00		
-24.41   	-42.11   	 78.68   	-376.40		 18.27   	   0.00		
-32.04   	-45.17   	 77.17   	-406.92		 18.27   	 -20.35		
-36.93   	-46.08   	 75.54   	-427.26		 18.19   	 -35.61		
-36.01   	-46.08   	 73.83   	-452.69		 18.05   	 -45.78		
-32.04   	-46.69   	 72.02   	-473.04		 17.86   	 -61.04		
-29.30   	-47.30   	 70.13   	-488.30		 17.62   	 -71.21		
-30.82   	-47.61   	 68.18   	-498.47		 17.33   	 -71.21		
-36.01   	-46.69   	 66.18   	-508.65		 17.05   	 -71.21		
-39.98   	-44.25   	 64.15   	-513.73		 16.76   	 -66.12		
-38.15   	-41.81   	 62.10   	-513.73		 16.50   	 -50.86		
-32.04   	-40.59   	 60.04   	-513.73		 16.30   	 -35.61		
-25.63   	-40.28   	 57.99   	-513.73		 16.15   	 -20.35		
-21.67   	-39.98   	 55.93   	-503.56		 16.07   	   5.09		
-20.14   	-39.06   	 53.92   	-498.47		 16.09   	  15.26		
-19.53   	-37.54   	 51.92   	-493.39		 16.15   	  25.43		
-20.14   	-36.93   	 49.95   	-478.13		 16.26   	  25.43		
-23.19   	-36.93   	 48.04   	-467.95		 16.36   	  30.52		
-30.52   	-38.15   	 46.16   	-457.78		 16.48   	  20.35		
-39.98   	-39.37   	 44.33   	-442.52		 16.56   	  20.35		
-47.30   	-39.98   	 42.56   	-432.35		 16.64   	  10.17		
-49.44   	-39.98   	 40.83   	-417.09		 16.68   	  10.17		
-45.47   	-39.06   	 39.17   	-401.83		 16.72   	  10.17		
-38.15   	-36.93   	 37.56   	-391.66		 16.76   	   0.00		
-29.91   	-35.10   	 35.99   	-376.40		 16.76   	  -5.09		
-24.41   	-34.18   	 34.49   	-366.22		 16.74   	 -10.17		
-22.89   	-34.18   	 33.02   	-345.88		 16.70   	 -20.35		
-23.50   	-34.18   	 31.64   	-340.79		 16.62   	 -25.43		
-24.72   	-32.65   	 30.27   	-325.53		 16.52   	 -30.52		
-25.63   	-28.99   	 28.97   	-315.36		 16.40   	 -40.69		
-26.25   	-25.33   	 27.71   	-305.19		 16.24   	 -45.78		
-27.47   	-25.02   	 26.49   	-289.93		 16.05   	 -45.78		
-30.52   	-29.60   	 25.33   	-279.75		 15.87   	 -45.78		
-33.26   	-36.93   	 24.21   	-269.58		 15.69   	 -40.69		
-32.65   	-42.42   	 23.13   	-254.32		 15.52   	 -30.52		
-28.69   	-42.72   	 22.12   	-249.24		 15.40   	 -35.61		
-24.72   	-38.15   	 21.12   	-228.89		 15.26   	 -25.43		
-24.72   	-32.96   	 20.20   	-223.80		 15.16   	 -25.43		
-30.82   	-32.35   	 19.31   	-213.63		 15.06   	 -30.52		
-38.15   	-36.93   	 18.45   	-198.37		 14.93   	 -35.61		
-39.67   	-43.95   	 17.66   	-178.03		 14.79   	 -40.69		
-32.96   	-48.83   	 16.95   	-152.59		 14.63   	 -50.86		
-21.06   	-48.83   	 16.34   	-132.25		 14.43   	 -55.95		
-12.21   	-44.56   	 15.81   	-106.82		 14.20   	 -55.95		
-13.12   	-39.37   	 15.38   	 -86.47		 13.98   	 -50.86		
-23.80   	-36.93   	 15.04   	 -76.30		 13.77   	 -40.69		
-37.23   	-37.54   	 14.73   	 -76.30		 13.61   	 -30.52		
-46.69   	-39.67   	 14.43   	 -76.30		 13.49   	 -15.26		
-48.83   	-41.20   	 14.12   	 -86.47		 13.43   	  10.17		
-44.86   	-40.59   	 13.77   	 -96.64		 13.47   	  35.61		
-39.06   	-38.15   	 13.39   	-111.90		 13.61   	  55.95		
-33.57   	-36.32   	 12.94   	-132.25		 13.84   	  71.21		
-29.30   	-36.62   	 12.41   	-147.51		 14.12   	  76.30		
-25.33   	-39.37   	 11.82   	-157.68		 14.43   	  66.12		
-24.72   	-43.33   	 11.19   	-172.94		 14.69   	  50.86		
-29.91   	-45.78   	 10.50   	-183.11		 14.89   	  20.35		
-40.59   	-45.47   	  9.77   	-183.11		 14.97   	 -10.17		
-51.27   	-41.20   	  9.03   	-172.94		 14.93   	 -45.78		
-54.63   	-33.87   	  8.34   	-167.85		 14.75   	 -71.21		
-46.39   	-24.41   	  7.67   	-152.59		 14.47   	 -86.47		
-30.52   	-13.43   	  7.06   	-132.25		 14.12   	 -86.47		
-14.95   	 -0.31   	  6.53   	-116.99		 13.77   	 -76.30		
 -6.71   	 13.43   	  6.06   	 -96.64		 13.47   	 -61.04		
 -6.71   	 23.80   	  5.68   	 -76.30		 13.22   	 -40.69		
-10.68   	 28.08   	  5.37   	 -55.95		 13.06   	 -15.26		
-13.12   	 25.63   	  5.15   	 -40.69		 13.00   	   5.09		
-12.51   	 19.84   	  4.98   	 -15.26		 13.02   	  35.61		
-10.99   	 17.40   	  4.92(D)	   0.00		 13.16   	  55.95		
-10.07   	 22.58   	  4.92   	  15.26		 13.39   	  76.30		
-11.90   	 33.87   	  4.98   	  30.52		 13.69   	 101.73		
-13.73   	 44.86   	  5.11   	  45.78		 14.10   	 116.99		
-12.51   	 49.44   	  5.29   	  55.95		 14.57   	 122.07		
 -6.71   	 45.47   	  5.51   	  66.12		 15.06   	 122.07		
  1.22   	 36.01   	  5.78   	  71.21		 15.54   	 106.82		
  6.71   	 25.63   	  6.06   	  81.38		 15.97   	  81.38		
  7.63   	 16.17   	  6.39   	  76.30		 16.30   	  61.04		
  4.27   	  5.49   	  6.69   	  76.30		 16.54   	  35.61		
 -0.92   	 -8.54   	  7.00   	  76.30		 16.68   	  15.26		
 -6.10   	-24.41   	  7.30   	  61.04		 16.74   	 -10.17		
 -8.54   	-36.01   	  7.55   	  61.04		 16.70   	 -25.43		
 -7.02   	-36.93   	  7.79   	  45.78		 16.60   	 -30.52		
  1.83   	-26.25   	  7.98   	  40.69		 16.48   	 -40.69		
 19.53   	 -9.16   	  8.14   	  25.43		 16.32   	 -45.78		
 43.03   	  5.19   	  8.24   	  15.26		 16.13   	 -45.78		
 61.04   	  9.16   	  8.30   	   5.09		 15.95   	 -45.78		
 60.42   	  0.61   	  8.32   	  -5.09		 15.77   	 -45.78		
 37.23   	-17.40   	  8.30   	 -10.17		 15.58   	 -50.86		
 -1.83   	-38.45   	  8.26   	  -5.09		 15.38   	 -40.69		
-40.28   	-56.15   	  8.24   	   0.00		 15.22   	 -30.52		
-61.95   	-69.27   	  8.24   	  15.26		 15.10   	 -20.35		
-62.56   	-78.43   	  8.30   	  20.35		 15.02   	  -5.09		
-50.05   	-85.75   	  8.38   	  25.43		 14.99   	   0.00		
-36.93   	-91.25   	  8.48   	  30.52		 14.99   	   0.00		
-30.82   	-93.99   	  8.61   	  25.43		 14.99   	  -5.09		
-31.74   	-93.08   	  8.71   	  20.35		 14.97   	 -25.43		
-36.32   	-90.33   	  8.79   	   5.09		 14.87   	 -55.95		
-43.33   	-87.89   	  8.81   	   0.00		 14.65   	 -76.30		
-53.10   	-86.98   	  8.81   	 -20.35		 14.34   	-101.73		
-64.39   	-86.67   	  8.73   	 -30.52		 13.94   	-111.90		
-72.63   	-86.06   	  8.61   	 -50.86		 13.49   	-122.07		
-73.55   	-84.23   	  8.40   	 -55.95		 13.00   	-111.90		
-66.83   	-83.92   	  8.18   	 -66.12		 12.55   	-106.82		
-58.29   	-86.36   	  7.91   	 -71.21		 12.13   	 -91.56		
-53.41   	-90.64   	  7.63   	 -66.12		 11.76   	 -76.30		
-53.41   	-93.38   	  7.37   	 -66.12		 11.45   	 -61.04		
-54.63   	-91.86   	  7.10   	 -55.95		 11.21   	 -35.61		
-54.32   	-85.45   	  6.88   	 -45.78		 11.07   	 -15.26		
-51.88   	-78.13   	  6.69   	 -40.69		 11.01   	  -5.09		
-49.13   	-73.85   	  6.53   	 -30.52		 10.99   	   5.09		
-46.69   	-74.77   	  6.41   	 -15.26		 11.01   	   5.09		
-45.47   	-78.43   	  6.35   	 -10.17		 11.03   	   0.00		
-46.69   	-79.35   	  6.31   	  -5.09		 11.03   	  -5.09		
-52.19   	-72.94   	  6.29   	  10.17		 11.01   	 -10.17		
-65.92   	-56.46   	  6.33   	  15.26		 10.97(D)	   5.09		
-86.67   	-30.52   	  6.39   	  25.43		 10.99   	  25.43		
-106.81   	  3.05   	  6.49   	  30.52		 11.09   	  45.78		
-110.47   	 39.98   	  6.61   	  40.69		 11.27   	  76.30		
-76.90   	 76.90   	  6.78   	  45.78		 11.58   	  91.56		
  8.24   	112.00   	  6.96   	  50.86		 11.94   	 101.73		
139.16   	141.91   	  7.16   	  61.04		 12.35   	  91.56		
285.95   	153.50   	  7.41   	  61.04		 12.72   	  76.30		
404.97   	113.83   	  7.65   	  61.04		 13.02   	  50.86		
460.82   	 -7.63   	  7.89   	  61.04		 13.22   	  35.61		
447.08   	-206.91   	  8.14   	  61.04		 13.37   	  15.26		
386.66   	-432.74   	  8.38   	  61.04		 13.43   	   0.00		
311.28   	-609.74   	  8.63   	  55.95		 13.43   	   5.09		
242.31   	-690.92   	  8.85   	  55.95		 13.45   	  10.17		
185.85   	-698.24   	  9.07   	  55.95		 13.49   	  15.26		
139.16   	-698.55   	  9.30   	  50.86		 13.55   	  20.35		
101.62   	-735.78   	  9.50   	  45.78		 13.63   	  30.52		
 79.96   	-791.63   	  9.68   	  40.69		 13.75   	  35.61		
 76.60   	-804.75(R)	  9.85(E)	  35.61		 13.90   	  40.69		
 84.23   	-728.15   	  9.99   	  40.69		 14.06   	  35.61		
 87.89   	-572.51   	 10.15   	  55.95		 14.20   	  30.52		
 73.85   	-393.68   	 10.38   	  71.21		 14.32   	  25.43		
 40.59   	-248.11   	 10.66   	  86.47		 14.43   	  20.35		
  0.00   	-159.30   	 11.01   	  96.64		 14.51   	  20.35		
-32.04   	-118.71   	 11.39   	 111.90		 14.59   	  10.17		
-43.95   	-103.76   	 11.84   	 122.07		 14.63   	  10.17		
-39.37   	-96.74   	 12.33   	 132.25		 14.67   	  10.17		
-30.82   	-88.50   	 12.86   	 147.51		 14.71   	   5.09		
-29.60   	-77.51   	 13.45   	 157.68		 14.73   	   5.09		
-37.23   	-65.92   	 14.08   	 167.85		 14.75   	  -5.09		
-45.78   	-56.76   	 14.75   	 183.11		 14.73   	 -15.26		
-48.52   	-52.19   	 15.48   	 198.37		 14.67   	 -35.61		
-45.78   	-49.74   	 16.28   	 218.72		 14.53   	 -55.95		
-43.95   	-46.39   	 17.15   	 233.98		 14.30   	 -86.47		
-48.22   	-40.28   	 18.09   	 259.41		 13.96   	-111.90		
-56.46   	-33.26   	 19.13   	 279.75		 13.51   	-127.16		
-60.42   	-27.77   	 20.24   	 320.45		 13.00   	-137.33		
-56.46   	-25.33   	 21.53   	 350.97		 12.45   	-132.25		
-47.91   	-25.63   	 22.93   	 396.74		 11.92   	-106.82		
-42.11   	-26.25   	 24.52   	 442.52		 11.50   	 -76.30		
-42.11   	-26.25   	 26.29   	 483.21		 11.19   	 -20.35		
-45.17   	-25.02   	 28.22   	 528.99		 11.11   	  30.52		
-45.47   	-23.50   	 30.34   	 564.60		 11.23   	  81.38		
-39.37   	-21.97   	 32.59   	 590.03		 11.56   	 111.90		
-27.77   	-21.36   	 34.95   	 620.55		 12.00   	 127.16		
-17.70   	-19.84   	 37.44   	 635.81		 12.51   	 127.16		
-15.26   	-18.01   	 39.98   	 645.98		 13.02   	 106.82		
-21.67   	-15.87   	 42.56   	 645.98		 13.45   	  81.38		
-33.26   	-14.65   	 45.15   	 651.07		 13.77   	  55.95		
-43.33   	-14.65   	 47.75   	 645.98		 14.00   	  30.52		
-46.39   	-14.95   	 50.34   	 635.81		 14.12   	  15.26		
-42.42   	-15.26   	 52.88   	 630.72		 14.18   	  10.17		
-36.01   	-14.65   	 55.40   	 615.46		 14.22   	  20.35		
-32.35   	-13.73   	 57.86   	 600.20		 14.30   	  30.52		
-33.26   	-14.34   	 60.26   	 579.86		 14.43   	  50.86		
-34.18   	-16.48   	 62.58   	 559.51		 14.63   	  66.12		
-32.35   	-18.01   	 64.82   	 539.16		 14.89   	  76.30		
-26.25   	-17.09   	 66.98   	 513.73		 15.20   	  81.38		
-18.62   	-12.82   	 69.03   	 488.30		 15.52   	  76.30		
-13.73   	 -7.02   	 70.99   	 462.87		 15.83   	  66.12		
-13.43   	 -2.44   	 72.84   	 432.35		 16.09   	  50.86		
-14.95   	 -0.92   	 74.57   	 406.92		 16.30   	  40.69		
-15.56   	 -1.22   	 76.20   	 381.48		 16.46   	  35.61		
-13.43   	 -1.22   	 77.72   	 356.05		 16.60   	  30.52		
 -8.24   	  0.00   	 79.15   	 330.62		 16.72   	  30.52		
 -1.83   	  2.14   	 80.47   	 305.19		 16.85   	  30.52		
  3.36   	  4.27   	 81.69   	 279.75		 16.97   	  30.52		
  4.58   	  5.19   	 82.81   	 254.32		 17.09   	  35.61		
  1.83   	  5.19   	 83.82   	 228.89		 17.23   	  25.43		
 -3.05   	  5.49   	 84.74   	 203.46		 17.33   	  30.52		
 -6.10   	  7.02   	 85.55   	 198.37		 17.46   	  20.35		
 -4.27   	 10.07   	 86.35   	 193.29		 17.54   	  15.26		
  2.14   	 15.26   	 87.12   	 188.20		 17.60   	  20.35		
  9.46   	 21.67   	 87.87   	 188.20		 17.68   	  30.52		
 13.43   	 27.77   	 88.63   	 183.11		 17.80   	  35.61		
 14.04   	 32.35   	 89.36   	 183.11		 17.94   	  45.78		
 14.04   	 35.71   	 90.09   	 178.03		 18.13   	  55.95		
 17.70   	 39.37   	 90.80   	 167.85		 18.35   	  50.86		
 25.63   	 44.56   	 91.47   	 152.59		 18.56   	  35.61		
 34.79   	 51.27   	 92.09   	 137.33		 18.70   	   5.09		
 43.64   	 58.29   	 92.63   	 116.99		 18.72(S)	 -20.35		
 51.27   	 63.78   	 93.10   	  96.64		 18.64   	 -50.86		
 56.76   	 67.14   	 93.49   	  76.30		 18.43   	 -66.12		
 59.81   	 69.89   	 93.79   	  55.95		 18.17   	 -81.38		
 59.81   	 72.02   	 94.02   	  40.69		 17.84   	 -76.30		
 57.07   	 74.16   	 94.18   	  25.43		 17.54   	 -81.38		
 54.93   	 76.90   	 94.28   	  15.26		 17.21   	 -76.30		
 58.90   	 80.26   	 94.34   	  15.26		 16.91   	 -66.12		
 70.80   	 83.62   	 94.40   	  10.17		 16.64   	 -61.04		
 86.36   	 86.36   	 94.45   	  20.35		 16.40   	 -45.78		
 99.18   	 86.98   	 94.53   	  25.43		 16.22   	 -20.35		
105.29   	 84.84   	 94.63   	  30.52		 16.13   	  10.17		
104.68   	 80.57   	 94.75   	  40.69		 16.17   	  30.52		
102.23   	 75.99   	 94.91   	  50.86		 16.30   	  40.69		
103.76   	 73.24   	 95.12   	  55.95		 16.46   	  40.69		
112.00   	 72.63   	 95.34   	  66.12		 16.62   	  35.61		
124.51   	 72.33   	 95.60   	  71.21		 16.76   	  25.43		
137.02   	 69.58   	 95.89   	  81.38		 16.87   	  10.17		
143.43   	 63.48   	 96.22   	  81.38		 16.91   	   0.00		
140.08   	 54.32   	 96.54   	  81.38		 16.91   	  -5.09		
127.26   	 43.95   	 96.87   	  81.38		 16.89   	   5.09		
110.47   	 33.87   	 97.19   	  81.38		 16.91   	   5.09		
 96.13   	 25.63   	 97.52   	  76.30		 16.93   	  20.35		
 88.50   	 20.14   	 97.82   	  66.12		 17.01   	  20.35		
 87.28   	 16.48   	 98.09   	  66.12		 17.09   	  20.35		
 88.81   	 13.12   	 98.35   	  50.86		 17.17   	  25.43		
 86.98   	  7.93   	 98.56   	  40.69		 17.27   	  20.35		
 79.35   	 -0.31   	 98.72   	  20.35		 17.35   	  20.35		
 66.22   	-10.07   	 98.80   	  10.17		 17.44   	  15.26		
 48.83   	-19.23   	 98.84(S)	 -10.17		 17.50   	  20.35		
 28.08   	-26.86   	 98.80   	 -35.61		 17.58   	  15.26		
  6.71   	-33.26   	 98.66   	 -50.86		 17.64   	  20.35		
-11.29   	-39.06   	 98.45   	 -71.21		 17.72   	  15.26		
-21.06   	-44.56   	 98.17   	 -91.56		 17.78   	  20.35		
-21.67   	-49.44   	 97.80   	-116.99		 17.86   	  10.17		
-18.01   	-54.32   	 97.33   	-132.25		 17.90   	  10.17		
-16.78   	-59.20   	 96.81   	-152.59		 17.94   	  -5.09		
-22.28   	-64.39   	 96.19   	-172.94		 17.92   	 -15.26		
-31.13   	-69.27   	 95.50   	-193.29		 17.86   	 -20.35		
-36.62   	-72.02   	 94.73   	-213.63		 17.78   	 -35.61		
-36.32   	-73.24   	 93.88   	-239.06		 17.64   	 -40.69		
-32.65   	-74.16   	 92.92   	-264.50		 17.48   	 -40.69		
-30.52   	-74.77   	 91.86   	-289.93		 17.31   	 -40.69		
-32.96   	-75.99   	 90.70   	-320.45		 17.15   	 -35.61		
-38.76   	-76.90   	 89.42   	-345.88		 17.01   	 -35.61		
-45.17   	-77.51   	 88.04   	-381.48		 16.87   	 -35.61		
-50.35   	-78.13   	 86.51   	-406.92		 16.72   	 -30.52		
-53.10   	-79.65   	 84.88   	-437.43		 16.60   	 -35.61		
-53.41   	-81.79   	 83.13   	-462.87		 16.46   	 -35.61		
-49.74   	-83.62   	 81.28   	-488.30		 16.32   	 -30.52		
-43.33   	-84.23   	 79.33   	-513.73		 16.20   	 -25.43		
-36.62   	-83.62   	 77.27   	-528.99		 16.09   	 -15.26		
-32.35   	-82.70   	 75.16   	-544.25		 16.03   	 -15.26		
-32.35   	-81.79   	 72.98   	-554.42		 15.97   	 -15.26		
-36.01   	-82.09   	 70.76   	-564.60		 15.91   	  -5.09		
-40.89   	-83.31   	 68.50   	-564.60		 15.89   	  -5.09		
-46.08   	-85.45   	 66.25   	-574.77		 15.87   	  -5.09		
-49.13   	-86.98   	 63.95   	-569.68		 15.85   	 -10.17		
-47.00   	-86.67   	 61.67   	-569.68		 15.81   	 -10.17		
-40.89   	-83.92   	 59.39   	-569.68		 15.77   	 -10.17		
-34.48   	-79.65   	 57.11   	-564.60		 15.73   	 -15.26		
-32.65   	-75.68   	 54.85   	-559.51		 15.67   	 -15.26		
-36.62   	-73.85   	 52.61   	-549.34		 15.61   	 -20.35		
-43.95   	-73.85   	 50.42   	-544.25		 15.52   	 -20.35		
-49.13   	-74.16   	 48.24   	-534.08		 15.44   	 -25.43		
-48.52   	-73.85   	 46.10   	-518.82		 15.34   	 -25.43		
-44.25   	-73.55   	 44.03   	-508.65		 15.24   	 -25.43		
-41.81   	-74.46   	 41.99   	-488.30		 15.14   	 -30.52		
-43.95   	-76.29   	 40.04   	-478.13		 15.02   	 -20.35		
-48.52   	-77.82   	 38.13   	-457.78		 14.93   	 -25.43		
-50.96   	-76.90   	 36.30   	-442.52		 14.83   	 -15.26		
-47.91   	-73.24   	 34.53   	-422.18		 14.77   	 -10.17		
-39.06   	-67.44   	 32.84   	-406.92		 14.73   	 -10.17		
-29.91   	-63.17   	 31.21   	-386.57		 14.69   	 -10.17		
-25.63   	-61.95   	 29.66   	-371.31		 14.65   	   0.00		
-28.08   	-63.17   	 28.18   	-350.97		 14.65   	  -5.09		
-33.87   	-64.70   	 26.78   	-335.71		 14.63   	   0.00		
-38.76   	-65.00   	 25.43   	-315.36		 14.63   	   5.09		
-39.06   	-63.17   	 24.17   	-305.19		 14.65   	   0.00		
-36.01   	-61.04   	 22.95   	-284.84		 14.65   	   0.00		
-32.04   	-59.51   	 21.81   	-264.50		 14.65   	   5.09		
-30.52   	-59.51   	 20.75   	-259.41		 14.67   	   0.00		
-31.43   	-60.42   	 19.72   	-239.06		 14.67   	   0.00		
-33.57   	-61.65   	 18.76   	-223.80		 14.67   	  -5.09		
-35.10   	-63.17   	 17.86   	-218.72		 14.65   	 -10.17		
-35.40   	-64.70   	 16.99   	-198.37		 14.61   	 -10.17		
-35.71   	-65.92   	 16.20   	-193.29		 14.57   	 -15.26		
-36.01   	-65.31   	 15.42   	-178.03		 14.51   	 -15.26		
-37.23   	-62.26   	 14.71   	-167.85		 14.45   	 -15.26		
-39.06   	-57.68   	 14.04   	-157.68		 14.38   	 -15.26		
-39.98   	-53.71   	 13.41   	-152.59		 14.32   	 -10.17		
-39.98   	-52.49   	 12.80   	-137.33		 14.28   	 -10.17		
-40.28   	-54.32   	 12.25   	-127.16		 14.24   	  -5.09		
-39.06   	-56.76   	 11.74   	-111.90		 14.22   	  -5.09		
-34.79   	-57.98   	 11.29   	-101.73		 14.20   	   0.00		
-28.08   	-57.37   	 10.89   	 -86.47		 14.20   	 -10.17		
-22.89   	-56.76   	 10.54   	 -76.30		 14.16   	 -15.26		
-23.50   	-56.46   	 10.23   	 -61.04		 14.10   	 -10.17		
-33.26   	-56.46   	  9.99   	 -55.95		 14.06   	 -10.17		
-47.61   	-56.15   	  9.77   	 -40.69		 14.02   	  -5.09		
-57.98   	-56.46   	  9.60   	 -30.52		 14.00   	   5.09		
-58.59   	-57.98   	  9.48   	 -25.43		 14.02   	  15.26		
-50.96   	-61.34   	  9.38   	 -20.35		 14.08   	  25.43		
-41.50   	-65.00   	  9.30   	 -15.26		 14.18   	  35.61		
-35.71   	-66.83   	  9.24   	 -15.26		 14.32   	  40.69		
-35.10   	-67.14   	  9.18   	 -15.26		 14.49   	  30.52		
-36.93   	-66.22   	  9.11   	 -20.35		 14.61   	  25.43		
-37.84   	-65.00   	  9.03   	 -25.43		 14.71   	   5.09		
-36.62   	-63.48   	  8.93   	 -30.52		 14.73   	 -10.17		
-35.10   	-61.34   	  8.81   	 -35.61		 14.69   	 -20.35		
-34.48   	-59.51   	  8.67   	 -45.78		 14.61   	 -35.61		
-35.71   	-59.51   	  8.48   	 -50.86		 14.47   	 -40.69		
-39.06   	-62.26   	  8.28   	 -55.95		 14.30   	 -40.69		
-42.42   	-65.92   	  8.06   	 -55.95		 14.14   	 -40.69		
-43.03   	-68.05   	  7.83   	 -61.04		 13.98   	 -35.61		
-40.28   	-66.53   	  7.59   	 -61.04		 13.84   	 -30.52		
-36.01   	-61.65   	  7.34   	 -55.95		 13.71   	 -40.69		
-32.04   	-56.46   	  7.12   	 -55.95		 13.55   	 -45.78		
-30.52   	-54.63   	  6.90   	 -50.86		 13.37   	 -50.86		
-30.82   	-56.76   	  6.69   	 -40.69		 13.16   	 -61.04		
-31.43   	-61.34   	  6.53   	 -35.61		 12.92   	 -61.04		
-31.74   	-65.00   	  6.39   	 -25.43		 12.68   	 -61.04		
-32.04   	-65.92   	  6.29   	 -15.26		 12.43   	 -50.86		
-32.65   	-63.78   	  6.23(D)	   0.00		 12.23   	 -35.61		
-34.18   	-61.34   	  6.23   	   5.09		 12.09   	 -20.35		
-36.32   	-60.42   	  6.25   	  15.26		 12.00   	   0.00		
-38.45   	-61.95   	  6.31   	  30.52		 12.00   	  20.35		
-39.06   	-64.09   	  6.43   	  35.61		 12.09   	  30.52		
-36.93   	-65.00   	  6.57   	  45.78		 12.21   	  40.69		
-32.65   	-64.09   	  6.75   	  55.95		 12.37   	  40.69		
-28.99   	-62.87   	  6.98   	  61.04		 12.53   	  35.61		
-27.16   	-62.56   	  7.22   	  61.04		 12.68   	  25.43		
-25.02   	-63.78   	  7.47   	  61.04		 12.78   	  15.26		
-19.53   	-64.39   	  7.71   	  55.95		 12.84   	  10.17		
-12.51   	-62.87   	  7.93   	  55.95		 12.88   	  -5.09		
 -9.46   	-59.51   	  8.16   	  55.95		 12.86   	 -10.17		
-17.40   	-57.37   	  8.38   	  45.78		 12.82   	 -10.17		
-35.40   	-58.90   	  8.57   	  35.61		 12.78   	 -10.17		
-53.71   	-64.39   	  8.71   	  30.52		 12.74   	 -10.17		
-61.34   	-71.11   	  8.83   	  25.43		 12.70   	  -5.09		
-55.24   	-75.68   	  8.93   	  15.26		 12.68   	 -10.17		
-43.03   	-76.90   	  8.99   	  10.17		 12.63   	  -5.09		
-34.48   	-76.60   	  9.03   	   0.00		 12.61   	   0.00		
-34.18   	-76.60   	  9.03   	   0.00		 12.61   	  -5.09		
-37.23   	-76.90   	  9.03   	 -10.17		 12.59   	  -5.09		
-38.15   	-76.29   	  8.99   	 -10.17		 12.57   	   0.00		
-34.18   	-74.16   	  8.95   	 -15.26		 12.57   	   0.00		
-28.99   	-70.80   	  8.89   	 -15.26		 12.57   	   5.09		
-25.33   	-68.05   	  8.83   	 -20.35		 12.59   	   5.09		
-23.80   	-66.83   	  8.75   	 -20.35		 12.61   	  10.17		
-23.50   	-68.36   	  8.67   	 -25.43		 12.66   	   5.09		
-25.94   	-71.41   	  8.57   	 -20.35		 12.68   	  10.17		
-32.04   	-75.07   	  8.48   	 -20.35		 12.72   	   5.09		
-41.20   	-78.43   	  8.40   	 -25.43		 12.74   	   5.09		
-48.52   	-80.57   	  8.30   	 -20.35		 12.76   	   0.00		
-47.00   	-80.26   	  8.22   	 -15.26		 12.76   	   0.00		
-34.48   	-77.82   	  8.16   	 -15.26		 12.76   	  -5.09		
-16.78   	-74.77   	  8.10   	 -15.26		 12.74   	 -10.17		
 -3.66   	-73.55   	  8.04   	 -10.17		 12.70   	  -5.09		
 -2.44   	-75.38   	  8.00   	 -15.26		 12.68   	 -15.26		
-14.04   	-79.35   	  7.93   	 -10.17		 12.61   	 -10.17		
-32.65   	-82.40   	  7.89   	 -10.17		 12.57   	 -15.26		
-48.52   	-83.01   	  7.85   	 -10.17		 12.51   	 -20.35		
-55.85   	-81.48   	  7.81   	 -10.17		 12.43   	 -20.35		
-53.71   	-80.26   	  7.77   	 -10.17		 12.35   	 -20.35		
-45.17   	-81.48   	  7.73   	 -10.17		 12.27   	 -20.35		
-35.71   	-84.53   	  7.69   	  -5.09		 12.19   	 -25.43		
-29.60   	-87.28   	  7.67   	 -10.17		 12.09   	 -25.43		
-28.38   	-87.28   	  7.63   	 -10.17		 11.98   	 -25.43		
-29.91   	-84.23   	  7.59   	  -5.09		 11.88   	 -25.43		
-32.65   	-79.65   	  7.57   	 -10.17		 11.78   	 -25.43		
-35.10   	-76.90   	  7.53   	   0.00		 11.68   	 -25.43		
-36.32   	-76.60   	  7.53   	  -5.09		 11.58   	 -20.35		
-35.40   	-78.43   	  7.51   	   0.00		 11.50   	 -15.26		
-33.26   	-80.26   	  7.51   	   5.09		 11.43   	  -5.09		
-29.91   	-79.96   	  7.53   	   5.09		 11.41   	   5.09		
-26.55   	-77.82   	  7.55   	   5.09		 11.43   	  10.17		
-25.02   	-75.07   	  7.57   	  10.17		 11.48   	  15.26		
-25.33   	-74.16   	  7.61   	  15.26		 11.54   	  15.26		
-27.16   	-75.07   	  7.67   	  10.17		 11.60   	  20.35		
