  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-27.47   	-35.10   	 17.56   	-295.01		 80.67   	-101.73		
-26.25   	-35.71   	 16.38   	-264.50		 80.26   	-132.25		
-16.17   	-44.56   	 15.32   	-239.06		 79.74   	-152.59		
 -4.27   	-55.24   	 14.36   	-213.63		 79.12   	-111.90		
  0.31   	-62.26   	 13.51   	-193.29		 78.68   	-116.99		
 -7.02   	-63.17   	 12.74   	-167.85		 78.21   	-162.77		
-20.45   	-61.04   	 12.07   	-152.59		 77.56   	-157.68		
-31.13   	-58.29   	 11.45   	-132.25		 76.93   	-111.90		
-33.26   	-54.93   	 10.93   	-116.99		 76.48   	 -96.64		
-26.55   	-50.96   	 10.46   	-101.73		 76.09   	-101.73		
-17.09   	-47.61   	 10.05   	 -96.64		 75.69   	-101.73		
 -9.77   	-47.30   	  9.66   	 -86.47		 75.28   	-116.99		
 -5.49   	-51.27   	  9.32   	 -76.30		 74.81   	-116.99		
 -3.97   	-57.37   	  9.01   	 -71.21		 74.34   	-111.90		
 -5.19   	-61.04   	  8.73   	 -66.12		 73.90   	 -91.56		
 -8.85   	-57.68   	  8.46   	 -55.95		 73.53   	 -61.04		
-13.43   	-47.61   	  8.24   	 -50.86		 73.29   	 -71.21		
-18.01   	-36.32   	  8.04   	 -45.78		 73.00   	-101.73		
-20.14   	-30.52   	  7.85   	 -35.61		 72.59   	-101.73		
-21.06   	-32.35   	  7.71   	 -25.43		 72.19   	 -45.78		
-21.97   	-39.37   	  7.61   	 -10.17		 72.00   	   0.00		
-24.72   	-47.30   	  7.57   	  -5.09		 72.00   	 -25.43		
-27.16   	-53.71   	  7.55(D)	   5.09		 71.90   	-106.82		
-26.86   	-57.37   	  7.57   	  20.35		 71.47   	 -71.21		
-22.28   	-57.37   	  7.65   	  20.35		 71.19   	  45.78		
-15.87   	-53.71   	  7.73   	  20.35		 71.37   	 -10.17		
-11.90   	-48.22   	  7.81   	  25.43		 71.33   	-198.37		
-10.68   	-43.33   	  7.91   	  25.43		 70.54   	-162.77		
-10.38   	-40.89   	  8.02   	  20.35		 69.89   	  45.78		
 -8.85   	-39.37   	  8.10   	  15.26		 70.07   	 142.42		
 -6.10   	-37.23   	  8.16   	  15.26		 70.64   	  66.12		
 -5.19   	-33.57   	  8.22   	  15.26		 70.91   	 -50.86		
 -9.16   	-30.21   	  8.28   	  10.17		 70.70   	 -86.47		
-17.40   	-31.13   	  8.32   	  15.26		 70.36   	 -96.64		
-23.80   	-39.67   	  8.38   	  10.17		 69.97   	 -55.95		
-23.80   	-54.63   	  8.42   	  15.26		 69.75   	  45.78		
-16.78   	-69.58   	  8.48   	  20.35		 69.93   	 -10.17		
 -7.93   	-75.07   	  8.57   	  20.35		 69.89   	-157.68		
 -2.75   	-64.39   	  8.65   	  20.35		 69.26   	 -86.47		
 -3.97   	-38.76   	  8.73   	  25.43		 68.91   	  30.52		
 -7.93   	 -8.85   	  8.83   	  25.43		 69.03   	  30.52		
-10.38   	 10.68   	  8.93   	  30.52		 69.16   	 -20.35		
 -9.77   	 10.99   	  9.05   	  30.52		 69.07   	 -50.86		
 -8.85   	 -3.97   	  9.18   	  35.61		 68.87   	 -71.21		
 -9.77   	-22.58   	  9.32   	  30.52		 68.59   	 -61.04		
-13.12   	-35.10   	  9.44   	  35.61		 68.34   	 -35.61		
-15.56   	-42.42   	  9.58   	  35.61		 68.20   	 -30.52		
-13.73   	-50.05   	  9.73   	  35.61		 68.08   	 -50.86		
 -7.93   	-61.34   	  9.87   	  30.52		 67.87   	 -91.56		
 -2.14   	-72.02   	  9.99   	  35.61		 67.51   	 -96.64		
  0.92   	-72.02   	 10.13   	  30.52		 67.12   	 -71.21		
 -1.22   	-56.15   	 10.25   	  30.52		 66.84   	 -45.78		
 -7.63   	-31.43   	 10.38   	  25.43		 66.65   	 -50.86		
-14.65   	 -9.46   	 10.48   	  25.43		 66.45   	 -71.21		
-19.84   	 -0.61   	 10.58   	  25.43		 66.16   	 -71.21		
-21.36   	 -7.02   	 10.68   	  20.35		 65.88   	 -40.69		
-19.53   	-22.28   	 10.76   	  20.35		 65.72   	 -25.43		
-15.26   	-36.32   	 10.84   	  20.35		 65.62   	 -40.69		
-10.07   	-40.59   	 10.93   	  15.26		 65.45   	 -66.12		
 -3.97   	-31.74   	 10.99   	  20.35		 65.19   	 -66.12		
  2.44   	-10.99   	 11.07   	  15.26		 64.92   	 -30.52		
  7.32   	 14.65   	 11.13   	  20.35		 64.80   	 -30.52		
  8.85   	 38.15   	 11.21   	  15.26		 64.68   	 -96.64		
  6.71   	 55.54   	 11.27   	  20.35		 64.29   	 -86.47		
  2.44   	 65.61   	 11.35   	  15.26		 63.95   	  -5.09		
 -0.61   	 70.50   	 11.41   	  15.26		 63.93   	  15.26		
  0.31   	 70.50   	 11.48   	  20.35		 63.99   	 -20.35		
  5.80   	 66.53   	 11.56   	  15.26		 63.91   	 -55.95		
 12.51   	 60.42   	 11.62   	  15.26		 63.68   	 -76.30		
 17.09   	 58.29   	 11.68   	  15.26		 63.38   	 -61.04		
 17.40   	 66.53   	 11.74   	  15.26		 63.13   	 -40.69		
 13.43   	 87.89   	 11.80   	  15.26		 62.97   	 -25.43		
 10.07   	118.10   	 11.86   	  10.17		 62.87   	 -20.35		
 12.51   	146.79   	 11.90   	  15.26		 62.79   	 -25.43		
 21.67   	163.57   	 11.96   	  10.17		 62.69   	 -30.52		
 33.26   	164.18   	 12.00   	  10.17		 62.56   	 -45.78		
 41.81   	152.59   	 12.04   	   5.09		 62.38   	 -45.78		
 46.39   	137.33   	 12.07   	  10.17		 62.20   	 -50.86		
 49.13   	126.34   	 12.11   	   5.09		 61.99   	 -45.78		
 52.19   	123.60   	 12.13   	  10.17		 61.81   	 -40.69		
 53.10   	128.17   	 12.17   	   5.09		 61.65   	 -30.52		
 48.52   	136.11   	 12.19   	   0.00		 61.53   	 -35.61		
 35.71   	141.30   	 12.19   	   5.09		 61.38   	 -45.78		
 18.92   	134.28   	 12.21   	   5.09		 61.20   	 -30.52		
  5.19   	107.42   	 12.23   	   5.09		 61.08   	 -20.35		
 -2.44   	 61.34   	 12.25   	   5.09		 61.00   	 -20.35		
 -5.80   	  7.32   	 12.27   	  10.17		 60.92   	 -35.61		
 -6.71   	-38.15   	 12.31   	  10.17		 60.77   	 -40.69		
 -6.41   	-64.39   	 12.35   	  15.26		 60.61   	 -40.69		
 -5.49   	-72.94   	 12.41   	  20.35		 60.45   	 -35.61		
 -3.97   	-72.33   	 12.49   	  20.35		 60.30   	 -25.43		
 -2.75   	-69.27   	 12.57   	  30.52		 60.20   	 -25.43		
 -3.97   	-64.09   	 12.70   	  30.52		 60.10   	 -40.69		
 -6.71   	-54.63   	 12.82   	  35.61		 59.94   	 -35.61		
 -9.77   	-42.11   	 12.96   	  40.69		 59.80   	 -35.61		
-12.82   	-34.79   	 13.12   	  45.78		 59.65   	 -30.52		
-16.17   	-40.89   	 13.31   	  45.78		 59.53   	 -35.61		
-18.62   	-62.26   	 13.49   	  45.78		 59.39   	 -40.69		
-18.31   	-90.94   	 13.67   	  50.86		 59.23   	 -35.61		
-14.95   	-112.61   	 13.88   	  50.86		 59.08   	 -25.43		
-10.07   	-119.32   	 14.08   	  50.86		 58.98   	 -10.17		
 -7.32   	-114.75   	 14.28   	  45.78		 58.94   	 -20.35		
 -9.16   	-110.17   	 14.47   	  45.78		 58.86   	 -25.43		
-15.56   	-113.22   	 14.65   	  40.69		 58.76   	 -40.69		
-23.19   	-118.10   	 14.81   	  40.69		 58.60   	 -55.95		
-26.86   	-105.29   	 14.97   	  30.52		 58.37   	 -50.86		
-17.70   	-47.61   	 15.10   	  35.61		 58.17   	 -30.52		
 14.04   	 78.13   	 15.24   	  30.52		 58.05   	 -20.35		
 75.99   	285.64   	 15.36   	  35.61		 57.97   	 -25.43		
166.02   	578.00   	 15.50   	  35.61		 57.86   	 -35.61		
270.69   	933.84   	 15.65   	  40.69		 57.72   	 -40.69		
364.07   	1279.91   	 15.81   	 111.90		 57.56   	 -86.47		
415.04   	1482.85(R)	 16.26(E)	  76.30		 57.21   	 -45.78		
358.58   	1208.80   	 16.56   	  86.47		 57.03   	 -35.61		
271.00   	760.19   	 16.91   	 101.73		 56.89   	 -25.43		
186.46   	300.29   	 17.31   	 111.90		 56.79   	 -25.43		
128.48   	-24.11   	 17.76   	 127.16		 56.68   	 -30.52		
 99.18   	-162.96   	 18.27   	 142.42		 56.56   	 -25.43		
 81.79   	-160.22   	 18.84   	 152.59		 56.46   	 -30.52		
 57.98   	-97.96   	 19.45   	 167.85		 56.34   	 -25.43		
 23.19   	-43.64   	 20.12   	 183.11		 56.24   	 -15.26		
-11.90   	-25.94   	 20.85   	 208.54		 56.17   	 -20.35		
-33.57   	-40.89   	 21.69   	 239.06		 56.09   	 -30.52		
-37.23   	-73.85   	 22.64   	 274.67		 55.97   	 -25.43		
-31.43   	-112.92   	 23.74   	 330.62		 55.87   	 -20.35		
-27.47   	-149.23   	 25.07   	 386.57		 55.79   	 -25.43		
-31.13   	-177.31   	 26.61   	 452.69		 55.69   	 -35.61		
-40.28   	-193.79   	 28.42   	 523.90		 55.54   	 -35.61		
-47.61   	-199.58   	 30.52   	 595.11		 55.40   	 -30.52		
-48.22   	-198.36   	 32.90   	 676.50		 55.28   	 -20.35		
-41.81   	-194.09   	 35.61   	 747.71		 55.20   	 -20.35		
-32.04   	-188.90   	 38.60   	 813.83		 55.12   	 -40.69		
-25.02   	-184.63   	 41.85   	 885.04		 54.95   	 -50.86		
-23.50   	-180.66   	 45.39   	 935.91		 54.75   	 -40.69		
-27.16   	-177.61   	 49.14   	 991.86		 54.59   	 -30.52		
-32.35   	-177.31   	 53.10   	1042.72		 54.47   	 -20.35		
-34.79   	-181.88   	 57.27   	1078.33		 54.38   	 -30.52		
-34.79   	-187.38   	 61.59   	1108.85		 54.26   	 -55.95		
-33.87   	-188.90   	 66.02   	1134.28		 54.04   	 -66.12		
-35.40   	-184.33   	 70.56   	1149.54		 53.77   	 -30.52		
-39.67   	-178.53   	 75.16   	1159.71		 53.65(D)	  35.61		
-43.64   	-177.31   	 79.80   	1154.62		 53.79   	  45.78		
-43.95   	-182.50   	 84.41   	1139.36		 53.98   	  35.61		
-40.89   	-187.99   	 88.97   	1119.02		 54.12   	  76.30		
-36.93   	-187.38   	 93.45   	1078.33		 54.43   	  91.56		
-35.40   	-179.14   	 97.76   	1032.55		 54.79   	  81.38		
-36.62   	-168.15   	101.89   	 986.77		 55.12   	 147.51		
-39.67   	-162.66   	105.84   	 925.73		 55.71   	 345.88		
-41.20   	-168.46   	109.54   	 864.70		 57.09   	 569.68		
-41.50   	-183.11   	113.00   	 803.66		 59.37   	 696.84		
-40.59   	-197.75   	116.22   	 742.62		 62.16   	 701.93		
-39.67   	-203.25   	119.19   	 676.50		 64.96   	 503.56		
-38.15   	-197.45   	121.89   	 625.63		 66.98   	 320.45		
-36.01   	-185.24   	124.39   	 569.68		 68.26   	 320.45		
-35.40   	-176.09   	126.67   	 523.90		 69.54   	 483.21		
-37.54   	-176.09   	128.77   	 488.30		 71.47   	 712.10		
-41.81   	-180.66   	130.72   	 462.87		 74.32   	 788.40		
-45.78   	-181.58   	132.57   	 442.52		 77.48   	 656.15		
-45.78   	-174.56   	134.34   	 422.18		 80.10   	 452.69		
-40.89   	-162.96   	136.03   	 412.00		 81.91   	 376.40		
-35.10   	-153.81   	137.68   	 401.83		 83.42   	 503.56		
-32.35   	-151.67   	139.29   	 386.57		 85.43   	 554.42		
-35.10   	-155.94   	140.83   	 371.31		 87.65   	 452.69		
-41.20   	-161.44   	142.32   	 356.05		 89.46   	 417.09		
-46.69   	-162.05   	143.74   	 330.62		 91.13   	 544.25		
-48.52   	-157.47   	145.07   	 300.10		 93.31   	 635.81		
-45.78   	-148.01   	146.27   	 259.41		 95.85   	 564.60		
-40.89   	-135.50   	147.30   	 228.89		 98.11   	 401.83		
-36.32   	-122.99   	148.22   	 188.20		 99.71   	 330.62		
-34.18   	-113.83   	148.97   	 157.68		101.04   	 422.18		
-35.40   	-110.47   	149.60   	 127.16		102.73   	 528.99		
-39.98   	-112.00   	150.11   	 106.82		104.84   	 513.73		
-45.47   	-115.05   	150.54   	  91.56		106.90   	 437.43		
-49.44   	-116.27   	150.90   	  81.38		108.65   	 401.83		
-51.57   	-114.14   	151.23   	  66.12		110.25   	 386.57		
-52.49   	-108.64   	151.49   	  61.04		111.80   	 340.79		
-53.10   	-101.32   	151.74   	  45.78		113.16   	 300.10		
-53.71   	-93.38   	151.92   	  35.61		114.36   	 310.27		
-53.71   	-88.50   	152.06   	  15.26		115.60   	 310.27		
-52.49   	-90.03   	152.13   	   5.09		116.85   	 228.89		
-51.88   	-97.35   	152.15(S)	 -20.35		117.76   	 152.59		
-53.10   	-104.68   	152.06   	 -40.69		118.37   	 152.59		
-55.54   	-104.68   	151.90   	 -55.95		118.98   	 208.54		
-56.76   	-95.52   	151.68   	 -81.38		119.82   	 269.58		
-55.24   	-84.23   	151.35   	-106.82		120.89   	 279.75		
-50.66   	-79.65   	150.93   	-122.07		122.01   	 157.68		
-46.69   	-85.45   	150.44   	-147.51		122.64   	  15.26		
-47.00   	-96.13   	149.85   	-167.85		122.71   	  20.35		
-51.57   	-101.01   	149.18   	-193.29		122.79   	  91.56		
-56.46   	-93.38   	148.40   	-213.63		123.15   	  61.04		
-55.85   	-75.07   	147.55   	-244.15		123.40(S)	 -55.95		
-46.69   	-53.71   	146.57   	-269.58		123.17   	 -96.64		
-32.04   	-38.76   	145.49   	-300.10		122.79   	 -66.12		
-17.09   	-36.62   	144.29   	-325.53		122.52   	 -66.12		
 -6.71   	-47.00   	142.99   	-366.22		122.26   	-127.16		
 -0.92   	-60.73   	141.53   	-391.66		121.75   	-152.59		
  3.05   	-64.70   	139.96   	-422.18		121.14   	 -55.95		
  7.02   	-51.88   	138.27   	-447.61		120.92   	 -45.78		
 10.38   	-26.86   	136.48   	-467.95		120.73   	-172.94		
 11.60   	 -3.66   	134.61   	-493.39		120.04   	-218.72		
  9.16   	  2.75   	132.63   	-508.65		119.17   	-122.07		
  5.19   	 -9.46   	130.60   	-518.82		118.68   	 -35.61		
  2.44   	-28.38   	128.52   	-539.16		118.53   	-111.90		
  3.97   	-37.23   	126.37   	-549.34		118.09   	-305.19		
 10.07   	-26.86   	124.17   	-574.77		116.87   	-279.75		
 18.92   	 -2.75   	121.87   	-590.03		115.75   	-106.82		
 25.63   	 19.53   	119.51   	-625.63		115.32   	-172.94		
 25.63   	 27.16   	117.01   	-656.15		114.63   	-340.79		
 17.09   	 18.62   	114.38   	-696.84		113.27   	-386.57		
  3.36   	  1.83   	111.60   	-737.54		111.72   	-305.19		
 -8.85   	-13.43   	108.65   	-783.31		110.50   	-228.89		
-13.43   	-23.19   	105.51   	-829.09		109.58   	-259.41		
 -9.46   	-26.86   	102.20   	-869.78		108.54   	-366.22		
 -1.22   	-25.94   	 98.72   	-910.47		107.08   	-432.35		
  4.58   	-20.75   	 95.08   	-940.99		105.35   	-401.83		
  5.49   	-12.21   	 91.31   	-966.43		103.74   	-376.40		
  3.36   	 -5.19   	 87.45   	-986.77		102.24   	-366.22		
  1.53   	 -4.58   	 83.50   	-996.94		100.77   	-361.14		
  1.22   	-10.38   	 79.51   	-1002.03		 99.33   	-361.14		
  1.83   	-17.70   	 75.50   	-996.94		 97.88   	-335.71		
  0.92   	-21.06   	 71.52   	-981.68		 96.54   	-335.71		
 -0.61   	-20.75   	 67.59   	-971.51		 95.20   	-345.88		
 -1.83   	-20.75   	 63.70   	-946.08		 93.81   	-213.63		
 -2.14   	-22.89   	 59.92   	-915.56		 92.96   	 -40.69		
 -1.53   	-25.02   	 56.26   	-885.04		 92.80   	 -91.56		
 -2.14   	-23.50   	 52.72   	-849.44		 92.43   	-228.89		
 -3.97   	-17.70   	 49.32   	-808.75		 91.52   	-249.24		
 -6.10   	-13.43   	 46.08   	-768.05		 90.52   	-218.72		
 -5.49   	-17.09   	 43.01   	-722.28		 89.64   	-264.50		
 -3.05   	-28.69   	 40.12   	-681.58		 88.59   	-284.84		
 -1.22   	-40.28   	 37.40   	-640.89		 87.45   	-218.72		
 -2.75   	-44.25   	 34.83   	-595.11		 86.57   	-172.94		
 -7.32   	-38.45   	 32.45   	-554.42		 85.88   	-208.54		
-12.21   	-27.16   	 30.23   	-508.65		 85.05   	-264.50		
-13.12   	-17.09   	 28.20   	-473.04		 83.99   	-203.46		
 -9.77   	-14.04   	 26.31   	-437.43		 83.17   	 -96.64		
 -5.19   	-18.92   	 24.56   	-401.83		 82.79   	-106.82		
 -3.97   	-28.69   	 22.95   	-371.31		 82.36   	-172.94		
 -7.32   	-37.23   	 21.46   	-335.71		 81.67   	-167.85		
-11.29   	-37.54   	 20.12   	-310.27		 81.00   	-157.68		
-12.21   	-27.77   	 18.88   	-279.75		 80.37   	-239.06		
 -9.16   	-14.04   	 17.76   	-259.41		 79.41   	-152.59		
 -3.36   	 -7.02   	 16.72   	-228.89		 78.80   	  81.38		
  1.83   	-13.12   	 15.81   	-213.63		 79.12   	  25.43		
  3.66   	-28.38   	 14.95   	-183.11		 79.23   	-223.80		
  2.75   	-40.28   	 14.22   	-172.94		 78.33   	-274.67		
  1.22   	-39.67   	 13.53   	-147.51		 77.23   	-167.85		
 -0.92   	-28.08   	 12.94   	-137.33		 76.56   	 -71.21		
 -3.05   	-16.17   	 12.39   	-116.99		 76.28   	 -35.61		
 -4.88   	-12.82   	 11.92   	-106.82		 76.13   	 -55.95		
 -7.02   	-20.14   	 11.50   	 -96.64		 75.91   	 -96.64		
 -8.24   	-31.13   	 11.11   	 -86.47		 75.52   	-116.99		
 -7.63   	-37.54   	 10.76   	 -76.30		 75.06   	-137.33		
 -5.49   	-35.40   	 10.46   	 -66.12		 74.51   	-162.77		
 -3.66   	-26.25   	 10.19   	 -66.12		 73.86   	-172.94		
 -3.36   	-14.04   	  9.93   	 -61.04		 73.16   	-137.33		
 -4.58   	 -3.36   	  9.68   	 -66.12		 72.61   	 -91.56		
 -5.80   	  0.00   	  9.42   	 -61.04		 72.25   	 -71.21		
 -4.88   	 -7.93   	  9.18   	 -61.04		 71.96   	 -71.21		
 -1.53   	-27.47   	  8.93   	 -61.04		 71.68   	 -61.04		
  0.61   	-52.80   	  8.69   	 -61.04		 71.43   	 -40.69		
 -0.92   	-72.33   	  8.44   	 -61.04		 71.27   	 -50.86		
 -5.49   	-75.38   	  8.20   	 -50.86		 71.07   	 -66.12		
-10.68   	-56.46   	  8.00   	 -50.86		 70.80   	 -50.86		
-12.51   	-20.75   	  7.79   	 -40.69		 70.60   	 -45.78		
 -9.16   	 15.87   	  7.63   	 -35.61		 70.42   	 -71.21		
 -2.44   	 37.23   	  7.49   	 -25.43		 70.13   	 -50.86		
  3.36   	 35.10   	  7.39   	 -20.35		 69.93   	 -25.43		
  4.88   	 14.95   	  7.30   	 -15.26		 69.83   	 -35.61		
  1.22   	 -9.46   	  7.24   	 -10.17		 69.68   	 -55.95		
 -4.88   	-27.77   	  7.20(D)	   0.00		 69.46   	 -45.78		
 -8.85   	-38.15   	  7.20   	   0.00		 69.28   	 -66.12		
 -7.63   	-42.11   	  7.20   	   5.09		 69.01   	 -25.43		
 -2.44   	-39.67   	  7.22   	   5.09		 68.91   	  -5.09		
  2.75   	-28.99   	  7.24   	  15.26		 68.89   	 -71.21		
  3.97   	-10.68   	  7.30   	  15.26		 68.61   	 -61.04		
  0.31   	  8.54   	  7.37   	  15.26		 68.36   	  45.78		
 -6.41   	 17.70   	  7.43   	  25.43		 68.55   	  50.86		
-12.51   	 10.38   	  7.53   	  25.43		 68.75   	 -40.69		
-14.04   	 -9.16   	  7.63   	  25.43		 68.59   	-111.90		
-10.68   	-30.21   	  7.73   	  30.52		 68.14   	 -91.56		
 -4.88   	-43.03   	  7.85   	  35.61		 67.77   	 -45.78		
  0.31   	-44.86   	  8.00   	  35.61		 67.59   	 -25.43		
  2.14   	-37.84   	  8.14   	  40.69		 67.49   	 -40.69		
  0.92   	-27.16   	  8.30   	  35.61		 67.32   	 -61.04		
 -2.44   	-14.04   	  8.44   	  35.61		 67.08   	 -66.12		
 -5.19   	  0.92   	  8.59   	  35.61		 66.82   	 -50.86		
 -6.71   	 16.17   	  8.73   	  35.61		 66.61   	 -30.52		
 -7.63   	 24.72   	  8.87   	  30.52		 66.49   	 -35.61		
 -7.32   	 19.53   	  8.99   	  25.43		 66.35   	 -61.04		
 -4.88   	  0.92   	  9.09   	  25.43		 66.10   	 -71.21		
 -1.83   	-21.97   	  9.20   	  15.26		 65.82   	 -40.69		
  0.61   	-37.23   	  9.26   	  15.26		 65.66   	 -30.52		
  0.92   	-38.45   	  9.32   	  15.26		 65.53   	 -66.12		
 -0.61   	-27.77   	  9.38   	   5.09		 65.27   	 -91.56		
 -1.53   	-13.43   	  9.40   	   5.09		 64.90   	 -76.30		
 -0.61   	 -4.27   	  9.42   	   0.00		 64.60   	 -35.61		
  1.22   	 -5.49   	  9.42   	  -5.09		 64.46   	 -10.17		
  2.14   	-14.95   	  9.40   	   0.00		 64.41   	 -25.43		
  0.61   	-24.11   	  9.40   	  -5.09		 64.31   	 -50.86		
 -1.83   	-22.28   	  9.38   	 -10.17		 64.11   	 -66.12		
 -1.53   	 -2.44   	  9.34   	  -5.09		 63.85   	 -91.56		
  1.83   	 31.74   	  9.32   	  -5.09		 63.48   	 -91.56		
  6.10   	 66.53   	  9.30   	  -5.09		 63.11   	 -61.04		
  8.24   	 86.36   	  9.28   	   0.00		 62.87   	  35.61		
  7.32   	 86.67   	  9.28   	  -5.09		 63.01   	  81.38		
  5.19   	 75.07   	  9.26   	  -5.09		 63.34   	 -40.69		
  4.88   	 66.53   	  9.24   	   0.00		 63.17   	 -61.04		
  8.85   	 73.24   	  9.24   	  -5.09		 62.93   	 -40.69		
 15.56   	 94.30   	  9.22   	  -5.09		 62.77   	-218.72		
 22.28   	119.02   	  9.20   	  -5.09		 61.89   	-264.50		
 25.94   	134.89   	  9.18   	  -5.09		 60.83   	 -50.86		
 26.25   	137.02   	  9.16   	 -10.17		 60.63   	  71.21		
 24.72   	131.84   	  9.11   	 -10.17		 60.92   	   0.00		
 23.80   	130.00   	  9.07   	 -15.26		 60.92   	 -96.64		
 26.55   	137.02   	  9.01   	 -20.35		 60.53   	-127.16		
 33.26   	151.06   	  8.93   	 -20.35		 60.02   	 -35.61		
 41.20   	163.57   	  8.85   	 -20.35		 59.88   	  66.12		
 48.52   	168.76   	  8.77   	 -25.43		 60.14   	  30.52		
 54.32   	166.63   	  8.67   	 -25.43		 60.26   	 -61.04		
 57.98   	161.44   	  8.57   	 -20.35		 60.02   	 -76.30		
 56.76   	155.03   	  8.48   	 -20.35		 59.71   	 -25.43		
 47.91   	144.96   	  8.40   	 -25.43		 59.61   	  10.17		
 32.35   	130.00   	  8.30   	 -15.26		 59.65   	  50.86		
 14.04   	110.78   	  8.24   	 -15.26		 59.86   	  30.52		
  1.22   	 90.33   	  8.18   	 -15.26		 59.98   	 -71.21		
 -1.22   	 70.50   	  8.12   	 -10.17		 59.69   	-132.25		
  5.19   	 48.83   	  8.08   	 -10.17		 59.17   	-116.99		
 12.21   	 21.36   	  8.04   	   0.00		 58.70   	 -66.12		
 13.43   	-12.51   	  8.04   	   0.00		 58.43   	  -5.09		
  7.02   	-44.86   	  8.04   	   5.09		 58.41   	  20.35		
 -3.97   	-65.31   	  8.06   	  10.17		 58.49   	   5.09		
-13.12   	-67.75   	  8.10   	  20.35		 58.51   	 -20.35		
-15.87   	-56.76   	  8.18   	  20.35		 58.43   	 -25.43		
-11.60   	-43.64   	  8.26   	  25.43		 58.33   	  -5.09		
 -3.97   	-37.54   	  8.36   	  35.61		 58.31   	  20.35		
  2.44   	-39.98   	  8.50   	  35.61		 58.39   	   0.00		
  4.27   	-47.61   	  8.65   	  35.61		 58.39   	 -66.12		
  0.61   	-56.76   	  8.79   	  40.69		 58.13   	 -86.47		
 -6.41   	-66.83   	  8.95   	  40.69		 57.78   	 -76.30		
-13.43   	-79.35   	  9.11   	  40.69		 57.48   	 -81.38		
-18.01   	-92.77   	  9.28   	  35.61		 57.15   	 -66.12		
-20.75   	-103.76   	  9.42   	  30.52		 56.89   	 -20.35		
-23.19   	-110.47   	  9.54   	  20.35		 56.81   	  -5.09		
-26.25   	-111.69   	  9.62   	  15.26		 56.79   	 -45.78		
-29.30   	-106.51   	  9.68   	   5.09		 56.60   	-127.16		
-26.86   	-84.23   	  9.70   	  -5.09		 56.09   	-127.16		
 -9.77   	-23.80   	  9.68   	 -10.17		 55.58   	 -50.86		
 32.35   	101.01   	  9.64   	 -20.35		 55.38   	  -5.09		
104.06   	310.67   	  9.56   	 -20.35		 55.36   	 -45.78		
200.50   	608.22   	  9.48   	 -25.43		 55.18   	 -96.64		
304.87   	962.52   	  9.38   	 -20.35		 54.79   	 -71.21		
388.79   	1289.37   	  9.30   	 -25.43		 54.51   	 -91.56		
398.56   	1418.15(R)	  9.20(E)	   0.00		 54.14   	 -81.38		
322.57   	1127.01   	  9.20   	  15.26		 53.81   	 -20.35		
228.27   	691.53   	  9.26   	  35.61		 53.73   	  45.78		
151.37   	266.72   	  9.40   	  55.95		 53.92   	  15.26		
108.64   	-21.67   	  9.62   	  81.38		 53.98   	 -45.78		
 92.47   	-140.69   	  9.95   	 101.73		 53.79   	 -66.12		
 80.87   	-137.94   	 10.36   	 132.25		 53.53   	 -55.95		
 56.76   	-85.45   	 10.89   	 162.77		 53.31   	 -50.86		
 18.92   	-40.28   	 11.54   	 188.20		 53.10   	 -30.52		
-21.06   	-26.55   	 12.29   	 223.80		 52.98   	 -25.43		
-49.13   	-44.56   	 13.18   	 259.41		 52.88   	 -20.35		
-58.29   	-81.79   	 14.22   	 300.10		 52.80   	 -10.17		
-50.66   	-123.90   	 15.42   	 345.88		 52.76   	  10.17		
-36.01   	-155.33   	 16.81   	 406.92		 52.80   	  15.26		
-24.72   	-166.93   	 18.43   	 462.87		 52.86   	   0.00		
-24.11   	-160.83   	 20.28   	 539.16		 52.86   	 -20.35		
-31.74   	-148.93   	 22.44   	 605.29		 52.78   	 -10.17		
-41.20   	-142.21   	 24.86   	 681.58		 52.74   	   0.00		
-44.86   	-144.04   	 27.59   	 752.79		 52.74   	 -20.35		
-41.50   	-150.45   	 30.60   	 824.00		 52.65   	 -20.35		
-34.79   	-156.25   	 33.90   	 885.04		 52.57   	  25.43		
-31.13   	-158.69   	 37.44   	 951.17		 52.68   	  35.61		
-32.04   	-158.08   	 41.24   	1002.03		 52.82   	 -50.86		
-34.18   	-159.00   	 45.25   	1052.90		 52.61   	-152.59		
-34.18   	-163.88   	 49.46   	1088.50		 52.00   	-116.99		
-31.13   	-173.34   	 53.81   	1124.11		 51.54   	 -30.52		
-27.16   	-184.94   	 58.31   	1154.62		 51.41   	  -5.09		
-27.47   	-195.92   	 62.93   	1169.88		 51.39   	  -5.09		
-32.96   	-202.33   	 67.61   	1174.97		 51.37(D)	  10.17		
-41.20   	-201.42   	 72.31   	1180.06		 51.41   	  15.26		
-46.08   	-191.96   	 77.03   	1174.97		 51.47   	  20.35		
-44.25   	-174.56   	 81.73   	1149.54		 51.56   	  35.61		
-36.62   	-155.33   	 86.33   	1124.11		 51.70   	  86.47		
-29.60   	-142.82   	 90.82   	1078.33		 52.04   	 132.25		
-27.47   	-142.21   	 95.14   	1037.64		 52.57   	 152.59		
-30.52   	-150.45   	 99.29   	 981.68		 53.18   	 208.54		
-34.18   	-159.30   	103.21   	 920.65		 54.02   	 310.27		
-35.71   	-161.44   	106.90   	 864.70		 55.26   	 432.35		
