  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-120.85   	 63.78   	134.38   	 127.16		 90.21   	 498.47		
-122.68   	 64.09   	134.89   	 111.90		 92.21   	 493.39		
-124.21   	 64.39   	135.34   	  96.64		 94.18   	 483.21		
-126.04   	 64.70   	135.73   	  81.38		 96.11   	 473.04		
-128.48   	 65.00   	136.05   	  61.04		 98.01   	 473.04		
-131.23   	 65.61   	136.30   	  40.69		 99.90   	 457.78		
-133.97   	 65.61   	136.46   	  30.52		101.73   	 452.69		
-135.80   	 64.70   	136.58   	  20.35		103.54   	 442.52		
-136.11   	 63.17   	136.66   	  10.17		105.31   	 432.35		
-134.58   	 61.65   	136.70   	   5.09		107.04   	 422.18		
-131.23   	 60.12   	136.72   	   5.09		108.73   	 412.00		
-125.43   	 58.90   	136.74(S)	  -5.09		110.38   	 401.83		
-117.49   	 57.98   	136.72   	 -10.17		111.98   	 386.57		
-107.42   	 56.46   	136.68   	 -10.17		113.53   	 371.31		
-95.52   	 54.02   	136.64   	 -25.43		115.01   	 356.05		
-82.40   	 50.66   	136.54   	 -35.61		116.44   	 340.79		
-68.66   	 46.69   	136.40   	 -50.86		117.80   	 320.45		
-55.54   	 42.11   	136.19   	 -71.21		119.08   	 305.19		
-43.64   	 36.32   	135.91   	 -96.64		120.30   	 284.84		
-33.26   	 29.91   	135.52   	-116.99		121.44   	 269.58		
-24.72   	 22.89   	135.06   	-142.42		122.52   	 244.15		
-17.40   	 16.48   	134.49   	-167.85		123.50   	 233.98		
-11.60   	 11.29   	133.81   	-178.03		124.43   	 213.63		
 -7.02   	  6.41   	133.10   	-203.46		125.29   	 193.29		
 -3.66   	  2.14   	132.29   	-213.63		126.06   	 178.03		
 -0.92   	 -2.75   	131.43   	-233.98		126.77   	 162.77		
  0.61   	 -7.63   	130.50   	-254.32		127.43   	 147.51		
  0.92   	-12.51   	129.48   	-274.67		128.02   	 137.33		
  0.31   	-17.40   	128.38   	-300.10		128.57   	 116.99		
 -0.92   	-21.67   	127.18   	-325.53		129.03   	 101.73		
 -1.83   	-25.94   	125.88   	-350.97		129.44   	  91.56		
 -1.83   	-29.60   	124.48   	-386.57		129.81   	  76.30		
 -1.22   	-32.35   	122.93   	-417.09		130.11   	  55.95		
 -0.92   	-34.48   	121.26   	-447.61		130.34   	  45.78		
 -0.61   	-36.32   	119.47   	-483.21		130.52   	  20.35		
 -0.61   	-38.15   	117.54   	-513.73		130.60   	  10.17		
 -0.92   	-39.67   	115.48   	-554.42		130.64   	 -15.26		
 -1.22   	-41.20   	113.27   	-590.03		130.58   	 -30.52		
 -1.53   	-42.11   	110.90   	-630.72		130.46   	 -55.95		
 -1.83   	-42.72   	108.38   	-666.32		130.23   	 -76.30		
 -2.14   	-43.03   	105.72   	-707.02		129.93   	 -96.64		
 -2.44   	-43.33   	102.89   	-747.71		129.54   	-122.07		
 -2.75   	-43.95   	 99.90   	-783.31		129.05   	-142.42		
 -3.66   	-44.25   	 96.76   	-818.92		128.48   	-167.85		
 -4.88   	-44.56   	 93.49   	-854.52		127.81   	-193.29		
 -6.71   	-43.95   	 90.07   	-890.13		127.04   	-208.54		
 -8.54   	-43.33   	 86.51   	-910.47		126.20   	-239.06		
-10.68   	-42.11   	 82.87   	-930.82		125.25   	-254.32		
-12.21   	-40.89   	 79.15   	-940.99		124.23   	-279.75		
-13.73   	-39.98   	 75.38   	-946.08		123.11   	-295.01		
-14.95   	-39.37   	 71.60   	-940.99		121.93   	-310.27		
-16.48   	-38.76   	 67.83   	-940.99		120.69   	-330.62		
-18.01   	-38.76   	 64.07   	-925.73		119.37   	-335.71		
-19.53   	-38.45   	 60.37   	-905.39		118.03   	-345.88		
-21.06   	-38.15   	 56.74   	-890.13		116.64   	-356.05		
-22.58   	-37.23   	 53.18   	-864.70		115.22   	-356.05		
-23.80   	-36.32   	 49.73   	-839.26		113.79   	-361.14		
-25.33   	-34.79   	 46.37   	-808.75		112.35   	-361.14		
-26.25   	-33.57   	 43.13   	-768.05		110.90   	-356.05		
-26.55   	-32.35   	 40.06   	-732.45		109.48   	-356.05		
-26.55   	-31.43   	 37.13   	-686.67		108.06   	-356.05		
-26.86   	-30.82   	 34.38   	-640.89		106.63   	-350.97		
-27.47   	-30.82   	 31.82   	-595.11		105.23   	-340.79		
-28.08   	-31.13   	 29.44   	-549.34		103.87   	-340.79		
-28.69   	-31.43   	 27.24   	-508.65		102.50   	-330.62		
-28.69   	-32.04   	 25.21   	-462.87		101.18   	-325.53		
-28.38   	-32.35   	 23.36   	-427.26		 99.88   	-315.36		
-28.38   	-32.96   	 21.65   	-391.66		 98.62   	-310.27		
-28.38   	-33.87   	 20.08   	-356.05		 97.37   	-295.01		
-28.38   	-35.10   	 18.66   	-325.53		 96.19   	-295.01		
-28.08   	-35.71   	 17.35   	-300.10		 95.01   	-279.75		
-27.77   	-36.01   	 16.15   	-269.58		 93.90   	-274.67		
-27.16   	-36.32   	 15.08   	-249.24		 92.80   	-269.58		
-26.55   	-36.32   	 14.08   	-228.89		 91.72   	-254.32		
-26.25   	-36.32   	 13.16   	-203.46		 90.70   	-249.24		
-25.33   	-36.32   	 12.35   	-183.11		 89.70   	-239.06		
-24.11   	-36.62   	 11.62   	-162.77		 88.75   	-233.98		
-23.50   	-37.54   	 10.97   	-142.42		 87.81   	-223.80		
-23.19   	-38.45   	 10.40   	-122.07		 86.92   	-213.63		
-23.80   	-39.37   	  9.91   	-106.82		 86.06   	-203.46		
-24.11   	-39.98   	  9.48   	 -86.47		 85.25   	-198.37		
-23.80   	-39.98   	  9.14   	 -71.21		 84.46   	-193.29		
-23.50   	-39.67   	  8.85   	 -66.12		 83.68   	-183.11		
-23.19   	-39.98   	  8.59   	 -50.86		 82.95   	-172.94		
-23.50   	-40.59   	  8.38   	 -40.69		 82.26   	-167.85		
-24.11   	-41.20   	  8.22   	 -40.69		 81.59   	-162.77		
-24.11   	-41.50   	  8.06   	 -30.52		 80.94   	-152.59		
-23.50   	-41.50   	  7.93   	 -35.61		 80.33   	-152.59		
-23.19   	-41.20   	  7.79   	 -40.69		 79.71   	-142.42		
-23.19   	-41.50   	  7.63   	 -35.61		 79.15   	-137.33		
-23.80   	-41.81   	  7.49   	 -45.78		 78.60   	-132.25		
-24.72   	-42.11   	  7.30   	 -40.69		 78.07   	-127.16		
-24.72   	-41.81   	  7.14   	 -45.78		 77.56   	-122.07		
-24.41   	-41.20   	  6.96   	 -45.78		 77.07   	-122.07		
-23.80   	-40.59   	  6.78   	 -35.61		 76.58   	-111.90		
-23.19   	-40.28   	  6.63   	 -30.52		 76.13   	-106.82		
-22.89   	-40.59   	  6.51   	 -20.35		 75.71   	-106.82		
-22.89   	-40.89   	  6.43   	  -5.09		 75.28   	-101.73		
-22.89   	-41.50   	  6.41(D)	   0.00		 74.87   	 -96.64		
-23.19   	-41.81   	  6.41   	  15.26		 74.49   	 -91.56		
-23.80   	-42.11   	  6.47   	  25.43		 74.12   	 -91.56		
-24.11   	-42.42   	  6.57   	  30.52		 73.75   	 -86.47		
-24.11   	-42.11   	  6.69   	  40.69		 73.41   	 -86.47		
-24.41   	-41.81   	  6.86   	  40.69		 73.06   	 -76.30		
-25.02   	-41.81   	  7.02   	  40.69		 72.76   	 -76.30		
-26.55   	-43.03   	  7.18   	  40.69		 72.45   	 -76.30		
-28.69   	-44.86   	  7.34   	  40.69		 72.15   	 -71.21		
-29.91   	-46.39   	  7.51   	  35.61		 71.86   	 -66.12		
-29.91   	-47.00   	  7.65   	  30.52		 71.60   	 -71.21		
-28.69   	-46.39   	  7.77   	  30.52		 71.31   	 -61.04		
-27.16   	-45.47   	  7.89   	  25.43		 71.07   	 -61.04		
-26.25   	-44.86   	  8.00   	  20.35		 70.82   	 -61.04		
-26.25   	-44.56   	  8.08   	  20.35		 70.58   	 -55.95		
-26.55   	-44.56   	  8.16   	  15.26		 70.36   	 -55.95		
-26.55   	-44.25   	  8.22   	  15.26		 70.13   	 -55.95		
-25.94   	-43.33   	  8.28   	  15.26		 69.91   	 -50.86		
-25.02   	-42.42   	  8.34   	  15.26		 69.70   	 -55.95		
-24.72   	-42.42   	  8.40   	  10.17		 69.48   	 -50.86		
-25.33   	-42.72   	  8.44   	   5.09		 69.28   	 -45.78		
-26.55   	-43.33   	  8.46   	  10.17		 69.09   	 -50.86		
-27.47   	-43.64   	  8.50   	  10.17		 68.89   	 -45.78		
-27.77   	-43.33   	  8.55   	  10.17		 68.71   	 -50.86		
-27.77   	-42.72   	  8.59   	  10.17		 68.50   	 -45.78		
-27.77   	-42.72   	  8.63   	  10.17		 68.32   	 -45.78		
-28.69   	-43.03   	  8.67   	  10.17		 68.14   	 -45.78		
-30.21   	-43.64   	  8.71   	  10.17		 67.95   	 -45.78		
-31.13   	-43.95   	  8.75   	  15.26		 67.77   	 -40.69		
-31.43   	-44.56   	  8.81   	  10.17		 67.61   	 -45.78		
-31.13   	-44.86   	  8.85   	  10.17		 67.43   	 -40.69		
-30.52   	-45.78   	  8.89   	  15.26		 67.26   	 -40.69		
-30.52   	-47.00   	  8.95   	  10.17		 67.10   	 -40.69		
-30.52   	-48.22   	  8.99   	  10.17		 66.94   	 -40.69		
-29.91   	-48.83   	  9.03   	   5.09		 66.77   	 -40.69		
-28.99   	-48.52   	  9.05   	  10.17		 66.61   	 -40.69		
-28.08   	-47.61   	  9.09   	   5.09		 66.45   	 -40.69		
-27.47   	-46.69   	  9.11   	   0.00		 66.29   	 -35.61		
-27.47   	-45.78   	  9.11   	   5.09		 66.14   	 -40.69		
-27.77   	-45.47   	  9.14   	   0.00		 65.98   	 -40.69		
-27.47   	-45.78   	  9.14   	   0.00		 65.82   	 -35.61		
-27.16   	-45.78   	  9.14   	   0.00		 65.68   	 -40.69		
-26.86   	-45.17   	  9.14   	   0.00		 65.51   	 -40.69		
-26.86   	-44.56   	  9.14   	   5.09		 65.35   	 -40.69		
-27.47   	-43.95   	  9.16   	   0.00		 65.19   	 -40.69		
-28.08   	-43.95   	  9.16   	   5.09		 65.03   	 -40.69		
-28.08   	-43.95   	  9.18   	   5.09		 64.86   	 -40.69		
-27.47   	-43.95   	  9.20   	  10.17		 64.70   	 -40.69		
-26.25   	-43.64   	  9.24   	  15.26		 64.54   	 -40.69		
-25.33   	-42.72   	  9.30   	  15.26		 64.37   	 -40.69		
-25.02   	-41.81   	  9.36   	  20.35		 64.21   	 -40.69		
-25.02   	-41.50   	  9.44   	  20.35		 64.05   	 -35.61		
-24.72   	-41.81   	  9.52   	  20.35		 63.91   	 -40.69		
-24.41   	-42.42   	  9.60   	  25.43		 63.74   	 -40.69		
-23.80   	-42.72   	  9.70   	  25.43		 63.58   	 -35.61		
-23.19   	-42.72   	  9.81   	  20.35		 63.44   	 -40.69		
-22.89   	-40.89   	  9.89   	  25.43		 63.28   	 -35.61		
-22.28   	-36.93   	  9.99   	  20.35		 63.13   	 -40.69		
-21.06   	-29.60   	 10.07   	  20.35		 62.97   	 -35.61		
-19.23   	-19.23   	 10.15   	  15.26		 62.83   	 -40.69		
-16.78   	 -7.02   	 10.21   	  20.35		 62.67   	 -40.69		
-14.34   	  5.49   	 10.29   	  15.26		 62.50   	 -35.61		
-12.51   	 17.40   	 10.36   	  10.17		 62.36   	 -40.69		
-11.29   	 27.16   	 10.40   	  15.26		 62.20   	 -40.69		
-10.99   	 34.18   	 10.46   	  10.17		 62.03   	 -35.61		
-10.68   	 38.76   	 10.50   	  15.26		 61.89   	 -40.69		
 -8.54   	 42.72   	 10.56   	  10.17		 61.73   	 -40.69		
 -4.27   	 47.61   	 10.60   	   5.09		 61.57   	 -40.69		
  1.83   	 53.10   	 10.62   	  10.17		 61.40   	 -40.69		
  8.24   	 57.07   	 10.66   	  10.17		 61.24   	 -40.69		
 14.34   	 55.85   	 10.70   	  10.17		 61.08   	 -40.69		
 19.23   	 48.22   	 10.74   	  10.17		 60.92   	 -35.61		
 23.50   	 36.01   	 10.78   	  10.17		 60.77   	 -40.69		
 28.38   	 23.19   	 10.82   	   5.09		 60.61   	 -40.69		
 32.96   	 14.95   	 10.84   	  10.17		 60.45   	 -40.69		
 36.32   	 13.12   	 10.89   	   5.09		 60.28   	 -40.69		
 38.76   	 16.48   	 10.91   	   5.09		 60.12   	 -40.69		
 41.81   	 20.45   	 10.93   	   5.09		 59.96   	 -40.69		
 47.00   	 19.84   	 10.95   	   0.00		 59.80   	 -40.69		
 56.15   	 12.51   	 10.95   	   5.09		 59.63   	 -45.78		
 67.14   	  1.22   	 10.97   	   0.00		 59.45   	 -40.69		
 76.29   	 -5.80   	 10.97   	   0.00		 59.29   	 -40.69		
 79.96   	 -3.66   	 10.97   	   5.09		 59.12   	 -40.69		
 75.07   	  5.19   	 10.99   	   5.09		 58.96   	 -40.69		
 62.26   	 11.29   	 11.01   	   0.00		 58.80   	 -45.78		
 44.25   	  4.27   	 11.01   	  10.17		 58.62   	 -40.69		
 25.94   	-16.78   	 11.05   	  10.17		 58.45   	 -45.78		
 11.29   	-44.25   	 11.09   	  10.17		 58.27   	 -40.69		
  2.14   	-65.31   	 11.13   	  15.26		 58.11   	 -45.78		
 -2.14   	-72.63   	 11.19   	  20.35		 57.92   	 -40.69		
 -3.05   	-68.05   	 11.27   	  20.35		 57.76   	 -45.78		
 -3.05   	-58.59   	 11.35   	  20.35		 57.58   	 -40.69		
 -3.97   	-52.19   	 11.43   	  25.43		 57.42   	 -40.69		
 -7.02   	-51.27   	 11.54   	  25.43		 57.25   	 -45.78		
-10.99   	-52.80   	 11.64   	  25.43		 57.07   	 -40.69		
-13.73   	-53.41   	 11.74   	  25.43		 56.91   	 -40.69		
-14.34   	-51.27   	 11.84   	  25.43		 56.74   	 -40.69		
-13.43   	-48.52   	 11.94   	  25.43		 56.58   	 -40.69		
-12.21   	-48.22   	 12.04   	  30.52		 56.42   	 -40.69		
-13.12   	-50.96   	 12.17   	  25.43		 56.26   	 -40.69		
-15.56   	-54.93   	 12.27   	  30.52		 56.09   	 -40.69		
-18.31   	-57.37   	 12.39   	  35.61		 55.93   	 -40.69		
-19.53   	-56.46   	 12.53   	  35.61		 55.77   	 -40.69		
-20.14   	-53.41   	 12.68   	  45.78		 55.61   	 -35.61		
-23.50   	-47.00   	 12.86   	  45.78		 55.46   	 -40.69		
-35.71   	-34.79   	 13.04   	  61.04		 55.30   	 -40.69		
-62.87   	-13.12   	 13.29   	  61.04		 55.14   	 -40.69		
-105.90   	 17.09   	 13.53   	  71.21		 54.97   	 -40.69		
-152.89   	 49.74   	 13.81   	  81.38		 54.81   	 -40.69		
-178.53   	 80.57   	 14.14   	  86.47		 54.65   	 -40.69		
-153.20   	113.22   	 14.49   	  86.47		 54.49   	 -40.69		
-53.41   	161.74   	 14.83   	  91.56		 54.32   	 -40.69		
128.17   	245.36   	 15.20   	  91.56		 54.16   	 -40.69		
379.64   	370.48   	 15.56   	  91.56		 54.00   	 -40.69		
671.08   	514.22   	 15.93   	  86.47		 53.83   	 -40.69		
952.15   	613.10(R)	 16.28(E)	  86.47		 53.67   	 -40.69		
1156.62   	587.77   	 16.62   	  81.38		 53.51   	 -40.69		
1224.06   	397.03   	 16.95   	  76.30		 53.35   	 -40.69		
1136.47   	 79.96   	 17.25   	  71.21		 53.18   	 -45.78		
932.31   	-245.67   	 17.54   	  71.21		 53.00   	 -40.69		
691.83   	-446.78   	 17.82   	  66.12		 52.84   	 -40.69		
488.89   	-464.17   	 18.09   	  61.04		 52.68   	 -40.69		
348.21   	-344.85   	 18.33   	  66.12		 52.51   	 -40.69		
248.41   	-195.92   	 18.60   	  76.30		 52.35   	 -40.69		
158.08   	-101.01   	 18.90   	  96.64		 52.19   	 -40.69		
 69.89   	-75.07   	 19.29   	 111.90		 52.02   	 -35.61		
  0.00   	-80.87   	 19.74   	 152.59		 51.88   	 -40.69		
-35.40   	-79.65   	 20.35   	 198.37		 51.72   	 -35.61		
-39.98   	-64.09   	 21.14   	 254.32		 51.58   	 -40.69		
-34.48   	-48.83   	 22.16   	 320.45		 51.41   	 -35.61		
-37.23   	-44.86   	 23.44   	 396.74		 51.27   	 -35.61		
-50.66   	-49.13   	 25.03   	 473.04		 51.13   	 -30.52		
-65.92   	-52.80   	 26.92   	 559.51		 51.01   	 -35.61		
-74.16   	-50.96   	 29.16   	 645.98		 50.86   	 -30.52		
-74.77   	-45.17   	 31.74   	 717.19		 50.74   	 -35.61		
-72.33   	-38.45   	 34.61   	 788.40		 50.60   	 -30.52		
-71.72   	-32.96   	 37.76   	 834.18		 50.48   	 -30.52		
-73.55   	-29.30   	 41.10   	 869.78		 50.36   	 -25.43		
-76.29   	-28.08   	 44.58   	 885.04		 50.25   	 -30.52		
-78.13   	-29.91   	 48.12   	 890.13		 50.13   	 -30.52		
-78.13   	-33.57   	 51.68   	 885.04		 50.01   	 -30.52		
-77.51   	-36.93   	 55.22   	 874.87		 49.89   	 -30.52		
-77.82   	-38.76   	 58.72   	 874.87		 49.77   	 -30.52		
-79.96   	-38.76   	 62.22   	 869.78		 49.64   	 -30.52		
-83.31   	-36.62   	 65.70   	 879.96		 49.52   	 -25.43		
-86.36   	-33.87   	 69.22   	 885.04		 49.42   	 -30.52		
-87.59   	-30.82   	 72.76   	 895.22		 49.30   	 -25.43		
-86.67   	-28.38   	 76.34   	 905.39		 49.20   	 -20.35		
-84.23   	-25.94   	 79.96   	 905.39		 49.11   	 -20.35		
-82.70   	-23.19   	 83.58   	 890.13		 49.03   	 -10.17		
-82.09   	-20.45   	 87.14   	 874.87		 48.99   	   0.00		
-82.70   	-17.40   	 90.64   	 834.18		 48.99   	  10.17		
-83.62   	-14.34   	 93.98   	 793.49		 49.03   	  30.52		
-84.84   	-11.90   	 97.15   	 742.62		 49.16   	  55.95		
-86.06   	-10.38   	100.12   	 676.50		 49.38   	  81.38		
-88.20   	-10.38   	102.83   	 620.55		 49.70   	 106.82		
-90.33   	-10.99   	105.31   	 554.42		 50.13   	 147.51		
-91.86   	-12.21   	107.53   	 503.56		 50.72   	 172.94		
-92.16   	-12.82   	109.54   	 452.69		 51.41   	 208.54		
-91.25   	-11.90   	111.35   	 406.92		 52.25   	 244.15		
-90.64   	 -9.16   	112.98   	 371.31		 53.22   	 269.58		
-91.25   	 -5.80   	114.47   	 340.79		 54.30   	 300.10		
-93.69   	 -3.36   	115.83   	 315.36		 55.50   	 320.45		
-96.74   	 -2.44   	117.09   	 300.10		 56.79   	 350.97		
-98.88   	 -2.44   	118.29   	 289.93		 58.19   	 371.31		
-99.18   	 -2.75   	119.45   	 284.84		 59.67   	 386.57		
-97.96   	 -2.14   	120.59   	 284.84		 61.22   	 412.00		
-96.44   	 -0.92   	121.73   	 279.75		 62.87   	 422.18		
-95.21   	  1.83   	122.85   	 274.67		 64.56   	 442.52		
-95.21   	  5.80   	123.95   	 269.58		 66.33   	 457.78		
-96.74   	 10.68   	125.02   	 249.24		 68.16   	 467.95		
-99.79   	 14.65   	126.02   	 228.89		 70.03   	 483.21		
-104.06   	 15.87   	126.94   	 208.54		 71.96   	 488.30		
-108.64   	 14.34   	127.77   	 188.20		 73.92   	 498.47		
-112.30   	 11.29   	128.52   	 167.85		 75.91   	 508.65		
-114.75   	 10.07   	129.20   	 152.59		 77.94   	 508.65		
-115.36   	 12.82   	129.81   	 142.42		 79.98   	 508.65		
-115.66   	 19.53   	130.38   	 127.16		 82.01   	 513.73		
-117.19   	 28.08   	130.88   	 122.07		 84.07   	 508.65		
-120.24   	 34.48   	131.37   	 122.07		 86.10   	 503.56		
-124.21   	 37.54   	131.86   	 106.82		 88.12   	 503.56		
-127.87   	 36.93   	132.29   	 101.73		 90.13   	 493.39		
-130.31   	 34.48   	132.70   	  91.56		 92.11   	 483.21		
-131.23   	 33.26   	133.06   	  71.21		 94.04   	 483.21		
-131.53   	 33.87   	133.35   	  50.86		 95.97   	 467.95		
-132.45   	 35.71   	133.55   	  30.52		 97.84   	 467.95		
-134.28   	 37.23   	133.67   	  15.26		 99.71   	 457.78		
-136.11   	 36.93   	133.73(S)	  -5.09		101.55   	 442.52		
-135.80   	 35.10   	133.71   	 -15.26		103.32   	 437.43		
-132.75   	 33.57   	133.65   	 -25.43		105.07   	 422.18		
-127.26   	 33.26   	133.55   	 -30.52		106.75   	 412.00		
-120.54   	 34.18   	133.43   	 -35.61		108.40   	 391.66		
-113.53   	 35.71   	133.29   	 -30.52		109.97   	 376.40		
-105.90   	 35.40   	133.16   	 -35.61		111.47   	 361.14		
-96.44   	 32.65   	133.02   	 -30.52		112.92   	 345.88		
-84.84   	 27.47   	132.90   	 -45.78		114.30   	 325.53		
-71.41   	 21.06   	132.72   	 -55.95		115.60   	 305.19		
-58.29   	 15.26   	132.49   	 -71.21		116.83   	 289.93		
-47.00   	 10.07   	132.21   	 -96.64		117.99   	 274.67		
-38.45   	  4.27   	131.82   	-111.90		119.08   	 259.41		
-31.74   	 -3.05   	131.37   	-137.33		120.12   	 239.06		
-25.94   	-10.68   	130.82   	-157.68		121.08   	 223.80		
-19.84   	-17.09   	130.19   	-178.03		121.97   	 208.54		
-14.34   	-20.14   	129.48   	-198.37		122.81   	 193.29		
-10.07   	-20.75   	128.69   	-218.72		123.58   	 178.03		
 -7.32   	-21.97   	127.81   	-233.98		124.29   	 167.85		
 -6.10   	-26.25   	126.88   	-254.32		124.96   	 152.59		
 -5.49   	-32.35   	125.86   	-274.67		125.57   	 132.25		
 -4.88   	-37.23   	124.76   	-300.10		126.10   	 127.16		
 -3.66   	-39.06   	123.56   	-325.53		126.61   	 106.82		
 -2.44   	-38.76   	122.26   	-345.88		127.04   	  96.64		
 -1.83   	-39.06   	120.87   	-381.48		127.43   	  76.30		
 -2.44   	-42.11   	119.35   	-412.00		127.73   	  61.04		
 -3.36   	-46.69   	117.70   	-447.61		127.98   	  45.78		
 -3.36   	-50.05   	115.91   	-483.21		128.16   	  25.43		
 -2.14   	-50.66   	113.98   	-534.08		128.26   	   5.09		
 -0.61   	-49.74   	111.84   	-574.77		128.28   	 -20.35		
  0.00   	-49.44   	109.54   	-625.63		128.20   	 -35.61		
 -1.83   	-51.27   	107.04   	-661.24		128.06   	 -55.95		
 -4.88   	-54.02   	104.39   	-707.02		127.83   	 -86.47		
 -8.24   	-56.76   	101.57   	-747.71		127.49   	-101.73		
 -9.46   	-58.29   	 98.58   	-783.31		127.08   	-132.25		
 -9.16   	-58.59   	 95.44   	-818.92		126.55   	-152.59		
 -7.63   	-57.98   	 92.17   	-849.44		125.94   	-178.03		
 -6.71   	-57.37   	 88.77   	-879.96		125.23   	-203.46		
 -7.63   	-57.07   	 85.25   	-905.39		124.41   	-223.80		
 -9.77   	-56.46   	 81.63   	-930.82		123.52   	-249.24		
-12.21   	-56.15   	 77.90   	-951.17		122.52   	-269.58		
-13.73   	-55.24   	 74.10   	-961.34		121.44   	-284.84		
-13.73   	-52.80   	 70.25   	-971.51		120.30   	-310.27		
-12.21   	-48.83   	 66.37   	-966.43		119.06   	-320.45		
-10.68   	-44.25   	 62.50   	-966.43		117.78   	-335.71		
-10.07   	-39.98   	 58.64   	-956.25		116.44   	-340.79		
-10.07   	-37.84   	 54.81   	-935.91		115.08   	-350.97		
-11.60   	-38.45   	 51.07   	-915.56		113.67   	-356.05		
-13.73   	-41.50   	 47.41   	-885.04		112.25   	-361.14		
-15.87   	-44.56   	 43.87   	-854.52		110.80   	-361.14		
-17.70   	-44.56   	 40.45   	-818.92		109.36   	-356.05		
-18.92   	-39.67   	 37.17   	-783.31		107.93   	-361.14		
-19.23   	-31.13   	 34.04   	-742.62		106.49   	-356.05		
-18.92   	-23.50   	 31.07   	-701.93		105.07   	-350.97		
-18.31   	-21.67   	 28.26   	-661.24		103.66   	-340.79		
-18.01   	-26.86   	 25.62   	-615.46		102.30   	-340.79		
-17.70   	-35.71   	 23.15   	-574.77		100.94   	-335.71		
-17.40   	-42.72   	 20.85   	-528.99		 99.59   	-325.53		
-17.40   	-44.25   	 18.74   	-488.30		 98.29   	-320.45		
-17.70   	-40.89   	 16.79   	-447.61		 97.01   	-310.27		
-18.62   	-36.93   	 14.99   	-406.92		 95.77   	-305.19		
-19.84   	-35.10   	 13.37   	-366.22		 94.55   	-295.01		
-20.75   	-35.40   	 11.90   	-335.71		 93.37   	-284.84		
-20.75   	-36.32   	 10.56   	-300.10		 92.23   	-279.75		
-19.23   	-36.32   	  9.36   	-274.67		 91.11   	-274.67		
-17.40   	-35.40   	  8.26   	-249.24		 90.01   	-259.41		
-16.17   	-35.71   	  7.26   	-228.89		 88.97   	-254.32		
-16.17   	-38.45   	  6.35   	-208.54		 87.95   	-249.24		
-18.01   	-43.03   	  5.51   	-198.37		 86.96   	-233.98		
-20.45   	-47.30   	  4.72   	-183.11		 86.02   	-228.89		
-22.58   	-49.74   	  3.99   	-172.94		 85.11   	-223.80		
-22.89   	-49.44   	  3.30   	-162.77		 84.21   	-208.54		
-21.97   	-47.30   	  2.64   	-147.51		 83.38   	-208.54		
-19.84   	-44.86   	  2.05   	-142.42		 82.54   	-198.37		
-18.62   	-43.64   	  1.49   	-127.16		 81.75   	-188.20		
-18.31   	-43.33   	  0.98   	-111.90		 81.00   	-183.11		
-19.23   	-43.95   	  0.53   	-101.73		 80.26   	-172.94		
-20.75   	-44.56   	  0.12   	 -91.56		 79.57   	-167.85		
-22.28   	-45.17   	 -0.24   	 -81.38		 78.90   	-167.85		
-23.19   	-46.69   	 -0.57   	 -76.30		 78.23   	-152.59		
-22.58   	-48.22   	 -0.87   	 -66.12		 77.62   	-152.59		
-20.75   	-49.74   	 -1.14   	 -66.12		 77.01   	-142.42		
-18.31   	-49.74   	 -1.40   	 -66.12		 76.44   	-142.42		
-16.78   	-48.52   	 -1.67   	 -66.12		 75.87   	-132.25		
-17.09   	-47.30   	 -1.93   	 -61.04		 75.34   	-122.07		
-19.23   	-47.00   	 -2.18   	 -50.86		 74.85   	-122.07		
-21.67   	-47.30   	 -2.38   	 -50.86		 74.36   	-116.99		
-23.80   	-47.61   	 -2.58   	 -35.61		 73.90   	-111.90		
-24.72   	-47.30   	 -2.73   	 -20.35		 73.45   	-106.82		
-24.41   	-46.08   	 -2.81   	 -10.17		 73.02   	-101.73		
-23.19   	-44.86   	 -2.85(D)	   0.00		 72.61   	 -96.64		
-21.36   	-44.86   	 -2.85   	  15.26		 72.23   	 -91.56		
-19.53   	-46.39   	 -2.79   	  25.43		 71.86   	 -91.56		
-18.92   	-49.74   	 -2.69   	  35.61		 71.50   	 -86.47		
-20.75   	-53.41   	 -2.54   	  40.69		 71.15   	 -81.38		
-23.80   	-56.15   	 -2.38   	  45.78		 70.82   	 -81.38		
-26.25   	-56.46   	 -2.20   	  45.78		 70.50   	 -81.38		
-26.55   	-54.02   	 -2.01   	  45.78		 70.17   	 -71.21		
-24.11   	-50.96   	 -1.83   	  40.69		 69.89   	 -76.30		
-20.75   	-48.52   	 -1.67   	  40.69		 69.58   	 -71.21		
-18.62   	-47.61   	 -1.51   	  40.69		 69.30   	 -66.12		
-18.92   	-47.30   	 -1.34   	  35.61		 69.03   	 -66.12		
-21.36   	-46.69   	 -1.20   	  30.52		 68.77   	 -66.12		
-24.41   	-45.47   	 -1.08   	  25.43		 68.50   	 -61.04		
-26.25   	-44.56   	 -0.98   	  25.43		 68.26   	 -61.04		
-26.55   	-44.86   	 -0.87   	  20.35		 68.02   	 -61.04		
-25.02   	-46.39   	 -0.79   	  20.35		 67.77   	 -61.04		
-22.89   	-48.22   	 -0.71   	  10.17		 67.53   	 -55.95		
-21.06   	-49.13   	 -0.67   	  10.17		 67.30   	 -61.04		
-19.84   	-48.83   	 -0.63   	   0.00		 67.06   	 -55.95		
-19.23   	-47.61   	 -0.63   	  -5.09		 66.84   	 -55.95		
