  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-566.41   	 49.74   	115.28   	1022.38		 32.39   	-249.24		
-562.74   	 47.91   	119.37   	1037.64		 31.39   	-249.24		
-560.30   	 47.61   	123.52   	 920.65		 30.40   	-188.20		
-556.95   	 46.69   	127.20   	 681.58		 29.64   	 -61.04		
-557.86   	 44.86   	129.93   	 391.66		 29.40   	  86.47		
-556.34   	 46.39   	131.49   	 111.90		 29.75   	 228.89		
-554.50   	 44.25   	131.94   	 -66.12		 30.66   	 305.19		
-554.50   	 42.11   	131.68   	 -50.86		 31.88   	 315.36		
-553.59   	 38.76   	131.47   	 167.85		 33.14   	 228.89		
-552.37   	 33.57   	132.15   	 569.68		 34.06   	  81.38		
-552.67   	 30.82   	134.42   	1057.98		 34.38   	 -86.47		
-552.06   	 29.91   	138.66   	1475.07		 34.04   	-218.72		
-552.06   	 28.38   	144.56   	1683.61		 33.16   	-284.84		
-553.28   	 26.25   	151.29   	1622.58		 32.02   	-274.67		
-552.06   	 23.80   	157.78   	1353.00		 30.93   	-213.63		
-552.98   	 16.17   	163.19   	 971.51		 30.07   	-142.42		
-551.45   	 11.90   	167.08   	 605.29		 29.50   	 -86.47		
-554.20   	  6.71   	169.50   	 376.40		 29.16   	 -66.12		
-555.73   	  3.05   	171.01   	 295.01		 28.89   	 -66.12		
-557.86   	 -2.14   	172.19   	 340.79		 28.63   	 -76.30		
-563.05   	 -7.93   	173.55   	 452.69		 28.32   	 -61.04		
-561.52   	-13.43   	175.36   	 539.16		 28.08   	 -35.61		
-563.96   	-21.36   	177.52   	 549.34		 27.93   	  -5.09		
-567.02   	-28.08   	179.71   	 478.13		 27.91   	  15.26		
-564.58   	-33.26   	181.63   	 325.53		 27.98   	  10.17		
-568.54   	-40.59   	182.93   	 152.59		 28.02   	 -15.26		
-568.54   	-48.83   	183.54   	  15.26		 27.96   	 -50.86		
-569.76   	-54.93   	183.60(S)	 -66.12		 27.75   	 -96.64		
-571.90   	-63.48   	183.34   	 -86.47		 27.37   	-116.99		
-570.37   	-70.19   	182.99   	 -50.86		 26.90   	-111.90		
-569.76   	-77.21   	182.79   	  10.17		 26.45   	 -86.47		
-564.27   	-80.26   	182.83   	  55.95		 26.10   	 -40.69		
-561.22   	-84.23   	183.05   	  71.21		 25.94   	  10.17		
-557.25   	-89.72   	183.34   	  61.04		 25.98   	  61.04		
-552.06   	-93.38   	183.58   	   5.09		 26.23   	 101.73		
-548.40   	-95.52   	183.60   	 -55.95		 26.63   	 132.25		
-539.86   	-96.13   	183.38   	-122.07		 27.16   	 142.42		
-529.17   	-93.69   	182.89   	-183.11		 27.73   	 116.99		
-517.27   	-89.11   	182.16   	-228.89		 28.20   	  66.12		
-501.71   	-84.84   	181.24   	-269.58		 28.46   	  10.17		
-486.15   	-80.26   	180.16   	-315.36		 28.50   	 -45.78		
-469.36   	-71.41   	178.90   	-376.40		 28.32   	 -96.64		
-451.05   	-59.81   	177.40   	-452.69		 27.93   	-116.99		
-434.27   	-47.91   	175.58   	-539.16		 27.47   	-116.99		
-416.87   	-32.04   	173.43   	-625.63		 27.00   	 -91.56		
-403.44   	-18.01   	170.93   	-712.10		 26.63   	 -55.95		
-391.24   	 -2.75   	168.08   	-778.23		 26.41   	 -20.35		
-377.50   	 15.56   	164.96   	-839.26		 26.33   	  20.35		
-369.87   	 30.52   	161.61   	-895.22		 26.41   	  45.78		
-361.63   	 48.83   	158.03   	-946.08		 26.59   	  61.04		
-354.61   	 65.61   	154.24   	-1007.12		 26.84   	  61.04		
-354.00   	 76.29   	150.21   	-1068.15		 27.08   	  45.78		
-352.48   	 87.59   	145.94   	-1119.02		 27.26   	  25.43		
-350.34   	 94.30   	141.46   	-1185.14		 27.37   	  -5.09		
-351.56   	 98.57   	136.72   	-1236.01		 27.34   	 -30.52		
-353.09   	104.06   	131.78   	-1286.87		 27.22   	 -50.86		
-353.70   	107.73   	126.63   	-1317.39		 27.02   	 -55.95		
-355.83   	112.30   	121.36   	-1342.82		 26.80   	 -55.95		
-360.11   	113.83   	115.99   	-1347.91		 26.57   	 -40.69		
-361.02   	114.75   	110.60   	-1337.74		 26.41   	 -20.35		
-362.85   	116.58   	105.25   	-1322.48		 26.33   	   5.09		
-364.38   	116.27   	 99.96   	-1286.87		 26.35   	  15.26		
-364.07   	115.36   	 94.81   	-1246.18		 26.41   	  40.69		
-366.21   	116.58   	 89.83   	-1185.14		 26.57   	  55.95		
-365.91   	113.83   	 85.09   	-1093.59		 26.80   	  81.38		
-365.30   	111.69   	 80.71   	-946.08		 27.12   	 101.73		
-365.91   	112.92   	 76.93   	-717.19		 27.53   	 116.99		
-362.24   	110.47   	 74.06   	-478.13		 28.00   	 127.16		
-364.69   	108.64   	 72.15   	-361.14		 28.50   	 116.99		
-364.38   	108.34   	 70.70   	-462.87		 28.97   	  86.47		
-362.85   	104.06   	 68.85   	-768.05		 29.32   	  40.69		
-362.24   	104.68   	 65.78   	-1169.88		 29.48   	   0.00		
-358.89   	103.45   	 61.10   	-1576.80		 29.48   	 -40.69		
-357.36   	100.71   	 54.79   	-1861.64		 29.32   	 -50.86		
-357.97   	 98.27   	 47.34   	-1978.63		 29.11   	 -20.35		
-357.36   	 94.60   	 39.43   	-1892.16		 29.03   	  55.95		
-358.28   	 93.38   	 31.86   	-1617.49		 29.26   	 162.77		
-359.50   	 93.08   	 25.39   	-1205.49		 29.91   	 274.67		
-359.19   	 91.55   	 20.57   	-722.28		 31.01   	 350.97		
-359.80   	 89.11   	 17.68   	-244.15		 32.41   	 350.97		
-358.89   	 84.23   	 16.70   	 137.33		 33.81   	 295.01		
-358.58   	 78.13   	 17.25   	 406.92		 34.99   	 178.03		
-354.00   	 80.26   	 18.88   	 513.73		 35.71   	  40.69		
-357.06   	 75.99   	 20.94   	 488.30		 35.87(V)	 -96.64		
-357.97   	 75.38   	 22.89   	 350.97		 35.48   	-193.29		
-356.45   	 75.68   	 24.29   	 147.51		 34.71   	-239.06		
-360.11   	 72.94   	 24.88   	 -76.30		 33.75   	-239.06		
-359.80   	 72.94   	 24.58   	-279.75		 32.80   	-178.03		
-358.89   	 70.80   	 23.46   	-422.18		 32.09   	 -96.64		
-362.24   	 70.50   	 21.77   	-503.56		 31.70   	 -10.17		
-363.16   	 67.44   	 19.76   	-513.73		 31.66   	  71.21		
-364.07   	 64.09   	 17.70   	-447.61		 31.94   	 116.99		
-360.72   	 67.44   	 15.91   	-330.62		 32.41   	 127.16		
-360.72   	 65.92   	 14.59   	-188.20		 32.92   	  96.64		
-358.58   	 66.83   	 13.84   	 -35.61		 33.31   	  35.61		
-353.70   	 71.11   	 13.69(D)	  86.47		 33.45   	 -45.78		
-357.67   	 67.14   	 14.04   	 172.94		 33.27   	-127.16		
-355.22   	 69.58   	 14.73   	 218.72		 32.76   	-198.37		
-353.70   	 71.11   	 15.61   	 218.72		 31.96   	-239.06		
-352.78   	 71.41   	 16.48   	 188.20		 31.01   	-249.24		
-351.87   	 71.72   	 17.23   	 127.16		 30.01   	-223.80		
-351.26   	 70.80   	 17.74   	  66.12		 29.11   	-172.94		
-350.04   	 69.58   	 18.01   	   0.00		 28.42   	 -96.64		
-354.92   	 64.70   	 18.01   	 -45.78		 28.04   	 -25.43		
-350.95   	 68.36   	 17.82   	 -66.12		 27.93   	  45.78		
-350.34   	 68.36   	 17.56   	 -71.21		 28.12   	  91.56		
-345.46   	 70.19   	 17.27   	 -61.04		 28.48   	 111.90		
-342.71   	 71.72   	 17.03   	 -30.52		 28.93   	 101.73		
-343.02   	 71.41   	 16.91   	  15.26		 29.34   	  61.04		
-344.24   	 69.89   	 16.97   	  55.95		 29.58   	  10.17		
-347.60   	 66.53   	 17.19   	 101.73		 29.62   	 -61.04		
-345.46   	 68.05   	 17.60   	 137.33		 29.38   	-116.99		
-340.88   	 65.92   	 18.15   	 157.68		 28.91   	-162.77		
-336.91   	 64.70   	 18.78   	 167.85		 28.26   	-198.37		
-337.83   	 65.61   	 19.45   	 157.68		 27.47   	-203.46		
-336.91   	 62.87   	 20.08   	 142.42		 26.65   	-193.29		
-332.03   	 65.00   	 20.65   	 116.99		 25.88   	-167.85		
-326.84   	 66.83   	 21.12   	  91.56		 25.21   	-122.07		
-309.75   	 72.94   	 21.49   	  71.21		 24.72   	 -76.30		
-293.88   	 79.96   	 21.77   	  61.04		 24.41   	 -30.52		
-280.46   	 83.01   	 22.01   	  45.78		 24.29   	   5.09		
-263.67   	 83.62   	 22.20   	  40.69		 24.31   	  25.43		
-254.82   	 83.62   	 22.36   	  25.43		 24.41   	  20.35		
-250.85   	 77.82   	 22.46   	   5.09		 24.50   	   5.09		
-245.36   	 79.65   	 22.48   	 -15.26		 24.52   	 -15.26		
-244.45   	 88.50   	 22.42   	 -45.78		 24.46   	 -40.69		
-239.26   	 96.44   	 22.24   	 -81.38		 24.29   	 -61.04		
-227.05   	110.47   	 21.91   	-116.99		 24.05   	 -66.12		
-208.74   	122.07   	 21.44   	-142.42		 23.78   	 -71.21		
-182.80   	126.04   	 20.87   	-162.77		 23.50   	 -55.95		
-155.64   	132.75   	 20.22   	-157.68		 23.28   	 -40.69		
-143.74   	134.89   	 19.59   	-147.51		 23.11   	 -15.26		
-160.22   	128.48   	 19.00   	-106.82		 23.05   	  -5.09		
-172.73   	133.97   	 18.58   	 -55.95		 23.03   	  10.17		
-187.68   	142.21   	 18.35   	  -5.09		 23.07   	  10.17		
-179.75   	154.72   	 18.33   	  45.78		 23.11   	   0.00		
-148.32   	177.00   	 18.51   	  81.38		 23.11   	 -15.26		
-143.74   	182.50   	 18.84   	 101.73		 23.05   	 -45.78		
-146.79   	176.09   	 19.25   	 106.82		 22.87   	 -71.21		
-158.69   	166.93   	 19.67   	  91.56		 22.58   	 -91.56		
-186.77   	155.94   	 20.04   	  61.04		 22.22   	-101.73		
-199.28   	160.52   	 20.28   	  35.61		 21.81   	 -96.64		
-216.37   	157.47   	 20.43   	  15.26		 21.42   	 -86.47		
-240.78   	138.85   	 20.49   	 -10.17		 21.08   	 -66.12		
-265.81   	106.81   	 20.45   	 -10.17		 20.81   	 -40.69		
-295.41   	 69.58   	 20.41   	   0.00		 20.65   	 -15.26		
-315.25   	 49.44   	 20.41   	  20.35		 20.59   	   0.00		
-332.64   	 44.56   	 20.49   	  45.78		 20.59   	  10.17		
-346.98   	 43.33   	 20.67   	  76.30		 20.63   	  15.26		
-344.85   	 42.72   	 20.98   	 111.90		 20.69   	  20.35		
-345.15   	 30.21   	 21.42   	 147.51		 20.77   	  15.26		
-344.54   	 25.02   	 22.01   	 172.94		 20.83   	  15.26		
-343.02   	 30.82   	 22.71   	 193.29		 20.90   	  10.17		
-342.71   	 32.35   	 23.48   	 218.72		 20.94   	  -5.09		
-343.32   	 38.45   	 24.35   	 239.06		 20.92   	 -10.17		
-344.54   	 34.18   	 25.31   	 254.32		 20.87   	 -20.35		
-342.10   	 32.96   	 26.33   	 269.58		 20.79   	 -25.43		
-343.93   	 33.57   	 27.41   	 274.67		 20.69   	 -15.26		
-342.71   	 32.96   	 28.50   	 284.84		 20.63   	  -5.09		
-339.66   	 37.54   	 29.64   	 279.75		 20.61   	  20.35		
-337.83   	 36.62   	 30.76   	 269.58		 20.69   	  40.69		
-335.69   	 37.54   	 31.84   	 249.24		 20.85   	  71.21		
-341.19   	 31.13   	 32.84   	 223.80		 21.14   	  96.64		
-339.36   	 29.60   	 33.73   	 183.11		 21.53   	 116.99		
-334.78   	 28.38   	 34.47   	 142.42		 21.99   	 127.16		
-337.22   	 21.97   	 35.04   	  86.47		 22.50   	 116.99		
-336.00   	 25.63   	 35.38   	  40.69		 22.97   	 101.73		
-339.97   	 26.86   	 35.54   	 -15.26		 23.38   	  76.30		
-355.83   	 18.62   	 35.48   	 -66.12		 23.68   	  40.69		
-364.69   	 16.48   	 35.22   	-111.90		 23.85   	   5.09		
-378.42   	  3.36   	 34.77   	-142.42		 23.87   	 -25.43		
-363.16   	-12.21   	 34.20   	-152.59		 23.76   	 -50.86		
-312.50   	-18.62   	 33.59   	-152.59		 23.56   	 -61.04		
-233.15   	-11.60   	 32.98   	-142.42		 23.32   	 -61.04		
-122.99   	 23.50   	 32.41   	-122.07		 23.07   	 -50.86		
  2.44   	 86.36   	 31.92   	 -96.64		 22.87   	 -25.43		
112.92   	158.39   	 31.54   	 -76.30		 22.77   	  15.26		
243.84   	267.03   	 31.23   	 -66.12		 22.83   	  55.95		
362.55   	396.12   	 30.97   	 -61.04		 23.05   	 101.73		
440.06   	551.76   	 30.72   	 -55.95		 23.46   	 142.42		
530.09   	697.94   	 30.50   	 -61.04		 24.03   	 167.85		
547.79   	732.12   	 30.25   	 -61.04		 24.70   	 178.03		
379.03   	592.04   	 30.01   	 -71.21		 25.41   	 172.94		
 79.65   	322.27   	 29.73   	 -61.04		 26.10   	 147.51		
-292.66   	 -4.27   	 29.48   	 -55.95		 26.69   	 111.90		
-677.49(R)	-357.06   	 29.26   	 -30.52		 27.14   	  71.21		
-876.46   	-579.53   	 29.14(E)	  10.17		 27.43   	  40.69		
-812.38   	-723.57   	 29.18   	  50.86		 27.59   	  20.35		
-683.59   	-820.31   	 29.38   	 111.90		 27.67   	   0.00		
-608.83   	-789.49   	 29.83   	 178.03		 27.67   	   0.00		
-542.91   	-694.27   	 30.54   	 239.06		 27.67   	   5.09		
-592.35   	-598.14   	 31.50   	 325.53		 27.69   	  10.17		
-728.45   	-520.32   	 32.80   	 432.35		 27.73   	  15.26		
-776.98   	-475.46   	 34.53   	 595.11		 27.79   	  25.43		
-836.49   	-473.33   	 36.91   	 793.49		 27.89   	  25.43		
-860.90   	-456.24   	 40.08   	1022.38		 28.00   	  20.35		
-847.17   	-403.14   	 44.17   	1230.92		 28.08   	  15.26		
-802.00   	-331.73   	 49.09   	1414.03		 28.14   	  10.17		
-730.59   	-259.70   	 54.75   	1531.02		 28.18   	  10.17		
-640.26   	-200.20   	 60.87   	1571.71		 28.22   	   5.09		
-538.33   	-136.11   	 67.16   	1525.93		 28.24(A)	 -20.35		
-453.80   	-108.95   	 73.27   	1398.77		 28.16   	 -66.12		
-401.61   	-90.03   	 78.86   	1220.75		 27.89   	-152.59		
-390.63   	-80.87   	 83.74   	1002.03		 27.28   	-244.15		
-400.09   	-87.89   	 87.75   	 778.23		 26.31   	-310.27		
-400.70   	-87.89   	 90.86   	 579.86		 25.07   	-325.53		
-388.79   	-85.75   	 93.18   	 427.26		 23.76   	-274.67		
-381.16   	-84.53   	 94.89   	 315.36		 22.67   	-167.85		
-378.72   	-87.28   	 96.15   	 254.32		 21.99   	 -30.52		
-378.11   	-86.06   	 97.17   	 249.24		 21.87   	  91.56		
-387.88   	-84.23   	 98.17   	 300.10		 22.24   	 167.85		
-393.37   	-88.81   	 99.37   	 386.57		 22.91   	 188.20		
-390.01   	-86.36   	100.92   	 498.47		 23.66   	 157.68		
-383.30   	-85.75   	102.91   	 620.55		 24.29   	 106.82		
-375.67   	-89.72   	105.39   	 737.54		 24.72   	  61.04		
-362.85   	-88.20   	108.34   	 854.52		 24.96   	  35.61		
-358.89   	-91.86   	111.76   	 930.82		 25.11   	  55.95		
-361.63   	-94.91   	115.48   	 925.73		 25.33   	  91.56		
-364.38   	-100.71   	119.19   	 829.09		 25.70   	 132.25		
-368.65   	-105.59   	122.50   	 600.20		 26.23   	 157.68		
-372.01   	-110.17   	124.90   	 284.84		 26.86   	 147.51		
-366.82   	-115.66   	126.04   	 -61.04		 27.45   	  96.64		
-361.02   	-116.58   	125.80   	-350.97		 27.83   	 -10.17		
-363.46   	-120.85   	124.39   	-518.82		 27.79   	-157.68		
-359.80   	-125.12   	122.32   	-488.30		 27.16   	-320.45		
-361.63   	-127.87   	120.37   	-233.98		 25.88   	-473.04		
-361.63   	-129.70   	119.43   	 233.98		 23.99   	-595.11		
-359.50   	-135.50   	120.37   	 813.83		 21.61   	-661.24		
-362.55   	-139.47   	123.62   	1373.34		 18.96   	-625.63		
-354.61   	-141.30   	129.11   	1749.74		 16.46   	-503.56		
-358.58   	-152.28   	136.11   	1820.95		 14.45   	-300.10		
-356.75   	-153.50   	143.40   	1592.06		 13.25   	 -55.95		
-344.24   	-155.03   	149.77   	1154.62		 13.02   	 178.03		
-346.68   	-163.88   	154.38   	 656.15		 13.73   	 340.79		
-349.73   	-166.32   	157.01   	 228.89		 15.10   	 406.92		
-356.45   	-179.75   	157.92   	 -71.21		 16.72   	 381.48		
-366.82   	-190.43   	157.64   	-213.63		 18.25   	 264.50		
-376.59   	-203.55   	156.78   	-223.80		 19.31   	 106.82		
-371.40   	-211.49   	155.89   	-116.99		 19.74   	 -40.69		
-367.43   	-222.47   	155.42   	  61.04		 19.57   	-157.68		
-361.02   	-232.24   	155.67   	 249.24		 18.94   	-223.80		
-354.92   	-238.04   	156.66   	 406.92		 18.05   	-249.24		
-363.46   	-254.82   	158.29   	 488.30		 17.05   	-249.24		
-371.70   	-263.98   	160.24   	 488.30		 16.05   	-233.98		
-374.76   	-270.39   	162.20   	 401.83		 15.12   	-198.37		
-380.25   	-286.56   	163.80   	 259.41		 14.32   	-152.59		
-373.84   	-291.75   	164.84   	  96.64		 13.71   	 -81.38		
-368.04   	-295.10   	165.23(S)	 -45.78		 13.39   	  -5.09		
-371.09   	-309.14   	165.05   	-157.68		 13.37   	  86.47		
-370.48   	-314.64   	164.41   	-218.72		 13.71   	 152.59		
-370.48   	-319.21   	163.54   	-223.80		 14.32   	 203.46		
-364.07   	-324.10   	162.64   	-203.46		 15.14   	 228.89		
-358.58   	-323.18   	161.83   	-157.68		 16.05   	 218.72		
-353.39   	-317.08   	161.20   	-142.42		 16.93   	 162.77		
-343.32   	-315.55   	160.63   	-157.68		 17.58   	  81.38		
-329.59   	-304.57   	160.00   	-218.72		 17.90   	 -20.35		
-314.94   	-294.19   	159.12   	-320.45		 17.82   	-111.90		
-300.90   	-286.25   	157.84   	-452.69		 17.38   	-183.11		
-289.00   	-265.20   	156.03   	-595.11		 16.64   	-213.63		
-288.39   	-252.99   	153.65   	-732.45		 15.79   	-203.46		
-274.05   	-230.71   	150.72   	-849.44		 14.97   	-147.51		
-264.59   	-205.69   	147.32   	-946.08		 14.38   	 -71.21		
-260.62   	-187.68   	143.54   	-1017.29		 14.10   	  10.17		
-251.16   	-160.83   	139.47   	-1093.59		 14.14   	  91.56		
-254.52   	-141.91   	135.10   	-1154.62		 14.51   	 137.33		
-250.85   	-119.32   	130.48   	-1200.40		 15.06   	 157.68		
-244.14   	-96.74   	125.68   	-1241.09		 15.69   	 137.33		
-243.53   	-78.13   	120.71   	-1246.18		 16.24   	  86.47		
-246.89   	-64.39   	115.73   	-1246.18		 16.58   	  30.52		
-252.69   	-52.49   	110.74   	-1210.58		 16.70   	 -35.61		
-257.57   	-40.59   	105.90   	-1154.62		 16.56   	 -86.47		
-260.01   	-30.21   	101.28   	-1083.41		 16.22   	-111.90		
-256.35   	-18.62   	 96.95   	-1017.29		 15.77   	-101.73		
-255.13   	 -8.24   	 92.88   	-951.17		 15.36   	 -81.38		
-252.38   	  0.31   	 89.07   	-905.39		 15.04   	 -30.52		
-251.16   	  5.19   	 85.45   	-874.87		 14.91   	  20.35		
-253.30   	  8.54   	 81.95   	-844.35		 14.99   	  71.21		
-250.85   	 11.90   	 78.58   	-829.09		 15.28   	  91.56		
-261.23   	 11.60   	 75.26   	-824.00		 15.65   	 111.90		
-260.62   	  9.16   	 71.96   	-864.70		 16.09   	 111.90		
-264.28   	  4.27   	 68.50   	-935.91		 16.54   	 111.90		
-267.03   	  6.71   	 64.76   	-1027.46		 16.99   	 106.82		
-268.55   	  0.92   	 60.65   	-1108.85		 17.42   	  81.38		
-269.17   	  1.22   	 56.22   	-1149.54		 17.74   	  30.52		
-264.59   	  6.41   	 51.62   	-1180.06		 17.86   	 -30.52		
-262.15   	  7.63   	 46.90   	-1180.06		 17.74   	 -81.38		
-261.23   	  5.19   	 42.18   	-1169.88		 17.42   	 -96.64		
-265.81   	  8.85   	 37.50   	-1149.54		 17.03   	 -66.12		
-274.35   	  6.41   	 32.90   	-1108.85		 16.76   	  -5.09		
-282.59   	 -2.75   	 28.46   	-1027.46		 16.74   	  71.21		
-284.42   	 -9.77   	 24.35   	-910.47		 17.03   	 127.16		
-277.10   	-14.04   	 20.71   	-757.88		 17.54   	 142.42		
-274.05   	-22.89   	 17.68   	-584.94		 18.11   	 132.25		
-273.74   	-20.75   	 15.34   	-401.83		 18.64   	  81.38		
-281.37   	-18.31   	 13.73   	-244.15		 18.96   	  20.35		
-289.00   	-25.02   	 12.76   	-127.16		 19.04   	 -25.43		
-294.80   	-25.02   	 12.25   	 -71.21		 18.94   	 -50.86		
-301.82   	-29.30   	 11.96   	 -71.21		 18.74   	 -50.86		
-299.07   	-36.93   	 11.68   	-101.73		 18.54   	 -30.52		
-292.05   	-33.26   	 11.27   	-147.51		 18.41   	   5.09		
-295.10   	-30.52   	 10.68   	-178.03		 18.43   	  45.78		
-296.33   	-36.01   	  9.97   	-183.11		 18.62   	  81.38		
-296.02   	-33.87   	  9.24   	-157.68		 18.94   	 101.73		
-303.96   	-36.93   	  8.61   	-101.73		 19.35   	  91.56		
-316.47   	-44.86   	  8.20   	 -40.69		 19.72   	  61.04		
-314.33   	-35.40   	  8.04   	  20.35		 19.96   	  20.35		
-321.66   	-21.97   	  8.12   	  50.86		 20.04(V)	 -40.69		
-330.81   	 -0.31   	  8.32   	  66.12		 19.88   	 -86.47		
-308.84   	  7.93   	  8.59   	  50.86		 19.53   	-122.07		
-289.61   	-10.07   	  8.79   	  25.43		 19.04   	-137.33		
-249.94   	-36.01   	  8.89   	   0.00		 18.49   	-132.25		
-183.41   	-63.48   	  8.89   	 -25.43		 17.97   	-122.07		
-116.27   	-70.50   	  8.79   	 -40.69		 17.48   	-101.73		
-13.73   	-29.60   	  8.63   	 -40.69		 17.07   	 -81.38		
116.58   	 16.78   	  8.46   	 -35.61		 16.74   	 -76.30		
258.79   	 57.07   	  8.32   	 -25.43		 16.44   	 -76.30		
357.97   	118.71   	  8.22   	 -20.35		 16.13   	 -81.38		
401.00   	143.74   	  8.14   	 -20.35		 15.81   	 -86.47		
386.05   	167.85   	  8.06   	 -10.17		 15.46   	 -81.38		
342.41   	176.70   	  8.02   	 -10.17		 15.14   	 -66.12		
305.18   	184.94   	  7.98(D)	   5.09		 14.87   	 -30.52		
310.67   	225.22   	  8.00   	  15.26		 14.75   	   5.09		
378.42   	276.79   	  8.06   	  40.69		 14.77   	  45.78		
479.13   	361.94   	  8.22   	  61.04		 14.95   	  55.95		
580.75   	414.12   	  8.46   	  91.56		 15.18   	  50.86		
690.61   	433.04   	  8.83   	 116.99		 15.38   	  25.43		
738.53   	465.09   	  9.30   	 137.33		 15.48   	 -25.43		
695.19   	463.26   	  9.85   	 152.59		 15.38   	 -71.21		
678.41   	498.35   	 10.46   	 157.68		 15.10   	-122.07		
623.47   	544.13   	 11.09   	 157.68		 14.61   	-152.59		
562.44   	561.22   	 11.72   	 152.59		 14.00   	-162.77		
520.94   	602.42   	 12.33   	 152.59		 13.35   	-142.42		
440.98   	622.56   	 12.94   	 142.42		 12.78   	-101.73		
384.22   	598.14   	 13.51   	 147.51		 12.37   	 -55.95		
353.39   	595.09   	 14.10   	 152.59		 12.15   	   0.00		
350.65   	588.38   	 14.71   	 147.51		 12.15   	  45.78		
372.62   	582.28   	 15.30   	 152.59		 12.33   	  61.04		
418.70   	611.88   	 15.91   	 157.68		 12.57   	  50.86		
443.42   	615.84   	 16.54   	 162.77		 12.78   	   5.09		
472.11   	578.92   	 17.19   	 172.94		 12.80   	 -25.43		
477.91   	539.86   	 17.88   	 188.20		 12.70   	 -40.69		
426.03   	468.44   	 18.64   	 203.46		 12.53   	 -20.35		
337.52   	394.90   	 19.45   	 228.89		 12.45   	  -5.09		
238.04   	323.18   	 20.37   	 239.06		 12.43   	 -15.26		
158.39   	252.38   	 21.32   	 259.41		 12.37   	 -40.69		
 75.68   	192.26   	 22.36   	 279.75		 12.21   	 -76.30		
  3.66   	126.34   	 23.48   	 315.36		 11.90   	-122.07		
-74.16   	 68.05   	 24.74   	 386.57		 11.41   	-137.33		
-178.83   	  7.32   	 26.29   	 478.13		 10.86   	-137.33		
-268.86   	-61.34   	 28.20   	 600.20		 10.32   	-101.73		
-356.45   	-90.64   	 30.60   	 707.02		  9.91   	 -45.78		
-423.58   	-103.15   	 33.43   	 783.31		  9.73   	  30.52		
-475.77   	-118.41   	 36.56   	 818.92		  9.85   	 101.73		
-517.27   	-135.19   	 39.84   	 808.75		 10.25   	 162.77		
-545.04   	-172.42   	 43.07   	 768.05		 10.91   	 198.37		
-572.81   	-208.44   	 46.14   	 722.28		 11.70   	 183.11		
-604.86   	-215.15   	 49.03   	 686.67		 12.43   	 122.07		
-643.01   	-222.17   	 51.78   	 661.24		 12.92   	  30.52		
-659.79   	-220.95   	 54.43   	 661.24		 13.04   	 -76.30		
-671.39   	-220.03   	 57.07   	 691.76		 12.74   	-152.59		
-678.71   	-236.21   	 59.84   	 732.45		 12.13   	-198.37		
-679.63   	-242.00   	 62.77   	 768.05		 11.33   	-188.20		
-692.14   	-236.21   	 65.84   	 793.49		 10.58   	-152.59		
-714.11   	-244.45   	 69.01   	 793.49		  9.97   	 -71.21		
-727.23   	-248.41   	 72.19   	 762.97		  9.68   	  20.35		
-741.27   	-252.38   	 75.24   	 712.10		  9.77   	 127.16		
-753.17   	-258.79   	 78.09   	 651.07		 10.27   	 228.89		
-757.75   	-261.23   	 80.69   	 574.77		 11.19   	 315.36		
-772.40   	-273.13   	 82.99   	 473.04		 12.45   	 361.14		
-786.74   	-285.64   	 84.88   	 376.40		 13.90   	 366.22		
-795.90   	-295.41   	 86.39   	 264.50		 15.36   	 315.36		
-805.05   	-300.90   	 87.45   	 167.85		 16.62   	 223.80		
-813.90   	-302.73   	 88.12   	  81.38		 17.52   	 111.90		
-818.79   	-304.57   	 88.44   	  25.43		 17.97   	 -10.17		
-833.13   	-315.25   	 88.54   	  15.26		 17.92   	 -96.64		
-849.61   	-325.62   	 88.61   	  66.12		 17.54   	-147.51		
-863.95   	-339.66   	 88.87   	 157.68		 16.95   	-147.51		
-880.13   	-355.83   	 89.50   	 274.67		 16.36   	 -96.64		
-888.67   	-367.13   	 90.60   	 361.14		 15.97   	 -10.17		
-900.57   	-381.16   	 92.04   	 401.83		 15.93   	  91.56		
-909.12   	-391.54   	 93.65   	 371.31		 16.30   	 193.29		
-921.02   	-402.83   	 95.14   	 279.75		 17.07   	 274.67		
-937.19   	-418.40   	 96.26   	 147.51		 18.17   	 325.53		
-945.13   	-429.08   	 96.85   	  -5.09		 19.47   	 325.53		
-958.25   	-442.50   	 96.83   	-137.33		 20.77   	 300.10		
-964.36   	-451.66   	 96.28   	-233.98		 21.97   	 233.98		
-967.41   	-460.21   	 95.34   	-284.84		 22.91   	 152.59		
-978.39   	-472.72   	 94.20   	-289.93		 23.52   	  71.21		
-986.94   	-482.18   	 93.04   	-254.32		 23.80   	   5.09		
-996.09   	-489.20   	 92.02   	-193.29		 23.82   	 -35.61		
-1004.03   	-495.61   	 91.25   	-116.99		 23.68   	 -55.95		
-1003.72   	-496.52   	 90.78   	 -55.95		 23.46   	 -50.86		
-999.15   	-501.10   	 90.56   	 -20.35		 23.26   	 -30.52		
-992.74   	-501.71   	 90.48   	  -5.09		 23.13   	   0.00		
-984.80   	-502.62   	 90.46   	 -25.43		 23.13   	  35.61		
-971.98   	-501.10   	 90.36   	 -55.95		 23.28   	  81.38		
-958.25   	-493.16   	 90.13   	-101.73		 23.60   	 127.16		
-943.30   	-484.31   	 89.72   	-147.51		 24.11   	 162.77		
