  I     	  II     	  RV     	  RV'		  LV     	  LV'		
 41.50   	 24.11   	 15.22   	   0.00		 17.50   	 -10.17		
 43.03   	 21.67   	 15.22   	  -5.09		 17.46   	 -10.17		
 41.81   	 19.84   	 15.20   	   0.00		 17.42   	  -5.09		
 35.71   	 16.78   	 15.20   	 -10.17		 17.40   	   5.09		
 24.72   	 11.60   	 15.16   	  -5.09		 17.42   	  15.26		
 11.29   	  5.19   	 15.14   	  -5.09		 17.48   	  30.52		
 -2.44   	 -2.14   	 15.12   	 -10.17		 17.60   	  45.78		
-14.65   	-11.29   	 15.08   	 -10.17		 17.78   	  55.95		
-23.80   	-22.58   	 15.04   	  -5.09		 18.01   	  61.04		
-29.30   	-33.87   	 15.02   	  -5.09		 18.25   	  55.95		
-29.91   	-41.20   	 14.99   	   0.00		 18.47   	  55.95		
-27.16   	-42.42   	 14.99   	   5.09		 18.70   	  45.78		
-23.50   	-39.06   	 15.02   	  10.17		 18.88   	  35.61		
-21.67   	-35.40   	 15.06   	  10.17		 19.02   	  30.52		
-22.28   	-33.87   	 15.10   	  20.35		 19.15   	  30.52		
-24.11   	-35.40   	 15.18   	  15.26		 19.27   	  30.52		
-25.33   	-37.84   	 15.24   	  15.26		 19.39   	  30.52		
-24.72   	-39.98   	 15.30   	  15.26		 19.51   	  35.61		
-22.89   	-41.20   	 15.36   	  10.17		 19.65   	  30.52		
-20.75   	-40.89   	 15.40   	   5.09		 19.78   	  25.43		
-19.53   	-39.37   	 15.42   	  -5.09		 19.88   	  30.52		
-19.84   	-37.54   	 15.40   	  -5.09		 20.00   	  25.43		
-21.36   	-37.23   	 15.38   	 -15.26		 20.10   	  35.61		
-23.19   	-38.15   	 15.32   	 -15.26		 20.24   	  40.69		
-25.33   	-40.59   	 15.26   	 -10.17		 20.41   	  61.04		
-25.94   	-42.42   	 15.22   	  -5.09		 20.65   	  66.12		
-25.02   	-42.11   	 15.20   	  -5.09		 20.92   	  86.47		
-24.11   	-38.76   	 15.18   	   0.00		 21.26   	  86.47		
-23.80   	-32.65   	 15.18(E)	  10.17		 21.61   	  86.47		
-21.67   	-23.50   	 15.22   	  15.26		 21.95   	  81.38		
-13.73   	-10.99   	 15.28   	  15.26		 22.28   	  71.21		
  8.24   	  6.71   	 15.34   	  20.35		 22.56   	  55.95		
 51.27   	 33.87   	 15.42   	  25.43		 22.79   	  45.78		
117.19   	 77.51   	 15.52   	  25.43		 22.97   	  30.52		
202.03   	144.96   	 15.63   	  30.52		 23.09   	  25.43		
295.10   	238.65   	 15.75   	  25.43		 23.19   	  20.35		
381.16   	343.93   	 15.85   	  20.35		 23.28   	  25.43		
440.67   	424.19   	 15.93   	  20.35		 23.38   	  35.61		
453.19   	435.79(R)	 16.01   	  20.35		 23.52(E)	  55.95		
405.58   	356.75   	 16.09   	  15.26		 23.74   	  76.30		
300.90   	205.69   	 16.15   	  10.17		 24.05   	 111.90		
163.88   	 38.15   	 16.20   	   5.09		 24.50   	 152.59		
 33.26   	-85.14   	 16.22   	  10.17		 25.11   	 198.37		
-57.68   	-135.19   	 16.26   	   5.09		 25.90   	 259.41		
-96.13   	-123.29   	 16.28   	  10.17		 26.94   	 330.62		
-92.47   	-83.31   	 16.32   	  10.17		 28.26   	 417.09		
-70.19   	-45.78   	 16.36   	  15.26		 29.93   	 513.73		
-48.22   	-24.11   	 16.42   	  25.43		 31.98   	 615.46		
-35.40   	-18.01   	 16.52   	  35.61		 34.45   	 722.28		
-31.13   	-22.28   	 16.66   	  50.86		 37.33   	 829.09		
-31.74   	-30.21   	 16.87   	  66.12		 40.65   	 930.82		
-33.26   	-36.01   	 17.13   	  86.47		 44.37   	1022.38		
-33.87   	-37.23   	 17.48   	 101.73		 48.46   	1088.50		
-33.26   	-34.18   	 17.88   	 127.16		 52.82   	1139.36		
-31.43   	-30.21   	 18.39   	 142.42		 57.38   	1154.62		
-29.91   	-28.69   	 18.96   	 157.68		 61.99   	1164.80		
-29.30   	-29.30   	 19.59   	 167.85		 66.65   	1144.45		
-28.99   	-30.82   	 20.26   	 162.77		 71.23   	1119.02		
-28.08   	-30.82   	 20.92   	 157.68		 75.71   	1063.07		
-26.55   	-29.91   	 21.55   	 157.68		 79.96   	 981.68		
-24.72   	-28.69   	 22.18   	 152.59		 83.89   	 874.87		
-24.11   	-27.47   	 22.79   	 147.51		 87.39   	 752.79		
-24.11   	-26.25   	 23.38   	 152.59		 90.40   	 635.81		
-23.80   	-25.94   	 23.99   	 157.68		 92.94   	 539.16		
-22.28   	-26.25   	 24.62   	 167.85		 95.10   	 478.13		
-19.23   	-25.94   	 25.29   	 178.03		 97.01   	 452.69		
-16.17   	-25.02   	 26.00   	 178.03		 98.82   	 452.69		
-14.34   	-23.19   	 26.71   	 183.11		100.63   	 462.87		
-14.04   	-21.36   	 27.45   	 188.20		102.48   	 452.69		
-14.65   	-20.45   	 28.20   	 183.11		104.29   	 422.18		
-14.04   	-18.62   	 28.93   	 178.03		105.98   	 381.48		
-12.82   	-16.17   	 29.64   	 167.85		107.51   	 330.62		
-11.60   	-13.12   	 30.32   	 157.68		108.83   	 300.10		
-10.68   	-10.38   	 30.95   	 147.51		110.03   	 269.58		
 -9.77   	 -7.93   	 31.54   	 132.25		111.11   	 259.41		
 -8.54   	 -5.19   	 32.06   	 116.99		112.15   	 254.32		
 -6.41   	 -0.92   	 32.53   	 101.73		113.16   	 244.15		
 -3.05   	  4.88   	 32.94   	  81.38		114.14   	 233.98		
  0.92   	  9.16   	 33.27   	  66.12		115.08   	 218.72		
  5.49   	 10.99   	 33.53   	  55.95		115.95   	 203.46		
  9.77   	 12.21   	 33.75   	  45.78		116.76   	 188.20		
 13.43   	 15.56   	 33.94   	  35.61		117.52   	 183.11		
 15.56   	 22.89   	 34.08   	  40.69		118.25   	 183.11		
 17.09   	 32.35   	 34.24   	  30.52		118.98   	 188.20		
 18.92   	 39.98   	 34.36   	  30.52		119.74   	 198.37		
 22.28   	 43.95   	 34.49   	  30.52		120.53   	 208.54		
 28.08   	 45.47   	 34.61   	  30.52		121.36   	 218.72		
 35.40   	 48.83   	 34.73   	  25.43		122.24   	 228.89		
 43.33   	 56.15   	 34.83   	  20.35		123.15   	 223.80		
 50.66   	 66.83   	 34.91   	  30.52		124.05   	 218.72		
 55.54   	 78.74   	 35.04   	  25.43		124.92   	 183.11		
 58.90   	 88.81   	 35.14   	  30.52		125.66   	 137.33		
 62.26   	 96.44   	 35.26   	  30.52		126.20   	  86.47		
 67.14   	102.84   	 35.38   	  30.52		126.55   	  45.78		
 73.55   	108.95   	 35.50   	  35.61		126.73   	  35.61		
 80.87   	115.36   	 35.65   	  30.52		126.88   	  61.04		
 87.59   	122.38   	 35.77   	  25.43		127.12   	 101.73		
 93.08   	128.48   	 35.87   	  20.35		127.53   	 142.42		
 97.66   	133.67   	 35.95   	  20.35		128.10   	 172.94		
101.93   	138.85   	 36.03   	  20.35		128.79   	 172.94		
105.90   	144.35   	 36.11   	  15.26		129.48   	 152.59		
109.25   	149.54   	 36.17   	  10.17		130.09   	 116.99		
111.39   	152.89   	 36.22   	  10.17		130.56   	  91.56		
111.69   	154.11   	 36.26   	  15.26		130.93   	  71.21		
110.78   	152.59   	 36.32   	  10.17		131.21   	  61.04		
108.03   	148.93   	 36.36   	   5.09		131.45   	  66.12		
104.68   	144.04   	 36.38   	  10.17		131.72   	  61.04		
100.40   	137.02   	 36.42   	  10.17		131.96   	  66.12		
 95.52   	126.95   	 36.46   	  10.17		132.23   	  55.95		
 90.33   	115.66   	 36.50   	  15.26		132.45   	  50.86		
 85.45   	105.29   	 36.56   	  10.17		132.65   	  35.61		
 79.96   	 97.05   	 36.60   	  10.17		132.80   	  30.52		
 73.24   	 89.42   	 36.64   	  10.17		132.92   	  25.43		
 64.39   	 79.96   	 36.68   	   5.09		133.02   	  20.35		
 54.32   	 67.14   	 36.70   	  10.17		133.10   	  10.17		
 44.56   	 52.49   	 36.74(S)	   0.00		133.14   	  10.17		
 36.93   	 39.06   	 36.74   	   0.00		133.18(S)	  -5.09		
 31.13   	 27.16   	 36.74   	 -10.17		133.16   	 -20.35		
 25.33   	 15.87   	 36.70   	 -20.35		133.08   	 -30.52		
 17.70   	  3.66   	 36.62   	 -30.52		132.96   	 -50.86		
  9.16   	 -9.46   	 36.50   	 -50.86		132.76   	 -71.21		
  1.53   	-20.75   	 36.30   	 -66.12		132.47   	 -91.56		
 -3.05   	-28.38   	 36.03   	 -86.47		132.11   	-116.99		
 -3.97   	-31.74   	 35.69   	-106.82		131.64   	-157.68		
 -3.97   	-33.26   	 35.26   	-122.07		131.01   	-198.37		
 -4.88   	-34.79   	 34.77   	-132.25		130.21   	-259.41		
 -7.02   	-36.93   	 34.24   	-152.59		129.18   	-320.45		
 -9.46   	-38.76   	 33.63   	-162.77		127.89   	-386.57		
-11.60   	-39.67   	 32.98   	-167.85		126.35   	-457.78		
-12.21   	-40.59   	 32.31   	-183.11		124.52   	-508.65		
-12.21   	-43.03   	 31.58   	-188.20		122.48   	-559.51		
-12.82   	-47.61   	 30.82   	-193.29		120.24   	-620.55		
-14.04   	-51.88   	 30.05   	-198.37		117.76   	-732.45		
-15.56   	-54.32   	 29.26   	-198.37		114.83   	-890.13		
-16.17   	-53.41   	 28.46   	-203.46		111.27   	-1073.24		
-15.87   	-50.35   	 27.65   	-203.46		106.98   	-1256.35		
-13.73   	-47.00   	 26.84   	-198.37		101.95   	-1393.69		
-11.60   	-44.86   	 26.04   	-193.29		 96.38   	-1475.07		
-10.68   	-44.86   	 25.27   	-188.20		 90.48   	-1475.07		
-11.90   	-47.00   	 24.52   	-183.11		 84.58   	-1419.12		
-14.65   	-49.74   	 23.78   	-178.03		 78.90   	-1332.65		
-17.09   	-52.19   	 23.07   	-167.85		 73.57   	-1241.09		
-17.09   	-52.80   	 22.40   	-162.77		 68.61   	-1159.71		
-14.95   	-51.88   	 21.75   	-157.68		 63.97   	-1103.76		
-12.82   	-50.96   	 21.12   	-147.51		 59.55   	-1068.15		
-13.12   	-50.35   	 20.53   	-147.51		 55.28   	-1027.46		
-14.95   	-49.44   	 19.94   	-137.33		 51.17   	-981.68		
-16.78   	-47.91   	 19.39   	-132.25		 47.24   	-920.65		
-17.40   	-46.08   	 18.86   	-122.07		 43.56   	-844.35		
-16.17   	-46.08   	 18.37   	-122.07		 40.18   	-747.71		
-15.56   	-48.52   	 17.88   	-106.82		 37.19   	-661.24		
-15.87   	-51.88   	 17.46   	-101.73		 34.55   	-584.94		
-16.78   	-52.80   	 17.05   	 -91.56		 32.21   	-528.99		
-17.09   	-50.05   	 16.68   	 -86.47		 30.09   	-493.39		
-16.78   	-44.25   	 16.34   	 -76.30		 28.12   	-462.87		
-16.48   	-38.45   	 16.03   	 -71.21		 26.27   	-437.43		
-17.09   	-34.48   	 15.75   	 -66.12		 24.52   	-406.92		
-18.92   	-31.74   	 15.48   	 -61.04		 22.89   	-361.14		
-21.97   	-30.21   	 15.24   	 -61.04		 21.44   	-315.36		
-24.72   	-30.52   	 14.99   	 -55.95		 20.18   	-264.50		
-27.16   	-33.87   	 14.77   	 -55.95		 19.13   	-218.72		
-27.16   	-41.50   	 14.55   	 -55.95		 18.25   	-172.94		
-24.11   	-50.35   	 14.32   	 -45.78		 17.56   	-152.59		
-19.84   	-56.76   	 14.14   	 -45.78		 16.95   	-132.25		
-17.40   	-58.59   	 13.96   	 -40.69		 16.42   	-127.16		
-19.23   	-55.85   	 13.79   	 -40.69		 15.91   	-122.07		
-24.41   	-50.66   	 13.63   	 -30.52		 15.42   	-111.90		
-29.60   	-46.08   	 13.51   	 -30.52		 14.97   	-106.82		
-30.82   	-43.33   	 13.39   	 -20.35		 14.55   	 -86.47		
-28.08   	-42.42   	 13.31   	 -20.35		 14.20   	 -71.21		
-24.72   	-42.11   	 13.22   	 -20.35		 13.92   	 -55.95		
-23.50   	-41.81   	 13.14   	 -10.17		 13.69   	 -45.78		
-25.02   	-41.50   	 13.10   	 -15.26		 13.51   	 -30.52		
-26.86   	-40.59   	 13.04   	  -5.09		 13.39   	 -30.52		
-25.94   	-39.67   	 13.02   	  -5.09		 13.27   	 -30.52		
-21.97   	-39.37   	 13.00   	  -5.09		 13.14   	 -25.43		
-17.70   	-40.89   	 12.98   	  -5.09		 13.04   	 -25.43		
-15.87   	-44.25   	 12.96(D)	   5.09		 12.94   	 -20.35		
-17.70   	-48.83   	 12.98   	   0.00		 12.86   	 -15.26		
-21.97   	-52.19   	 12.98   	   5.09		 12.80   	 -15.26		
-25.94   	-51.57   	 13.00   	   5.09		 12.74   	 -10.17		
-27.16   	-47.30   	 13.02   	   5.09		 12.70(D)	   0.00		
-25.33   	-41.81   	 13.04   	   5.09		 12.70   	   0.00		
-21.97   	-38.15   	 13.06   	  10.17		 12.70   	   0.00		
-18.31   	-39.06   	 13.10   	   5.09		 12.70   	  10.17		
-17.09   	-43.95   	 13.12   	  10.17		 12.74   	   5.09		
-19.23   	-50.66   	 13.16   	   0.00		 12.76   	  15.26		
-23.19   	-55.54   	 13.16   	   5.09		 12.82   	  15.26		
-25.94   	-56.76   	 13.18   	   5.09		 12.88   	  20.35		
-24.72   	-54.32   	 13.20   	   0.00		 12.96   	  20.35		
-18.92   	-50.05   	 13.20   	   5.09		 13.04   	  25.43		
-13.43   	-47.00   	 13.22   	   5.09		 13.14   	  25.43		
-11.90   	-47.00   	 13.25   	   0.00		 13.25   	  30.52		
-15.56   	-48.83   	 13.25   	   5.09		 13.37   	  30.52		
-21.67   	-50.96   	 13.27   	  10.17		 13.49   	  30.52		
-25.63   	-51.57   	 13.31   	   5.09		 13.61   	  30.52		
-26.25   	-51.27   	 13.33   	   5.09		 13.73   	  30.52		
-24.11   	-50.96   	 13.35   	   5.09		 13.86   	  30.52		
-21.97   	-51.27   	 13.37   	   5.09		 13.98   	  30.52		
-21.36   	-52.19   	 13.39   	  10.17		 14.10   	  30.52		
-21.67   	-53.41   	 13.43   	   0.00		 14.22   	  30.52		
-21.67   	-55.54   	 13.43   	   5.09		 14.34   	  30.52		
-21.36   	-59.20   	 13.45   	   5.09		 14.47   	  30.52		
-20.75   	-64.39   	 13.47   	   5.09		 14.59   	  25.43		
-19.53   	-67.75   	 13.49   	   0.00		 14.69   	  25.43		
-17.70   	-66.53   	 13.49   	   5.09		 14.79   	  20.35		
-15.26   	-58.90   	 13.51   	   5.09		 14.87   	  15.26		
-12.51   	-49.44   	 13.53   	   0.00		 14.93   	  15.26		
-10.99   	-42.11   	 13.53   	   5.09		 14.99   	  10.17		
-11.60   	-40.59   	 13.55   	   0.00		 15.04   	  10.17		
-13.43   	-45.17   	 13.55   	   0.00		 15.08   	   5.09		
-15.87   	-52.19   	 13.55   	   5.09		 15.10   	   0.00		
-17.40   	-57.37   	 13.57   	   0.00		 15.10   	   0.00		
-18.01   	-58.90   	 13.57   	   0.00		 15.10   	   0.00		
-16.78   	-57.37   	 13.57   	   5.09		 15.10   	  -5.09		
-13.73   	-53.10   	 13.59   	   0.00		 15.08   	 -10.17		
 -9.16   	-46.39   	 13.59   	   0.00		 15.04   	 -10.17		
 -4.58   	-36.93   	 13.59   	   0.00		 14.99   	  -5.09		
 -0.61   	-26.25   	 13.59   	   0.00		 14.97   	 -10.17		
  1.83   	-15.26   	 13.59   	   0.00		 14.93   	  -5.09		
  3.97   	 -6.41   	 13.59   	   0.00		 14.91   	  -5.09		
  6.71   	 -0.31   	 13.59   	   0.00		 14.89   	   0.00		
  9.77   	  4.88   	 13.59   	   0.00		 14.89   	  -5.09		
 12.51   	 10.38   	 13.59   	   0.00		 14.87   	   0.00		
 14.04   	 16.48   	 13.59   	   0.00		 14.87   	  -5.09		
 15.26   	 21.97   	 13.59   	   0.00		 14.85   	   0.00		
 18.92   	 26.25   	 13.59   	   0.00		 14.85   	   0.00		
 25.94   	 30.52   	 13.59   	  -5.09		 14.85   	   0.00		
 34.79   	 35.10   	 13.57   	   0.00		 14.85   	  -5.09		
 42.11   	 39.06   	 13.57   	  -5.09		 14.83   	   0.00		
 45.47   	 38.76   	 13.55   	  -5.09		 14.83   	 -10.17		
 45.17   	 33.26   	 13.53   	   0.00		 14.79   	 -10.17		
 44.56   	 23.80   	 13.53   	  -5.09		 14.75   	 -15.26		
 45.47   	 14.04   	 13.51   	  -5.09		 14.69   	 -10.17		
 47.30   	  6.10   	 13.49   	  -5.09		 14.65   	 -15.26		
 46.69   	 -1.53   	 13.47   	 -10.17		 14.59   	  -5.09		
 40.89   	-11.29   	 13.43   	  -5.09		 14.57   	   0.00		
 28.69   	-21.97   	 13.41   	  -5.09		 14.57   	  10.17		
 12.82   	-29.30   	 13.39   	 -10.17		 14.61   	  15.26		
 -2.44   	-30.82   	 13.35   	  -5.09		 14.67   	  20.35		
-14.95   	-29.30   	 13.33   	  -5.09		 14.75   	  30.52		
-24.41   	-30.21   	 13.31   	   0.00		 14.87   	  25.43		
-31.43   	-38.76   	 13.31   	   5.09		 14.97   	  30.52		
-36.01   	-53.10   	 13.33   	   5.09		 15.10   	  25.43		
-36.32   	-66.53   	 13.35   	  10.17		 15.20   	  25.43		
-31.43   	-73.24   	 13.39   	   5.09		 15.30   	  20.35		
-24.41   	-72.94   	 13.41   	  10.17		 15.38   	  15.26		
-19.84   	-68.97   	 13.45   	  10.17		 15.44   	  15.26		
-21.36   	-65.92   	 13.49   	   5.09		 15.50   	  15.26		
-27.16   	-65.00   	 13.51   	   5.09		 15.56   	  20.35		
-31.74   	-63.78   	 13.53   	  -5.09		 15.65   	  15.26		
-32.04   	-61.04   	 13.51   	  -5.09		 15.71   	  15.26		
-28.69   	-57.07   	 13.49   	 -10.17		 15.77   	  10.17		
-25.33   	-53.10   	 13.45   	 -15.26		 15.81   	   5.09		
-24.72   	-52.19   	 13.39   	 -15.26		 15.83   	 -10.17		
-25.94   	-54.63   	 13.33   	 -15.26		 15.79   	 -15.26		
-26.55   	-59.81   	 13.27   	 -10.17		 15.73   	 -20.35		
-25.63   	-65.00   	 13.22   	 -10.17		 15.65   	 -20.35		
-24.72   	-67.44   	 13.18   	 -10.17		 15.56   	 -20.35		
-24.72   	-65.92   	 13.14   	   0.00		 15.48   	 -15.26		
-25.63   	-61.34   	 13.14(E)	  10.17		 15.42   	   0.00		
-26.25   	-57.07   	 13.18   	  15.26		 15.42(E)	  10.17		
-27.16   	-55.54   	 13.25   	  20.35		 15.46   	  25.43		
-26.55   	-56.46   	 13.33   	  30.52		 15.56   	  30.52		
-20.14   	-54.93   	 13.45   	  40.69		 15.69   	  35.61		
  2.14   	-45.17   	 13.61   	  50.86		 15.83   	  40.69		
 49.44   	-20.45   	 13.81   	  50.86		 15.99   	  40.69		
124.51   	 25.33   	 14.02   	  55.95		 16.15   	  45.78		
220.64   	 96.74   	 14.24   	  55.95		 16.34   	  45.78		
322.57   	194.09   	 14.47   	  50.86		 16.52   	  50.86		
409.85   	298.16   	 14.67   	  45.78		 16.72   	  50.86		
460.82   	370.18   	 14.85   	  35.61		 16.93   	  55.95		
456.24   	370.79(R)	 14.99   	  30.52		 17.15   	  71.21		
385.74   	287.48   	 15.12   	  15.26		 17.44   	  86.47		
258.79   	146.18   	 15.18   	   5.09		 17.78   	 111.90		
106.81   	  1.83   	 15.20   	 -10.17		 18.23   	 152.59		
-28.08   	-97.96   	 15.16   	 -15.26		 18.84   	 198.37		
-112.00   	-138.24   	 15.10   	 -25.43		 19.63   	 259.41		
-136.11   	-134.89   	 14.99   	 -20.35		 20.67   	 325.53		
-116.88   	-111.08   	 14.91   	 -20.35		 21.97   	 401.83		
-82.40   	-82.09   	 14.83   	  -5.09		 23.58   	 493.39		
-54.02   	-54.93   	 14.81   	  10.17		 25.55   	 595.11		
-40.28   	-34.48   	 14.85   	  35.61		 27.93   	 691.76		
-37.84   	-25.33   	 14.99   	  55.95		 30.70   	 793.49		
-39.98   	-28.99   	 15.22   	  91.56		 33.88   	 895.22		
-41.81   	-39.98   	 15.58   	 116.99		 37.46   	 986.77		
-41.50   	-49.44   	 16.05   	 137.33		 41.40   	1073.24		
-39.98   	-51.57   	 16.60   	 152.59		 45.70   	1124.11		
-38.76   	-48.52   	 17.21   	 162.77		 50.19   	1169.88		
-38.45   	-44.56   	 17.86   	 167.85		 54.87   	1180.06		
-38.76   	-43.64   	 18.54   	 172.94		 59.59   	1169.88		
-38.45   	-46.39   	 19.23   	 172.94		 64.27   	1154.62		
-37.84   	-50.35   	 19.92   	 183.11		 68.89   	1113.93		
-36.62   	-52.49   	 20.65   	 178.03		 73.35   	1057.98		
-36.01   	-51.57   	 21.36   	 183.11		 77.58   	 981.68		
-35.71   	-47.00   	 22.10   	 178.03		 81.51   	 890.13		
-35.10   	-41.20   	 22.81   	 183.11		 85.07   	 783.31		
-32.65   	-35.71   	 23.54   	 172.94		 88.20   	 671.41		
-29.60   	-31.74   	 24.23   	 167.85		 90.88   	 579.86		
-27.77   	-29.30   	 24.90   	 167.85		 93.20   	 508.65		
-27.77   	-28.69   	 25.57   	 157.68		 95.24   	 467.95		
-29.30   	-28.69   	 26.21   	 152.59		 97.11   	 452.69		
-30.21   	-28.99   	 26.82   	 147.51		 98.92   	 442.52		
-29.30   	-28.99   	 27.41   	 137.33		100.69   	 442.52		
-25.63   	-28.99   	 27.96   	 122.07		102.46   	 422.18		
-21.06   	-28.99   	 28.44   	 111.90		104.15   	 396.74		
-16.48   	-29.30   	 28.89   	  91.56		105.74   	 361.14		
-13.43   	-28.69   	 29.26   	  76.30		107.18   	 325.53		
-12.82   	-25.33   	 29.56   	  61.04		108.48   	 289.93		
-14.04   	-17.70   	 29.81   	  45.78		109.64   	 264.50		
-14.65   	 -6.41   	 29.99   	  30.52		110.70   	 249.24		
-13.12   	  6.71   	 30.11   	  20.35		111.70   	 239.06		
 -8.85   	 18.01   	 30.19   	   5.09		112.65   	 233.98		
 -3.36   	 23.80   	 30.21   	  -5.09		113.59   	 223.80		
  0.61   	 23.19   	 30.19   	 -10.17		114.49   	 213.63		
  2.44   	 17.40   	 30.15   	 -15.26		115.34   	 198.37		
  3.97   	 11.60   	 30.09   	 -25.43		116.13   	 178.03		
  7.02   	  9.77   	 29.99   	 -20.35		116.85   	 162.77		
 11.90   	 14.04   	 29.91   	 -20.35		117.50   	 142.42		
 17.40   	 21.97   	 29.83   	 -15.26		118.07   	 137.33		
 21.97   	 31.43   	 29.77   	 -10.17		118.62   	 142.42		
 25.94   	 40.89   	 29.73   	   0.00		119.19   	 157.68		
 31.43   	 51.27   	 29.73   	  10.17		119.82   	 172.94		
 38.15   	 63.48   	 29.77   	  20.35		120.51   	 178.03		
 45.17   	 76.29   	 29.85   	  25.43		121.22   	 162.77		
 51.27   	 86.67   	 29.95   	  35.61		121.87   	 137.33		
 55.85   	 92.47   	 30.09   	  40.69		122.42   	  96.64		
 60.42   	 94.30   	 30.25   	  45.78		122.81   	  55.95		
 66.22   	 95.83   	 30.44   	  45.78		123.03   	  25.43		
 73.55   	100.10   	 30.62   	  50.86		123.13   	  15.26		
 79.65   	107.73   	 30.82   	  50.86		123.19   	  30.52		
 84.23   	116.58   	 31.03   	  45.78		123.32   	  61.04		
 87.28   	124.51   	 31.21   	  45.78		123.56   	  96.64		
 90.33   	130.92   	 31.39   	  45.78		123.95   	 122.07		
 94.30   	135.19   	 31.58   	  35.61		124.43   	 137.33		
 97.96   	138.55   	 31.72   	  40.69		124.98   	 127.16		
100.40   	142.21   	 31.88   	  35.61		125.49   	 106.82		
101.32   	145.26   	 32.02   	  30.52		125.92   	  76.30		
101.32   	146.18   	 32.15   	  35.61		126.23   	  55.95		
 99.79   	141.91   	 32.29   	  30.52		126.45   	  35.61		
 96.13   	131.23   	 32.41   	  30.52		126.59   	  40.69		
 90.03   	115.36   	 32.53   	  30.52		126.75   	  45.78		
 82.70   	 99.79   	 32.66   	  25.43		126.94   	  55.95		
 75.38   	 89.72   	 32.76   	  20.35		127.16   	  55.95		
 69.58   	 86.36   	 32.84   	  20.35		127.39   	  50.86		
 65.00   	 86.06   	 32.92   	  15.26		127.59   	  35.61		
 60.12   	 82.40   	 32.98   	  10.17		127.73   	  15.26		
 52.80   	 71.72   	 33.02   	   5.09		127.79(S)	   0.00		
 42.42   	 54.93   	 33.04   	   5.09		127.79   	 -15.26		
 29.91   	 36.32   	 33.06(S)	  -5.09		127.73   	 -20.35		
 17.40   	 20.75   	 33.04   	  -5.09		127.65   	 -20.35		
  7.63   	  8.54   	 33.02   	 -15.26		127.57   	 -30.52		
  0.92   	 -2.75   	 32.96   	 -20.35		127.45   	 -35.61		
 -2.75   	-14.34   	 32.88   	 -25.43		127.30   	 -55.95		
 -5.19   	-27.47   	 32.78   	 -30.52		127.08   	 -86.47		
 -8.54   	-40.28   	 32.66   	 -35.61		126.73   	-127.16		
-11.90   	-50.66   	 32.51   	 -40.69		126.23   	-167.85		
-14.34   	-55.24   	 32.35   	 -50.86		125.55   	-218.72		
-15.87   	-54.02   	 32.15   	 -61.04		124.68   	-274.67		
-17.40   	-49.13   	 31.90   	 -71.21		123.58   	-330.62		
-20.75   	-45.47   	 31.62   	 -76.30		122.26   	-406.92		
-25.02   	-47.00   	 31.31   	 -91.56		120.63   	-478.13		
-28.69   	-55.24   	 30.95   	-101.73		118.72   	-554.42		
-29.30   	-66.22   	 30.54   	-111.90		116.50   	-635.81		
-27.16   	-75.07   	 30.09   	-122.07		113.96   	-737.54		
-24.41   	-78.43   	 29.60   	-137.33		111.01   	-854.52		
-24.11   	-76.60   	 29.05   	-142.42		107.59   	-1007.12		
-26.86   	-71.41   	 28.48   	-152.59		103.56   	-1154.62		
-30.52   	-65.00   	 27.87   	-162.77		 98.94   	-1291.96		
-32.65   	-57.98   	 27.22   	-162.77		 93.77   	-1393.69		
-32.04   	-51.27   	 26.57   	-172.94		 88.20   	-1454.72		
-29.60   	-47.00   	 25.88   	-167.85		 82.38   	-1454.72		
-27.16   	-46.39   	 25.21   	-178.03		 76.56   	-1419.12		
-25.94   	-48.83   	 24.50   	-178.03		 70.88   	-1342.82		
-25.02   	-54.02   	 23.78   	-183.11		 65.51   	-1256.35		
-25.02   	-60.42   	 23.05   	-183.11		 60.49   	-1164.80		
-26.55   	-66.22   	 22.32   	-183.11		 55.83   	-1093.59		
-28.99   	-69.89   	 21.59   	-188.20		 51.45   	-1032.55		
-31.13   	-70.50   	 20.83   	-183.11		 47.32   	-981.68		
-31.43   	-69.27   	 20.10   	-178.03		 43.40   	-930.82		
-29.91   	-67.75   	 19.39   	-172.94		 39.67   	-869.78		
-28.38   	-68.36   	 18.70   	-172.94		 36.20   	-808.75		
-28.69   	-70.50   	 18.01   	-162.77		 32.96   	-737.54		
-30.82   	-70.80   	 17.35   	-162.77		 30.01   	-656.15		
-32.65   	-65.61   	 16.70   	-147.51		 27.39   	-579.86		
-32.35   	-56.15   	 16.11   	-147.51		 25.07   	-518.82		
-30.52   	-47.91   	 15.52   	-137.33		 22.99   	-457.78		
-28.99   	-44.86   	 14.97   	-127.16		 21.16   	-417.09		
-30.21   	-47.91   	 14.47   	-122.07		 19.49   	-381.48		
-33.26   	-52.80   	 13.98   	-116.99		 17.97   	-345.88		
-36.32   	-55.54   	 13.51   	-111.90		 16.58   	-305.19		
-36.93   	-54.93   	 13.06   	-101.73		 15.36   	-269.58		
-35.10   	-54.93   	 12.66   	 -96.64		 14.28   	-228.89		
-32.04   	-58.29   	 12.27   	 -91.56		 13.37   	-188.20		
-30.21   	-64.70   	 11.90   	 -86.47		 12.61   	-147.51		
-31.13   	-69.58   	 11.56   	 -81.38		 12.02   	-116.99		
-34.48   	-68.97   	 11.23   	 -76.30		 11.56   	 -96.64		
-37.54   	-63.17   	 10.93   	 -66.12		 11.17   	 -81.38		
