  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
-43.33   	-74.77   	 63.52   	 -40.69		  0.20   	 -10.17		
-42.72   	-77.51   	 63.36   	 -45.78		  0.16   	  -5.09		
-39.67   	-78.43   	 63.17   	 -40.69		  0.14   	 -10.17		
-36.32   	-77.82   	 63.01   	 -50.86		  0.10   	  -5.09		
-34.18   	-76.60   	 62.81   	 -45.78		  0.08   	 -10.17		
-34.79   	-77.21   	 62.62   	 -45.78		  0.04   	 -15.26		
-36.93   	-79.96   	 62.44   	 -45.78		 -0.02   	 -10.17		
-39.06   	-86.06   	 62.26   	 -45.78		 -0.06   	 -10.17		
-40.59   	-94.91   	 62.08   	 -45.78		 -0.10   	 -10.17		
-41.50   	-105.29   	 61.89   	 -40.69		 -0.14   	 -15.26		
-41.20   	-115.66   	 61.73   	 -30.52		 -0.20   	 -10.17		
-40.89   	-123.90   	 61.61   	 -25.43		 -0.24   	  -5.09		
-39.98   	-129.39   	 61.51   	 -10.17		 -0.26   	 -10.17		
-39.37   	-131.84   	 61.46(D)	  10.17		 -0.31   	  -5.09		
-38.45   	-132.45   	 61.51   	  30.52		 -0.33   	   0.00		
-38.45   	-133.36   	 61.63   	  61.04		 -0.33   	   0.00		
-38.15   	-134.58   	 61.87   	  96.64		 -0.33   	   0.00		
-37.54   	-136.11   	 62.26   	 137.33		 -0.33   	   5.09		
-37.23   	-137.33   	 62.81   	 178.03		 -0.31   	   5.09		
-36.62   	-137.63   	 63.52   	 223.80		 -0.28   	   5.09		
-36.32   	-137.33   	 64.41   	 264.50		 -0.26   	  10.17		
-36.01   	-137.33   	 65.47   	 305.19		 -0.22   	  10.17		
-35.40   	-137.94   	 66.69   	 340.79		 -0.18   	  10.17		
-35.40   	-139.16   	 68.06   	 376.40		 -0.14   	  15.26		
-36.32   	-140.69   	 69.56   	 401.83		 -0.08   	  10.17		
-38.45   	-141.60   	 71.17   	 427.26		 -0.04   	  10.17		
-40.28   	-141.60   	 72.88   	 452.69		  0.00   	  10.17		
-41.81   	-141.60   	 74.69   	 467.95		  0.04   	  10.17		
-42.72   	-142.21   	 76.56   	 478.13		  0.08   	  10.17		
-42.72   	-143.74   	 78.47   	 488.30		  0.12   	  10.17		
-42.72   	-145.87   	 80.43   	 498.47		  0.16   	  10.17		
-43.33   	-148.93   	 82.42   	 498.47		  0.20   	  10.17		
-43.64   	-152.59   	 84.41   	 498.47		  0.24   	   5.09		
-43.33   	-155.33   	 86.41   	 493.39		  0.26   	   5.09		
-42.72   	-156.86   	 88.38   	 488.30		  0.28   	   0.00		
-41.81   	-156.86   	 90.34   	 478.13		  0.28   	   5.09		
-41.20   	-156.86   	 92.25   	 467.95		  0.31   	   0.00		
-42.11   	-156.56   	 94.12   	 457.78		  0.31   	   0.00		
-43.95   	-156.25   	 95.95   	 437.43		  0.31   	   0.00		
-45.78   	-155.03   	 97.70   	 422.18		  0.31   	  -5.09		
-46.69   	-152.28   	 99.39   	 401.83		  0.28   	   0.00		
-46.39   	-148.62   	101.00   	 381.48		  0.28   	  -5.09		
-45.47   	-144.35   	102.52   	 361.14		  0.26   	  -5.09		
-44.25   	-139.47   	103.97   	 335.71		  0.24   	  -5.09		
-43.33   	-133.67   	105.31   	 315.36		  0.22   	   0.00		
-41.50   	-126.34   	106.57   	 295.01		  0.22   	  -5.09		
-37.54   	-117.80   	107.75   	 264.50		  0.20   	  -5.09		
-30.52   	-109.56   	108.81   	 249.24		  0.18   	  -5.09		
-20.75   	-103.45   	109.81   	 218.72		  0.16   	  -5.09		
-10.07   	-100.10   	110.68   	 203.46		  0.14   	  -5.09		
 -0.61   	-98.57   	111.49   	 178.03		  0.12   	  -5.09		
  6.10   	-96.74   	112.21   	 157.68		  0.10   	  -5.09		
  9.77   	-91.86   	112.84   	 137.33		  0.08   	   0.00		
 11.60   	-83.31   	113.39   	 122.07		  0.08   	  -5.09		
 13.12   	-71.11   	113.88   	  96.64		  0.06   	   0.00		
 14.95   	-56.46   	114.26   	  86.47		  0.06   	   0.00		
 17.09   	-41.50   	114.61   	  66.12		  0.06   	  -5.09		
 18.62   	-28.08   	114.87   	  50.86		  0.04   	   0.00		
 18.92   	-18.01   	115.08   	  40.69		  0.04   	   0.00		
 18.01   	-12.21   	115.24   	  25.43		  0.04   	   0.00		
 16.17   	-11.29   	115.34   	  15.26		  0.04   	   0.00		
 14.04   	-13.73   	115.40   	   5.09		  0.04   	   0.00		
 12.21   	-17.09   	115.42(S)	   0.00		  0.04   	   5.09		
 10.38   	-18.62   	115.42   	 -15.26		  0.06   	   0.00		
  9.46   	-16.48   	115.36   	 -20.35		  0.06   	   0.00		
 10.38   	-12.51   	115.28   	 -30.52		  0.06   	   0.00		
 12.21   	 -8.85   	115.16   	 -30.52		  0.06   	   0.00		
 14.34   	 -6.71   	115.04   	 -45.78		  0.06   	   5.09		
 14.95   	 -5.80   	114.85   	 -45.78		  0.08   	   0.00		
 14.65   	 -3.97   	114.67   	 -50.86		  0.08   	   0.00		
 14.04   	  0.31   	114.47   	 -55.95		  0.08   	   5.09		
 14.04   	  6.10   	114.24   	 -66.12		  0.10   	   0.00		
 13.73   	 10.38   	113.98   	 -71.21		  0.10   	   5.09		
 12.51   	 10.07   	113.69   	 -76.30		  0.12   	   0.00		
  9.46   	  4.88   	113.39   	 -81.38		  0.12   	   0.00		
  6.41   	 -2.44   	113.06   	 -86.47		  0.12   	   0.00		
  4.27   	 -8.54   	112.72   	 -96.64		  0.12   	   5.09		
  4.27   	-10.38   	112.33   	-101.73		  0.14   	   0.00		
  6.10   	 -9.16   	111.92   	-111.90		  0.14   	   0.00		
  8.85   	 -7.63   	111.47   	-116.99		  0.14   	   0.00		
 10.68   	 -8.85   	111.01   	-127.16		  0.14   	   0.00		
 11.90   	-13.12   	110.50   	-137.33		  0.14   	   0.00		
 11.90   	-18.92   	109.95   	-147.51		  0.14   	  -5.09		
 10.38   	-22.58   	109.36   	-152.59		  0.12   	   0.00		
  7.32   	-23.50   	108.75   	-167.85		  0.12   	   0.00		
  3.66   	-21.67   	108.08   	-178.03		  0.12   	   0.00		
  0.92   	-17.70   	107.36   	-188.20		  0.12   	   0.00		
  0.31   	-13.73   	106.61   	-193.29		  0.12   	  -5.09		
  1.22   	 -9.77   	105.84   	-208.54		  0.10   	   0.00		
  2.44   	 -6.41   	105.00   	-218.72		  0.10   	   0.00		
  2.44   	 -3.36   	104.13   	-228.89		  0.10   	   0.00		
  1.22   	  0.00   	103.21   	-233.98		  0.10   	   0.00		
 -0.31   	  4.27   	102.28   	-239.06		  0.10   	   0.00		
  0.00   	 10.07   	101.32   	-239.06		  0.10   	   0.00		
  2.75   	 16.17   	100.37   	-244.15		  0.10   	   5.09		
  6.41   	 20.75   	 99.39   	-239.06		  0.12   	   0.00		
  9.77   	 22.28   	 98.43   	-239.06		  0.12   	   0.00		
 11.90   	 20.75   	 97.48   	-233.98		  0.12   	   0.00		
 12.21   	 18.01   	 96.54   	-228.89		  0.12   	   0.00		
 12.21   	 15.56   	 95.63   	-218.72		  0.12   	   0.00		
 12.51   	 14.34   	 94.75   	-213.63		  0.12   	   5.09		
 13.43   	 13.12   	 93.90   	-208.54		  0.14   	   0.00		
 14.65   	 11.29   	 93.06   	-203.46		  0.14   	   0.00		
 15.56   	  8.54   	 92.25   	-193.29		  0.14   	   0.00		
 15.87   	  5.49   	 91.47   	-183.11		  0.14   	   0.00		
 16.17   	  3.05   	 90.74   	-183.11		  0.14   	   0.00		
 17.09   	  0.92   	 90.01   	-172.94		  0.14   	   0.00		
 18.01   	  0.00   	 89.32   	-162.77		  0.14   	   0.00		
 18.62   	 -0.61   	 88.67   	-162.77		  0.14   	   0.00		
 18.62   	 -1.83   	 88.02   	-152.59		  0.14   	   0.00		
 18.01   	 -3.97   	 87.41   	-152.59		  0.14   	   0.00		
 16.78   	 -7.32   	 86.80   	-142.42		  0.14   	   0.00		
 15.26   	-10.99   	 86.23   	-132.25		  0.14   	   0.00		
 13.43   	-13.12   	 85.70   	-132.25		  0.14   	   0.00		
 10.99   	-12.82   	 85.17   	-127.16		  0.14   	   0.00		
  8.85   	-10.38   	 84.66   	-116.99		  0.14   	  -5.09		
  6.41   	 -7.93   	 84.19   	-111.90		  0.12   	   0.00		
  4.27   	 -7.63   	 83.74   	-106.82		  0.12   	   0.00		
  2.14   	-10.07   	 83.32   	-101.73		  0.12   	   0.00		
  0.61   	-14.65   	 82.91   	 -96.64		  0.12   	   0.00		
 -0.92   	-19.23   	 82.52   	 -91.56		  0.12   	  -5.09		
 -1.53   	-21.06   	 82.16   	 -81.38		  0.10   	   0.00		
 -2.14   	-18.31   	 81.83   	 -81.38		  0.10   	   0.00		
 -2.44   	-11.29   	 81.51   	 -76.30		  0.10   	   0.00		
 -2.44   	 -2.14   	 81.20   	 -71.21		  0.10   	   0.00		
 -2.14   	  5.80   	 80.92   	 -61.04		  0.10   	   0.00		
 -1.83   	  9.77   	 80.67   	 -61.04		  0.10   	   0.00		
 -1.83   	  9.16   	 80.43   	 -55.95		  0.10   	  -5.09		
 -3.36   	  5.80   	 80.20   	 -55.95		  0.08   	   0.00		
 -6.10   	  3.36   	 79.98   	 -45.78		  0.08   	   0.00		
 -9.46   	  3.97   	 79.80   	 -40.69		  0.08   	   0.00		
-11.90   	  8.54   	 79.63   	 -40.69		  0.08   	   0.00		
-13.12   	 14.65   	 79.47   	 -40.69		  0.08   	   5.09		
-12.21   	 20.45   	 79.31   	 -30.52		  0.10   	   0.00		
 -9.46   	 24.41   	 79.19   	 -30.52		  0.10   	   0.00		
 -5.49   	 25.63   	 79.06   	 -30.52		  0.10   	   0.00		
 -0.92   	 24.11   	 78.94   	 -25.43		  0.10   	   0.00		
  3.05   	 20.14   	 78.84   	 -25.43		  0.10   	   0.00		
  5.49   	 13.12   	 78.74   	 -20.35		  0.10   	   0.00		
  5.49   	  4.58   	 78.66   	 -25.43		  0.10   	   0.00		
  4.88   	 -3.05   	 78.56   	 -25.43		  0.10   	   5.09		
  4.27   	 -8.24   	 78.45   	 -25.43		  0.12   	   0.00		
  5.49   	-10.07   	 78.35   	 -25.43		  0.12   	   0.00		
  7.63   	-10.99   	 78.25   	 -25.43		  0.12   	   5.09		
 10.07   	-13.12   	 78.15   	 -30.52		  0.14   	   0.00		
 11.29   	-18.31   	 78.03   	 -35.61		  0.14   	   0.00		
 10.99   	-25.94   	 77.88   	 -35.61		  0.14   	   0.00		
 10.38   	-33.57   	 77.74   	 -35.61		  0.14   	   0.00		
  9.16   	-39.06   	 77.60   	 -40.69		  0.14   	   0.00		
  8.54   	-41.50   	 77.44   	 -45.78		  0.14   	   5.09		
  8.54   	-41.20   	 77.25   	 -45.78		  0.16   	  -5.09		
  8.85   	-40.59   	 77.07   	 -50.86		  0.14   	   0.00		
  9.16   	-40.28   	 76.87   	 -55.95		  0.14   	   0.00		
  9.16   	-40.89   	 76.64   	 -55.95		  0.14   	   0.00		
  8.54   	-42.11   	 76.42   	 -61.04		  0.14   	   0.00		
  7.93   	-43.33   	 76.17   	 -61.04		  0.14   	   0.00		
  8.54   	-43.64   	 75.93   	 -66.12		  0.14   	   0.00		
 10.38   	-43.33   	 75.67   	 -66.12		  0.14   	  -5.09		
 12.51   	-43.03   	 75.40   	 -71.21		  0.12   	   0.00		
 12.82   	-42.42   	 75.12   	 -71.21		  0.12   	   0.00		
 10.68   	-41.20   	 74.83   	 -71.21		  0.12   	  -5.09		
  7.32   	-39.98   	 74.55   	 -76.30		  0.10   	   0.00		
  3.66   	-39.67   	 74.24   	 -71.21		  0.10   	   0.00		
  1.53   	-40.89   	 73.96   	 -76.30		  0.10   	   0.00		
  0.61   	-44.86   	 73.65   	 -76.30		  0.10   	   0.00		
  0.31   	-50.35   	 73.35   	 -71.21		  0.10   	   0.00		
 -0.92   	-55.85   	 73.06   	 -76.30		  0.10   	   0.00		
 -2.44   	-58.90   	 72.76   	 -71.21		  0.10   	   0.00		
 -3.66   	-58.29   	 72.47   	 -71.21		  0.10   	   0.00		
 -3.66   	-54.63   	 72.19   	 -66.12		  0.10   	   0.00		
 -2.75   	-50.05   	 71.92   	 -66.12		  0.10   	   0.00		
 -1.53   	-45.78   	 71.66   	 -66.12		  0.10   	   5.09		
 -0.92   	-43.64   	 71.39   	 -66.12		  0.12   	   0.00		
 -2.14   	-43.03   	 71.13   	 -61.04		  0.12   	   0.00		
 -4.27   	-42.42   	 70.88   	 -61.04		  0.12   	   0.00		
 -6.41   	-40.28   	 70.64   	 -61.04		  0.12   	   5.09		
 -7.63   	-36.62   	 70.40   	 -55.95		  0.14   	   0.00		
 -7.02   	-31.74   	 70.17   	 -55.95		  0.14   	   0.00		
 -5.49   	-26.86   	 69.95   	 -55.95		  0.14   	   5.09		
 -3.36   	-23.80   	 69.73   	 -55.95		  0.16   	   0.00		
 -0.92   	-23.19   	 69.50   	 -55.95		  0.16   	   0.00		
  0.92   	-25.63   	 69.28   	 -50.86		  0.16   	   0.00		
  1.22   	-29.30   	 69.07   	 -55.95		  0.16   	   0.00		
  1.22   	-31.74   	 68.85   	 -50.86		  0.16   	   0.00		
  2.44   	-29.91   	 68.65   	 -50.86		  0.16   	  -5.09		
  5.49   	-24.11   	 68.44   	 -50.86		  0.14   	   0.00		
 10.38   	-16.78   	 68.24   	 -50.86		  0.14   	   0.00		
 14.34   	-12.21   	 68.04   	 -50.86		  0.14   	   0.00		
 15.56   	-12.82   	 67.83   	 -50.86		  0.14   	   0.00		
 13.73   	-17.70   	 67.63   	 -50.86		  0.14   	  -5.09		
 10.68   	-23.19   	 67.43   	 -45.78		  0.12   	   0.00		
  7.32   	-27.77   	 67.24   	 -50.86		  0.12   	   0.00		
  3.97   	-33.57   	 67.04   	 -50.86		  0.12   	  -5.09		
 -0.61   	-47.30   	 66.84   	 -50.86		  0.10   	   0.00		
 -4.58   	-72.63   	 66.63   	 -50.86		  0.10   	   0.00		
 -2.75   	-101.62   	 66.43   	 -45.78		  0.10   	   0.00		
 10.99   	-106.81   	 66.25   	 -50.86		  0.10   	   0.00		
 39.98   	-49.74   	 66.04   	 -45.78		  0.10   	   0.00		
 82.09   	103.15   	 65.86   	 -50.86		  0.10   	   0.00		
129.70   	358.28   	 65.66   	 -45.78		  0.10   	   0.00		
171.51   	676.88   	 65.47   	 -45.78		  0.10   	   0.00		
197.45   	982.67   	 65.29   	 -96.64		  0.10   	   5.09		
167.85   	1238.10(R)	 64.90   	 -45.78		  0.12   	   0.00		
109.25   	1123.05   	 64.72   	 -45.78		  0.12   	   0.00		
 38.76   	888.06   	 64.54   	 -45.78		  0.12   	   0.00		
-20.75   	607.61   	 64.35   	 -45.78		  0.12   	   0.00		
-50.05   	349.12   	 64.17   	 -45.78		  0.12   	   0.00		
-46.08   	151.67   	 63.99   	 -40.69		  0.12   	   0.00		
-23.50   	 25.63   	 63.82   	 -45.78		  0.12   	   5.09		
 -4.27   	-41.50   	 63.64   	 -45.78		  0.14   	  -5.09		
 -0.61   	-71.41   	 63.46   	 -45.78		  0.12   	   0.00		
 -9.46   	-83.92   	 63.28   	 -45.78		  0.12   	   0.00		
-19.53   	-92.47   	 63.09   	 -40.69		  0.12   	   0.00		
-22.89   	-102.84   	 62.93   	 -45.78		  0.12   	   0.00		
-19.53   	-115.66   	 62.75   	 -40.69		  0.12   	   0.00		
-15.26   	-129.09   	 62.58   	 -45.78		  0.12   	   0.00		
-14.34   	-141.30   	 62.40   	 -40.69		  0.12   	  -5.09		
-17.09   	-151.06   	 62.24   	 -40.69		  0.10   	   0.00		
-21.06   	-158.08   	 62.08   	 -45.78		  0.10   	   0.00		
-24.11   	-160.52   	 61.89   	 -40.69		  0.10   	  -5.09		
-25.94   	-158.69   	 61.73   	 -40.69		  0.08   	   0.00		
-26.86   	-153.50   	 61.57   	 -40.69		  0.08   	   0.00		
-27.77   	-146.79   	 61.40   	 -40.69		  0.08   	   0.00		
-27.77   	-140.99   	 61.24   	 -40.69		  0.08   	  -5.09		
-26.86   	-136.41   	 61.08   	 -40.69		  0.06   	   0.00		
-24.41   	-133.67   	 60.92   	 -40.69		  0.06   	   0.00		
-21.97   	-131.53   	 60.75   	 -40.69		  0.06   	   5.09		
-19.23   	-128.78   	 60.59   	 -40.69		  0.08   	   0.00		
-17.70   	-124.21   	 60.43   	 -45.78		  0.08   	   0.00		
-17.09   	-119.93   	 60.24   	 -40.69		  0.08   	   0.00		
-17.40   	-118.10   	 60.08   	 -45.78		  0.08   	   0.00		
-18.01   	-121.46   	 59.90   	 -45.78		  0.08   	   0.00		
-17.70   	-128.48   	 59.71   	 -40.69		  0.08   	   5.09		
-16.78   	-135.19   	 59.55   	 -45.78		  0.10   	   0.00		
-15.56   	-138.55   	 59.37   	 -40.69		  0.10   	   0.00		
-14.65   	-136.11   	 59.21   	 -40.69		  0.10   	   0.00		
-14.65   	-130.92   	 59.04   	 -35.61		  0.10   	   5.09		
-15.26   	-126.04   	 58.90   	 -30.52		  0.12   	   0.00		
-15.26   	-124.51   	 58.78   	 -25.43		  0.12   	   0.00		
-14.65   	-126.04   	 58.68   	 -15.26		  0.12   	   5.09		
-13.73   	-129.70   	 58.62(D)	   0.00		  0.14   	   0.00		
-12.51   	-133.36   	 58.62   	  20.35		  0.14   	   0.00		
-11.90   	-135.80   	 58.70   	  45.78		  0.14   	   0.00		
-10.99   	-136.72   	 58.88   	  76.30		  0.14   	   0.00		
-10.07   	-137.33   	 59.19   	 111.90		  0.14   	   0.00		
-10.38   	-138.24   	 59.63   	 142.42		  0.14   	   0.00		
-12.21   	-139.47   	 60.20   	 183.11		  0.14   	   0.00		
-15.56   	-140.99   	 60.94   	 213.63		  0.14   	   0.00		
-20.45   	-142.82   	 61.79   	 249.24		  0.14   	   0.00		
-24.72   	-144.35   	 62.79   	 279.75		  0.14   	  -5.09		
-28.08   	-146.48   	 63.91   	 305.19		  0.12   	   0.00		
-30.21   	-149.54   	 65.13   	 330.62		  0.12   	   0.00		
-32.04   	-152.89   	 66.45   	 356.05		  0.12   	   0.00		
-32.65   	-154.72   	 67.87   	 371.31		  0.12   	   0.00		
-32.96   	-154.42   	 69.36   	 386.57		  0.12   	   0.00		
-32.96   	-153.50   	 70.91   	 396.74		  0.12   	   0.00		
-33.26   	-153.50   	 72.49   	 412.00		  0.12   	   0.00		
-34.18   	-155.94   	 74.14   	 417.09		  0.12   	   0.00		
-35.40   	-160.83   	 75.81   	 422.18		  0.12   	   0.00		
-37.23   	-166.63   	 77.50   	 427.26		  0.12   	   0.00		
-38.76   	-171.51   	 79.21   	 427.26		  0.12   	   0.00		
-39.37   	-174.26   	 80.92   	 422.18		  0.12   	   0.00		
-38.76   	-175.78   	 82.60   	 422.18		  0.12   	   0.00		
-37.23   	-177.61   	 84.29   	 417.09		  0.12   	   0.00		
-35.10   	-179.75   	 85.96   	 401.83		  0.12   	   0.00		
-33.26   	-181.27   	 87.57   	 396.74		  0.12   	   0.00		
-30.82   	-180.05   	 89.16   	 381.48		  0.12   	   0.00		
-27.16   	-174.26   	 90.68   	 366.22		  0.12   	   0.00		
-20.75   	-163.57   	 92.15   	 356.05		  0.12   	   0.00		
-12.51   	-150.45   	 93.57   	 330.62		  0.12   	   0.00		
 -3.66   	-138.55   	 94.89   	 315.36		  0.12   	   0.00		
  4.88   	-130.62   	 96.15   	 295.01		  0.12   	   0.00		
 12.21   	-126.95   	 97.33   	 274.67		  0.12   	   0.00		
 18.31   	-123.60   	 98.43   	 249.24		  0.12   	   0.00		
 23.19   	-117.49   	 99.43   	 233.98		  0.12   	   0.00		
 27.47   	-106.20   	100.37   	 208.54		  0.12   	   0.00		
 31.74   	-90.64   	101.20   	 188.20		  0.12   	   5.09		
 36.01   	-73.55   	101.95   	 162.77		  0.14   	   0.00		
 39.06   	-57.68   	102.60   	 147.51		  0.14   	   0.00		
 40.28   	-46.69   	103.19   	 122.07		  0.14   	   0.00		
 39.37   	-41.20   	103.68   	 101.73		  0.14   	   0.00		
 36.93   	-40.89   	104.09   	  86.47		  0.14   	   0.00		
 33.26   	-42.72   	104.43   	  61.04		  0.14   	  -5.09		
 30.52   	-43.03   	104.68   	  50.86		  0.12   	   0.00		
 30.21   	-38.76   	104.88   	  30.52		  0.12   	   0.00		
 31.43   	-31.43   	105.00   	  15.26		  0.12   	   0.00		
 32.96   	-23.19   	105.07   	   5.09		  0.12   	   0.00		
 32.04   	-16.78   	105.09(S)	 -15.26		  0.12   	   0.00		
 28.38   	-13.73   	105.03   	 -20.35		  0.12   	   0.00		
 21.97   	-14.04   	104.94   	 -35.61		  0.12   	   0.00		
 16.17   	-16.48   	104.80   	 -45.78		  0.12   	   0.00		
 12.51   	-20.14   	104.62   	 -55.95		  0.12   	  -5.09		
 10.99   	-24.72   	104.39   	 -61.04		  0.10   	   0.00		
 10.07   	-28.08   	104.15   	 -71.21		  0.10   	   0.00		
  9.77   	-28.99   	103.87   	 -76.30		  0.10   	   0.00		
  9.16   	-27.47   	103.56   	 -81.38		  0.10   	   0.00		
  8.54   	-24.11   	103.23   	 -91.56		  0.10   	   0.00		
  7.02   	-20.45   	102.87   	 -96.64		  0.10   	   0.00		
  3.97   	-17.40   	102.48   	-101.73		  0.10   	   0.00		
 -1.53   	-15.87   	102.07   	-111.90		  0.10   	   0.00		
 -7.32   	-15.26   	101.63   	-111.90		  0.10   	   0.00		
-10.99   	-15.26   	101.18   	-122.07		  0.10   	   0.00		
-10.99   	-15.87   	100.69   	-132.25		  0.10   	   0.00		
 -7.93   	-17.09   	100.16   	-132.25		  0.10   	   0.00		
 -4.58   	-18.92   	 99.63   	-147.51		  0.10   	   5.09		
 -2.44   	-19.84   	 99.04   	-152.59		  0.12   	   0.00		
 -1.83   	-18.62   	 98.43   	-162.77		  0.12   	   0.00		
 -1.53   	-14.95   	 97.78   	-167.85		  0.12   	   5.09		
  0.92   	-10.68   	 97.11   	-183.11		  0.14   	   0.00		
  4.88   	 -7.32   	 96.38   	-188.20		  0.14   	   0.00		
  9.77   	 -7.02   	 95.63   	-198.37		  0.14   	   0.00		
 13.12   	-10.38   	 94.83   	-203.46		  0.14   	   5.09		
 13.43   	-15.87   	 94.02   	-213.63		  0.16   	   0.00		
 12.21   	-20.45   	 93.16   	-218.72		  0.16   	   0.00		
 10.99   	-21.36   	 92.29   	-213.63		  0.16   	   0.00		
 10.68   	-17.09   	 91.43   	-218.72		  0.16   	   0.00		
 11.90   	 -8.24   	 90.56   	-218.72		  0.16   	   0.00		
 13.12   	  1.53   	 89.68   	-208.54		  0.16   	   0.00		
 14.65   	  8.54   	 88.85   	-208.54		  0.16   	   0.00		
 16.48   	 10.38   	 88.02   	-198.37		  0.16   	  -5.09		
 18.92   	  9.46   	 87.22   	-193.29		  0.14   	   0.00		
 21.06   	  8.24   	 86.45   	-188.20		  0.14   	   0.00		
 22.28   	  7.63   	 85.70   	-183.11		  0.14   	   0.00		
 21.06   	  6.10   	 84.96   	-178.03		  0.14   	   0.00		
 18.62   	  2.44   	 84.25   	-172.94		  0.14   	  -5.09		
 17.09   	 -2.75   	 83.56   	-162.77		  0.12   	   0.00		
 18.92   	 -6.71   	 82.91   	-162.77		  0.12   	   0.00		
 23.50   	 -7.02   	 82.26   	-152.59		  0.12   	  -5.09		
 28.38   	 -4.58   	 81.65   	-147.51		  0.10   	   0.00		
 30.52   	 -2.75   	 81.06   	-147.51		  0.10   	   0.00		
 29.91   	 -4.27   	 80.47   	-137.33		  0.10   	   0.00		
 27.47   	 -9.46   	 79.92   	-132.25		  0.10   	   0.00		
 24.72   	-16.17   	 79.39   	-127.16		  0.10   	   0.00		
 21.97   	-20.75   	 78.88   	-122.07		  0.10   	   0.00		
 18.92   	-22.28   	 78.39   	-116.99		  0.10   	   0.00		
 15.56   	-21.06   	 77.92   	-111.90		  0.10   	   5.09		
 12.51   	-18.62   	 77.48   	-106.82		  0.12   	   0.00		
  9.77   	-18.01   	 77.05   	-106.82		  0.12   	   0.00		
  7.32   	-20.14   	 76.62   	 -96.64		  0.12   	   0.00		
  4.88   	-26.25   	 76.24   	 -91.56		  0.12   	   0.00		
  3.05   	-34.48   	 75.87   	 -86.47		  0.12   	   5.09		
  1.83   	-43.33   	 75.52   	 -81.38		  0.14   	   0.00		
  0.92   	-50.96   	 75.20   	 -76.30		  0.14   	   0.00		
 -0.92   	-57.07   	 74.89   	 -66.12		  0.14   	   0.00		
 -3.36   	-62.26   	 74.63   	 -66.12		  0.14   	   5.09		
 -5.19   	-65.92   	 74.36   	 -61.04		  0.16   	   0.00		
 -5.49   	-67.75   	 74.12   	 -50.86		  0.16   	   0.00		
 -3.36   	-67.44   	 73.92   	 -45.78		  0.16   	   0.00		
 -1.22   	-65.31   	 73.73   	 -40.69		  0.16   	   0.00		
 -0.61   	-61.95   	 73.57   	 -30.52		  0.16   	   0.00		
 -1.53   	-57.07   	 73.45   	 -30.52		  0.16   	   0.00		
 -2.14   	-50.05   	 73.33   	 -20.35		  0.16   	   0.00		
 -0.92   	-39.98   	 73.24   	 -20.35		  0.16   	  -5.09		
  1.83   	-30.21   	 73.16   	 -15.26		  0.14   	   0.00		
  4.88   	-24.72   	 73.10   	 -10.17		  0.14   	   0.00		
  7.02   	-25.63   	 73.06   	 -10.17		  0.14   	   0.00		
  8.54   	-30.52   	 73.02   	 -10.17		  0.14   	   0.00		
 10.68   	-32.35   	 72.98   	 -10.17		  0.14   	   0.00		
 13.12   	-26.25   	 72.94   	 -10.17		  0.14   	   0.00		
 15.87   	-12.82   	 72.90   	 -15.26		  0.14   	  -5.09		
 18.31   	  1.53   	 72.84   	 -15.26		  0.12   	   0.00		
 20.14   	 10.68   	 72.78   	 -15.26		  0.12   	   0.00		
 21.36   	 12.21   	 72.72   	 -20.35		  0.12   	  -5.09		
 21.67   	  8.54   	 72.63   	 -20.35		  0.10   	   0.00		
 21.06   	  3.36   	 72.55   	 -25.43		  0.10   	  -5.09		
 18.62   	 -0.31   	 72.45   	 -30.52		  0.08   	  -5.09		
 16.78   	 -2.44   	 72.33   	 -35.61		  0.06   	   0.00		
 16.48   	 -3.36   	 72.19   	 -35.61		  0.06   	  -5.09		
 18.31   	 -2.44   	 72.04   	 -40.69		  0.04   	   0.00		
 20.75   	 -0.31   	 71.88   	 -45.78		  0.04   	  -5.09		
 21.67   	  1.83   	 71.70   	 -50.86		  0.02   	   0.00		
 19.84   	  1.53   	 71.50   	 -50.86		  0.02   	   0.00		
 17.40   	 -2.44   	 71.29   	 -55.95		  0.02   	   0.00		
 16.17   	 -8.24   	 71.07   	 -55.95		  0.02   	  -5.09		
 17.40   	-11.90   	 70.84   	 -61.04		  0.00   	   5.09		
 20.45   	 -9.16   	 70.60   	 -61.04		  0.02   	   0.00		
 23.50   	 -0.31   	 70.36   	 -61.04		  0.02   	   0.00		
 23.19   	 10.07   	 70.11   	 -61.04		  0.02   	   5.09		
 19.84   	 15.87   	 69.87   	 -61.04		  0.04   	   0.00		
 14.65   	 13.12   	 69.62   	 -61.04		  0.04   	   5.09		
  9.46   	  3.97   	 69.38   	 -66.12		  0.06   	   5.09		
  6.10   	 -6.71   	 69.11   	 -61.04		  0.08   	   5.09		
  4.58   	-14.04   	 68.87   	 -61.04		  0.10   	   5.09		
  3.66   	-18.62   	 68.63   	 -61.04		  0.12   	   5.09		
  2.14   	-22.28   	 68.38   	 -61.04		  0.14   	   5.09		
 -0.31   	-28.08   	 68.14   	 -55.95		  0.16   	   5.09		
 -3.36   	-35.71   	 67.91   	 -61.04		  0.18   	   5.09		
 -6.41   	-42.72   	 67.67   	 -61.04		  0.20   	   5.09		
 -9.46   	-47.00   	 67.43   	 -55.95		  0.22   	   5.09		
-13.12   	-49.44   	 67.20   	 -55.95		  0.24   	   5.09		
