  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
  7.93   	-73.85   	 -0.02   	   0.00		 10.86   	  -5.09		
  8.85   	-73.55   	 -0.02   	   0.00		 10.84   	  -5.09		
  8.85   	-73.24   	 -0.02   	   0.00		 10.82   	  -5.09		
  8.24   	-73.24   	 -0.02   	   0.00		 10.80   	  -5.09		
  8.24   	-72.63   	 -0.02   	   0.00		 10.78   	  -5.09		
  8.24   	-71.72   	 -0.02   	   0.00		 10.76   	  -5.09		
  8.54   	-70.19   	 -0.02   	   0.00		 10.74   	 -10.17		
  8.54   	-68.97   	 -0.02   	   0.00		 10.70   	  -5.09		
  8.54   	-68.36   	 -0.02   	   0.00		 10.68   	 -10.17		
  8.85   	-67.44   	 -0.02   	   0.00		 10.64   	 -10.17		
 10.07   	-66.83   	 -0.02   	   0.00		 10.60   	  -5.09		
 11.29   	-65.61   	 -0.02   	   0.00		 10.58   	 -10.17		
 11.90   	-64.39   	 -0.02   	   0.00		 10.54   	 -10.17		
 11.90   	-63.48   	 -0.02   	   0.00		 10.50   	  -5.09		
 11.60   	-62.56   	 -0.02   	   0.00		 10.48   	 -10.17		
 10.99   	-61.34   	 -0.02   	   0.00		 10.44   	 -10.17		
 10.99   	-59.51   	 -0.02   	   0.00		 10.40   	 -10.17		
 10.99   	-57.37   	 -0.02   	   0.00		 10.36   	  -5.09		
 10.38   	-55.24   	 -0.02   	   0.00		 10.34   	 -10.17		
  9.46   	-53.41   	 -0.02   	   0.00		 10.29   	  -5.09		
  8.54   	-52.19   	 -0.02   	   0.00		 10.27   	  -5.09		
  8.24   	-51.27   	 -0.02   	   0.00		 10.25   	  -5.09		
  9.16   	-50.05   	 -0.02   	   0.00		 10.23   	  -5.09		
 11.60   	-47.91   	 -0.02   	   0.00		 10.21   	  -5.09		
 15.87   	-43.03   	 -0.02   	   0.00		 10.19   	  -5.09		
 21.36   	-33.57   	 -0.02   	   0.00		 10.17   	  -5.09		
 26.86   	-20.14   	 -0.02   	   0.00		 10.15   	  -5.09		
 30.82   	 -5.49   	 -0.02   	   0.00		 10.13   	  -5.09		
 32.35   	  6.41   	 -0.02   	   0.00		 10.11   	   0.00		
 32.04   	 11.60   	 -0.02   	   0.00		 10.11   	  -5.09		
 32.35   	 11.90   	 -0.02   	   0.00		 10.09   	  -5.09		
 34.48   	 10.68   	 -0.02   	   0.00		 10.07   	  -5.09		
 39.37   	 12.51   	 -0.02   	   0.00		 10.05   	  -5.09		
 45.47   	 16.17   	 -0.02   	   0.00		 10.03   	  -5.09		
 51.27   	 17.40   	 -0.02   	   0.00		 10.01   	  -5.09		
 54.93   	 10.07   	 -0.02   	   0.00		  9.99   	  -5.09		
 55.54   	 -7.63   	 -0.02   	   0.00		  9.97   	  -5.09		
 53.41   	-30.21   	 -0.02   	   0.00		  9.95   	  -5.09		
 49.44   	-49.13   	 -0.02   	   0.00		  9.93   	   0.00		
 45.47   	-57.68   	 -0.02   	   0.00		  9.93   	  -5.09		
 43.33   	-54.93   	 -0.02   	   0.00		  9.91   	   5.09		
 43.64   	-45.17   	 -0.02   	   0.00		  9.93   	   0.00		
 45.47   	-35.10   	 -0.02   	   0.00		  9.93   	   5.09		
 47.00   	-30.21   	 -0.02   	   0.00		  9.95   	  10.17		
 46.08   	-29.30   	 -0.02   	   0.00		  9.99   	   5.09		
 41.81   	-29.30   	 -0.02   	   0.00		 10.01   	   5.09		
 34.79   	-26.86   	 -0.02   	   0.00		 10.03   	   0.00		
 25.94   	-21.67   	 -0.02   	   0.00		 10.03   	   0.00		
 17.40   	-18.01   	 -0.02   	   0.00		 10.03   	 -10.17		
  9.77   	-20.75   	 -0.02   	   0.00		  9.99   	 -15.26		
  4.27   	-32.65   	 -0.02   	   0.00		  9.93   	 -25.43		
  1.22   	-50.66   	 -0.02   	   0.00		  9.83   	 -25.43		
  0.00   	-67.75   	 -0.02   	   0.00		  9.73   	 -30.52		
  0.61   	-78.74   	 -0.02   	   0.00		  9.60   	 -30.52		
  2.14   	-81.48   	 -0.02   	  -5.09		  9.48   	 -20.35		
  3.66   	-78.13   	 -0.04   	   0.00		  9.40   	 -20.35		
  4.58   	-72.02   	 -0.04   	   0.00		  9.32   	  -5.09		
  4.88   	-67.14   	 -0.04   	   0.00		  9.30   	   5.09		
  4.58   	-64.39   	 -0.04   	   0.00		  9.32   	  20.35		
  4.27   	-63.48   	 -0.04   	   0.00		  9.40   	  35.61		
  3.66   	-63.17   	 -0.04   	   0.00		  9.54   	  45.78		
  3.36   	-62.26   	 -0.04   	   0.00		  9.73   	  61.04		
  2.75   	-59.81   	 -0.04   	   0.00		  9.97   	  66.12		
  2.14   	-57.07   	 -0.04   	   0.00		 10.23   	  66.12		
  0.61   	-53.71   	 -0.04   	   0.00		 10.50   	  66.12		
 -1.53   	-50.35   	 -0.04   	   0.00		 10.76   	  61.04		
 -3.36   	-47.00   	 -0.04   	   0.00		 11.01   	  50.86		
 -5.19   	-44.56   	 -0.04   	   0.00		 11.21   	  40.69		
 -5.80   	-43.33   	 -0.04   	   0.00		 11.37   	  25.43		
 -4.88   	-36.62   	 -0.04   	   0.00		 11.48   	  20.35		
 -0.31   	 -9.16   	 -0.04   	   0.00		 11.56   	   0.00		
 10.38   	 63.48   	 -0.04   	   5.09		 11.56   	   0.00		
 31.74   	203.25   	 -0.02   	   0.00		 11.56   	 -15.26		
 67.75   	418.70   	 -0.02   	   0.00		 11.50   	 -15.26		
119.93   	700.07   	 -0.02   	   0.00		 11.43   	 -20.35		
184.63   	1017.76   	 -0.02   	   0.00		 11.35   	 -25.43		
251.77   	1322.63   	 -0.02   	   0.00		 11.25   	 -35.61		
325.62   	1564.03(R)	 -0.02   	   0.00		 11.11   	 -10.17		
305.79   	1352.54   	 -0.02   	   0.00		 11.07   	 -15.26		
247.80   	933.84   	 -0.02   	   0.00		 11.01   	  -5.09		
169.68   	435.79   	 -0.02   	   0.00		 10.99   	 -10.17		
 94.30   	 25.94   	 -0.02   	   0.00		 10.95   	   0.00		
 39.98   	-184.02   	 -0.02   	   0.00		 10.95   	  -5.09		
 11.60   	-201.42   	 -0.02   	   0.00		 10.93   	   0.00		
  2.14   	-121.77   	 -0.02   	   0.00		 10.93   	   5.09		
  0.31   	-46.08   	 -0.02   	   0.00		 10.95   	   5.09		
 -1.53   	-19.84   	 -0.02   	   0.00		 10.97   	  10.17		
 -4.27   	-30.82   	 -0.02   	   0.00		 11.01   	  10.17		
 -6.10   	-46.69   	 -0.02   	   0.00		 11.05   	  15.26		
 -5.80   	-49.13   	 -0.02   	   0.00		 11.11   	   5.09		
 -4.27   	-40.59   	 -0.02   	   0.00		 11.13   	   5.09		
 -4.27   	-32.04   	 -0.02   	   0.00		 11.15   	 -10.17		
 -6.10   	-27.77   	 -0.02   	   0.00		 11.11   	 -25.43		
 -8.54   	-27.77   	 -0.02   	   0.00		 11.01   	 -35.61		
 -9.46   	-29.30   	 -0.02   	   0.00		 10.86   	 -55.95		
 -7.93   	-29.91   	 -0.02   	   0.00		 10.64   	 -61.04		
 -5.19   	-27.77   	 -0.02   	   0.00		 10.40   	 -66.12		
 -2.75   	-22.89   	 -0.02   	   0.00		 10.13   	 -66.12		
 -2.44   	-18.92   	 -0.02   	   0.00		  9.87   	 -61.04		
 -3.66   	-17.40   	 -0.02   	   0.00		  9.62   	 -50.86		
 -5.49   	-18.31   	 -0.02   	   0.00		  9.42   	 -30.52		
 -6.41   	-18.62   	 -0.02   	   0.00		  9.30   	 -15.26		
 -6.10   	-16.48   	 -0.02   	   0.00		  9.24   	  15.26		
 -5.80   	-12.82   	 -0.02   	   0.00		  9.30   	  35.61		
 -6.10   	 -9.46   	 -0.02   	   0.00		  9.44   	  61.04		
 -7.63   	 -8.24   	 -0.02   	   0.00		  9.68   	  76.30		
 -9.16   	 -8.54   	 -0.02   	   0.00		  9.99   	  91.56		
-10.38   	 -8.85   	 -0.02   	   0.00		 10.36   	 106.82		
-10.68   	 -7.93   	 -0.02   	   0.00		 10.78   	 106.82		
-10.38   	 -4.58   	 -0.02   	   0.00		 11.21   	 101.73		
-10.38   	  0.31   	 -0.02   	   0.00		 11.62   	  96.64		
-10.68   	  6.10   	 -0.02   	   0.00		 12.00   	  76.30		
-10.68   	 12.21   	 -0.02   	   0.00		 12.31   	  55.95		
-10.68   	 18.31   	 -0.02   	   0.00		 12.53   	  25.43		
 -9.46   	 23.80   	 -0.02   	   0.00		 12.63(A)	  -5.09		
 -7.32   	 28.38   	 -0.02   	  -5.09		 12.61   	 -30.52		
 -4.58   	 31.74   	 -0.04   	   0.00		 12.49   	 -55.95		
 -2.14   	 34.79   	 -0.04   	   0.00		 12.27   	 -71.21		
 -0.92   	 38.45   	 -0.04   	   0.00		 11.98   	 -76.30		
 -1.22   	 43.95   	 -0.04   	   0.00		 11.68   	 -81.38		
 -2.14   	 51.57   	 -0.04   	   0.00		 11.35   	 -81.38		
 -2.14   	 61.34   	 -0.04   	   0.00		 11.03   	 -66.12		
 -0.31   	 72.33   	 -0.04   	   0.00		 10.76   	 -55.95		
  2.75   	 82.40   	 -0.04   	   0.00		 10.54   	 -45.78		
  5.49   	 91.86   	 -0.04   	   0.00		 10.36   	 -35.61		
  8.54   	101.62   	 -0.04   	   0.00		 10.21   	 -30.52		
 11.90   	113.53   	 -0.04   	   0.00		 10.09   	 -25.43		
 16.17   	127.87   	 -0.04   	   5.09		  9.99   	 -25.43		
 20.75   	143.74   	 -0.02   	   0.00		  9.89   	 -30.52		
 25.02   	159.30   	 -0.02   	   0.00		  9.77   	 -30.52		
 27.47   	173.65   	 -0.02   	   0.00		  9.64   	 -30.52		
 29.60   	187.68   	 -0.02   	   0.00		  9.52   	 -40.69		
 32.35   	202.94   	 -0.02   	   0.00		  9.36   	 -45.78		
 37.23   	220.64   	 -0.02   	   0.00		  9.18   	 -45.78		
 43.95   	240.17   	 -0.02   	   0.00		  8.99   	 -45.78		
 51.27   	260.62   	 -0.02   	   0.00		  8.81   	 -50.86		
 57.98   	281.37   	 -0.02   	   0.00		  8.61   	 -40.69		
 63.48   	302.73   	 -0.02   	   0.00		  8.44   	 -40.69		
 68.36   	324.40   	 -0.02   	   0.00		  8.28   	 -35.61		
 73.24   	345.15   	 -0.02   	   0.00		  8.14   	 -25.43		
 77.82   	361.94   	 -0.02   	   0.00		  8.04   	 -15.26		
 81.18   	373.54   	 -0.02   	   0.00		  7.98   	  -5.09		
 82.40   	379.03   	 -0.02   	   0.00		  7.96   	   0.00		
 81.79   	380.86   	 -0.02   	   0.00		  7.96   	   5.09		
 79.96   	381.16   	 -0.02   	   0.00		  7.98   	  15.26		
 78.43   	380.86   	 -0.02   	   0.00		  8.04   	  15.26		
 77.51   	379.94   	 -0.02   	   0.00		  8.10   	  15.26		
 76.29   	376.28   	 -0.02   	   0.00		  8.16   	  10.17		
 74.46   	368.65   	 -0.02   	   0.00		  8.20   	  10.17		
 70.50   	355.83   	 -0.02   	   0.00		  8.24   	  10.17		
 64.70   	337.52   	 -0.02   	   0.00		  8.28   	   0.00		
 57.07   	315.25   	 -0.02   	   0.00		  8.28   	   0.00		
 49.44   	289.61   	 -0.02   	   0.00		  8.28   	   0.00		
 42.42   	261.23   	 -0.02   	   0.00		  8.28   	 -10.17		
 36.62   	230.41   	 -0.02   	   0.00		  8.24   	 -10.17		
 30.52   	197.75   	 -0.02   	   0.00		  8.20   	 -10.17		
 23.80   	163.57   	 -0.02   	   0.00		  8.16   	 -15.26		
 16.17   	130.31   	 -0.02   	   0.00		  8.10   	 -15.26		
  9.16   	100.10   	 -0.02   	   0.00		  8.04   	 -15.26		
  4.27   	 73.85   	 -0.02   	   0.00		  7.98   	 -20.35		
  1.22   	 50.35   	 -0.02   	   0.00		  7.89   	 -10.17		
 -0.61   	 28.08   	 -0.02   	   0.00		  7.85   	 -10.17		
 -3.05   	  5.80   	 -0.02   	   0.00		  7.81   	  -5.09		
 -6.41   	-15.26   	 -0.02   	   0.00		  7.79   	   0.00		
-10.07   	-33.26   	 -0.02   	   0.00		  7.79   	  10.17		
-12.51   	-47.30   	 -0.02   	   0.00		  7.83   	  15.26		
-14.04   	-57.37   	 -0.02   	   0.00		  7.89   	  25.43		
-15.26   	-65.92   	 -0.02   	   0.00		  8.00   	  25.43		
-16.48   	-73.55   	 -0.02   	   0.00		  8.10   	  30.52		
-17.70   	-80.87   	 -0.02   	   0.00		  8.22   	  30.52		
-18.62   	-86.67   	 -0.02   	   0.00		  8.34   	  30.52		
-19.53   	-91.25   	 -0.02   	   0.00		  8.46   	  25.43		
-20.45   	-94.91   	 -0.02   	   0.00		  8.57   	  25.43		
-21.67   	-98.27   	 -0.02   	   0.00		  8.67   	  20.35		
-22.89   	-101.01   	 -0.02   	   0.00		  8.75   	  15.26		
-23.50   	-102.23   	 -0.02   	   0.00		  8.81   	  15.26		
-22.89   	-101.62   	 -0.02   	   0.00		  8.87   	  15.26		
-21.36   	-99.49   	 -0.02   	   0.00		  8.93   	  10.17		
-19.53   	-97.05   	 -0.02   	   0.00		  8.97   	  15.26		
-18.31   	-95.83   	 -0.02   	   0.00		  9.03   	  15.26		
-18.31   	-95.83   	 -0.02   	   0.00		  9.09   	  15.26		
-18.92   	-96.44   	 -0.02   	   0.00		  9.16   	  10.17		
-19.23   	-96.13   	 -0.02   	   0.00		  9.20   	   5.09		
-18.92   	-94.91   	 -0.02   	   0.00		  9.22   	 -10.17		
-17.70   	-91.86   	 -0.02   	   0.00		  9.18   	 -15.26		
-17.09   	-88.20   	 -0.02   	   0.00		  9.11   	 -30.52		
-17.09   	-84.23   	 -0.02   	   0.00		  8.99   	 -50.86		
-17.40   	-80.87   	 -0.02   	   0.00		  8.79   	 -55.95		
-17.09   	-78.43   	 -0.02   	   0.00		  8.57   	 -61.04		
-16.48   	-75.99   	 -0.02   	   0.00		  8.32   	 -66.12		
-15.87   	-73.55   	 -0.02   	   0.00		  8.06   	 -55.95		
-15.56   	-71.41   	 -0.02   	   0.00		  7.83   	 -50.86		
-15.87   	-69.89   	 -0.02   	   0.00		  7.63   	 -25.43		
-16.48   	-69.27   	 -0.02   	   0.00		  7.53   	 -10.17		
-17.09   	-69.89   	 -0.02   	   0.00		  7.49   	  15.26		
-17.09   	-70.19   	 -0.02   	   0.00		  7.55   	  35.61		
-16.78   	-69.89   	 -0.02   	   0.00		  7.69   	  61.04		
-15.56   	-69.27   	 -0.02   	   0.00		  7.93   	  81.38		
-14.34   	-69.27   	 -0.02   	   0.00		  8.26   	 106.82		
-13.43   	-69.58   	 -0.02   	   0.00		  8.69   	 111.90		
-13.12   	-70.19   	 -0.02   	   0.00		  9.14   	 127.16		
-13.73   	-70.19   	 -0.02   	   0.00		  9.64   	 127.16		
-14.95   	-69.27   	 -0.02   	   0.00		 10.15   	 122.07		
-16.48   	-68.66   	 -0.02   	   0.00		 10.64   	 111.90		
-17.40   	-68.36   	 -0.02   	   0.00		 11.09   	  91.56		
-18.01   	-68.97   	 -0.02   	   0.00		 11.45   	  61.04		
-17.70   	-68.66   	 -0.02   	   0.00		 11.70   	  35.61		
-16.78   	-67.75   	 -0.02   	   0.00		 11.84   	  10.17		
-15.56   	-67.14   	 -0.02   	   0.00		 11.88(V)	 -15.26		
-14.95   	-68.97   	 -0.02   	   0.00		 11.82   	 -40.69		
-15.87   	-73.55   	 -0.02   	   0.00		 11.66   	 -55.95		
-17.70   	-80.87   	 -0.02   	   0.00		 11.43   	 -66.12		
-19.23   	-88.20   	 -0.02   	   0.00		 11.17   	 -66.12		
-19.84   	-92.47   	 -0.02   	   0.00		 10.91   	 -66.12		
-18.31   	-92.77   	 -0.02   	   0.00		 10.64   	 -55.95		
-15.87   	-90.64   	 -0.02   	   0.00		 10.42   	 -40.69		
-13.73   	-88.81   	 -0.02   	   0.00		 10.25   	 -30.52		
-13.12   	-89.11   	 -0.02   	   0.00		 10.13   	 -15.26		
-14.04   	-90.94   	 -0.02   	   0.00		 10.07   	  -5.09		
-15.26   	-92.77   	 -0.02   	   0.00		 10.05   	  10.17		
-16.17   	-93.08   	 -0.02   	   0.00		 10.09   	  10.17		
-16.78   	-92.16   	 -0.02   	   0.00		 10.13   	  20.35		
-17.70   	-91.25   	 -0.02   	   0.00		 10.21   	  15.26		
-18.62   	-91.86   	 -0.02   	   0.00		 10.27   	  15.26		
-19.84   	-93.69   	 -0.02   	   0.00		 10.34   	  10.17		
-20.45   	-95.83   	 -0.02   	   0.00		 10.38   	   0.00		
-20.45   	-96.74   	 -0.02   	   0.00		 10.38   	 -10.17		
-20.14   	-96.44   	 -0.02   	   0.00		 10.34   	 -15.26		
-19.23   	-96.44   	 -0.02   	   0.00		 10.27   	 -20.35		
-18.31   	-97.66   	 -0.02   	   0.00		 10.19   	 -20.35		
-18.01   	-100.71   	 -0.02   	   0.00		 10.11   	 -25.43		
-18.31   	-104.68   	 -0.02   	   0.00		 10.01   	 -20.35		
-18.92   	-106.81   	 -0.02   	   0.00		  9.93   	 -15.26		
-18.92   	-106.81   	 -0.02   	   0.00		  9.87   	 -10.17		
-18.01   	-104.37   	 -0.02   	   0.00		  9.83   	 -10.17		
-18.01   	-104.37   	 -0.02   	   0.00		  9.79   	  -5.09		
-16.78   	-101.62   	 -0.02   	   0.00		  9.77   	  -5.09		
-16.48   	-100.71   	 -0.02   	   0.00		  9.75   	   0.00		
-17.09   	-101.62   	 -0.02   	   0.00		  9.75   	 -10.17		
-18.31   	-103.45   	 -0.02   	   0.00		  9.70   	 -10.17		
-18.31   	-105.29   	 -0.02   	   0.00		  9.66   	 -15.26		
-17.09   	-105.90   	 -0.02   	   0.00		  9.60   	 -15.26		
-15.87   	-104.98   	 -0.02   	   0.00		  9.54   	 -20.35		
-15.26   	-104.06   	 -0.02   	   0.00		  9.46   	 -25.43		
-15.87   	-103.76   	 -0.02   	   0.00		  9.36   	 -20.35		
-18.01   	-104.37   	 -0.02   	   0.00		  9.28   	 -20.35		
-20.14   	-105.29   	 -0.02   	   0.00		  9.20   	 -20.35		
-21.97   	-106.51   	 -0.02   	   0.00		  9.11   	 -15.26		
-23.19   	-107.12   	 -0.02   	   0.00		  9.05   	 -15.26		
-24.11   	-107.12   	 -0.02   	   0.00		  8.99   	 -10.17		
-23.80   	-107.12   	 -0.02   	   0.00		  8.95   	  -5.09		
-22.28   	-107.12   	 -0.02   	   0.00		  8.93   	  -5.09		
-20.75   	-107.12   	 -0.02   	   0.00		  8.91   	   0.00		
-19.23   	-107.12   	 -0.02   	   0.00		  8.91   	   0.00		
-19.23   	-107.42   	 -0.02   	   0.00		  8.91   	   0.00		
-20.14   	-107.73   	 -0.02   	   0.00		  8.91   	   0.00		
-21.36   	-108.34   	 -0.02   	   0.00		  8.91   	   0.00		
-21.67   	-108.64   	 -0.02   	   0.00		  8.91   	   0.00		
-20.45   	-108.34   	 -0.02   	   0.00		  8.91   	   5.09		
-18.62   	-107.42   	 -0.02   	   0.00		  8.93   	   0.00		
-17.40   	-106.81   	 -0.02   	   0.00		  8.93   	   5.09		
-17.70   	-106.51   	 -0.02   	   0.00		  8.95   	   0.00		
-19.23   	-106.20   	 -0.02   	   0.00		  8.95   	   5.09		
-21.06   	-105.90   	 -0.02   	   0.00		  8.97   	   0.00		
-21.36   	-104.68   	 -0.02   	   0.00		  8.97   	   0.00		
-20.45   	-102.84   	 -0.02   	   0.00		  8.97   	   0.00		
-18.01   	-100.40   	 -0.02   	   0.00		  8.97   	   0.00		
-15.56   	-98.27   	 -0.02   	   0.00		  8.97   	  -5.09		
-14.34   	-97.35   	 -0.02   	   0.00		  8.95   	   0.00		
-14.95   	-97.05   	 -0.02   	   0.00		  8.95   	  -5.09		
-17.40   	-97.35   	 -0.02   	   0.00		  8.93   	  -5.09		
-20.14   	-97.05   	 -0.02   	   0.00		  8.91   	  -5.09		
-21.97   	-96.44   	 -0.02   	   0.00		  8.89   	  -5.09		
-22.28   	-96.44   	 -0.02   	   0.00		  8.87   	  -5.09		
-21.36   	-97.66   	 -0.02   	   0.00		  8.85   	  -5.09		
-19.53   	-100.10   	 -0.02   	   0.00		  8.83   	  -5.09		
-18.31   	-102.23   	 -0.02   	   0.00		  8.81   	  -5.09		
-17.70   	-103.15   	 -0.02   	   0.00		  8.79   	 -10.17		
-17.70   	-102.23   	 -0.02   	   0.00		  8.75   	  -5.09		
-17.70   	-100.40   	 -0.02   	   0.00		  8.73   	 -10.17		
-18.01   	-97.66   	 -0.02   	   0.00		  8.69   	 -10.17		
-17.70   	-94.30   	 -0.02   	   0.00		  8.65   	 -10.17		
-17.40   	-90.33   	 -0.02   	   0.00		  8.61   	 -10.17		
-17.09   	-86.67   	 -0.02   	   0.00		  8.57   	 -10.17		
-17.09   	-85.45   	 -0.02   	   0.00		  8.52   	  -5.09		
-16.78   	-86.67   	 -0.02   	   0.00		  8.50   	 -10.17		
-15.87   	-89.42   	 -0.02   	   0.00		  8.46   	 -10.17		
-14.34   	-91.86   	 -0.02   	   0.00		  8.42   	  -5.09		
-12.82   	-92.47   	 -0.02   	   0.00		  8.40   	  -5.09		
-12.21   	-90.94   	 -0.02   	   0.00		  8.38   	  -5.09		
-13.12   	-88.20   	 -0.02   	   0.00		  8.36   	  -5.09		
-14.95   	-86.67   	 -0.02   	   0.00		  8.34   	   0.00		
-17.09   	-87.59   	 -0.02   	   0.00		  8.34   	  -5.09		
-18.01   	-91.25   	 -0.02   	   0.00		  8.32   	  -5.09		
-18.01   	-95.52   	 -0.02   	   0.00		  8.30   	  -5.09		
-17.09   	-98.57   	 -0.02   	   0.00		  8.28   	   0.00		
-15.87   	-97.66   	 -0.02   	   0.00		  8.28   	  -5.09		
-14.34   	-93.08   	 -0.02   	   0.00		  8.26   	 -10.17		
-12.82   	-86.98   	 -0.02   	   0.00		  8.22   	  -5.09		
-12.21   	-82.09   	 -0.02   	   0.00		  8.20   	   0.00		
-12.51   	-79.35   	 -0.02   	   0.00		  8.20   	  -5.09		
-12.82   	-78.74   	 -0.02   	  -5.09		  8.18   	  -5.09		
-13.43   	-78.74   	 -0.04   	   5.09		  8.16   	   0.00		
-13.43   	-78.74   	 -0.02   	   0.00		  8.16   	   0.00		
-13.73   	-79.04   	 -0.02   	   0.00		  8.16   	   0.00		
-14.34   	-78.74   	 -0.02   	   0.00		  8.16   	   0.00		
-15.56   	-77.51   	 -0.02   	   0.00		  8.16   	   5.09		
-16.48   	-74.77   	 -0.02   	   0.00		  8.18   	   5.09		
-16.78   	-70.80   	 -0.02   	   0.00		  8.20   	   5.09		
-15.56   	-67.44   	 -0.02   	   0.00		  8.22   	   0.00		
-13.12   	-65.61   	 -0.02   	   0.00		  8.22   	   5.09		
-10.07   	-65.31   	 -0.02   	   0.00		  8.24   	   5.09		
 -6.41   	-64.09   	 -0.02   	   0.00		  8.26   	   0.00		
 -3.05   	-59.51   	 -0.02   	   0.00		  8.26   	   5.09		
  0.31   	-50.05   	 -0.02   	   0.00		  8.28   	   5.09		
  2.44   	-36.32   	 -0.02   	   0.00		  8.30   	   0.00		
  3.66   	-21.06   	 -0.02   	   0.00		  8.30   	   0.00		
  3.97   	 -8.24   	 -0.02   	   0.00		  8.30   	   5.09		
  4.58   	 -2.14   	 -0.02   	   0.00		  8.32   	   0.00		
  5.80   	 -2.14   	 -0.02   	   0.00		  8.32   	   0.00		
  8.24   	 -5.19   	 -0.02   	   0.00		  8.32   	   5.09		
 12.51   	 -6.10   	 -0.02   	   0.00		  8.34   	   0.00		
 18.92   	 -3.66   	 -0.02   	   0.00		  8.34   	   0.00		
 26.55   	 -0.92   	 -0.02   	   0.00		  8.34   	   5.09		
 33.57   	 -4.58   	 -0.02   	   0.00		  8.36   	   0.00		
 36.93   	-18.31   	 -0.02   	   0.00		  8.36   	   5.09		
 35.10   	-39.37   	 -0.02   	  -5.09		  8.38   	   0.00		
 29.30   	-59.20   	 -0.04   	   0.00		  8.38   	   5.09		
 22.58   	-69.58   	 -0.04   	   0.00		  8.40   	   0.00		
 17.70   	-67.14   	 -0.04   	   0.00		  8.40   	   0.00		
 15.26   	-57.07   	 -0.04   	   0.00		  8.40   	  -5.09		
 14.04   	-47.30   	 -0.04   	   0.00		  8.38   	  -5.09		
 12.82   	-43.03   	 -0.04   	   0.00		  8.36   	 -10.17		
 11.29   	-42.42   	 -0.04   	   0.00		  8.32   	 -15.26		
  9.77   	-40.59   	 -0.04   	   0.00		  8.26   	 -15.26		
  6.71   	-35.10   	 -0.04   	   0.00		  8.20   	 -20.35		
  0.92   	-28.99   	 -0.04   	   0.00		  8.12   	 -20.35		
 -8.24   	-29.91   	 -0.04   	   0.00		  8.04   	 -25.43		
-19.23   	-41.50   	 -0.04   	   0.00		  7.93   	 -20.35		
-28.38   	-61.95   	 -0.04   	   5.09		  7.85   	 -20.35		
-32.04   	-83.62   	 -0.02   	   0.00		  7.77   	 -20.35		
-31.13   	-99.18   	 -0.02   	   0.00		  7.69   	 -10.17		
-28.08   	-105.59   	 -0.02   	   0.00		  7.65   	 -10.17		
-25.94   	-104.37   	 -0.02   	   0.00		  7.61   	   0.00		
-25.94   	-100.71   	 -0.02   	   0.00		  7.61   	   5.09		
-27.16   	-97.35   	 -0.02   	   0.00		  7.63   	  10.17		
-27.77   	-95.52   	 -0.02   	   0.00		  7.67   	  10.17		
-27.47   	-94.91   	 -0.02   	   0.00		  7.71   	  15.26		
-27.77   	-94.30   	 -0.02   	   0.00		  7.77   	  10.17		
-28.38   	-92.77   	 -0.02   	   0.00		  7.81   	  20.35		
-28.99   	-90.64   	 -0.02   	   0.00		  7.89   	  20.35		
-28.38   	-87.59   	 -0.02   	   0.00		  7.98   	  30.52		
-26.86   	-84.23   	 -0.02   	   0.00		  8.10   	  40.69		
-26.25   	-80.57   	 -0.02   	   0.00		  8.26   	  50.86		
-27.16   	-76.60   	 -0.02   	   0.00		  8.46   	  55.95		
-29.30   	-72.33   	 -0.02   	   0.00		  8.69   	  66.12		
-32.04   	-70.19   	 -0.02   	   0.00		  8.95   	  66.12		
-33.87   	-70.80   	 -0.02   	   0.00		  9.22   	  66.12		
-33.57   	-67.44   	 -0.02   	   0.00		  9.48   	  55.95		
-30.21   	-41.81   	 -0.02   	   0.00		  9.70   	  50.86		
-21.67   	 32.65   	 -0.02   	   0.00		  9.91   	  30.52		
 -3.97   	181.58   	 -0.02   	   0.00		 10.03   	  15.26		
 26.25   	414.12   	 -0.02   	   0.00		 10.09   	   0.00		
 70.80   	716.86   	 -0.02   	   0.00		 10.09   	 -15.26		
127.56   	1056.52   	 -0.02   	   0.00		 10.03   	 -66.12		
235.90   	1597.60   	 -0.02   	  -5.09		  9.77   	 -40.69		
254.82   	1617.74(R)	 -0.04   	   0.00		  9.60   	 -40.69		
233.76   	1381.84   	 -0.04   	   0.00		  9.44   	 -35.61		
177.61   	923.77   	 -0.04   	   0.00		  9.30   	 -25.43		
104.37   	379.94   	 -0.04   	   0.00		  9.20   	 -10.17		
 37.84   	-67.75   	 -0.04   	   0.00		  9.16   	   5.09		
 -5.80   	-293.58   	 -0.04   	   5.09		  9.18   	  15.26		
-25.02   	-298.77   	 -0.02   	   0.00		  9.24   	  30.52		
-29.30   	-187.07   	 -0.02   	   0.00		  9.36   	  40.69		
-28.69   	-77.21   	 -0.02   	   0.00		  9.52   	  45.78		
-28.99   	-31.13   	 -0.02   	   0.00		  9.70   	  50.86		
-30.21   	-41.81   	 -0.02   	   0.00		  9.91   	  40.69		
-30.82   	-68.97   	 -0.02   	   0.00		 10.07   	  40.69		
-29.60   	-82.09   	 -0.02   	   0.00		 10.23   	  30.52		
-28.69   	-77.21   	 -0.02   	   0.00		 10.36   	  15.26		
-28.69   	-65.31   	 -0.02   	   0.00		 10.42   	   5.09		
