  I     	  II     	  RV     	  RV'		  LV     	  LV'		
 37.23   	 74.16   	 34.57   	  76.30		124.60   	 183.11		
 38.45   	 80.26   	 34.87   	  76.30		125.33   	 198.37		
 42.11   	 88.81   	 35.18   	  81.38		126.12   	 193.29		
 48.83   	 99.18   	 35.50   	  76.30		126.90   	 188.20		
 57.68   	110.17   	 35.81   	  71.21		127.65   	 172.94		
 65.61   	119.32   	 36.09   	  61.04		128.34   	 157.68		
 71.11   	125.43   	 36.34   	  45.78		128.97   	 152.59		
 74.16   	128.48   	 36.52   	  35.61		129.58   	 147.51		
 76.60   	130.62   	 36.66   	  30.52		130.17   	 137.33		
 79.35   	133.67   	 36.79   	  25.43		130.72   	 122.07		
 82.40   	137.02   	 36.89   	  25.43		131.21   	 101.73		
 84.53   	138.85   	 36.99   	  35.61		131.62   	  81.38		
 84.84   	139.77   	 37.13   	  35.61		131.94   	  66.12		
 83.31   	140.99   	 37.27   	  40.69		132.21   	  66.12		
 80.26   	144.04   	 37.44   	  40.69		132.47   	  71.21		
 75.38   	147.09   	 37.60   	  40.69		132.76   	  76.30		
 70.19   	146.18   	 37.76   	  35.61		133.06   	  81.38		
 65.61   	138.85   	 37.90   	  35.61		133.39   	  81.38		
 62.56   	126.34   	 38.05   	  30.52		133.71   	  76.30		
 59.81   	111.69   	 38.17   	  30.52		134.02   	  66.12		
 55.54   	 97.96   	 38.29   	  20.35		134.28   	  61.04		
 47.91   	 86.67   	 38.37   	  15.26		134.53   	  45.78		
 37.23   	 75.38   	 38.43   	   5.09		134.71   	  35.61		
 26.55   	 63.48   	 38.45(S)	   0.00		134.85   	  20.35		
 17.09   	 50.96   	 38.45   	 -15.26		134.93   	  10.17		
  9.77   	 37.84   	 38.39   	 -20.35		134.97(S)	  -5.09		
  3.66   	 23.50   	 38.31   	 -35.61		134.95   	 -10.17		
 -2.75   	  8.54   	 38.17   	 -40.69		134.91   	 -30.52		
 -8.85   	 -3.97   	 38.01   	 -55.95		134.79   	 -35.61		
-14.34   	-12.21   	 37.78   	 -66.12		134.65   	 -61.04		
-19.23   	-16.78   	 37.52   	 -76.30		134.40   	 -76.30		
-23.50   	-20.75   	 37.21   	 -96.64		134.10   	-111.90		
-26.86   	-26.25   	 36.83   	-111.90		133.65   	-147.51		
-28.69   	-33.57   	 36.38   	-127.16		133.06   	-203.46		
-28.99   	-39.98   	 35.87   	-152.59		132.25   	-259.41		
-28.99   	-43.64   	 35.26   	-172.94		131.21   	-330.62		
-29.91   	-44.86   	 34.57   	-193.29		129.89   	-412.00		
-32.04   	-46.08   	 33.79   	-208.54		128.24   	-493.39		
-34.18   	-49.13   	 32.96   	-223.80		126.27   	-564.60		
-35.40   	-54.63   	 32.06   	-239.06		124.01   	-615.46		
-36.32   	-59.81   	 31.11   	-239.06		121.55   	-656.15		
-36.32   	-61.65   	 30.15   	-244.15		118.92   	-732.45		
-35.71   	-58.90   	 29.18   	-244.15		115.99   	-864.70		
-33.26   	-53.10   	 28.20   	-239.06		112.53   	-1047.81		
-29.60   	-46.69   	 27.24   	-239.06		108.34   	-1261.44		
-26.55   	-43.95   	 26.29   	-228.89		103.30   	-1444.55		
-26.25   	-46.39   	 25.37   	-228.89		 97.52   	-1571.71		
-28.69   	-51.57   	 24.46   	-228.89		 91.23   	-1607.32		
-32.65   	-56.15   	 23.54   	-218.72		 84.80   	-1556.45		
-35.40   	-57.37   	 22.67   	-218.72		 78.58   	-1449.64		
-35.40   	-55.24   	 21.79   	-208.54		 72.78   	-1317.39		
-32.96   	-51.27   	 20.96   	-193.29		 67.51   	-1200.40		
-30.82   	-48.22   	 20.18   	-178.03		 62.71   	-1119.02		
-31.13   	-48.83   	 19.47   	-167.85		 58.23   	-1068.15		
-32.96   	-51.57   	 18.80   	-152.59		 53.96   	-1042.72		
-34.48   	-54.02   	 18.19   	-152.59		 49.79   	-1012.20		
-33.87   	-53.71   	 17.58   	-142.42		 45.74   	-966.43		
-31.74   	-49.13   	 17.01   	-127.16		 41.87   	-895.22		
-30.21   	-43.03   	 16.50   	-122.07		 38.29   	-798.57		
-30.21   	-38.76   	 16.01   	-101.73		 35.10   	-681.58		
-31.74   	-38.15   	 15.61   	 -86.47		 32.37   	-584.94		
-32.65   	-39.37   	 15.26   	 -71.21		 30.03   	-503.56		
-32.65   	-39.98   	 14.97   	 -61.04		 28.02   	-447.61		
-32.65   	-39.06   	 14.73   	 -55.95		 26.23   	-412.00		
-33.57   	-38.45   	 14.51   	 -45.78		 24.58   	-401.83		
-35.10   	-39.06   	 14.32   	 -50.86		 22.97   	-381.48		
-35.10   	-40.59   	 14.12   	 -50.86		 21.44   	-356.05		
-33.26   	-41.20   	 13.92   	 -45.78		 20.02   	-315.36		
-31.74   	-40.28   	 13.73   	 -45.78		 18.76   	-259.41		
-32.65   	-39.98   	 13.55   	 -40.69		 17.72   	-208.54		
-36.32   	-41.81   	 13.39   	 -40.69		 16.89   	-152.59		
-39.37   	-45.47   	 13.22   	 -30.52		 16.28   	-111.90		
-39.37   	-48.52   	 13.10   	 -25.43		 15.83   	 -96.64		
-36.32   	-48.52   	 13.00   	 -15.26		 15.44   	 -91.56		
-33.57   	-45.78   	 12.94   	 -15.26		 15.08   	 -91.56		
-33.26   	-43.03   	 12.88   	  -5.09		 14.71   	 -96.64		
-35.10   	-42.11   	 12.86   	  -5.09		 14.32   	 -96.64		
-36.01   	-43.64   	 12.84(D)	   0.00		 13.94   	 -81.38		
-34.18   	-45.78   	 12.84   	   0.00		 13.61   	 -66.12		
-31.13   	-47.30   	 12.84   	   0.00		 13.35   	 -40.69		
-29.30   	-47.91   	 12.84   	   5.09		 13.18   	 -20.35		
-29.91   	-48.52   	 12.86   	   5.09		 13.10   	  -5.09		
-32.35   	-49.13   	 12.88   	  10.17		 13.08   	   5.09		
-34.79   	-49.74   	 12.92   	   5.09		 13.10   	   0.00		
-36.01   	-50.05   	 12.94   	   5.09		 13.10   	  -5.09		
-36.32   	-49.44   	 12.96   	  10.17		 13.08   	 -10.17		
-35.71   	-47.91   	 13.00   	   5.09		 13.04   	 -15.26		
-34.48   	-46.08   	 13.02   	  15.26		 12.98   	 -10.17		
-32.96   	-44.56   	 13.08   	  15.26		 12.94   	 -10.17		
-31.74   	-44.56   	 13.14   	  15.26		 12.90(D)	   5.09		
-32.04   	-47.00   	 13.20   	  25.43		 12.92   	  10.17		
-33.57   	-49.74   	 13.31   	  25.43		 12.96   	  15.26		
-35.71   	-51.57   	 13.41   	  25.43		 13.02   	  20.35		
-37.84   	-51.27   	 13.51   	  25.43		 13.10   	  15.26		
-39.37   	-49.44   	 13.61   	  20.35		 13.16   	  20.35		
-39.37   	-48.83   	 13.69   	  25.43		 13.25   	  15.26		
-38.45   	-49.44   	 13.79   	  20.35		 13.31   	  20.35		
-36.93   	-50.96   	 13.88   	  20.35		 13.39   	  20.35		
-36.01   	-51.27   	 13.96   	  20.35		 13.47   	  25.43		
-35.71   	-50.66   	 14.04   	  15.26		 13.57   	  30.52		
-36.01   	-50.66   	 14.10   	  15.26		 13.69   	  30.52		
-36.62   	-52.19   	 14.16   	  20.35		 13.81   	  35.61		
-36.32   	-54.93   	 14.24   	  15.26		 13.96   	  35.61		
-36.01   	-57.37   	 14.30   	  15.26		 14.10   	  35.61		
-36.01   	-58.29   	 14.36   	  15.26		 14.24   	  30.52		
-36.62   	-57.68   	 14.43   	  15.26		 14.36   	  30.52		
-37.23   	-55.85   	 14.49   	  10.17		 14.49   	  35.61		
-36.01   	-53.41   	 14.53   	  15.26		 14.63   	  30.52		
-33.26   	-50.66   	 14.59   	  10.17		 14.75   	  40.69		
-29.91   	-48.52   	 14.63   	  10.17		 14.91   	  40.69		
-28.38   	-49.13   	 14.67   	  10.17		 15.08   	  40.69		
-29.30   	-50.96   	 14.71   	  10.17		 15.24   	  40.69		
-30.21   	-52.19   	 14.75   	  10.17		 15.40   	  35.61		
-28.99   	-50.35   	 14.79   	  10.17		 15.54   	  30.52		
-25.33   	-45.17   	 14.83   	  10.17		 15.67   	  30.52		
-21.06   	-36.62   	 14.87   	   5.09		 15.79   	  25.43		
-18.01   	-25.94   	 14.89   	  10.17		 15.89   	  25.43		
-15.26   	-14.34   	 14.93   	  10.17		 15.99   	  20.35		
-12.21   	 -2.75   	 14.97   	   5.09		 16.07   	  20.35		
 -8.24   	  6.41   	 14.99   	  10.17		 16.15   	  20.35		
 -4.88   	 10.99   	 15.04   	  10.17		 16.24   	  15.26		
 -3.36   	 10.99   	 15.08   	   5.09		 16.30   	  15.26		
 -3.05   	  9.77   	 15.10   	  10.17		 16.36   	  10.17		
 -1.53   	 13.12   	 15.14   	   5.09		 16.40   	   5.09		
  2.75   	 21.67   	 15.16   	   5.09		 16.42   	   0.00		
  9.77   	 32.96   	 15.18   	   0.00		 16.42   	  -5.09		
 16.17   	 40.89   	 15.18   	   0.00		 16.40   	  -5.09		
 19.53   	 40.89   	 15.18   	   0.00		 16.38   	 -10.17		
 18.92   	 32.65   	 15.18   	  -5.09		 16.34   	 -10.17		
 16.78   	 19.53   	 15.16   	  -5.09		 16.30   	 -10.17		
 17.09   	  6.71   	 15.14   	  -5.09		 16.26   	 -15.26		
 21.06   	 -2.44   	 15.12   	 -10.17		 16.20   	 -15.26		
 27.16   	 -7.02   	 15.08   	 -10.17		 16.13   	 -20.35		
 30.21   	 -9.16   	 15.04   	 -15.26		 16.05   	 -15.26		
 25.94   	-12.51   	 14.97   	 -15.26		 15.99   	 -10.17		
 14.34   	-17.09   	 14.91   	 -15.26		 15.95   	  -5.09		
 -0.31   	-21.97   	 14.85   	 -20.35		 15.93   	   0.00		
-14.34   	-25.02   	 14.77   	 -20.35		 15.93   	  10.17		
-25.94   	-28.08   	 14.69   	 -10.17		 15.97   	  20.35		
-35.10   	-33.87   	 14.65   	 -10.17		 16.05   	  30.52		
-42.72   	-43.03   	 14.61   	   5.09		 16.17   	  40.69		
-47.91   	-54.02   	 14.63   	  15.26		 16.34   	  45.78		
-50.05   	-61.65   	 14.69   	  30.52		 16.52   	  50.86		
-50.05   	-65.00   	 14.81   	  45.78		 16.72   	  55.95		
-50.05   	-65.31   	 14.99   	  50.86		 16.95   	  50.86		
-50.35   	-65.00   	 15.20   	  55.95		 17.15   	  45.78		
-50.96   	-65.00   	 15.42   	  55.95		 17.33   	  45.78		
-50.05   	-62.56   	 15.65   	  50.86		 17.52   	  30.52		
-48.22   	-55.24   	 15.85   	  40.69		 17.64   	  20.35		
-46.08   	-45.47   	 16.01   	  20.35		 17.72   	  15.26		
-45.47   	-37.54   	 16.09   	   0.00		 17.78   	   5.09		
-45.47   	-35.10   	 16.09   	 -30.52		 17.80   	  -5.09		
-44.86   	-38.45   	 15.97   	 -50.86		 17.78   	 -10.17		
-43.95   	-44.56   	 15.77   	 -61.04		 17.74   	 -20.35		
-42.72   	-49.74   	 15.52   	 -71.21		 17.66   	 -20.35		
-42.72   	-52.49   	 15.24   	 -66.12		 17.58   	 -25.43		
-43.33   	-54.02   	 14.97   	 -50.86		 17.48   	 -25.43		
-44.56   	-55.24   	 14.77   	 -35.61		 17.38   	 -20.35		
-44.86   	-56.15   	 14.63   	 -10.17		 17.29   	 -20.35		
-44.86   	-55.54   	 14.59   	  10.17		 17.21   	 -15.26		
-44.86   	-52.80   	 14.63   	  35.61		 17.15   	   0.00		
-44.56   	-47.00   	 14.77   	  50.86		 17.15(E)	  15.26		
-39.67   	-38.76   	 14.97   	  66.12		 17.21   	  20.35		
-22.58   	-26.86   	 15.24   	  71.21		 17.29   	  35.61		
 16.17   	 -6.41   	 15.52   	  76.30		 17.44   	  45.78		
 79.96   	 29.91   	 15.83   	  66.12		 17.62   	  55.95		
163.57   	 90.03   	 16.09   	  61.04		 17.84   	  55.95		
255.13   	178.22   	 16.34   	  40.69		 18.07   	  61.04		
338.75   	283.20   	 16.50   	  25.43		 18.31   	  61.04		
395.51   	371.70   	 16.60   	  10.17		 18.56   	  66.12		
406.49   	401.92(R)	 16.64   	 -10.17		 18.82   	  71.21		
357.97   	349.12   	 16.60   	 -20.35		 19.10   	  81.38		
251.16   	223.69   	 16.52   	 -35.61		 19.43   	  96.64		
110.47   	 71.41   	 16.38   	 -30.52		 19.82   	 122.07		
-24.11   	-53.10   	 16.26   	 -20.35		 20.31   	 152.59		
-115.66   	-119.63   	 16.17(E)	  -5.09		 20.92   	 193.29		
-148.32   	-130.62   	 16.15   	  10.17		 21.69   	 244.15		
-134.89   	-108.64   	 16.20   	  30.52		 22.67   	 305.19		
-102.23   	-76.29   	 16.32   	  55.95		 23.89   	 371.31		
-73.85   	-47.00   	 16.54   	  86.47		 25.37   	 457.78		
-58.59   	-27.16   	 16.89   	 127.16		 27.20   	 554.42		
-54.02   	-20.45   	 17.40   	 167.85		 29.42   	 661.24		
-53.10   	-25.02   	 18.07   	 203.46		 32.06   	 762.97		
-51.88   	-34.48   	 18.88   	 223.80		 35.12   	 869.78		
-49.74   	-41.81   	 19.78   	 233.98		 38.60   	 971.51		
-48.22   	-43.95   	 20.71   	 228.89		 42.48   	1047.81		
-48.22   	-43.03   	 21.63   	 213.63		 46.67   	1103.76		
-49.44   	-42.42   	 22.48   	 188.20		 51.09   	1144.45		
-50.66   	-43.64   	 23.23   	 167.85		 55.67   	1154.62		
-50.96   	-44.56   	 23.91   	 147.51		 60.28   	1164.80		
-49.74   	-44.56   	 24.50   	 137.33		 64.94   	1154.62		
-47.91   	-43.03   	 25.05   	 132.25		 69.56   	1139.36		
-45.78   	-40.89   	 25.57   	 142.42		 74.12   	1103.76		
-43.64   	-37.23   	 26.14   	 157.68		 78.53   	1047.81		
-41.81   	-32.65   	 26.78   	 178.03		 82.73   	 961.34		
-41.81   	-28.99   	 27.49   	 208.54		 86.57   	 854.52		
-43.64   	-28.38   	 28.32   	 233.98		 89.99   	 737.54		
-47.30   	-31.13   	 29.26   	 249.24		 92.94   	 630.72		
-50.35   	-34.79   	 30.25   	 259.41		 95.46   	 544.25		
-50.35   	-36.01   	 31.29   	 249.24		 97.64   	 488.30		
-46.08   	-33.26   	 32.29   	 223.80		 99.59   	 462.87		
-39.67   	-27.16   	 33.18   	 178.03		101.44   	 447.61		
-33.26   	-20.75   	 33.90   	 132.25		103.23   	 437.43		
-29.60   	-16.17   	 34.43   	  86.47		104.98   	 422.18		
-28.99   	-14.95   	 34.77   	  50.86		106.67   	 381.48		
-28.99   	-14.95   	 34.97   	  20.35		108.20   	 345.88		
-27.16   	-14.34   	 35.06   	   0.00		109.58   	 310.27		
-23.50   	-12.21   	 35.06   	 -10.17		110.82   	 284.84		
-19.53   	 -9.16   	 35.02   	 -30.52		111.96   	 279.75		
-16.48   	 -6.10   	 34.89   	 -40.69		113.08   	 284.84		
-14.65   	 -3.36   	 34.73   	 -55.95		114.22   	 284.84		
-14.34   	 -0.31   	 34.51   	 -61.04		115.36   	 284.84		
-13.12   	  3.97   	 34.26   	 -71.21		116.50   	 279.75		
-10.99   	 10.38   	 33.98   	 -55.95		117.62   	 249.24		
 -7.93   	 18.92   	 33.75   	 -45.78		118.62   	 213.63		
 -4.27   	 26.86   	 33.57   	 -25.43		119.47   	 178.03		
 -0.31   	 32.35   	 33.47   	 -10.17		120.18   	 132.25		
  3.97   	 34.79   	 33.43   	   5.09		120.71   	 106.82		
  9.16   	 36.01   	 33.45   	  15.26		121.14   	  96.64		
 14.65   	 38.76   	 33.51   	  20.35		121.53   	 111.90		
 20.75   	 45.47   	 33.59   	  35.61		121.97   	 132.25		
 26.86   	 55.24   	 33.73   	  40.69		122.50   	 167.85		
 32.96   	 66.22   	 33.90   	  55.95		123.17   	 193.29		
 39.37   	 76.29   	 34.12   	  61.04		123.95   	 193.29		
 45.78   	 85.75   	 34.36   	  71.21		124.72   	 193.29		
 50.66   	 94.30   	 34.65   	  76.30		125.49   	 172.94		
 53.71   	100.10   	 34.95   	  71.21		126.18   	 162.77		
 55.54   	102.84   	 35.24   	  66.12		126.84   	 147.51		
 58.90   	105.29   	 35.50   	  50.86		127.43   	 137.33		
 65.00   	109.56   	 35.71   	  40.69		127.98   	 142.42		
 73.24   	118.41   	 35.87   	  30.52		128.54   	 132.25		
 81.48   	129.70   	 35.99   	  25.43		129.07   	 127.16		
 87.89   	139.47   	 36.09   	  20.35		129.58   	 116.99		
 91.25   	144.96   	 36.17   	  25.43		130.05   	 101.73		
 91.25   	146.48   	 36.28   	  30.52		130.46   	  91.56		
 89.42   	146.18   	 36.40   	  30.52		130.82   	  86.47		
 86.67   	144.96   	 36.52   	  30.52		131.17   	  81.38		
 83.92   	141.60   	 36.64   	  30.52		131.49   	  76.30		
 81.18   	135.80   	 36.76   	  35.61		131.80   	  76.30		
 77.51   	127.26   	 36.91   	  30.52		132.11   	  71.21		
 72.33   	117.49   	 37.03   	  30.52		132.39   	  61.04		
 65.92   	107.73   	 37.15   	  25.43		132.63   	  50.86		
 59.51   	 98.27   	 37.25   	  25.43		132.84   	  40.69		
 53.71   	 88.81   	 37.35   	  20.35		133.00   	  25.43		
 47.61   	 79.65   	 37.44   	  15.26		133.10   	  20.35		
 39.98   	 70.50   	 37.50   	  10.17		133.18   	  10.17		
 29.91   	 61.65   	 37.54(S)	   0.00		133.22   	   5.09		
 18.62   	 52.19   	 37.54   	 -10.17		133.24(S)	   0.00		
  7.93   	 40.89   	 37.50   	 -20.35		133.24   	  -5.09		
  0.31   	 27.16   	 37.42   	 -30.52		133.22   	 -15.26		
 -4.58   	 11.90   	 37.29   	 -45.78		133.16   	 -30.52		
 -8.24   	 -2.75   	 37.11   	 -50.86		133.04   	 -45.78		
-13.73   	-14.04   	 36.91   	 -66.12		132.86   	 -66.12		
-21.06   	-20.45   	 36.64   	 -86.47		132.59   	 -96.64		
-28.69   	-24.11   	 36.30   	 -96.64		132.21   	-127.16		
-34.48   	-27.16   	 35.91   	-122.07		131.70   	-172.94		
-37.54   	-31.74   	 35.42   	-137.33		131.01   	-228.89		
-38.15   	-36.32   	 34.87   	-162.77		130.09   	-289.93		
-38.15   	-39.67   	 34.22   	-183.11		128.93   	-366.22		
-37.54   	-40.59   	 33.49   	-203.46		127.47   	-437.43		
-37.23   	-41.20   	 32.68   	-213.63		125.72   	-503.56		
-37.23   	-43.33   	 31.82   	-233.98		123.70   	-549.34		
-38.45   	-47.91   	 30.88   	-239.06		121.51   	-605.29		
-40.28   	-54.02   	 29.93   	-244.15		119.08   	-707.02		
-41.50   	-58.90   	 28.95   	-244.15		116.26   	-844.35		
-40.59   	-60.73   	 27.98   	-239.06		112.88   	-1022.38		
-37.54   	-58.59   	 27.02   	-228.89		108.79   	-1220.75		
-34.48   	-54.93   	 26.10   	-218.72		103.91   	-1383.51		
-33.57   	-53.71   	 25.23   	-213.63		 98.37   	-1490.33		
-35.71   	-57.07   	 24.37   	-208.54		 92.41   	-1525.93		
-40.28   	-64.09   	 23.54   	-213.63		 86.31   	-1500.50		
-44.25   	-70.80   	 22.69   	-213.63		 80.30   	-1419.12		
-46.69   	-73.24   	 21.83   	-208.54		 74.63   	-1327.56		
-46.69   	-70.80   	 21.00   	-198.37		 69.32   	-1236.01		
-45.47   	-66.53   	 20.20   	-183.11		 64.37   	-1169.88		
-44.56   	-64.39   	 19.47   	-167.85		 59.69   	-1124.11		
-44.25   	-65.92   	 18.80   	-157.68		 55.20   	-1083.41		
-44.56   	-69.27   	 18.17   	-142.42		 50.86   	-1042.72		
-43.64   	-72.94   	 17.60   	-132.25		 46.69   	-986.77		
-42.42   	-75.07   	 17.07   	-127.16		 42.75   	-910.47		
-40.89   	-74.46   	 16.56   	-122.07		 39.10   	-813.83		
-40.59   	-69.89   	 16.07   	-106.82		 35.85   	-712.10		
-41.50   	-63.17   	 15.65   	-101.73		 33.00   	-625.63		
-43.64   	-57.37   	 15.24   	 -91.56		 30.50   	-544.25		
-45.47   	-55.54   	 14.87   	 -76.30		 28.32   	-493.39		
-45.47   	-58.29   	 14.57   	 -71.21		 26.35   	-452.69		
-43.95   	-61.95   	 14.28   	 -66.12		 24.54   	-422.18		
-41.50   	-62.56   	 14.02   	 -55.95		 22.85   	-391.66		
-39.37   	-57.68   	 13.79   	 -50.86		 21.28   	-356.05		
-38.76   	-51.57   	 13.59   	 -50.86		 19.86   	-310.27		
-39.98   	-49.44   	 13.39   	 -45.78		 18.62   	-259.41		
-42.11   	-52.80   	 13.20   	 -45.78		 17.58   	-208.54		
-43.64   	-59.51   	 13.02   	 -35.61		 16.74   	-162.77		
-44.25   	-63.48   	 12.88   	 -35.61		 16.09   	-132.25		
-44.25   	-61.65   	 12.74   	 -25.43		 15.56   	-111.90		
-43.95   	-55.24   	 12.63   	 -20.35		 15.12   	 -96.64		
-43.95   	-48.83   	 12.55   	 -15.26		 14.73   	 -96.64		
-44.56   	-46.69   	 12.49   	 -10.17		 14.34   	 -91.56		
-45.17   	-50.35   	 12.45   	 -10.17		 13.98   	 -86.47		
-45.47   	-56.76   	 12.41   	  -5.09		 13.63   	 -71.21		
-45.47   	-62.56   	 12.39   	  -5.09		 13.35   	 -55.95		
-44.86   	-64.39   	 12.37(D)	   5.09		 13.12   	 -40.69		
-43.33   	-61.95   	 12.39   	   5.09		 12.96   	 -20.35		
-41.20   	-57.98   	 12.41   	  10.17		 12.88   	 -15.26		
-39.98   	-55.85   	 12.45   	  10.17		 12.82   	 -10.17		
-39.98   	-56.15   	 12.49   	  15.26		 12.78   	 -10.17		
-41.20   	-58.90   	 12.55   	  10.17		 12.74   	 -10.17		
-42.11   	-61.34   	 12.59   	  10.17		 12.70   	 -10.17		
-41.50   	-61.95   	 12.63   	  10.17		 12.66   	 -15.26		
-40.28   	-61.34   	 12.68   	  15.26		 12.59   	  -5.09		
-40.59   	-62.26   	 12.74   	  15.26		 12.57   	  -5.09		
-43.33   	-64.70   	 12.80   	  20.35		 12.55(D)	   5.09		
-47.30   	-67.75   	 12.88   	  25.43		 12.57   	  10.17		
-50.05   	-68.66   	 12.98   	  30.52		 12.61   	  15.26		
-48.52   	-65.61   	 13.10   	  25.43		 12.68   	  15.26		
-43.33   	-60.12   	 13.20   	  30.52		 12.74   	  15.26		
-37.54   	-56.15   	 13.33   	  30.52		 12.80   	  10.17		
-34.48   	-57.07   	 13.45   	  20.35		 12.84   	  15.26		
-35.40   	-61.65   	 13.53   	  25.43		 12.90   	  15.26		
-38.15   	-66.22   	 13.63   	  20.35		 12.96   	  20.35		
-39.06   	-67.14   	 13.71   	  15.26		 13.04   	  20.35		
-37.54   	-64.09   	 13.77   	  10.17		 13.12   	  25.43		
-35.40   	-59.81   	 13.81   	  15.26		 13.22   	  30.52		
-34.48   	-57.68   	 13.88   	  10.17		 13.35   	  30.52		
-35.71   	-57.37   	 13.92   	   5.09		 13.47   	  30.52		
-36.62   	-56.76   	 13.94   	  10.17		 13.59   	  30.52		
-35.71   	-54.02   	 13.98   	  15.26		 13.71   	  30.52		
-33.57   	-51.27   	 14.04   	  10.17		 13.84   	  30.52		
-32.96   	-50.66   	 14.08   	  15.26		 13.96   	  30.52		
-34.79   	-52.80   	 14.14   	  15.26		 14.08   	  30.52		
-38.76   	-54.63   	 14.20   	  20.35		 14.20   	  30.52		
-41.50   	-53.41   	 14.28   	  15.26		 14.32   	  35.61		
-40.89   	-48.83   	 14.34   	  15.26		 14.47   	  35.61		
-36.93   	-43.33   	 14.40   	  15.26		 14.61   	  30.52		
-31.13   	-39.06   	 14.47   	  10.17		 14.73   	  30.52		
-24.41   	-35.40   	 14.51   	  10.17		 14.85   	  30.52		
-17.40   	-29.60   	 14.55   	  15.26		 14.97   	  25.43		
-11.90   	-19.84   	 14.61   	   5.09		 15.08   	  25.43		
 -8.85   	 -7.32   	 14.63   	  10.17		 15.18   	  25.43		
 -9.46   	  5.49   	 14.67   	  10.17		 15.28   	  25.43		
-11.60   	 14.95   	 14.71   	   5.09		 15.38   	  25.43		
-11.90   	 18.62   	 14.73   	  10.17		 15.48   	  20.35		
 -8.54   	 17.40   	 14.77   	  10.17		 15.56   	  25.43		
 -2.44   	 13.43   	 14.81   	  10.17		 15.67   	  20.35		
  4.27   	 10.07   	 14.85   	   5.09		 15.75   	  15.26		
  8.54   	 10.68   	 14.87   	  10.17		 15.81   	  10.17		
 10.68   	 15.26   	 14.91   	   5.09		 15.85   	  10.17		
 12.21   	 21.67   	 14.93   	   0.00		 15.89   	   0.00		
 16.17   	 26.25   	 14.93   	   0.00		 15.89   	   0.00		
 22.89   	 25.94   	 14.93   	  -5.09		 15.89   	 -10.17		
 30.21   	 19.84   	 14.91   	 -10.17		 15.85   	 -10.17		
 35.40   	  9.46   	 14.87   	 -10.17		 15.81   	 -10.17		
 36.32   	 -3.36   	 14.83   	 -15.26		 15.77   	 -15.26		
 32.96   	-15.87   	 14.77   	 -15.26		 15.71   	 -15.26		
 25.94   	-26.25   	 14.71   	 -20.35		 15.65   	 -15.26		
 16.48   	-34.79   	 14.63   	 -15.26		 15.58   	  -5.09		
  5.80   	-40.89   	 14.57   	 -20.35		 15.56   	  -5.09		
 -6.10   	-44.25   	 14.49   	 -15.26		 15.54   	  10.17		
-19.53   	-45.78   	 14.43   	 -10.17		 15.58   	  15.26		
-33.26   	-47.61   	 14.38   	  -5.09		 15.65   	  25.43		
-44.56   	-52.19   	 14.36   	   5.09		 15.75   	  30.52		
-50.96   	-60.12   	 14.38   	  20.35		 15.87   	  30.52		
-51.27   	-70.19   	 14.47   	  30.52		 15.99   	  40.69		
-47.00   	-78.13   	 14.59   	  40.69		 16.15   	  35.61		
-41.81   	-80.87   	 14.75   	  45.78		 16.30   	  35.61		
-39.98   	-78.43   	 14.93   	  55.95		 16.44   	  35.61		
-41.50   	-73.85   	 15.16   	  50.86		 16.58   	  35.61		
-44.56   	-70.19   	 15.36   	  45.78		 16.72   	  30.52		
-46.69   	-69.58   	 15.54   	  35.61		 16.85   	  25.43		
-46.39   	-71.11   	 15.69   	  20.35		 16.95   	  20.35		
-44.56   	-72.33   	 15.77   	   5.09		 17.03   	  10.17		
-42.42   	-72.02   	 15.79   	 -15.26		 17.07   	   5.09		
-41.20   	-70.19   	 15.73   	 -30.52		 17.09   	 -10.17		
-40.59   	-66.53   	 15.61   	 -45.78		 17.05   	 -10.17		
-40.89   	-62.56   	 15.42   	 -45.78		 17.01   	 -20.35		
-42.11   	-60.42   	 15.24   	 -45.78		 16.93   	 -25.43		
-44.25   	-61.34   	 15.06   	 -40.69		 16.83   	 -25.43		
-46.08   	-64.70   	 14.89   	 -20.35		 16.72   	 -25.43		
-47.61   	-67.75   	 14.81   	   0.00		 16.62   	 -25.43		
-47.91   	-68.66   	 14.81   	  15.26		 16.52   	 -10.17		
-48.22   	-66.22   	 14.87   	  35.61		 16.48   	  -5.09		
-48.52   	-60.73   	 15.02   	  50.86		 16.46(E)	  15.26		
-45.47   	-52.19   	 15.22   	  61.04		 16.52   	  20.35		
-31.74   	-40.28   	 15.46   	  66.12		 16.60   	  35.61		
  2.14   	-22.28   	 15.73   	  66.12		 16.74   	  45.78		
 61.95   	  5.80   	 15.99   	  71.21		 16.93   	  45.78		
145.26   	 52.80   	 16.28   	  66.12		 17.11   	  50.86		
242.92   	127.56   	 16.54   	  55.95		 17.31   	  50.86		
337.83   	227.36   	 16.76   	  40.69		 17.52   	  55.95		
409.55   	324.40   	 16.93   	  30.52		 17.74   	  55.95		
435.49   	374.15(R)	 17.05   	  10.17		 17.97   	  66.12		
398.56   	343.63   	 17.09   	  -5.09		 18.23   	  76.30		
296.63   	234.68   	 17.07   	 -15.26		 18.54   	  91.56		
150.76   	 89.42   	 17.01   	 -15.26		 18.90   	 122.07		
  2.14   	-36.62   	 16.95   	 -15.26		 19.39   	 147.51		
-107.42   	-108.95   	 16.89   	 -10.17		 19.98   	 188.20		
