  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
-46.08   	-27.77   	 24.62   	  10.17		  0.92   	   0.00		
-47.30   	-26.25   	 24.66   	  -5.09		  0.92   	   0.00		
-47.61   	-21.97   	 24.64   	  -5.09		  0.92   	   0.00		
-46.08   	-15.87   	 24.62   	 -15.26		  0.92   	   0.00		
-43.33   	 -9.16   	 24.56   	 -15.26		  0.92   	   0.00		
-41.20   	 -3.97   	 24.50   	 -15.26		  0.92   	   0.00		
-42.42   	 -0.61   	 24.44   	 -10.17		  0.92   	   0.00		
-46.08   	  1.53   	 24.39   	   0.00		  0.92   	   0.00		
-50.35   	  3.97   	 24.39   	  10.17		  0.92   	  -5.09		
-51.88   	  7.93   	 24.44   	  20.35		  0.90   	   0.00		
-50.35   	 14.04   	 24.52   	  30.52		  0.90   	   0.00		
-48.52   	 20.14   	 24.64   	  30.52		  0.90   	   0.00		
-47.91   	 24.41   	 24.76   	  35.61		  0.90   	   0.00		
-48.22   	 24.41   	 24.90   	  25.43		  0.90   	   0.00		
-48.52   	 19.84   	 25.00   	  25.43		  0.90   	   0.00		
-47.61   	 12.82   	 25.11   	  15.26		  0.90   	   0.00		
-46.39   	  7.32   	 25.17(A)	   0.00		  0.90   	   0.00		
-47.61   	  6.71   	 25.17   	  -5.09		  0.90   	   0.00		
-50.96   	 12.21   	 25.15   	 -20.35		  0.90   	   0.00		
-54.02   	 21.36   	 25.07   	 -20.35		  0.90   	   0.00		
-54.02   	 29.91   	 24.98   	 -25.43		  0.90   	   0.00		
-51.57   	 33.26   	 24.88   	 -25.43		  0.90   	   0.00		
-49.74   	 30.82   	 24.78   	 -30.52		  0.90   	   0.00		
-50.96   	 25.33   	 24.66   	 -25.43		  0.90   	   0.00		
-55.24   	 20.14   	 24.56   	 -20.35		  0.90   	   0.00		
-60.12   	 17.70   	 24.48   	 -20.35		  0.90   	   0.00		
-63.17   	 17.09   	 24.39   	 -25.43		  0.90   	   0.00		
-64.09   	 15.87   	 24.29   	 -25.43		  0.90   	   0.00		
-64.70   	 11.60   	 24.19   	 -30.52		  0.90   	   0.00		
-66.53   	  3.05   	 24.07   	 -30.52		  0.90   	   0.00		
-70.50   	 -7.63   	 23.95   	 -40.69		  0.90   	   5.09		
-76.60   	-17.09   	 23.78   	 -40.69		  0.92   	   0.00		
-82.70   	-23.19   	 23.62   	 -50.86		  0.92   	   0.00		
-87.89   	-25.02   	 23.42   	 -50.86		  0.92   	   0.00		
-91.25   	-24.72   	 23.21   	 -50.86		  0.92   	   0.00		
-93.08   	-24.11   	 23.01   	 -50.86		  0.92   	   0.00		
-94.91   	-24.41   	 22.81   	 -45.78		  0.92   	   5.09		
-97.96   	-25.63   	 22.62   	 -45.78		  0.94   	   0.00		
-101.32   	-26.86   	 22.44   	 -40.69		  0.94   	   0.00		
-104.06   	-27.16   	 22.28   	 -35.61		  0.94   	   0.00		
-104.37   	-25.94   	 22.14   	 -30.52		  0.94   	   0.00		
-102.23   	-22.89   	 22.01   	 -30.52		  0.94   	   0.00		
-98.88   	-17.09   	 21.89   	 -20.35		  0.94   	  -5.09		
-95.52   	 -8.24   	 21.81   	 -20.35		  0.92   	   0.00		
-92.16   	  2.44   	 21.73   	 -15.26		  0.92   	   0.00		
-88.50   	 13.73   	 21.67   	 -15.26		  0.92   	   0.00		
-82.70   	 23.50   	 21.61   	 -15.26		  0.92   	   0.00		
-74.77   	 31.13   	 21.55   	 -15.26		  0.92   	  -5.09		
-64.70   	 37.84   	 21.49   	 -10.17		  0.90   	   0.00		
-54.32   	 45.17   	 21.44   	 -10.17		  0.90   	   0.00		
-44.56   	 54.32   	 21.40   	  -5.09		  0.90   	  -5.09		
-36.93   	 64.39   	 21.38   	  -5.09		  0.87   	   0.00		
-30.21   	 73.55   	 21.36   	   0.00		  0.87   	   0.00		
-24.41   	 79.65   	 21.36   	   5.09		  0.87   	   0.00		
-18.62   	 82.09   	 21.38   	  10.17		  0.87   	  -5.09		
-11.90   	 82.70   	 21.42   	  15.26		  0.85   	   0.00		
 -5.19   	 83.62   	 21.49   	  20.35		  0.85   	   0.00		
  0.92   	 86.36   	 21.57   	  25.43		  0.85   	   0.00		
  5.80   	 89.72   	 21.67   	  25.43		  0.85   	  -5.09		
  9.16   	 91.55   	 21.77   	  35.61		  0.83   	   0.00		
 11.60   	 90.33   	 21.91   	  35.61		  0.83   	   0.00		
 12.82   	 86.67   	 22.05   	  35.61		  0.83   	   0.00		
 12.82   	 83.62   	 22.20   	  40.69		  0.83   	   0.00		
 11.60   	 83.92   	 22.36   	  35.61		  0.83   	   0.00		
 10.07   	 87.59   	 22.50   	  40.69		  0.83   	   0.00		
 10.07   	 93.69   	 22.67   	  35.61		  0.83   	   0.00		
 11.60   	 99.18   	 22.81   	  30.52		  0.83   	   0.00		
 14.65   	103.15   	 22.93   	  25.43		  0.83   	   5.09		
 16.78   	105.59   	 23.03   	  15.26		  0.85   	   0.00		
 17.40   	108.64   	 23.09   	   0.00		  0.85   	   5.09		
 17.40   	113.53   	 23.09   	 -15.26		  0.87   	   0.00		
 17.70   	120.54   	 23.03   	 -40.69		  0.87   	   5.09		
 18.31   	129.39   	 22.87   	 -66.12		  0.90   	   5.09		
 18.62   	137.33   	 22.60   	 -71.21		  0.92   	   0.00		
 18.31   	142.82   	 22.32   	 -66.12		  0.92   	   5.09		
 17.70   	145.57   	 22.05   	 -40.69		  0.94   	   5.09		
 17.70   	147.09   	 21.89   	  15.26		  0.96   	   0.00		
 18.62   	148.62   	 21.95   	  86.47		  0.96   	   5.09		
 19.53   	150.45   	 22.30   	 167.85		  0.98   	   0.00		
 18.92   	152.28   	 22.97   	 244.15		  0.98   	   0.00		
 17.40   	152.89   	 23.95   	 310.27		  0.98   	   0.00		
 16.17   	153.20   	 25.19   	 345.88		  0.98   	   0.00		
 17.09   	154.72   	 26.57   	 345.88		  0.98   	   0.00		
 20.14   	159.91   	 27.96   	 315.36		  0.98   	   0.00		
 23.80   	169.68   	 29.22   	 264.50		  0.98   	   0.00		
 25.94   	184.02   	 30.27   	 183.11		  0.98   	   0.00		
 25.33   	203.25   	 31.01   	 101.73		  0.98   	  -5.09		
 23.80   	227.66   	 31.41   	  15.26		  0.96   	   0.00		
 23.50   	257.87   	 31.47(V)	 -61.04		  0.96   	  -5.09		
 24.72   	292.05   	 31.23   	-111.90		  0.94   	   0.00		
 26.25   	325.32   	 30.78   	-142.42		  0.94   	  -5.09		
 26.55   	350.65   	 30.21   	-152.59		  0.92   	   0.00		
 25.02   	362.55   	 29.60   	-137.33		  0.92   	  -5.09		
 22.58   	361.33   	 29.05   	-101.73		  0.90   	   0.00		
 20.45   	354.92   	 28.65   	 -66.12		  0.90   	   0.00		
 19.23   	354.92   	 28.38   	 -20.35		  0.90   	   0.00		
 19.23   	368.96   	 28.30   	  10.17		  0.90   	  -5.09		
 20.14   	400.09   	 28.34   	  40.69		  0.87   	   0.00		
 22.28   	447.08   	 28.50   	  45.78		  0.87   	   0.00		
 24.72   	510.86   	 28.69   	  45.78		  0.87   	   0.00		
 26.86   	591.74   	 28.87   	  30.52		  0.87   	   0.00		
 28.38   	683.59   	 28.99   	   5.09		  0.87   	   0.00		
 30.52   	770.87   	 29.01   	 -30.52		  0.87   	   0.00		
 34.48   	833.13   	 28.89   	 -55.95		  0.87   	  -5.09		
 41.20   	855.41   	 28.67   	 -91.56		  0.85   	   0.00		
 50.66   	841.98   	 28.30   	-116.99		  0.85   	   0.00		
 61.34   	810.24   	 27.83   	-127.16		  0.85   	   0.00		
 71.72   	778.20   	 27.32   	-137.33		  0.85   	   0.00		
 79.35   	753.78   	 26.78   	-132.25		  0.85   	   0.00		
 83.62   	735.17   	 26.25   	-122.07		  0.85   	   0.00		
 84.84   	715.64   	 25.76   	-111.90		  0.85   	   0.00		
 85.45   	691.22   	 25.31   	-101.73		  0.85   	   0.00		
 87.28   	661.32   	 24.90   	 -86.47		  0.85   	   0.00		
 90.03   	622.25   	 24.56   	 -76.30		  0.85   	   0.00		
 90.33   	567.93   	 24.25   	 -71.21		  0.85   	   5.09		
 83.92   	495.00   	 23.97   	 -71.21		  0.87   	   0.00		
 70.19   	408.02   	 23.68   	 -71.21		  0.87   	   0.00		
 52.49   	318.91   	 23.40   	 -86.47		  0.87   	   0.00		
 35.40   	241.09   	 23.05   	 -91.56		  0.87   	   5.09		
 24.41   	182.50   	 22.69   	-106.82		  0.90   	   0.00		
 20.75   	141.30   	 22.26   	-111.90		  0.90   	   0.00		
 21.97   	108.64   	 21.81   	-116.99		  0.90   	   0.00		
 24.41   	 75.68   	 21.34   	-122.07		  0.90   	   5.09		
 25.94   	 37.84   	 20.85   	-122.07		  0.92   	   0.00		
 26.25   	 -3.66   	 20.37   	-116.99		  0.92   	   0.00		
 25.63   	-44.86   	 19.90   	-106.82		  0.92   	   0.00		
 25.02   	-81.18   	 19.47   	 -96.64		  0.92   	   0.00		
 25.94   	-110.47   	 19.08   	 -86.47		  0.92   	   0.00		
 28.38   	-131.53   	 18.74   	 -76.30		  0.92   	   5.09		
 32.04   	-145.26   	 18.43   	 -66.12		  0.94   	   0.00		
 36.93   	-151.67   	 18.17   	 -55.95		  0.94   	   0.00		
 41.20   	-153.20   	 17.94   	 -50.86		  0.94   	   5.09		
 44.25   	-151.67   	 17.74   	 -50.86		  0.96   	   0.00		
 46.39   	-150.45   	 17.54   	 -45.78		  0.96   	   0.00		
 50.05   	-152.89   	 17.35   	 -50.86		  0.96   	   0.00		
 55.24   	-160.83   	 17.15   	 -50.86		  0.96   	   5.09		
 61.04   	-174.56   	 16.95   	 -50.86		  0.98   	   0.00		
 64.09   	-191.35   	 16.74   	 -50.86		  0.98   	   0.00		
 63.78   	-205.69   	 16.54   	 -50.86		  0.98   	   0.00		
 60.73   	-212.40   	 16.34   	 -45.78		  0.98   	   0.00		
 57.37   	-211.18   	 16.15   	 -40.69		  0.98   	   0.00		
 53.41   	-206.91   	 15.99   	 -35.61		  0.98   	  -5.09		
 48.83   	-206.60   	 15.85   	 -30.52		  0.96   	   0.00		
 42.72   	-213.01   	 15.73   	 -30.52		  0.96   	   0.00		
 36.01   	-223.39   	 15.61   	 -25.43		  0.96   	  -5.09		
 30.82   	-231.63   	 15.50   	 -20.35		  0.94   	   0.00		
 28.08   	-234.38   	 15.42   	 -30.52		  0.94   	  -5.09		
 27.77   	-234.38   	 15.30   	 -30.52		  0.92   	  -5.09		
 28.69   	-238.65   	 15.18   	 -35.61		  0.90   	   0.00		
 29.30   	-251.16   	 15.04   	 -40.69		  0.90   	  -5.09		
 30.21   	-271.91   	 14.87   	 -50.86		  0.87   	  -5.09		
 32.04   	-296.63   	 14.67   	 -50.86		  0.85   	   0.00		
 35.40   	-322.57   	 14.47   	 -61.04		  0.85   	  -5.09		
 38.76   	-346.37   	 14.22   	 -55.95		  0.83   	  -5.09		
 41.20   	-366.21   	 14.00   	 -55.95		  0.81   	   0.00		
 42.72   	-377.81   	 13.77   	 -50.86		  0.81   	   0.00		
 43.95   	-378.42   	 13.57   	 -40.69		  0.81   	  -5.09		
 45.17   	-368.96   	 13.41   	 -35.61		  0.79   	   0.00		
 46.39   	-353.09   	 13.27   	 -20.35		  0.79   	   0.00		
 47.30   	-333.25   	 13.18   	 -15.26		  0.79   	   0.00		
 50.35   	-303.65   	 13.12   	  -5.09		  0.79   	   5.09		
 57.98   	-250.24   	 13.10   	   5.09		  0.81   	   0.00		
 72.94   	-156.86   	 13.12   	  10.17		  0.81   	   0.00		
 97.35   	-15.87   	 13.16   	  15.26		  0.81   	   0.00		
130.92   	168.15   	 13.22   	  15.26		  0.81   	   5.09		
173.03   	375.98   	 13.29   	  20.35		  0.83   	   0.00		
224.91   	575.26   	 13.37   	  20.35		  0.83   	   5.09		
286.87   	723.57   	 13.45   	  15.26		  0.85   	   0.00		
347.60   	770.57(R)	 13.51   	  15.26		  0.85   	   0.00		
381.16   	672.91   	 13.57   	  15.26		  0.85   	   5.09		
359.50   	422.06   	 13.63   	  10.17		  0.87   	   0.00		
277.40   	 68.36   	 13.67   	  10.17		  0.87   	   5.09		
164.79   	-292.66   	 13.71   	  10.17		  0.90   	   0.00		
 77.21   	-559.08   	 13.75   	  10.17		  0.90   	   5.09		
 57.07   	-676.57   	 13.79   	  15.26		  0.92   	   0.00		
102.23   	-668.64   	 13.86   	  15.26		  0.92   	   0.00		
164.49   	-608.52   	 13.92   	  15.26		  0.92   	   0.00		
190.43   	-562.74   	 13.98   	  20.35		  0.92   	   0.00		
160.83   	-554.81   	 14.06   	  25.43		  0.92   	   0.00		
 96.13   	-563.96   	 14.16   	  35.61		  0.92   	   0.00		
 36.32   	-558.78   	 14.30   	  35.61		  0.92   	   0.00		
  9.16   	-529.79   	 14.45   	  45.78		  0.92   	   0.00		
 15.87   	-491.94   	 14.63   	  50.86		  0.92   	   0.00		
 36.62   	-465.39   	 14.83   	  45.78		  0.92   	  -5.09		
 52.49   	-455.63   	 15.02   	  50.86		  0.90   	   0.00		
 55.85   	-453.19   	 15.22   	  45.78		  0.90   	   0.00		
 50.66   	-446.78   	 15.40   	  40.69		  0.90   	   0.00		
 45.17   	-433.04   	 15.56   	  30.52		  0.90   	   0.00		
 45.47   	-418.09   	 15.69   	  25.43		  0.90   	   0.00		
 51.57   	-409.85   	 15.79   	   5.09		  0.90   	   0.00		
 58.90   	-411.07   	 15.81   	  -5.09		  0.90   	   0.00		
 62.56   	-419.31   	 15.79   	 -20.35		  0.90   	   0.00		
 60.73   	-430.60   	 15.71   	 -35.61		  0.90   	   5.09		
 55.85   	-439.45   	 15.56   	 -40.69		  0.92   	   0.00		
 51.57   	-443.73   	 15.40   	 -45.78		  0.92   	   5.09		
 49.74   	-441.59   	 15.22   	 -40.69		  0.94   	   0.00		
 51.57   	-435.18   	 15.06   	 -30.52		  0.94   	   5.09		
 55.54   	-430.30   	 14.93   	  -5.09		  0.96   	   0.00		
 59.81   	-431.52   	 14.91   	  20.35		  0.96   	   5.09		
 64.09   	-440.37   	 14.99   	  45.78		  0.98   	   5.09		
 67.44   	-452.58   	 15.18   	  71.21		  1.00   	   0.00		
 69.27   	-462.34   	 15.46   	  86.47		  1.00   	   5.09		
 69.89   	-465.09   	 15.81   	  96.64		  1.02   	   0.00		
 69.27   	-461.43   	 16.20   	  91.56		  1.02   	   5.09		
 68.66   	-454.41   	 16.56   	  81.38		  1.04   	   0.00		
 68.97   	-446.47   	 16.89   	  61.04		  1.04   	   0.00		
 69.89   	-438.54   	 17.13   	  35.61		  1.04   	   5.09		
 70.19   	-429.69   	 17.27   	   5.09		  1.06   	   0.00		
 69.58   	-421.14   	 17.29(A)	 -20.35		  1.06   	  -5.09		
 68.66   	-414.12   	 17.21   	 -40.69		  1.04   	   0.00		
 67.75   	-407.71   	 17.05   	 -55.95		  1.04   	  -5.09		
 68.97   	-398.86   	 16.83   	 -66.12		  1.02   	  -5.09		
 72.94   	-383.30   	 16.56   	 -61.04		  1.00   	  -5.09		
 78.74   	-359.19   	 16.32   	 -55.95		  0.98   	 -10.17		
 83.62   	-331.42   	 16.09   	 -45.78		  0.94   	  -5.09		
 86.36   	-307.31   	 15.91   	 -30.52		  0.92   	 -10.17		
 86.36   	-289.92   	 15.79   	 -20.35		  0.87   	  -5.09		
 84.23   	-276.18   	 15.71   	 -10.17		  0.85   	 -10.17		
 81.48   	-259.40   	 15.67   	 -10.17		  0.81   	 -10.17		
 79.04   	-234.68   	 15.63   	 -10.17		  0.77   	  -5.09		
 76.90   	-204.47   	 15.58   	 -20.35		  0.75   	 -10.17		
 76.29   	-174.26   	 15.50   	 -30.52		  0.71   	 -10.17		
 78.13   	-147.09   	 15.38   	 -40.69		  0.67   	  -5.09		
 82.09   	-121.77   	 15.22   	 -55.95		  0.65   	  -5.09		
 85.45   	-94.60   	 14.99   	 -61.04		  0.63   	  -5.09		
 85.14   	-65.31   	 14.75   	 -71.21		  0.61   	  -5.09		
 80.87   	-37.23   	 14.47   	 -71.21		  0.59   	   0.00		
 74.77   	-12.82   	 14.18   	 -71.21		  0.59   	   5.09		
 70.50   	  9.46   	 13.90   	 -61.04		  0.61   	   5.09		
 68.97   	 33.26   	 13.65   	 -50.86		  0.63   	  15.26		
 69.27   	 60.42   	 13.45   	 -35.61		  0.69   	  15.26		
 68.05   	 86.67   	 13.31   	 -25.43		  0.75   	  15.26		
 65.92   	104.68   	 13.20   	  -5.09		  0.81   	  20.35		
 64.39   	109.86   	 13.18   	   5.09		  0.90   	  20.35		
 64.39   	104.98   	 13.20   	  15.26		  0.98   	  20.35		
 65.61   	 96.13   	 13.27   	  20.35		  1.06   	  20.35		
 66.83   	 90.64   	 13.35   	  20.35		  1.14   	  15.26		
 66.22   	 91.55   	 13.43   	  20.35		  1.20   	  15.26		
 65.31   	 98.88   	 13.51   	  15.26		  1.26   	  15.26		
 66.22   	112.00   	 13.57   	   5.09		  1.32   	  10.17		
 69.27   	128.48   	 13.59   	  -5.09		  1.36   	   5.09		
 74.77   	145.87   	 13.57   	 -15.26		  1.38   	   0.00		
 81.18   	161.13   	 13.51   	 -25.43		  1.38   	   0.00		
 88.20   	172.73   	 13.41   	 -25.43		  1.38   	 -10.17		
 95.83   	181.88   	 13.31   	 -25.43		  1.34   	 -10.17		
104.06   	191.65   	 13.20   	 -15.26		  1.30   	 -15.26		
113.22   	202.64   	 13.14   	  -5.09		  1.24   	 -15.26		
122.99   	213.93   	 13.12   	  15.26		  1.18   	 -20.35		
132.14   	223.69   	 13.18   	  40.69		  1.10   	 -20.35		
140.69   	231.02   	 13.35   	  66.12		  1.02   	 -15.26		
147.71   	237.73   	 13.61   	  91.56		  0.96   	 -20.35		
153.20   	245.97   	 13.98   	 116.99		  0.87   	 -15.26		
156.86   	254.82   	 14.45   	 137.33		  0.81   	 -15.26		
160.22   	262.45   	 14.99   	 147.51		  0.75   	 -15.26		
163.57   	266.11   	 15.58   	 157.68		  0.69   	 -10.17		
167.54   	265.81   	 16.22   	 152.59		  0.65   	 -10.17		
171.20   	263.06   	 16.83   	 142.42		  0.61   	 -10.17		
174.56   	259.70   	 17.40   	 132.25		  0.57   	  -5.09		
177.61   	255.74   	 17.92   	 111.90		  0.55   	   0.00		
180.66   	249.94   	 18.37   	  96.64		  0.55   	   0.00		
183.41   	242.31   	 18.76   	  76.30		  0.55   	   5.09		
185.85   	233.46   	 19.06   	  55.95		  0.57   	  10.17		
186.77   	225.22   	 19.29   	  45.78		  0.61   	  15.26		
186.16   	219.42   	 19.47   	  30.52		  0.67   	  15.26		
185.55   	216.67   	 19.59   	  30.52		  0.73   	  20.35		
185.85   	216.06   	 19.72   	  25.43		  0.81   	  25.43		
187.68   	215.45   	 19.82   	  25.43		  0.92   	  25.43		
190.73   	211.49   	 19.92   	  30.52		  1.02   	  30.52		
194.09   	202.94   	 20.04   	  30.52		  1.14   	  25.43		
197.75   	190.43   	 20.16   	  30.52		  1.24   	  25.43		
200.81   	177.31   	 20.28   	  25.43		  1.34   	  25.43		
202.94   	168.15   	 20.39   	  15.26		  1.44   	  20.35		
203.55   	165.41   	 20.45   	   5.09		  1.53   	  20.35		
201.42   	167.54   	 20.47   	 -10.17		  1.61   	  10.17		
197.14   	171.81   	 20.43   	 -10.17		  1.65   	  10.17		
192.26   	173.95   	 20.39   	  -5.09		  1.69   	  10.17		
190.12   	171.51   	 20.37   	  20.35		  1.73   	   0.00		
191.65   	163.88   	 20.45   	  66.12		  1.73   	  -5.09		
196.23   	153.50   	 20.71   	 122.07		  1.71   	  -5.09		
201.42   	144.04   	 21.20   	 178.03		  1.69   	 -15.26		
204.77   	138.24   	 21.91   	 233.98		  1.63   	 -20.35		
205.69   	137.63   	 22.85   	 269.58		  1.55   	 -20.35		
205.08   	139.77   	 23.93   	 289.93		  1.46   	 -25.43		
204.47   	142.52   	 25.09   	 274.67		  1.36   	 -25.43		
205.08   	143.13   	 26.19   	 233.98		  1.26   	 -30.52		
206.91   	141.60   	 27.12   	 183.11		  1.14   	 -25.43		
209.05   	139.47   	 27.85   	 101.73		  1.04   	 -30.52		
210.27   	137.63   	 28.26   	  30.52		  0.92   	 -25.43		
209.66   	135.80   	 28.38(V)	 -40.69		  0.81   	 -25.43		
208.13   	132.45   	 28.22   	 -96.64		  0.71   	 -20.35		
206.60   	126.65   	 27.83   	-137.33		  0.63   	 -20.35		
206.30   	118.71   	 27.28   	-152.59		  0.55   	 -15.26		
207.21   	110.78   	 26.67   	-147.51		  0.49   	 -15.26		
208.44   	105.59   	 26.08   	-116.99		  0.43   	 -10.17		
209.96   	103.76   	 25.62   	 -76.30		  0.39   	  -5.09		
211.49   	103.15   	 25.31   	 -35.61		  0.37   	   0.00		
213.01   	 99.49   	 25.17   	  15.26		  0.37   	  -5.09		
213.93   	 91.86   	 25.23   	  50.86		  0.35   	   5.09		
214.84   	 83.01   	 25.43   	  81.38		  0.37   	   5.09		
216.06   	 79.04   	 25.76   	  91.56		  0.39   	  10.17		
218.81   	 85.14   	 26.12   	  86.47		  0.43   	   5.09		
224.30   	101.32   	 26.47   	  76.30		  0.45   	  15.26		
232.24   	124.21   	 26.78   	  50.86		  0.51   	  10.17		
241.09   	147.09   	 26.98   	  25.43		  0.55   	  15.26		
249.63   	165.41   	 27.08   	 -10.17		  0.61   	  15.26		
257.57   	177.61   	 27.04   	 -30.52		  0.67   	  15.26		
263.37   	184.33   	 26.92   	 -55.95		  0.73   	  15.26		
267.33   	187.68   	 26.69   	 -66.12		  0.79   	  15.26		
270.08   	191.04   	 26.43   	 -71.21		  0.85   	  15.26		
271.61   	195.62   	 26.14   	 -66.12		  0.92   	  10.17		
271.61   	199.28   	 25.88   	 -66.12		  0.96   	  15.26		
268.25   	194.70   	 25.62   	 -61.04		  1.02   	  10.17		
259.09   	175.78   	 25.37   	 -50.86		  1.06   	  10.17		
244.75   	140.99   	 25.17   	 -40.69		  1.10   	  10.17		
229.19   	 99.49   	 25.00   	 -45.78		  1.14   	  10.17		
217.29   	 65.31   	 24.82   	 -45.78		  1.18   	   5.09		
211.49   	 48.52   	 24.64   	 -55.95		  1.20   	   5.09		
211.18   	 48.52   	 24.41   	 -61.04		  1.22   	   5.09		
211.49   	 54.32   	 24.17   	 -71.21		  1.24   	   5.09		
210.27   	 53.10   	 23.89   	 -81.38		  1.26   	   0.00		
207.21   	 40.59   	 23.56   	 -91.56		  1.26   	   0.00		
204.16   	 21.67   	 23.19   	 -96.64		  1.26   	   0.00		
202.33   	  5.49   	 22.81   	 -96.64		  1.26   	  -5.09		
202.03   	 -1.83   	 22.42   	 -96.64		  1.24   	  -5.09		
202.33   	  0.31   	 22.03   	 -96.64		  1.22   	   0.00		
204.16   	  8.24   	 21.65   	 -86.47		  1.22   	  -5.09		
208.44   	 18.62   	 21.30   	 -76.30		  1.20   	 -10.17		
213.93   	 29.91   	 21.00   	 -66.12		  1.16   	  -5.09		
218.51   	 42.11   	 20.73   	 -61.04		  1.14   	  -5.09		
220.03   	 54.63   	 20.49   	 -55.95		  1.12   	 -10.17		
219.12   	 65.92   	 20.26   	 -50.86		  1.08   	 -10.17		
218.20   	 74.46   	 20.06   	 -50.86		  1.04   	  -5.09		
219.73   	 78.74   	 19.86   	 -55.95		  1.02   	 -10.17		
223.39   	 78.74   	 19.63   	 -55.95		  0.98   	  -5.09		
227.36   	 76.60   	 19.41   	 -61.04		  0.96   	 -10.17		
229.80   	 74.46   	 19.17   	 -61.04		  0.92   	  -5.09		
230.71   	 73.24   	 18.92   	 -61.04		  0.90   	 -10.17		
229.19   	 72.94   	 18.68   	 -61.04		  0.85   	  -5.09		
225.22   	 70.80   	 18.43   	 -61.04		  0.83   	  -5.09		
217.59   	 65.31   	 18.19   	 -55.95		  0.81   	  -5.09		
207.52   	 56.46   	 17.97   	 -45.78		  0.79   	  -5.09		
197.14   	 47.61   	 17.78   	 -40.69		  0.77   	  -5.09		
190.73   	 43.64   	 17.62   	 -35.61		  0.75   	   0.00		
189.82   	 47.00   	 17.48   	 -20.35		  0.75   	  -5.09		
193.18   	 56.15   	 17.40   	 -20.35		  0.73   	   0.00		
196.84   	 67.14   	 17.31   	 -10.17		  0.73   	   0.00		
198.36   	 75.38   	 17.27   	   0.00		  0.73   	   0.00		
197.14   	 80.26   	 17.27   	   0.00		  0.73   	   0.00		
194.70   	 83.62   	 17.27   	  10.17		  0.73   	   0.00		
192.87   	 87.28   	 17.31   	  10.17		  0.73   	   5.09		
191.65   	 91.25   	 17.35   	  10.17		  0.75   	   0.00		
190.43   	 93.99   	 17.40   	  15.26		  0.75   	   5.09		
188.90   	 95.52   	 17.46   	  15.26		  0.77   	   5.09		
188.29   	 96.44   	 17.52   	  15.26		  0.79   	   0.00		
190.12   	101.01   	 17.58   	  20.35		  0.79   	   5.09		
195.31   	114.44   	 17.66   	  15.26		  0.81   	   5.09		
202.64   	142.82   	 17.72   	  20.35		  0.83   	  10.17		
211.79   	192.87   	 17.80   	  20.35		  0.87   	   5.09		
221.25   	272.22   	 17.88   	  20.35		  0.90   	   5.09		
231.93   	386.66   	 17.97   	  25.43		  0.92   	   5.09		
247.80   	538.64   	 18.07   	  25.43		  0.94   	  10.17		
272.52   	726.32   	 18.17   	  25.43		  0.98   	   5.09		
309.45   	938.42   	 18.27   	  30.52		  1.00   	   5.09		
360.41   	1145.94   	 18.39   	  35.61		  1.02   	   5.09		
420.84   	1302.80   	 18.54   	  30.52		  1.04   	   5.09		
473.33   	1348.57(R)	 18.66   	  30.52		  1.06   	   5.09		
491.03   	1232.91   	 18.78   	  30.52		  1.08   	   5.09		
451.97   	953.06   	 18.90   	  25.43		  1.10   	   5.09		
360.41   	574.95   	 19.00   	  25.43		  1.12   	   5.09		
253.60   	211.18   	 19.10   	  15.26		  1.14   	   5.09		
184.63   	-28.69   	 19.17   	  15.26		  1.16   	   0.00		
184.94   	-102.84   	 19.23   	  15.26		  1.16   	   5.09		
238.34   	-57.68   	 19.29   	   5.09		  1.18   	   0.00		
295.10   	 16.17   	 19.31   	  10.17		  1.18   	  -5.09		
309.14   	 49.74   	 19.35   	  10.17		  1.16   	   0.00		
270.69   	 33.26   	 19.39   	  15.26		  1.16   	   0.00		
206.91   	  3.97   	 19.45   	  25.43		  1.16   	  -5.09		
154.42   	  1.53   	 19.55   	  45.78		  1.14   	  -5.09		
134.58   	 32.04   	 19.74   	  55.95		  1.12   	  -5.09		
143.13   	 71.41   	 19.96   	  71.21		  1.10   	  -5.09		
161.13   	 93.99   	 20.24   	  86.47		  1.08   	  -5.09		
172.12   	 93.99   	 20.59   	  86.47		  1.06   	  -5.09		
171.20   	 82.40   	 20.94   	  91.56		  1.04   	 -10.17		
163.57   	 73.55   	 21.30   	  81.38		  1.00   	  -5.09		
156.56   	 72.63   	 21.63   	  76.30		  0.98   	  -5.09		
154.42   	 75.68   	 21.93   	  61.04		  0.96   	  -5.09		
156.56   	 77.21   	 22.18   	  45.78		  0.94   	  -5.09		
159.00   	 75.07   	 22.36   	  30.52		  0.92   	  -5.09		
158.08   	 70.19   	 22.48   	  10.17		  0.90   	  -5.09		
155.03   	 64.09   	 22.52   	 -10.17		  0.87   	  -5.09		
152.28   	 57.68   	 22.48   	 -25.43		  0.85   	  -5.09		
151.67   	 51.27   	 22.38   	 -40.69		  0.83   	   0.00		
153.50   	 46.69   	 22.22   	 -45.78		  0.83   	  -5.09		
156.25   	 44.56   	 22.03   	 -35.61		  0.81   	   0.00		
157.47   	 45.17   	 21.89   	 -25.43		  0.81   	   0.00		
156.86   	 47.61   	 21.79   	   0.00		  0.81   	   0.00		
154.72   	 49.74   	 21.79   	  25.43		  0.81   	   0.00		
153.20   	 50.35   	 21.89   	  50.86		  0.81   	   0.00		
