  I     	  II     	  LV     	  LV'		  RA     	  RA'		
-21.06   	-121.15   	 15.40   	  40.69		 11.31   	  55.95		
-21.67   	-117.80   	 15.56   	  50.86		 11.54   	  50.86		
-21.36   	-114.75   	 15.77   	  66.12		 11.74   	  40.69		
-20.45   	-112.61   	 16.03   	  86.47		 11.90   	  15.26		
-20.14   	-112.61   	 16.38   	  91.56		 11.96(A)	  -5.09		
-20.14   	-112.92   	 16.74   	 106.82		 11.94   	 -30.52		
-20.14   	-112.30   	 17.17   	 116.99		 11.82   	 -45.78		
-20.14   	-109.25   	 17.64   	 116.99		 11.64   	 -61.04		
-18.92   	-105.29   	 18.11   	 111.90		 11.39   	 -71.21		
-17.70   	-101.62   	 18.56   	 106.82		 11.11   	 -66.12		
-17.09   	-100.10   	 18.98   	  96.64		 10.84   	 -66.12		
-17.70   	-100.40   	 19.37   	  86.47		 10.58   	 -50.86		
-18.92   	-101.32   	 19.72   	  66.12		 10.38   	 -40.69		
-19.53   	-100.10   	 19.98   	  50.86		 10.21   	 -25.43		
-18.31   	-96.74   	 20.18   	  40.69		 10.11   	 -15.26		
-15.87   	-92.16   	 20.35   	  25.43		 10.05   	 -10.17		
-13.12   	-89.11   	 20.45   	  20.35		 10.01   	   0.00		
-12.21   	-89.11   	 20.53   	   5.09		 10.01   	   0.00		
-13.43   	-90.94   	 20.55   	   5.09		 10.01   	   0.00		
-15.87   	-92.77   	 20.57   	  -5.09		 10.01   	   0.00		
-17.40   	-92.47   	 20.55   	 -10.17		 10.01   	  -5.09		
-17.09   	-89.72   	 20.51   	 -10.17		  9.99   	  -5.09		
-15.56   	-86.67   	 20.47   	 -15.26		  9.97   	 -10.17		
-13.73   	-84.23   	 20.41   	 -15.26		  9.93   	 -10.17		
-12.82   	-83.01   	 20.35   	 -15.26		  9.89   	 -10.17		
-14.04   	-82.40   	 20.28   	 -20.35		  9.85   	 -10.17		
-16.48   	-81.18   	 20.20   	 -15.26		  9.81   	  -5.09		
-18.62   	-79.65   	 20.14   	 -20.35		  9.79   	   0.00		
-18.31   	-77.82   	 20.06   	 -15.26		  9.79   	  -5.09		
-16.17   	-76.29   	 20.00   	 -20.35		  9.77   	   5.09		
-13.43   	-75.68   	 19.92   	 -15.26		  9.79   	   0.00		
-11.60   	-75.68   	 19.86   	 -10.17		  9.79   	   5.09		
-10.99   	-75.68   	 19.82   	 -15.26		  9.81   	   5.09		
-10.68   	-75.38   	 19.76   	  -5.09		  9.83   	   5.09		
-10.68   	-75.38   	 19.74   	  -5.09		  9.85   	   5.09		
-10.99   	-75.68   	 19.72   	   0.00		  9.87   	   5.09		
-12.21   	-76.29   	 19.72   	   0.00		  9.89   	   5.09		
-13.73   	-76.60   	 19.72(E)	   5.09		  9.91   	   5.09		
-16.17   	-75.99   	 19.74   	   5.09		  9.93   	   5.09		
-20.14   	-75.07   	 19.76   	   0.00		  9.95   	  10.17		
-29.60   	-79.04   	 19.76   	   5.09		  9.99   	  10.17		
-44.25   	-90.33   	 19.78   	   5.09		 10.03   	  15.26		
-58.59   	-102.23   	 19.80   	  10.17		 10.09   	  10.17		
-60.12   	-90.94   	 19.84   	   5.09		 10.13   	  15.26		
-36.62   	-15.56   	 19.86   	   5.09		 10.19   	  10.17		
 20.75   	167.85   	 19.88   	   5.09		 10.23   	  10.17		
112.00   	476.38   	 19.90   	   5.09		 10.27   	  10.17		
227.66   	872.80   	 19.92   	  10.17		 10.32   	   5.09		
350.34   	1259.46   	 19.96   	  35.61		 10.34   	   0.00		
514.53   	1564.33(R)	 20.10   	  25.43		 10.34   	   0.00		
504.46   	1418.76   	 20.20   	  35.61		 10.34   	  -5.09		
421.14   	1155.09   	 20.35   	  45.78		 10.32   	   0.00		
283.20   	869.75   	 20.53   	  71.21		 10.32   	  -5.09		
130.00   	617.98   	 20.81   	  86.47		 10.29   	   0.00		
  2.44   	403.14   	 21.16   	 122.07		 10.29   	   0.00		
-74.77   	213.32   	 21.65   	 157.68		 10.29   	   5.09		
-101.93   	 53.71   	 22.28   	 203.46		 10.32   	   5.09		
-97.35   	-60.73   	 23.09   	 264.50		 10.34   	   5.09		
-81.79   	-123.29   	 24.15   	 330.62		 10.36   	  15.26		
-66.83   	-142.82   	 25.47   	 401.83		 10.42   	  10.17		
-54.02   	-137.94   	 27.08   	 488.30		 10.46   	  15.26		
-41.20   	-124.51   	 29.03   	 569.68		 10.52   	  15.26		
-28.99   	-111.08   	 31.31   	 666.32		 10.58   	  15.26		
-20.45   	-100.40   	 33.98   	 752.79		 10.64   	  10.17		
-17.70   	-96.44   	 36.99   	 839.26		 10.68   	  15.26		
-20.14   	-100.40   	 40.35   	 915.56		 10.74   	   5.09		
-23.80   	-108.34   	 44.01   	 981.68		 10.76   	   5.09		
-25.63   	-113.22   	 47.93   	1027.46		 10.78   	   5.09		
-24.72   	-111.69   	 52.04   	1063.07		 10.80   	   0.00		
-22.28   	-105.90   	 56.30   	1088.50		 10.80   	   0.00		
-19.23   	-99.79   	 60.65   	1108.85		 10.80   	  -5.09		
-17.09   	-95.52   	 65.09   	1129.19		 10.78   	  -5.09		
-15.87   	-93.08   	 69.60   	1149.54		 10.76   	   0.00		
-15.56   	-91.25   	 74.20   	1174.97		 10.76   	  -5.09		
-15.87   	-89.42   	 78.90   	1185.14		 10.74   	   0.00		
-16.78   	-86.98   	 83.64   	1195.32		 10.74   	  -5.09		
-18.31   	-83.92   	 88.42   	1195.32		 10.72   	  -5.09		
-19.84   	-81.18   	 93.20   	1205.49		 10.70   	 -10.17		
-20.14   	-78.43   	 98.03   	1210.58		 10.66   	 -10.17		
-18.01   	-75.38   	102.87   	1210.58		 10.62   	 -15.26		
-14.34   	-71.72   	107.71   	1195.32		 10.56   	 -20.35		
-10.99   	-67.44   	112.49   	1159.71		 10.48   	 -25.43		
-10.07   	-64.39   	117.13   	1119.02		 10.38   	 -30.52		
-11.29   	-62.26   	121.61   	1078.33		 10.25   	 -30.52		
-12.82   	-60.12   	125.92   	1037.64		 10.13   	 -30.52		
-12.21   	-55.54   	130.07   	1002.03		 10.01   	 -30.52		
 -8.85   	-48.52   	134.08   	 951.17		  9.89   	 -30.52		
 -5.80   	-40.59   	137.88   	 900.30		  9.77   	 -30.52		
 -5.19   	-34.18   	141.48   	 844.35		  9.64   	 -20.35		
 -6.71   	-29.91   	144.86   	 798.57		  9.56   	 -20.35		
 -8.54   	-27.16   	148.06   	 757.88		  9.48   	 -15.26		
 -8.24   	-22.58   	151.09   	 712.10		  9.42   	 -10.17		
 -5.49   	-15.56   	153.94   	 671.41		  9.38   	 -10.17		
 -1.83   	 -5.80   	156.62   	 625.63		  9.34   	 -10.17		
  1.22   	  4.58   	159.12   	 590.03		  9.30   	  -5.09		
  3.05   	 14.34   	161.48   	 554.42		  9.28   	  -5.09		
  4.58   	 23.80   	163.70   	 523.90		  9.26   	  -5.09		
  6.10   	 33.26   	165.80   	 498.47		  9.24   	   0.00		
  8.24   	 43.64   	167.79   	 473.04		  9.24   	  -5.09		
 10.07   	 54.93   	169.68   	 462.87		  9.22   	   0.00		
 12.21   	 67.44   	171.54   	 442.52		  9.22   	   0.00		
 14.95   	 80.87   	173.31   	 432.35		  9.22   	   0.00		
 17.70   	 95.52   	175.03   	 422.18		  9.22   	   5.09		
 21.06   	111.08   	176.72   	 417.09		  9.24   	   0.00		
 24.72   	126.65   	178.39   	 401.83		  9.24   	   5.09		
 28.69   	140.99   	180.00   	 391.66		  9.26   	   0.00		
 33.57   	153.50   	181.57   	 381.48		  9.26   	   5.09		
 39.98   	164.79   	183.09   	 361.14		  9.28   	   0.00		
 48.22   	175.78   	184.54   	 350.97		  9.28   	   0.00		
 57.07   	186.16   	185.94   	 335.71		  9.28   	   5.09		
 64.39   	195.31   	187.28   	 330.62		  9.30   	   0.00		
 68.36   	201.11   	188.61   	 315.36		  9.30   	   0.00		
 68.97   	202.94   	189.87   	 300.10		  9.30   	   5.09		
 67.44   	202.64   	191.07   	 295.01		  9.32   	   0.00		
 65.92   	202.94   	192.25   	 274.67		  9.32   	   5.09		
 65.61   	205.08   	193.35   	 259.41		  9.34   	  10.17		
 66.22   	207.21   	194.38   	 239.06		  9.38   	   5.09		
 65.92   	206.30   	195.34   	 218.72		  9.40   	  10.17		
 63.78   	200.20   	196.21   	 188.20		  9.44   	  15.26		
 59.81   	188.90   	196.97   	 172.94		  9.50   	  10.17		
 54.93   	175.17   	197.66   	 147.51		  9.54   	  15.26		
 50.35   	160.22   	198.25   	 132.25		  9.60   	  10.17		
 45.78   	144.04   	198.78   	 106.82		  9.64   	  15.26		
 40.89   	126.04   	199.21   	  86.47		  9.70   	  10.17		
 34.79   	106.81   	199.55   	  66.12		  9.75   	  10.17		
 27.47   	 87.28   	199.82   	  35.61		  9.79   	   5.09		
 19.23   	 68.36   	199.96   	  15.26		  9.81   	   5.09		
 11.60   	 49.74   	200.02(S)	  -5.09		  9.83   	   5.09		
  4.88   	 32.04   	200.00   	 -40.69		  9.85   	   5.09		
 -0.31   	 14.95   	199.84   	 -66.12		  9.87   	   5.09		
 -5.49   	 -0.61   	199.57   	 -96.64		  9.89   	   0.00		
 -9.77   	-14.34   	199.19   	-137.33		  9.89   	   5.09		
-13.12   	-24.72   	198.64   	-178.03		  9.91   	   5.09		
-14.34   	-32.04   	197.92   	-213.63		  9.93   	  10.17		
-13.73   	-36.01   	197.07   	-254.32		  9.97   	   5.09		
-12.51   	-38.76   	196.05   	-305.19		  9.99   	  10.17		
-13.73   	-42.11   	194.83   	-356.05		 10.03   	  15.26		
-17.40   	-46.69   	193.41   	-417.09		 10.09   	  15.26		
-21.97   	-50.96   	191.74   	-467.95		 10.15   	  15.26		
-24.11   	-53.10   	189.87   	-534.08		 10.21   	  15.26		
-23.80   	-52.80   	187.73   	-595.11		 10.27   	  20.35		
-22.28   	-51.57   	185.35   	-666.32		 10.36   	  15.26		
-21.06   	-50.96   	182.68   	-742.62		 10.42   	  15.26		
-21.06   	-51.88   	179.71   	-829.09		 10.48   	  15.26		
-20.45   	-53.71   	176.40   	-905.39		 10.54   	  15.26		
-19.23   	-55.85   	172.78   	-996.94		 10.60   	  20.35		
-17.70   	-57.37   	168.79   	-1088.50		 10.68   	  15.26		
-18.01   	-57.68   	164.43   	-1169.88		 10.74   	  15.26		
-19.84   	-55.85   	159.76   	-1256.35		 10.80   	  15.26		
-21.97   	-50.66   	154.73   	-1327.56		 10.86   	  20.35		
-23.19   	-42.11   	149.42   	-1393.69		 10.95   	  15.26		
-22.89   	-30.52   	143.84   	-1454.72		 11.01   	  20.35		
-21.67   	-16.17   	138.03   	-1490.33		 11.09   	  15.26		
-20.75   	  0.92   	132.06   	-1525.93		 11.15   	  15.26		
-20.45   	 19.84   	125.96   	-1541.19		 11.21   	  15.26		
-21.06   	 38.76   	119.80   	-1551.37		 11.27   	  10.17		
-20.75   	 55.24   	113.59   	-1541.19		 11.31   	   5.09		
-18.31   	 67.44   	107.43   	-1531.02		 11.33   	   5.09		
-14.34   	 74.46   	101.30   	-1500.50		 11.35   	   5.09		
 -9.16   	 77.82   	 95.30   	-1464.90		 11.37   	   0.00		
 -5.19   	 78.74   	 89.44   	-1429.29		 11.37   	  -5.09		
 -3.66   	 79.04   	 83.72   	-1383.51		 11.35   	  -5.09		
 -4.58   	 80.26   	 78.19   	-1342.82		 11.33   	  -5.09		
 -7.32   	 81.18   	 72.82   	-1291.96		 11.31   	  -5.09		
 -9.77   	 80.26   	 67.65   	-1230.92		 11.29   	  -5.09		
-10.99   	 76.29   	 62.73   	-1159.71		 11.27   	 -10.17		
 -9.16   	 72.02   	 58.09   	-1093.59		 11.23   	   0.00		
 -2.75   	 72.63   	 53.71   	-1012.20		 11.23   	  -5.09		
  7.63   	 81.18   	 49.66   	-940.99		 11.21   	   0.00		
 18.92   	 95.21   	 45.90   	-864.70		 11.21   	   0.00		
 26.55   	106.81   	 42.44   	-793.49		 11.21   	  10.17		
 26.55   	108.34   	 39.27   	-722.28		 11.25   	   5.09		
 19.23   	 96.74   	 36.38   	-656.15		 11.27   	  15.26		
  7.93   	 75.07   	 33.75   	-584.94		 11.33   	  20.35		
 -3.36   	 46.69   	 31.41   	-523.90		 11.41   	  25.43		
-11.90   	 14.65   	 29.32   	-457.78		 11.52   	  25.43		
-17.40   	-20.14   	 27.49   	-406.92		 11.62   	  30.52		
-20.75   	-54.93   	 25.86   	-356.05		 11.74   	  35.61		
-22.89   	-83.62   	 24.44   	-315.36		 11.88   	  35.61		
-23.80   	-102.54   	 23.17   	-274.67		 12.02   	  35.61		
-24.11   	-109.86   	 22.08   	-239.06		 12.17   	  35.61		
-24.41   	-109.56   	 21.12   	-208.54		 12.31   	  35.61		
-24.72   	-107.73   	 20.28   	-183.11		 12.45   	  25.43		
-24.72   	-107.73   	 19.55   	-147.51		 12.55   	  25.43		
-25.02   	-110.47   	 18.96   	-132.25		 12.66   	  10.17		
-25.94   	-115.05   	 18.43   	-106.82		 12.70(V)	   0.00		
-27.47   	-119.32   	 18.01   	 -91.56		 12.70   	 -10.17		
-28.38   	-122.07   	 17.64   	 -76.30		 12.66   	 -25.43		
-27.47   	-122.68   	 17.33   	 -55.95		 12.55   	 -40.69		
-25.02   	-122.07   	 17.11   	 -50.86		 12.39   	 -50.86		
-23.19   	-121.15   	 16.91   	 -35.61		 12.19   	 -61.04		
-23.50   	-121.77   	 16.76   	 -30.52		 11.94   	 -61.04		
-25.94   	-123.60   	 16.64   	 -30.52		 11.70   	 -66.12		
-28.08   	-124.51   	 16.52   	 -35.61		 11.43   	 -55.95		
-28.08   	-122.99   	 16.38   	 -30.52		 11.21   	 -40.69		
-25.94   	-119.02   	 16.26   	 -40.69		 11.05   	 -30.52		
-22.58   	-114.14   	 16.09   	 -35.61		 10.93   	 -10.17		
-20.14   	-111.08   	 15.95   	 -35.61		 10.89   	   0.00		
-19.23   	-110.47   	 15.81   	 -30.52		 10.89   	  15.26		
-20.14   	-111.39   	 15.69   	 -25.43		 10.95   	  20.35		
-21.97   	-112.61   	 15.58   	 -15.26		 11.03   	  25.43		
-24.11   	-113.53   	 15.52(D)	   0.00		 11.13   	  15.26		
-25.63   	-113.83   	 15.52   	  20.35		 11.19   	  10.17		
-24.41   	-112.92   	 15.61   	  40.69		 11.23(A)	  -5.09		
-20.45   	-110.78   	 15.77   	  55.95		 11.21   	 -20.35		
-16.17   	-107.73   	 15.99   	  71.21		 11.13   	 -40.69		
-14.34   	-104.68   	 16.28   	  86.47		 10.97   	 -45.78		
-16.48   	-102.23   	 16.62   	  91.56		 10.78   	 -61.04		
-21.36   	-101.01   	 16.99   	  91.56		 10.54   	 -61.04		
-25.33   	-100.10   	 17.35   	  91.56		 10.29   	 -66.12		
-25.94   	-97.96   	 17.72   	  86.47		 10.03   	 -50.86		
-23.50   	-95.52   	 18.07   	  81.38		  9.83   	 -45.78		
-20.75   	-93.08   	 18.39   	  66.12		  9.64   	 -35.61		
-20.14   	-91.55   	 18.66   	  55.95		  9.50   	 -15.26		
-21.36   	-90.03   	 18.88   	  35.61		  9.44   	 -10.17		
-23.19   	-88.20   	 19.02   	  20.35		  9.40   	   5.09		
-23.50   	-85.45   	 19.10   	   5.09		  9.42   	  10.17		
-22.58   	-83.01   	 19.13   	   0.00		  9.46   	  15.26		
-20.75   	-81.79   	 19.13   	 -10.17		  9.52   	  15.26		
-19.53   	-81.48   	 19.08   	 -10.17		  9.58   	  10.17		
-18.92   	-81.48   	 19.04   	 -15.26		  9.62   	   5.09		
-18.92   	-81.48   	 18.98   	 -20.35		  9.64   	   0.00		
-19.23   	-81.18   	 18.90   	 -20.35		  9.64   	  -5.09		
-19.53   	-80.87   	 18.82   	 -25.43		  9.62   	  -5.09		
-19.23   	-80.57   	 18.72   	 -25.43		  9.60   	  -5.09		
-18.01   	-79.96   	 18.62   	 -15.26		  9.58   	 -10.17		
-16.17   	-78.74   	 18.56   	 -20.35		  9.54   	  -5.09		
-15.26   	-76.90   	 18.47   	 -15.26		  9.52   	  -5.09		
-15.87   	-75.07   	 18.41   	 -10.17		  9.50   	   0.00		
-18.31   	-74.46   	 18.37   	 -10.17		  9.50   	   5.09		
-20.75   	-75.38   	 18.33   	  -5.09		  9.52   	   5.09		
-21.36   	-76.60   	 18.31   	  -5.09		  9.54   	   5.09		
-19.53   	-76.60   	 18.29   	   0.00		  9.56   	  10.17		
-16.17   	-74.77   	 18.29   	   5.09		  9.60   	   5.09		
-12.82   	-71.11   	 18.31   	   5.09		  9.62   	   5.09		
-11.29   	-68.36   	 18.33   	   5.09		  9.64   	  10.17		
-12.51   	-68.36   	 18.35   	   5.09		  9.68   	   5.09		
-14.95   	-70.50   	 18.37   	  10.17		  9.70   	   5.09		
-19.23   	-72.94   	 18.41   	   5.09		  9.73   	  10.17		
-27.16   	-75.68   	 18.43   	   5.09		  9.77   	  10.17		
-39.98   	-82.09   	 18.45   	   5.09		  9.81   	   5.09		
-55.85   	-91.55   	 18.47   	   0.00		  9.83   	  10.17		
-65.31   	-91.55   	 18.47   	   5.09		  9.87   	  10.17		
-54.93   	-48.52   	 18.49   	   5.09		  9.91   	  10.17		
-12.51   	 82.70   	 18.51   	   5.09		  9.95   	   5.09		
 68.05   	335.08   	 18.54   	   5.09		  9.97   	  10.17		
180.36   	696.72   	 18.56   	  10.17		 10.01   	   5.09		
307.62   	1092.53   	 18.60   	  30.52		 10.03   	   5.09		
505.07   	1530.76(R)	 18.72(E)	  20.35		 10.05   	   0.00		
522.16   	1452.03   	 18.80   	  30.52		 10.05   	   0.00		
464.78   	1223.75   	 18.92   	  35.61		 10.05   	   5.09		
343.02   	942.69   	 19.06   	  55.95		 10.07   	   0.00		
188.29   	684.20   	 19.29   	  71.21		 10.07   	   0.00		
 43.95   	467.22   	 19.57   	  91.56		 10.07   	   0.00		
-55.85   	276.18   	 19.94   	 127.16		 10.07   	   5.09		
-100.71   	104.98   	 20.45   	 167.85		 10.09   	   5.09		
-104.68   	-31.43   	 21.12   	 213.63		 10.11   	   5.09		
-90.64   	-116.58   	 21.97   	 269.58		 10.13   	  10.17		
-74.46   	-148.62   	 23.05   	 335.71		 10.17   	   5.09		
-60.73   	-142.52   	 24.39   	 412.00		 10.19   	   5.09		
-47.61   	-121.46   	 26.04   	 498.47		 10.21   	  10.17		
-34.79   	-103.15   	 28.04   	 579.86		 10.25   	   5.09		
-25.94   	-94.91   	 30.36   	 671.41		 10.27   	   5.09		
-24.11   	-96.74   	 33.04   	 757.88		 10.29   	   5.09		
-26.86   	-105.29   	 36.07   	 844.35		 10.32   	   5.09		
-30.21   	-113.83   	 39.45   	 925.73		 10.34   	   0.00		
-30.52   	-115.66   	 43.15   	 986.77		 10.34   	  -5.09		
-28.38   	-110.47   	 47.10   	1042.72		 10.32   	   0.00		
-25.02   	-102.84   	 51.27   	1073.24		 10.32   	 -10.17		
-21.97   	-98.57   	 55.56   	1098.67		 10.27   	  -5.09		
-19.84   	-98.88   	 59.96   	1108.85		 10.25   	 -10.17		
-18.62   	-100.40   	 64.39   	1129.19		 10.21   	  -5.09		
-18.92   	-99.49   	 68.91   	1144.45		 10.19   	 -10.17		
-19.84   	-95.83   	 73.49   	1164.80		 10.15   	 -10.17		
-21.36   	-90.94   	 78.15   	1180.06		 10.11   	  -5.09		
-21.97   	-87.59   	 82.87   	1190.23		 10.09   	 -10.17		
-21.67   	-86.36   	 87.63   	1190.23		 10.05   	 -10.17		
-20.14   	-86.36   	 92.39   	1190.23		 10.01   	 -15.26		
-18.01   	-86.06   	 97.15   	1195.32		  9.95   	 -15.26		
-16.17   	-84.84   	101.93   	1200.40		  9.89   	 -20.35		
-14.95   	-82.40   	106.73   	1190.23		  9.81   	 -25.43		
-14.65   	-79.04   	111.49   	1169.88		  9.70   	 -30.52		
-14.04   	-75.07   	116.17   	1134.28		  9.58   	 -30.52		
-13.12   	-70.80   	120.71   	1083.41		  9.46   	 -35.61		
-11.90   	-66.53   	125.05   	1037.64		  9.32   	 -35.61		
-10.99   	-62.56   	129.20   	 986.77		  9.18   	 -35.61		
-10.99   	-58.90   	133.14   	 930.82		  9.03   	 -35.61		
-10.99   	-55.24   	136.87   	 885.04		  8.89   	 -30.52		
-10.07   	-50.05   	140.41   	 834.18		  8.77   	 -30.52		
 -9.16   	-43.03   	143.74   	 793.49		  8.65   	 -25.43		
 -7.32   	-34.18   	146.92   	 752.79		  8.55   	 -25.43		
 -5.80   	-24.72   	149.93   	 707.02		  8.44   	 -20.35		
 -4.58   	-16.17   	152.76   	 661.24		  8.36   	 -20.35		
 -2.44   	 -9.46   	155.40   	 610.37		  8.28   	 -15.26		
  0.00   	 -3.36   	157.84   	 574.77		  8.22   	 -15.26		
  2.75   	  2.14   	160.14   	 549.34		  8.16   	 -10.17		
  5.49   	  8.54   	162.34   	 534.08		  8.12   	 -15.26		
  8.24   	 15.56   	164.48   	 503.56		  8.06   	 -10.17		
 10.68   	 25.02   	166.49   	 483.21		  8.02   	 -10.17		
 13.12   	 36.93   	168.42   	 447.61		  7.98   	 -10.17		
 15.87   	 51.27   	170.21   	 422.18		  7.93   	 -10.17		
 19.23   	 65.92   	171.90   	 406.92		  7.89   	 -10.17		
 23.50   	 79.65   	173.53   	 391.66		  7.85   	 -10.17		
 28.69   	 92.16   	175.10   	 376.40		  7.81   	  -5.09		
 35.40   	104.37   	176.60   	 371.31		  7.79   	 -10.17		
 42.42   	118.10   	178.09   	 356.05		  7.75   	  -5.09		
 48.83   	132.14   	179.51   	 345.88		  7.73   	  -5.09		
 53.71   	144.04   	180.89   	 330.62		  7.71   	   0.00		
 56.76   	152.28   	182.22   	 315.36		  7.71   	  -5.09		
 58.59   	157.17   	183.48   	 300.10		  7.69   	  -5.09		
 60.73   	160.52   	184.68   	 289.93		  7.67   	  -5.09		
 64.09   	163.27   	185.84   	 274.67		  7.65   	  -5.09		
 67.44   	164.79   	186.94   	 269.58		  7.63   	   0.00		
 70.80   	165.41   	188.02   	 254.32		  7.63   	  -5.09		
 73.24   	165.10   	189.03   	 244.15		  7.61   	   0.00		
 74.46   	163.57   	190.01   	 223.80		  7.61   	   0.00		
 74.16   	161.13   	190.90   	 198.37		  7.61   	   0.00		
 72.02   	155.64   	191.70   	 178.03		  7.61   	   0.00		
 66.53   	146.79   	192.41   	 152.59		  7.61   	   5.09		
 58.90   	135.19   	193.02   	 137.33		  7.63   	   5.09		
 51.27   	122.38   	193.57   	 116.99		  7.65   	   5.09		
 44.56   	109.25   	194.04   	  96.64		  7.67   	   5.09		
 39.37   	 95.52   	194.42   	  71.21		  7.69   	   5.09		
 33.87   	 79.65   	194.71   	  55.95		  7.71   	   5.09		
 27.77   	 61.65   	194.93   	  30.52		  7.73   	   0.00		
 20.75   	 42.42   	195.06   	  15.26		  7.73   	   5.09		
 14.04   	 23.19   	195.12(S)	 -10.17		  7.75   	   0.00		
  7.93   	  5.19   	195.08   	 -40.69		  7.75   	   0.00		
  2.75   	 -9.46   	194.91   	 -71.21		  7.75   	   5.09		
 -2.75   	-21.36   	194.63   	-101.73		  7.77   	   5.09		
 -7.93   	-30.52   	194.22   	-137.33		  7.79   	   5.09		
-12.82   	-38.45   	193.67   	-178.03		  7.81   	   5.09		
-15.87   	-46.08   	192.96   	-223.80		  7.83   	  15.26		
-17.40   	-52.80   	192.06   	-274.67		  7.89   	  10.17		
-17.40   	-57.98   	190.97   	-330.62		  7.93   	  15.26		
-17.40   	-60.73   	189.64   	-391.66		  8.00   	  15.26		
-18.01   	-62.87   	188.08   	-447.61		  8.06   	  15.26		
-19.53   	-65.31   	186.29   	-513.73		  8.12   	  15.26		
-20.75   	-68.36   	184.23   	-579.86		  8.18   	  10.17		
-21.06   	-71.41   	181.91   	-651.07		  8.22   	  15.26		
-21.06   	-73.24   	179.31   	-732.45		  8.28   	  15.26		
-21.36   	-73.85   	176.38   	-813.83		  8.34   	  15.26		
-21.97   	-74.77   	173.12   	-910.47		  8.40   	  10.17		
-23.19   	-76.60   	169.48   	-1002.03		  8.44   	  15.26		
-24.11   	-78.74   	165.47   	-1098.67		  8.50   	  10.17		
-23.50   	-79.35   	161.08   	-1185.14		  8.55   	  15.26		
-21.67   	-76.90   	156.34   	-1271.61		  8.61   	  15.26		
-19.84   	-73.24   	151.25   	-1342.82		  8.67   	  15.26		
-19.84   	-70.19   	145.88   	-1408.95		  8.73   	  20.35		
-22.89   	-69.27   	140.24   	-1459.81		  8.81   	  15.26		
-27.77   	-70.80   	134.40   	-1500.50		  8.87   	  10.17		
-32.35   	-72.94   	128.40   	-1525.93		  8.91   	  15.26		
-34.18   	-74.16   	122.30   	-1551.37		  8.97   	  10.17		
-33.57   	-73.55   	116.09   	-1556.45		  9.01   	   5.09		
-32.65   	-70.80   	109.87   	-1556.45		  9.03   	   0.00		
-32.96   	-64.70   	103.64   	-1536.11		  9.03(V)	   0.00		
-34.18   	-53.71   	 97.50   	-1515.76		  9.03   	  -5.09		
-35.10   	-38.15   	 91.43   	-1485.24		  9.01   	 -10.17		
-34.48   	-18.92   	 85.49   	-1449.64		  8.97   	 -15.26		
-32.65   	  1.53   	 79.69   	-1403.86		  8.91   	 -15.26		
-31.43   	 19.84   	 74.08   	-1358.08		  8.85   	 -15.26		
-30.52   	 32.96   	 68.65   	-1307.22		  8.79   	 -15.26		
-28.38   	 39.37   	 63.42   	-1241.09		  8.73   	 -20.35		
-23.80   	 40.28   	 58.45   	-1174.97		  8.65   	 -15.26		
-17.40   	 39.06   	 53.75   	-1093.59		  8.59   	 -20.35		
-12.21   	 40.89   	 49.38   	-1012.20		  8.50   	 -15.26		
-10.38   	 47.91   	 45.33   	-940.99		  8.44   	 -15.26		
-12.21   	 57.37   	 41.57   	-859.61		  8.38   	 -15.26		
-15.56   	 63.78   	 38.13   	-788.40		  8.32   	 -10.17		
-17.70   	 63.17   	 34.97   	-717.19		  8.28   	 -10.17		
-15.87   	 57.98   	 32.11   	-651.07		  8.24   	 -10.17		
 -8.85   	 54.93   	 29.50   	-579.86		  8.20   	   0.00		
  2.14   	 59.81   	 27.18   	-513.73		  8.20   	   0.00		
 14.65   	 70.80   	 25.13   	-462.87		  8.20   	   5.09		
 23.50   	 78.74   	 23.28   	-406.92		  8.22   	  10.17		
 25.02   	 75.99   	 21.65   	-366.22		  8.26   	  15.26		
 18.31   	 60.12   	 20.18   	-320.45		  8.32   	  20.35		
  5.80   	 35.71   	 18.90   	-289.93		  8.40   	  25.43		
 -8.24   	  8.54   	 17.74   	-254.32		  8.50   	  25.43		
-20.45   	-20.45   	 16.72   	-218.72		  8.61   	  25.43		
-29.30   	-52.19   	 15.85   	-183.11		  8.71   	  25.43		
-34.18   	-85.75   	 15.12   	-162.77		  8.81   	  20.35		
-34.79   	-115.05   	 14.47   	-132.25		  8.89   	  10.17		
-32.65   	-133.36   	 13.94   	-106.82		  8.93   	   0.00		
-29.60   	-138.85   	 13.51   	 -91.56		  8.93   	 -15.26		
-28.99   	-137.63   	 13.14   	 -76.30		  8.87   	 -20.35		
-31.43   	-137.33   	 12.84   	 -55.95		  8.79   	 -30.52		
-35.40   	-141.91   	 12.61   	 -45.78		  8.67   	 -40.69		
-37.84   	-148.93   	 12.43   	 -30.52		  8.50   	 -45.78		
-37.84   	-152.89   	 12.31   	 -20.35		  8.32   	 -40.69		
-36.62   	-151.67   	 12.23   	 -10.17		  8.16   	 -45.78		
-36.32   	-148.01   	 12.19   	   5.09		  7.98   	 -35.61		
-37.23   	-146.18   	 12.21   	   5.09		  7.83   	 -30.52		
-38.76   	-148.93   	 12.23   	  15.26		  7.71   	 -20.35		
-38.76   	-153.50   	 12.29   	  10.17		  7.63   	 -10.17		
-37.23   	-156.25   	 12.33   	  15.26		  7.59   	   0.00		
