  I     	  II     	  RV     	  RV'		  LV     	  LV'		
-40.89   	-89.11   	 14.43   	 -25.43		 14.36   	  -5.09		
-42.11   	-100.71   	 14.32   	 -35.61		 14.34   	 -15.26		
-41.50   	-107.73   	 14.18   	 -40.69		 14.28   	 -25.43		
-38.76   	-107.73   	 14.02   	 -35.61		 14.18   	 -25.43		
-36.01   	-101.62   	 13.88   	 -15.26		 14.08   	 -35.61		
-34.18   	-92.77   	 13.81   	   5.09		 13.94   	 -35.61		
-33.26   	-83.62   	 13.84   	  35.61		 13.79   	 -35.61		
-32.35   	-75.38   	 13.98   	  50.86		 13.65   	 -30.52		
-31.43   	-68.97   	 14.18   	  76.30		 13.53   	 -30.52		
-31.74   	-67.14   	 14.49   	  86.47		 13.41   	 -20.35		
-34.18   	-71.72   	 14.83   	  91.56		 13.33   	 -10.17		
-36.32   	-81.18   	 15.20   	  86.47		 13.29   	  -5.09		
-32.04   	-90.03   	 15.54   	  86.47		 13.27(E)	  10.17		
-11.90   	-90.64   	 15.89   	  71.21		 13.31   	  10.17		
 31.13   	-77.21   	 16.17   	  55.95		 13.35   	  20.35		
 98.27   	-43.64   	 16.40   	  30.52		 13.43   	  20.35		
184.33   	 14.95   	 16.52   	  15.26		 13.51   	  25.43		
277.71   	102.23   	 16.58   	  -5.09		 13.61   	  20.35		
361.94   	208.44   	 16.56   	 -20.35		 13.69   	  25.43		
418.09   	303.96   	 16.48   	 -30.52		 13.79   	  30.52		
426.03   	349.12(R)	 16.36   	 -35.61		 13.92   	  40.69		
370.48   	318.60   	 16.22   	 -30.52		 14.08   	  55.95		
253.60   	218.81   	 16.09   	 -25.43		 14.30   	  76.30		
101.62   	 87.89   	 15.99   	 -10.17		 14.61   	 111.90		
-42.42   	-27.47   	 15.95(E)	   0.00		 15.06   	 152.59		
-137.63   	-100.40   	 15.95   	  25.43		 15.67   	 198.37		
-166.63   	-130.00   	 16.05   	  45.78		 16.46   	 259.41		
-143.74   	-129.09   	 16.24   	  76.30		 17.50   	 320.45		
-100.71   	-111.39   	 16.54   	 116.99		 18.78   	 386.57		
-65.31   	-85.14   	 17.01   	 152.59		 20.33   	 462.87		
-47.61   	-60.12   	 17.62   	 172.94		 22.18   	 554.42		
-43.33   	-44.56   	 18.31   	 183.11		 24.39   	 640.89		
-43.03   	-42.11   	 19.04   	 193.29		 26.96   	 732.45		
-41.81   	-48.22   	 19.82   	 193.29		 29.89   	 818.92		
-39.98   	-54.63   	 20.59   	 193.29		 33.16   	 885.04		
-39.06   	-55.85   	 21.36   	 188.20		 36.70   	 956.25		
-39.06   	-52.49   	 22.12   	 183.11		 40.53   	1012.20		
-39.37   	-50.35   	 22.85   	 183.11		 44.58   	1068.15		
-39.06   	-52.19   	 23.58   	 183.11		 48.85   	1119.02		
-38.15   	-56.46   	 24.31   	 193.29		 53.33   	1154.62		
-36.93   	-60.42   	 25.09   	 208.54		 57.94   	1169.88		
-35.10   	-60.73   	 25.92   	 223.80		 62.62   	1164.80		
-33.87   	-57.68   	 26.82   	 233.98		 67.28   	1134.28		
-33.26   	-53.10   	 27.75   	 228.89		 71.82   	1078.33		
-34.18   	-49.74   	 28.67   	 218.72		 76.13   	 996.94		
-35.71   	-48.83   	 29.54   	 193.29		 80.12   	 910.47		
-36.93   	-49.74   	 30.32   	 162.77		 83.76   	 818.92		
-36.01   	-50.66   	 30.97   	 132.25		 87.04   	 722.28		
-33.26   	-50.96   	 31.50   	  96.64		 89.93   	 635.81		
-29.60   	-49.74   	 31.88   	  71.21		 92.47   	 564.60		
-25.94   	-47.61   	 32.17   	  45.78		 94.73   	 513.73		
-23.50   	-44.25   	 32.35   	  20.35		 96.78   	 483.21		
-21.97   	-39.37   	 32.43   	   5.09		 98.72   	 457.78		
-20.45   	-33.87   	 32.45   	 -10.17		100.55   	 447.61		
-18.31   	-29.91   	 32.41   	 -25.43		102.34   	 427.26		
-16.48   	-28.99   	 32.31   	 -40.69		104.05   	 406.92		
-15.56   	-30.82   	 32.15   	 -40.69		105.68   	 381.48		
-15.56   	-32.35   	 31.98   	 -45.78		107.20   	 345.88		
-15.56   	-30.82   	 31.80   	 -45.78		108.59   	 320.45		
-14.04   	-24.41   	 31.62   	 -45.78		109.87   	 289.93		
-10.99   	-14.65   	 31.43   	 -45.78		111.03   	 264.50		
 -7.02   	 -6.10   	 31.25   	 -50.86		112.09   	 244.15		
 -3.05   	 -1.53   	 31.05   	 -50.86		113.06   	 228.89		
  0.61   	  0.31   	 30.84   	 -45.78		113.98   	 218.72		
  5.19   	  2.14   	 30.66   	 -40.69		114.85   	 198.37		
  9.77   	  8.24   	 30.50   	 -30.52		115.65   	 188.20		
 13.73   	 19.23   	 30.38   	  -5.09		116.40   	 172.94		
 16.48   	 31.43   	 30.36   	  15.26		117.09   	 152.59		
 18.01   	 39.98   	 30.42   	  40.69		117.70   	 132.25		
 19.84   	 43.33   	 30.58   	  71.21		118.23   	 122.07		
 23.50   	 43.95   	 30.86   	  91.56		118.72   	 127.16		
 29.91   	 46.39   	 31.23   	 111.90		119.23   	 142.42		
 38.45   	 53.10   	 31.68   	 127.16		119.80   	 172.94		
 47.61   	 61.95   	 32.19   	 132.25		120.49   	 188.20		
 55.54   	 67.75   	 32.72   	 132.25		121.24   	 172.94		
 61.34   	 69.27   	 33.25   	 122.07		121.93   	 122.07		
 65.92   	 70.50   	 33.73   	 116.99		122.42   	  61.04		
 70.80   	 77.82   	 34.20   	  96.64		122.66   	   5.09		
 76.29   	 91.86   	 34.59   	  91.56		122.69   	 -15.26		
 80.57   	106.51   	 34.95   	  86.47		122.62   	  10.17		
 82.70   	114.75   	 35.30   	  81.38		122.66   	  61.04		
 83.01   	113.83   	 35.63   	  86.47		122.91   	 111.90		
 83.01   	110.78   	 35.97   	  81.38		123.36   	 157.68		
 85.14   	112.61   	 36.30   	  76.30		123.99   	 152.59		
 88.81   	120.24   	 36.60   	  66.12		124.60   	 132.25		
 92.16   	126.65   	 36.87   	  45.78		125.13   	  96.64		
 93.99   	124.82   	 37.05   	  30.52		125.51   	  61.04		
 93.38   	115.36   	 37.17   	  20.35		125.76   	  50.86		
 90.64   	104.98   	 37.25   	   5.09		125.96   	  50.86		
 85.75   	100.10   	 37.27(S)	  -5.09		126.16   	  71.21		
 78.74   	 99.49   	 37.25   	 -10.17		126.45   	  76.30		
 69.89   	 96.74   	 37.21   	 -20.35		126.75   	  81.38		
 60.73   	 87.59   	 37.13   	 -25.43		127.08   	  55.95		
 52.19   	 72.94   	 37.03   	 -35.61		127.30   	  30.52		
 43.64   	 57.37   	 36.89   	 -45.78		127.43   	   5.09		
 34.79   	 43.95   	 36.70   	 -50.86		127.45(S)	 -20.35		
 25.94   	 33.26   	 36.50   	 -50.86		127.36   	 -25.43		
 18.01   	 23.19   	 36.30   	 -55.95		127.26   	 -20.35		
 12.21   	 12.51   	 36.07   	 -55.95		127.18   	 -15.26		
  7.32   	  0.92   	 35.85   	 -55.95		127.12   	 -20.35		
  0.92   	-13.12   	 35.63   	 -61.04		127.04   	 -25.43		
 -7.02   	-28.08   	 35.38   	 -61.04		126.94   	 -61.04		
-15.56   	-42.42   	 35.14   	 -61.04		126.69   	 -96.64		
-20.75   	-51.57   	 34.89   	 -71.21		126.31   	-152.59		
-20.75   	-53.71   	 34.61   	 -71.21		125.70   	-203.46		
-18.31   	-51.88   	 34.32   	 -81.38		124.88   	-264.50		
-17.40   	-50.96   	 34.00   	 -81.38		123.82   	-335.71		
-20.45   	-55.24   	 33.67   	 -91.56		122.48   	-412.00		
-26.86   	-63.48   	 33.31   	-101.73		120.83   	-493.39		
-32.96   	-70.80   	 32.90   	-106.82		118.86   	-574.77		
-36.32   	-73.24   	 32.47   	-111.90		116.56   	-656.15		
-36.62   	-70.50   	 32.02   	-122.07		113.94   	-757.88		
-36.01   	-65.92   	 31.54   	-127.16		110.90   	-874.87		
-36.01   	-63.48   	 31.03   	-132.25		107.41   	-1017.29		
-36.93   	-65.31   	 30.50   	-137.33		103.34   	-1169.88		
-37.54   	-71.11   	 29.95   	-142.42		 98.66   	-1317.39		
-37.84   	-77.82   	 29.38   	-157.68		 93.39   	-1444.55		
-38.15   	-81.48   	 28.75   	-172.94		 87.61   	-1510.68		
-38.45   	-79.96   	 28.06   	-193.29		 81.57   	-1531.02		
-39.06   	-73.55   	 27.28   	-213.63		 75.44   	-1490.33		
-39.67   	-64.70   	 26.43   	-228.89		 69.48   	-1408.95		
-40.28   	-58.29   	 25.51   	-228.89		 63.85   	-1312.30		
-41.50   	-57.07   	 24.60   	-228.89		 58.60   	-1200.40		
-43.03   	-61.34   	 23.68   	-218.72		 53.79   	-1119.02		
-44.86   	-68.97   	 22.81   	-213.63		 49.32   	-1042.72		
-46.39   	-75.07   	 21.95   	-208.54		 45.15   	-986.77		
-46.39   	-76.60   	 21.12   	-213.63		 41.20   	-925.73		
-44.56   	-71.41   	 20.26   	-218.72		 37.50   	-869.78		
-41.20   	-62.56   	 19.39   	-228.89		 34.02   	-793.49		
-36.32   	-54.32   	 18.47   	-233.98		 30.84   	-712.10		
-31.74   	-50.66   	 17.54   	-233.98		 28.00   	-625.63		
-28.38   	-51.57   	 16.60   	-228.89		 25.49   	-544.25		
-27.47   	-55.24   	 15.69   	-208.54		 23.32   	-483.21		
-28.38   	-57.98   	 14.85   	-193.29		 21.38   	-427.26		
-29.91   	-57.98   	 14.08   	-167.85		 19.67   	-396.74		
-31.43   	-56.15   	 13.41   	-157.68		 18.09   	-371.31		
-32.65   	-53.71   	 12.78   	-147.51		 16.60   	-340.79		
-34.18   	-51.27   	 12.19   	-142.42		 15.24   	-310.27		
-35.71   	-50.05   	 11.62   	-142.42		 14.00   	-264.50		
-36.62   	-51.57   	 11.05   	-142.42		 12.94   	-218.72		
-36.01   	-57.68   	 10.48   	-137.33		 12.07   	-167.85		
-33.87   	-67.14   	  9.93   	-127.16		 11.39   	-132.25		
-31.13   	-77.51   	  9.42   	-111.90		 10.86   	-106.82		
-28.99   	-83.92   	  8.97   	 -91.56		 10.44   	 -86.47		
-27.77   	-83.31   	  8.61   	 -71.21		 10.09   	 -81.38		
-27.16   	-76.29   	  8.32   	 -45.78		  9.77   	 -76.30		
-26.86   	-67.75   	  8.14   	 -35.61		  9.46   	 -81.38		
-27.47   	-63.48   	  8.00   	 -15.26		  9.14   	 -71.21		
-28.69   	-64.70   	  7.93(D)	   0.00		  8.85   	 -66.12		
-30.21   	-68.97   	  7.93   	  10.17		  8.59   	 -45.78		
-30.82   	-72.02   	  7.98   	  25.43		  8.40   	 -25.43		
-29.91   	-72.02   	  8.08   	  35.61		  8.30   	 -10.17		
-28.08   	-71.11   	  8.22   	  45.78		  8.26(D)	   5.09		
-26.86   	-72.63   	  8.40   	  55.95		  8.28   	  10.17		
-26.86   	-77.21   	  8.63   	  55.95		  8.32   	  15.26		
-28.08   	-81.48   	  8.85   	  55.95		  8.38   	  15.26		
-29.91   	-82.09   	  9.07   	  50.86		  8.44   	  15.26		
-32.35   	-79.04   	  9.28   	  40.69		  8.50   	  15.26		
-34.79   	-75.07   	  9.44   	  35.61		  8.57   	  20.35		
-36.01   	-72.63   	  9.58   	  30.52		  8.65   	  30.52		
-34.79   	-71.72   	  9.70   	  30.52		  8.77   	  30.52		
-31.43   	-70.80   	  9.83   	  25.43		  8.89   	  40.69		
-28.08   	-68.66   	  9.93   	  30.52		  9.05   	  45.78		
-25.94   	-66.53   	 10.05   	  35.61		  9.24   	  45.78		
-26.55   	-66.53   	 10.19   	  40.69		  9.42   	  45.78		
-28.99   	-68.66   	 10.36   	  55.95		  9.60   	  45.78		
-30.82   	-70.80   	 10.58   	  61.04		  9.79   	  45.78		
-32.04   	-70.50   	 10.82   	  66.12		  9.97   	  45.78		
-32.65   	-67.75   	 11.09   	  71.21		 10.15   	  45.78		
-33.57   	-64.39   	 11.37   	  71.21		 10.34   	  45.78		
-35.40   	-63.48   	 11.66   	  66.12		 10.52   	  50.86		
-36.93   	-65.92   	 11.92   	  71.21		 10.72   	  45.78		
-36.62   	-70.19   	 12.21   	  66.12		 10.91   	  50.86		
-34.79   	-72.94   	 12.47   	  71.21		 11.11   	  50.86		
-32.04   	-71.72   	 12.76   	  66.12		 11.31   	  50.86		
-30.21   	-67.44   	 13.02   	  71.21		 11.52   	  45.78		
-29.60   	-62.87   	 13.31   	  61.04		 11.70   	  50.86		
-30.82   	-60.42   	 13.55   	  55.95		 11.90   	  50.86		
-32.04   	-62.56   	 13.77   	  40.69		 12.11   	  50.86		
-32.35   	-67.75   	 13.94   	  30.52		 12.31   	  55.95		
-31.43   	-73.55   	 14.06   	  20.35		 12.53   	  55.95		
-29.91   	-77.51   	 14.14   	  15.26		 12.76   	  50.86		
-29.30   	-77.21   	 14.20   	  10.17		 12.96   	  50.86		
-30.21   	-74.46   	 14.24   	  15.26		 13.16   	  45.78		
-32.04   	-71.72   	 14.30   	  15.26		 13.35   	  45.78		
-33.87   	-71.41   	 14.36   	  15.26		 13.53   	  40.69		
-35.10   	-73.85   	 14.43   	  15.26		 13.69   	  40.69		
-35.10   	-77.82   	 14.49   	  20.35		 13.86   	  35.61		
-32.96   	-80.57   	 14.57   	  20.35		 14.00   	  35.61		
-28.38   	-79.35   	 14.65   	  20.35		 14.14   	  35.61		
-22.58   	-72.33   	 14.73   	  15.26		 14.28   	  30.52		
-17.40   	-60.73   	 14.79   	  15.26		 14.40   	  25.43		
-14.04   	-45.47   	 14.85   	  15.26		 14.51   	  20.35		
-13.12   	-30.82   	 14.91   	  10.17		 14.59   	  20.35		
-13.73   	-19.53   	 14.95   	   5.09		 14.67   	  15.26		
-12.82   	-13.43   	 14.97   	   0.00		 14.73   	  15.26		
 -9.77   	-12.51   	 14.97   	   0.00		 14.79   	  10.17		
 -4.58   	-14.65   	 14.97   	   0.00		 14.83   	  10.17		
  1.83   	-16.78   	 14.97   	   5.09		 14.87   	  10.17		
  7.93   	-16.17   	 14.99   	   5.09		 14.91   	  10.17		
 13.12   	-10.68   	 15.02   	   5.09		 14.95   	   5.09		
 15.87   	 -0.92   	 15.04   	  10.17		 14.97   	   5.09		
 15.87   	  8.24   	 15.08   	   5.09		 14.99   	   0.00		
 15.26   	 11.90   	 15.10   	  10.17		 14.99   	   0.00		
 15.87   	  8.24   	 15.14   	   0.00		 14.99   	  -5.09		
 19.84   	 -0.92   	 15.14   	   0.00		 14.97   	   0.00		
 26.86   	-10.38   	 15.14   	 -10.17		 14.97   	   0.00		
 33.26   	-16.78   	 15.10   	 -20.35		 14.97   	   5.09		
 34.18   	-20.75   	 15.02   	 -20.35		 14.99   	  15.26		
 27.16   	-24.72   	 14.93   	 -25.43		 15.06   	  15.26		
 14.04   	-30.21   	 14.83   	 -25.43		 15.12   	  15.26		
 -0.92   	-35.71   	 14.73   	 -20.35		 15.18   	  20.35		
-13.73   	-40.89   	 14.65   	 -10.17		 15.26   	  15.26		
-24.41   	-47.30   	 14.61   	   0.00		 15.32   	  20.35		
-33.87   	-56.46   	 14.61   	  20.35		 15.40   	  15.26		
-43.03   	-68.05   	 14.69   	  35.61		 15.46   	  20.35		
-48.52   	-79.35   	 14.83   	  55.95		 15.54   	  25.43		
-48.22   	-86.36   	 15.06   	  66.12		 15.65   	  30.52		
-43.03   	-87.89   	 15.32   	  81.38		 15.77   	  30.52		
-36.32   	-86.06   	 15.65   	  91.56		 15.89   	  35.61		
-32.35   	-84.53   	 16.01   	  91.56		 16.03   	  35.61		
-33.57   	-85.75   	 16.38   	  91.56		 16.17   	  35.61		
-37.23   	-88.20   	 16.74   	  76.30		 16.32   	  25.43		
-40.28   	-89.11   	 17.05   	  55.95		 16.42   	  20.35		
-40.28   	-86.36   	 17.27   	  35.61		 16.50   	  10.17		
-37.54   	-81.18   	 17.42   	   0.00		 16.54   	   5.09		
-34.79   	-76.90   	 17.42   	 -20.35		 16.56   	   0.00		
-33.57   	-77.51   	 17.33   	 -30.52		 16.56   	 -10.17		
-34.48   	-82.70   	 17.21   	 -40.69		 16.52   	  -5.09		
-36.93   	-88.81   	 17.05   	 -25.43		 16.50   	 -10.17		
-39.37   	-91.25   	 16.95   	 -10.17		 16.46   	  -5.09		
-40.59   	-88.50   	 16.91   	  10.17		 16.44   	  -5.09		
-40.28   	-83.31   	 16.95   	  30.52		 16.42   	   0.00		
-38.45   	-79.35   	 17.07   	  45.78		 16.42(E)	  10.17		
-36.62   	-79.35   	 17.25   	  61.04		 16.46   	  15.26		
-35.40   	-80.87   	 17.50   	  66.12		 16.52   	  20.35		
-34.48   	-80.87   	 17.76   	  66.12		 16.60   	  25.43		
-29.60   	-76.29   	 18.03   	  61.04		 16.70   	  35.61		
-11.90   	-65.31   	 18.27   	  61.04		 16.85   	  35.61		
 26.86   	-46.39   	 18.51   	  45.78		 16.99   	  40.69		
 88.50   	-14.04   	 18.70   	  30.52		 17.15   	  40.69		
168.46   	 39.98   	 18.82   	  20.35		 17.31   	  40.69		
255.74   	123.90   	 18.90   	   5.09		 17.48   	  45.78		
334.17   	230.41   	 18.92   	  -5.09		 17.66   	  50.86		
384.52   	328.67   	 18.90   	 -10.17		 17.86   	  55.95		
387.88   	375.37(R)	 18.86   	 -10.17		 18.09   	  66.12		
330.20   	340.88   	 18.82(E)	  -5.09		 18.35   	  81.38		
215.76   	229.49   	 18.80   	  10.17		 18.68   	 101.73		
 71.41   	 82.70   	 18.84   	  40.69		 19.08   	 127.16		
-60.73   	-47.30   	 19.00   	  71.21		 19.59   	 167.85		
-143.74   	-128.48   	 19.29   	  96.64		 20.26   	 208.54		
-164.49   	-158.39   	 19.67   	 106.82		 21.10   	 259.41		
-138.55   	-152.59   	 20.10   	 111.90		 22.14   	 320.45		
-95.83   	-127.56   	 20.55   	 101.73		 23.42   	 391.66		
-61.95   	-96.44   	 20.96   	  96.64		 24.98   	 473.04		
-45.78   	-68.97   	 21.34   	  91.56		 26.88   	 554.42		
-42.42   	-53.41   	 21.71   	 106.82		 29.09   	 656.15		
-43.33   	-53.71   	 22.14   	 127.16		 31.72   	 742.62		
-43.64   	-65.00   	 22.64   	 147.51		 34.69   	 839.26		
-43.03   	-76.29   	 23.23   	 167.85		 38.05   	 925.73		
-42.72   	-80.26   	 23.91   	 178.03		 41.75   	1002.03		
-43.03   	-75.99   	 24.62   	 198.37		 45.76   	1068.15		
-42.72   	-68.97   	 25.41   	 208.54		 50.03   	1108.85		
-40.28   	-63.48   	 26.25   	 223.80		 54.47   	1134.28		
-37.23   	-61.65   	 27.14   	 244.15		 59.00   	1144.45		
-35.40   	-61.95   	 28.12   	 264.50		 63.58   	1129.19		
-36.01   	-62.26   	 29.18   	 274.67		 68.10   	1113.93		
-37.54   	-60.42   	 30.27   	 274.67		 72.55   	1073.24		
-38.45   	-56.46   	 31.37   	 264.50		 76.85   	1022.38		
-36.62   	-51.57   	 32.43   	 249.24		 80.94   	 946.08		
-32.35   	-47.91   	 33.43   	 218.72		 84.72   	 859.61		
-28.99   	-46.69   	 34.30   	 193.29		 88.16   	 762.97		
-27.47   	-46.69   	 35.08   	 162.77		 91.21   	 661.24		
-27.77   	-46.39   	 35.73   	 137.33		 93.86   	 579.86		
-28.99   	-44.56   	 36.28   	 101.73		 96.17   	 513.73		
-29.91   	-42.42   	 36.68   	  81.38		 98.23   	 467.95		
-30.52   	-40.59   	 37.01   	  50.86		100.10   	 442.52		
-30.52   	-39.06   	 37.21   	  25.43		101.87   	 422.18		
-29.30   	-37.23   	 37.31   	  10.17		103.56   	 406.92		
-27.16   	-34.18   	 37.35   	   0.00		105.19   	 386.57		
-24.41   	-30.21   	 37.35   	  -5.09		106.73   	 371.31		
-22.28   	-26.55   	 37.33   	  -5.09		108.22   	 345.88		
-20.75   	-22.89   	 37.31   	  -5.09		109.60   	 330.62		
-18.92   	-17.70   	 37.29   	  -5.09		110.93   	 305.19		
-15.26   	-10.99   	 37.27   	   0.00		112.15   	 279.75		
-10.99   	 -4.27   	 37.27   	  -5.09		113.27   	 264.50		
 -6.71   	  0.92   	 37.25   	   5.09		114.32   	 249.24		
 -3.36   	  2.75   	 37.27   	   5.09		115.32   	 239.06		
 -0.92   	  2.75   	 37.29   	  20.35		116.28   	 239.06		
  2.14   	  3.05   	 37.38   	  30.52		117.23   	 244.15		
  6.71   	  6.71   	 37.50   	  45.78		118.21   	 228.89		
 12.21   	 13.12   	 37.68   	  55.95		119.12   	 218.72		
 17.40   	 20.14   	 37.90   	  61.04		120.00   	 203.46		
 21.06   	 25.94   	 38.15   	  71.21		120.81   	 203.46		
 24.41   	 29.60   	 38.43   	  76.30		121.63   	 213.63		
 28.69   	 30.82   	 38.74   	  81.38		122.48   	 223.80		
 33.87   	 31.74   	 39.06   	  91.56		123.38   	 208.54		
 40.28   	 35.71   	 39.43   	  91.56		124.21   	 172.94		
 47.00   	 43.33   	 39.80   	  96.64		124.90   	 122.07		
 53.41   	 54.63   	 40.18   	 106.82		125.39   	  76.30		
 58.90   	 66.83   	 40.61   	 101.73		125.70   	  45.78		
 64.39   	 77.82   	 41.02   	 106.82		125.88   	  55.95		
 70.50   	 85.45   	 41.44   	 101.73		126.10   	  81.38		
 76.60   	 90.03   	 41.85   	  96.64		126.43   	 116.99		
 81.48   	 93.99   	 42.24   	  96.64		126.90   	 152.59		
 84.53   	 98.57   	 42.62   	  91.56		127.51   	 167.85		
 85.75   	103.15   	 42.99   	  81.38		128.18   	 162.77		
 86.36   	107.12   	 43.32   	  76.30		128.83   	 137.33		
 86.98   	110.47   	 43.62   	  61.04		129.38   	 111.90		
 88.50   	113.53   	 43.87   	  55.95		129.83   	  91.56		
 90.03   	115.97   	 44.09   	  45.78		130.19   	  76.30		
 90.94   	117.49   	 44.27   	  40.69		130.50   	  76.30		
 89.72   	117.49   	 44.44   	  30.52		130.80   	  81.38		
 86.67   	114.44   	 44.56   	  25.43		131.13   	  81.38		
 82.70   	108.95   	 44.66   	  20.35		131.45   	  71.21		
 78.74   	101.93   	 44.74   	  15.26		131.74   	  55.95		
 73.85   	 92.77   	 44.80   	  10.17		131.96   	  40.69		
 66.53   	 81.48   	 44.84   	   5.09		132.13   	  25.43		
 55.54   	 67.75   	 44.86(S)	  -5.09		132.23   	  15.26		
 42.11   	 51.88   	 44.84   	  -5.09		132.29   	  20.35		
 29.91   	 36.32   	 44.82   	 -10.17		132.37   	  25.43		
 22.28   	 22.28   	 44.78   	 -15.26		132.47   	  30.52		
 18.92   	 10.99   	 44.72   	 -25.43		132.59   	  25.43		
 16.48   	  0.31   	 44.62   	 -30.52		132.70   	  20.35		
 11.60   	-10.99   	 44.50   	 -30.52		132.78(S)	   0.00		
  3.36   	-23.19   	 44.37   	 -45.78		132.78   	 -25.43		
 -6.10   	-35.10   	 44.19   	 -45.78		132.67   	 -45.78		
-14.34   	-44.86   	 44.01   	 -50.86		132.49   	 -71.21		
-19.84   	-51.88   	 43.80   	 -55.95		132.21   	 -91.56		
-23.50   	-56.76   	 43.58   	 -55.95		131.84   	-132.25		
-25.33   	-60.12   	 43.36   	 -66.12		131.31   	-172.94		
-25.02   	-62.87   	 43.09   	 -71.21		130.62   	-233.98		
-23.80   	-65.61   	 42.81   	 -71.21		129.68   	-310.27		
-23.50   	-68.66   	 42.52   	 -86.47		128.44   	-386.57		
-25.94   	-72.94   	 42.18   	 -96.64		126.90   	-467.95		
-30.21   	-77.51   	 41.79   	-106.82		125.02   	-528.99		
-33.57   	-80.87   	 41.36   	-116.99		122.91   	-584.94		
-34.18   	-80.57   	 40.90   	-137.33		120.57   	-651.07		
-31.74   	-76.29   	 40.35   	-142.42		117.96   	-768.05		
-29.30   	-70.19   	 39.78   	-157.68		114.89   	-925.73		
-29.60   	-65.92   	 39.15   	-167.85		111.19   	-1119.02		
-32.04   	-65.61   	 38.47   	-178.03		106.71   	-1322.48		
-34.48   	-69.27   	 37.76   	-193.29		101.42   	-1475.07		
-35.40   	-73.24   	 36.99   	-203.46		 95.52   	-1571.71		
-34.48   	-75.07   	 36.17   	-223.80		 89.24   	-1581.89		
-33.26   	-73.55   	 35.28   	-244.15		 82.91   	-1525.93		
-32.65   	-70.19   	 34.30   	-259.41		 76.81   	-1419.12		
-33.57   	-68.66   	 33.27   	-269.58		 71.13   	-1307.22		
-35.40   	-69.58   	 32.19   	-269.58		 65.90   	-1200.40		
-36.32   	-70.80   	 31.11   	-269.58		 61.10   	-1124.11		
-35.40   	-70.19   	 30.03   	-264.50		 56.60   	-1068.15		
-33.57   	-66.53   	 28.97   	-254.32		 52.33   	-1017.29		
-32.35   	-61.65   	 27.96   	-254.32		 48.26   	-961.34		
-31.74   	-58.29   	 26.94   	-244.15		 44.41   	-885.04		
-32.35   	-57.37   	 25.96   	-244.15		 40.87   	-803.66		
-32.65   	-57.68   	 24.98   	-244.15		 37.66   	-701.93		
-31.74   	-56.76   	 24.01   	-228.89		 34.85   	-605.29		
-30.52   	-54.93   	 23.09   	-228.89		 32.43   	-534.08		
-30.21   	-53.10   	 22.18   	-218.72		 30.29   	-473.04		
-30.82   	-52.19   	 21.30   	-208.54		 28.40   	-437.43		
-31.74   	-52.80   	 20.47   	-203.46		 26.65   	-417.09		
-31.74   	-53.10   	 19.65   	-193.29		 24.98   	-391.66		
-30.52   	-52.80   	 18.88   	-183.11		 23.42   	-371.31		
-28.08   	-51.57   	 18.15   	-172.94		 21.93   	-330.62		
-25.33   	-49.13   	 17.46   	-157.68		 20.61   	-289.93		
-23.50   	-46.08   	 16.83   	-147.51		 19.45   	-233.98		
-22.28   	-43.03   	 16.24   	-127.16		 18.51   	-193.29		
-22.89   	-41.20   	 15.73   	-106.82		 17.74   	-157.68		
-24.72   	-42.72   	 15.30   	 -86.47		 17.11   	-137.33		
-25.94   	-46.08   	 14.95   	 -66.12		 16.56   	-122.07		
-25.33   	-50.35   	 14.69   	 -45.78		 16.07   	-122.07		
-23.50   	-53.41   	 14.51   	 -35.61		 15.58   	-116.99		
-21.97   	-54.93   	 14.36   	 -20.35		 15.12   	-106.82		
-22.58   	-55.54   	 14.28   	 -15.26		 14.69   	 -91.56		
-24.41   	-56.46   	 14.22   	 -10.17		 14.32   	 -71.21		
-25.33   	-58.29   	 14.18   	 -10.17		 14.04   	 -50.86		
-25.33   	-59.81   	 14.14   	 -10.17		 13.84   	 -20.35		
-23.80   	-60.42   	 14.10   	  -5.09		 13.75   	 -10.17		
-22.58   	-59.51   	 14.08   	  -5.09		 13.71   	   5.09		
-21.97   	-57.07   	 14.06(D)	   0.00		 13.73   	   0.00		
-22.58   	-54.93   	 14.06   	   5.09		 13.73   	   0.00		
-23.50   	-54.63   	 14.08   	  15.26		 13.73   	  -5.09		
-24.72   	-56.15   	 14.14   	  20.35		 13.71   	  -5.09		
-25.63   	-57.98   	 14.22   	  25.43		 13.69(D)	   0.00		
-25.63   	-58.59   	 14.32   	  25.43		 13.69   	  10.17		
-24.41   	-57.68   	 14.43   	  20.35		 13.73   	  15.26		
-22.89   	-55.85   	 14.51   	  15.26		 13.79   	  30.52		
-22.28   	-55.54   	 14.57   	   0.00		 13.92   	  35.61		
-22.58   	-56.46   	 14.57   	  -5.09		 14.06   	  40.69		
-23.50   	-57.37   	 14.55   	 -15.26		 14.22   	  40.69		
-24.72   	-57.07   	 14.49   	 -20.35		 14.38   	  35.61		
-25.63   	-55.85   	 14.40   	 -20.35		 14.53   	  35.61		
-25.63   	-54.63   	 14.32   	 -20.35		 14.67   	  40.69		
-24.72   	-54.02   	 14.24   	 -10.17		 14.83   	  35.61		
-22.89   	-53.71   	 14.20   	   0.00		 14.97   	  45.78		
-21.67   	-52.19   	 14.20   	   0.00		 15.16   	  45.78		
-21.97   	-49.74   	 14.20   	  10.17		 15.34   	  50.86		
