  I     	  II     	  LV     	  LV'		  PW     	  PW'		
 41.81   	 29.60   	 12.29   	 -15.26		  7.43   	 -15.26		
 43.95   	 31.43   	 12.23   	 -20.35		  7.37   	 -20.35		
 42.42   	 31.74   	 12.15   	 -15.26		  7.28   	 -15.26		
 38.45   	 30.82   	 12.09   	 -20.35		  7.22   	 -15.26		
 34.79   	 29.60   	 12.00   	 -20.35		  7.16   	 -10.17		
 33.57   	 28.69   	 11.92   	 -25.43		  7.12   	  -5.09		
 35.71   	 27.77   	 11.82   	 -20.35		  7.10   	   0.00		
 39.37   	 27.77   	 11.74   	 -25.43		  7.10   	   5.09		
 42.42   	 28.08   	 11.64   	 -20.35		  7.12   	   5.09		
 42.42   	 28.99   	 11.56   	 -15.26		  7.14   	  10.17		
 39.06   	 30.52   	 11.50   	 -20.35		  7.18   	  10.17		
 34.18   	 31.43   	 11.41   	 -15.26		  7.22   	  10.17		
 29.60   	 31.43   	 11.35   	 -15.26		  7.26   	  15.26		
 28.08   	 30.82   	 11.29   	 -15.26		  7.32   	  10.17		
 29.91   	 30.52   	 11.23   	 -10.17		  7.37   	  15.26		
 33.87   	 30.52   	 11.19   	 -15.26		  7.43   	  15.26		
 38.45   	 31.74   	 11.13   	 -15.26		  7.49   	  10.17		
 42.42   	 33.57   	 11.07   	 -15.26		  7.53   	  15.26		
 44.86   	 36.32   	 11.01   	 -15.26		  7.59   	   5.09		
 46.69   	 41.81   	 10.95   	 -15.26		  7.61   	   5.09		
 48.83   	 51.27   	 10.89   	 -15.26		  7.63(V)	   0.00		
 52.19   	 65.00   	 10.82   	 -15.26		  7.63   	  -5.09		
 55.85   	 80.57   	 10.76   	 -10.17		  7.61   	 -10.17		
 59.20   	 93.08   	 10.72   	 -10.17		  7.57   	 -15.26		
 60.73   	 99.49   	 10.68   	 -10.17		  7.51   	 -15.26		
 60.12   	 98.88   	 10.64   	  -5.09		  7.45   	 -15.26		
 58.29   	 94.60   	 10.62   	 -10.17		  7.39   	 -15.26		
 56.15   	 90.94   	 10.58   	  -5.09		  7.32   	 -20.35		
 54.93   	 91.86   	 10.56   	  -5.09		  7.24   	 -15.26		
 55.85   	 97.66   	 10.54   	 -10.17		  7.18   	 -15.26		
 59.20   	106.51   	 10.50   	 -10.17		  7.12   	 -10.17		
 65.31   	114.44   	 10.46   	  -5.09		  7.08   	 -10.17		
 73.55   	117.49   	 10.44   	 -10.17		  7.04   	  -5.09		
 80.57   	114.75   	 10.40   	 -10.17		  7.02   	  -5.09		
 83.62   	107.42   	 10.36   	  -5.09		  7.00   	  -5.09		
 80.87   	 97.05   	 10.34   	 -10.17		  6.98   	   0.00		
 73.24   	 84.23   	 10.29   	  -5.09		  6.98   	   5.09		
 64.39   	 69.27   	 10.27   	 -10.17		  7.00   	   0.00		
 58.29   	 52.80   	 10.23   	  -5.09		  7.00   	  10.17		
 57.98   	 39.67   	 10.21   	  -5.09		  7.04   	  10.17		
 63.17   	 34.48   	 10.19   	 -10.17		  7.08   	  10.17		
 73.24   	 40.28   	 10.15   	  -5.09		  7.12   	  10.17		
 85.75   	 54.63   	 10.13   	 -10.17		  7.16   	  10.17		
 97.66   	 70.50   	 10.09   	  -5.09		  7.20   	   5.09		
104.98   	 79.96   	 10.07   	 -10.17		  7.22   	  10.17		
104.98   	 78.13   	 10.03   	  -5.09		  7.26   	   5.09		
 95.83   	 63.48   	 10.01(D)	   0.00		  7.28   	   0.00		
 76.60   	 40.28   	 10.01   	   0.00		  7.28   	   0.00		
 52.19   	 16.17   	 10.01   	   0.00		  7.28   	   0.00		
 29.60   	 -1.53   	 10.01   	   5.09		  7.28   	  -5.09		
 14.65   	-10.07   	 10.03   	  10.17		  7.26   	  -5.09		
 10.07   	-11.60   	 10.07   	  15.26		  7.24   	  -5.09		
 13.43   	-10.99   	 10.13   	  15.26		  7.22   	  -5.09		
 18.31   	-11.90   	 10.19   	  25.43		  7.20   	 -10.17		
 19.23   	-14.04   	 10.29   	  35.61		  7.16   	 -10.17		
 15.26   	-15.56   	 10.44   	  35.61		  7.12   	 -10.17		
  9.16   	-15.26   	 10.58   	  40.69		  7.08   	 -15.26		
  3.66   	-14.95   	 10.74   	  40.69		  7.02   	  -5.09		
  1.53   	-16.48   	 10.91   	  45.78		  7.00   	  -5.09		
  3.05   	-19.23   	 11.09   	  40.69		  6.98   	   0.00		
  5.19   	-22.28   	 11.25   	  40.69		  6.98   	   5.09		
  5.80   	-23.50   	 11.41   	  30.52		  7.00   	  15.26		
  4.27   	-22.89   	 11.54   	  25.43		  7.06   	  15.26		
  1.53   	-21.36   	 11.64   	  15.26		  7.12   	  15.26		
 -2.14   	-20.75   	 11.70   	  10.17		  7.18   	  20.35		
 -4.58   	-20.75   	 11.74   	  -5.09		  7.26   	  25.43		
 -5.19   	-20.45   	 11.72   	  -5.09		  7.37   	  25.43		
 -3.36   	-19.23   	 11.70   	 -15.26		  7.47   	  25.43		
  0.92   	-16.17   	 11.64   	 -15.26		  7.57   	  30.52		
  6.41   	-13.12   	 11.58   	 -20.35		  7.69   	  25.43		
 11.60   	-10.99   	 11.50   	 -20.35		  7.79   	  25.43		
 14.34   	-10.68   	 11.41   	 -15.26		  7.89   	  20.35		
 13.12   	-10.68   	 11.35   	 -15.26		  7.98   	  20.35		
  7.93   	 -8.54   	 11.29   	 -15.26		  8.06   	  15.26		
 -2.14   	 -0.61   	 11.23   	  -5.09		  8.12   	  10.17		
-17.70   	 16.17   	 11.21   	  -5.09		  8.16   	   5.09		
-38.76   	 40.59   	 11.19   	   0.00		  8.18   	   5.09		
-57.68   	 70.19   	 11.19(E)	   5.09		  8.20   	   5.09		
-59.20   	102.23   	 11.21   	   5.09		  8.22   	   0.00		
-20.75   	133.36   	 11.23   	  10.17		  8.22   	   0.00		
 72.63   	163.57   	 11.27   	  10.17		  8.22   	   0.00		
215.15   	190.73   	 11.31   	  10.17		  8.22   	  -5.09		
373.84   	198.36   	 11.35   	  10.17		  8.20   	  -5.09		
498.96   	151.98   	 11.39   	  10.17		  8.18   	   0.00		
552.37   	 23.80   	 11.43   	  10.17		  8.18   	  -5.09		
528.87   	-176.39   	 11.48   	  15.26		  8.16   	   5.09		
455.32   	-393.37   	 11.54   	  10.17		  8.18   	   5.09		
368.65   	-553.28   	 11.58   	  15.26		  8.20   	   5.09		
292.05   	-615.84   	 11.64   	  25.43		  8.22   	   5.09		
228.27   	-611.27   	 11.74   	  25.43		  8.24   	   5.09		
172.73   	-606.69   	 11.84   	  40.69		  8.26   	   5.09		
126.95   	-642.40   	 12.00   	  45.78		  8.28   	   0.00		
101.32   	-695.19   	 12.19   	  66.12		  8.28   	   0.00		
 99.79   	-703.43(R)	 12.45   	  71.21		  8.28   	   0.00		
112.30   	-624.08   	 12.74   	  96.64		  8.28   	  -5.09		
120.85   	-469.67   	 13.12   	 111.90		  8.26   	 -10.17		
112.30   	-296.33   	 13.57   	 137.33		  8.22   	 -10.17		
 88.50   	-156.56   	 14.12   	 167.85		  8.18   	 -10.17		
 61.04   	-72.94   	 14.79   	 203.46		  8.14   	 -10.17		
 40.89   	-36.01   	 15.61   	 244.15		  8.10   	  -5.09		
 31.13   	-23.80   	 16.58   	 295.01		  8.08   	  -5.09		
 28.38   	-17.09   	 17.76   	 345.88		  8.06   	  -5.09		
 26.55   	 -7.32   	 19.15   	 406.92		  8.04   	 -10.17		
 22.89   	  5.49   	 20.77   	 462.87		  8.00   	 -10.17		
 18.62   	 18.31   	 22.62   	 528.99		  7.96   	 -20.35		
 14.95   	 26.55   	 24.74   	 584.94		  7.87   	 -30.52		
 13.73   	 30.82   	 27.08   	 640.89		  7.75   	 -25.43		
 14.65   	 33.57   	 29.64   	 696.84		  7.65   	 -25.43		
 17.40   	 37.84   	 32.43   	 742.62		  7.55   	 -15.26		
 19.23   	 42.42   	 35.40   	 773.14		  7.49   	  -5.09		
 18.31   	 45.47   	 38.49   	 798.57		  7.47   	   0.00		
 14.34   	 46.39   	 41.69   	 803.66		  7.47   	   5.09		
  9.16   	 46.39   	 44.90   	 793.49		  7.49(A)	   0.00		
  5.49   	 46.69   	 48.08   	 768.05		  7.49   	 -10.17		
  7.02   	 47.61   	 51.15   	 727.36		  7.45   	 -10.17		
 12.51   	 48.83   	 54.06   	 671.41		  7.41   	 -15.26		
 18.92   	 48.83   	 56.74   	 620.55		  7.34   	 -15.26		
 21.97   	 47.30   	 59.23   	 564.60		  7.28   	  -5.09		
 20.45   	 44.86   	 61.49   	 508.65		  7.26   	   0.00		
 17.09   	 43.95   	 63.52   	 467.95		  7.26   	   5.09		
 14.95   	 45.78   	 65.39   	 437.43		  7.28   	  15.26		
 15.56   	 49.74   	 67.14   	 417.09		  7.34   	  10.17		
 19.23   	 54.32   	 68.81   	 412.00		  7.39   	  10.17		
 22.89   	 57.07   	 70.46   	 412.00		  7.43   	   5.09		
 25.33   	 56.76   	 72.11   	 422.18		  7.45   	   0.00		
 25.63   	 54.32   	 73.79   	 432.35		  7.45   	  -5.09		
 25.02   	 52.49   	 75.52   	 432.35		  7.43   	  -5.09		
 24.72   	 52.19   	 77.25   	 432.35		  7.41   	 -10.17		
 25.02   	 53.71   	 78.98   	 422.18		  7.37   	 -15.26		
 26.25   	 55.54   	 80.67   	 401.83		  7.30   	 -10.17		
 28.08   	 56.76   	 82.28   	 371.31		  7.26   	 -10.17		
 30.52   	 57.07   	 83.76   	 345.88		  7.22   	 -10.17		
 33.87   	 57.37   	 85.15   	 310.27		  7.18   	 -10.17		
 37.84   	 58.59   	 86.39   	 284.84		  7.14   	  -5.09		
 40.89   	 59.81   	 87.53   	 254.32		  7.12   	  -5.09		
 42.42   	 61.65   	 88.54   	 233.98		  7.10   	  -5.09		
 42.42   	 63.48   	 89.48   	 208.54		  7.08   	  -5.09		
 43.03   	 66.22   	 90.32   	 193.29		  7.06   	  -5.09		
 45.47   	 69.89   	 91.09   	 172.94		  7.04   	  -5.09		
 49.74   	 73.85   	 91.78   	 157.68		  7.02   	  -5.09		
 54.93   	 77.51   	 92.41   	 142.42		  7.00   	   0.00		
 58.59   	 79.96   	 92.98   	 132.25		  7.00   	  -5.09		
 59.20   	 80.87   	 93.51   	 127.16		  6.98   	   0.00		
 57.98   	 81.48   	 94.02   	 122.07		  6.98   	  -5.09		
 56.76   	 83.62   	 94.51   	 111.90		  6.96   	   0.00		
 58.90   	 87.28   	 94.95   	 111.90		  6.96   	   0.00		
 64.70   	 92.47   	 95.40   	 101.73		  6.96   	  -5.09		
 72.33   	 97.96   	 95.81   	  96.64		  6.94   	   5.09		
 78.43   	101.93   	 96.19   	  86.47		  6.96   	   0.00		
 80.57   	104.37   	 96.54   	  86.47		  6.96   	  -5.09		
 80.87   	106.20   	 96.89   	  76.30		  6.94   	   0.00		
 83.62   	109.56   	 97.19   	  71.21		  6.94   	  -5.09		
 89.42   	115.36   	 97.48   	  61.04		  6.92   	  -5.09		
 96.44   	122.68   	 97.72   	  50.86		  6.90   	  -5.09		
100.71   	129.70   	 97.92   	  40.69		  6.88   	  -5.09		
100.71   	134.58   	 98.09   	  25.43		  6.86   	   0.00		
 99.79   	137.94   	 98.19   	  20.35		  6.86   	   0.00		
102.54   	140.99   	 98.27   	  10.17		  6.86   	   5.09		
111.39   	144.65   	 98.31(S)	   0.00		  6.88   	   0.00		
122.99   	148.93   	 98.31   	   0.00		  6.88   	   5.09		
132.75   	152.89   	 98.31   	   0.00		  6.90   	   5.09		
138.55   	155.94   	 98.31   	  -5.09		  6.92   	   5.09		
141.91   	157.17   	 98.29   	  -5.09		  6.94   	   0.00		
145.57   	157.78   	 98.27   	 -10.17		  6.94   	  -5.09		
151.98   	158.39   	 98.23   	 -10.17		  6.92   	   0.00		
159.30   	159.61   	 98.19   	 -20.35		  6.92   	  -5.09		
166.93   	162.05   	 98.11   	 -15.26		  6.90   	  -5.09		
173.34   	165.10   	 98.05   	 -20.35		  6.88   	   0.00		
180.05   	167.85   	 97.97   	 -25.43		  6.88   	  -5.09		
187.07   	168.76   	 97.86   	 -25.43		  6.86   	   0.00		
194.40   	167.24   	 97.76   	 -30.52		  6.86   	   0.00		
201.42   	162.96   	 97.64   	 -40.69		  6.86   	   0.00		
207.52   	157.17   	 97.48   	 -40.69		  6.86   	  -5.09		
212.10   	150.76   	 97.31   	 -50.86		  6.84   	   0.00		
214.23   	145.57   	 97.11   	 -66.12		  6.84   	  -5.09		
213.62   	140.99   	 96.85   	 -71.21		  6.82   	  -5.09		
209.35   	136.11   	 96.56   	 -86.47		  6.80   	 -10.17		
202.03   	129.39   	 96.22   	 -96.64		  6.75   	 -10.17		
192.87   	120.24   	 95.83   	-111.90		  6.71   	 -10.17		
182.50   	109.25   	 95.38   	-122.07		  6.67   	 -15.26		
170.59   	 97.05   	 94.89   	-137.33		  6.61   	 -15.26		
157.17   	 84.53   	 94.34   	-147.51		  6.55   	 -15.26		
141.60   	 73.24   	 93.75   	-162.77		  6.49   	 -10.17		
125.12   	 63.78   	 93.10   	-178.03		  6.45   	 -15.26		
108.95   	 55.85   	 92.39   	-198.37		  6.39   	 -15.26		
 93.99   	 49.13   	 91.60   	-218.72		  6.33   	 -15.26		
 79.96   	 41.81   	 90.72   	-239.06		  6.27   	 -10.17		
 65.61   	 32.04   	 89.77   	-269.58		  6.23   	 -15.26		
 50.66   	 20.75   	 88.69   	-289.93		  6.16   	 -15.26		
 36.62   	  9.77   	 87.53   	-320.45		  6.10   	 -15.26		
 25.02   	  1.22   	 86.25   	-361.14		  6.04   	 -10.17		
 16.78   	 -4.88   	 84.80   	-401.83		  6.00   	 -10.17		
 11.29   	 -8.54   	 83.19   	-457.78		  5.96   	 -10.17		
  7.02   	-11.90   	 81.36   	-518.82		  5.92   	 -10.17		
  2.44   	-14.65   	 79.29   	-590.03		  5.88   	  -5.09		
 -1.83   	-17.40   	 76.93   	-656.15		  5.86   	  -5.09		
 -4.58   	-18.92   	 74.30   	-722.28		  5.84   	   0.00		
 -4.88   	-20.45   	 71.41   	-778.23		  5.84   	   0.00		
 -3.66   	-21.97   	 68.30   	-808.75		  5.84   	  -5.09		
 -3.05   	-23.80   	 65.07   	-829.09		  5.82   	   0.00		
 -4.58   	-25.33   	 61.75   	-829.09		  5.82   	   0.00		
 -7.93   	-27.16   	 58.43   	-803.66		  5.82   	  -5.09		
-13.43   	-29.30   	 55.22   	-773.14		  5.80   	 -10.17		
-20.14   	-31.74   	 52.13   	-722.28		  5.76   	 -15.26		
-26.25   	-33.87   	 49.24   	-681.58		  5.70   	 -15.26		
-28.99   	-34.48   	 46.51   	-625.63		  5.64   	 -15.26		
-26.55   	-32.96   	 44.01   	-584.94		  5.57   	 -20.35		
-21.67   	-31.43   	 41.67   	-549.34		  5.49   	 -10.17		
-17.70   	-30.82   	 39.47   	-518.82		  5.45   	 -15.26		
-18.31   	-31.43   	 37.40   	-498.47		  5.39   	 -10.17		
-23.19   	-32.04   	 35.40   	-478.13		  5.35   	 -15.26		
-27.77   	-31.13   	 33.49   	-473.04		  5.29   	 -15.26		
-28.38   	-27.47   	 31.60   	-457.78		  5.23   	 -10.17		
-23.50   	-22.89   	 29.77   	-452.69		  5.19   	 -15.26		
-16.48   	-18.62   	 27.96   	-437.43		  5.13   	  -5.09		
-11.90   	-16.17   	 26.21   	-427.26		  5.11   	  -5.09		
-10.99   	-15.26   	 24.50   	-406.92		  5.09   	  -5.09		
-12.51   	-14.95   	 22.87   	-386.57		  5.07   	   5.09		
-13.12   	-15.26   	 21.32   	-361.14		  5.09   	   0.00		
-11.29   	-16.17   	 19.88   	-330.62		  5.09   	   5.09		
 -8.54   	-18.31   	 18.56   	-300.10		  5.11   	   5.09		
 -7.32   	-21.06   	 17.35   	-274.67		  5.13   	  10.17		
 -8.54   	-22.58   	 16.26   	-249.24		  5.17   	  10.17		
-10.38   	-22.28   	 15.26   	-218.72		  5.21   	  10.17		
-11.60   	-20.14   	 14.38   	-188.20		  5.25   	  10.17		
-11.29   	-18.62   	 13.63   	-172.94		  5.29   	  10.17		
-10.07   	-18.31   	 12.94   	-147.51		  5.33   	   5.09		
 -7.93   	-18.92   	 12.35   	-127.16		  5.35   	   5.09		
 -5.49   	-19.53   	 11.84   	-106.82		  5.37   	   5.09		
 -3.36   	-20.14   	 11.41   	-101.73		  5.39   	  -5.09		
 -2.75   	-20.45   	 11.01   	 -86.47		  5.37   	  -5.09		
 -3.36   	-21.06   	 10.66   	 -76.30		  5.35   	  -5.09		
 -4.58   	-21.06   	 10.36   	 -76.30		  5.33   	  -5.09		
 -5.80   	-20.45   	 10.05   	 -66.12		  5.31   	 -10.17		
 -7.02   	-18.92   	  9.79   	 -66.12		  5.27   	 -10.17		
 -9.77   	-18.01   	  9.52   	 -66.12		  5.23   	 -10.17		
-14.04   	-18.01   	  9.26   	 -61.04		  5.19   	 -15.26		
-17.40   	-19.53   	  9.01   	 -55.95		  5.13   	 -15.26		
-17.40   	-21.67   	  8.79   	 -55.95		  5.07   	 -15.26		
-13.43   	-23.19   	  8.57   	 -50.86		  5.01   	 -10.17		
 -9.46   	-24.72   	  8.36   	 -40.69		  4.96   	 -15.26		
 -7.63   	-25.94   	  8.20   	 -40.69		  4.90   	 -10.17		
 -9.16   	-27.47   	  8.04   	 -35.61		  4.86   	  -5.09		
-12.82   	-29.30   	  7.89   	 -30.52		  4.84   	  -5.09		
-15.87   	-30.21   	  7.77   	 -30.52		  4.82   	   0.00		
-17.09   	-30.52   	  7.65   	 -25.43		  4.82   	   0.00		
-17.09   	-30.21   	  7.55   	 -20.35		  4.82   	   5.09		
-17.40   	-29.60   	  7.47   	 -20.35		  4.84   	   0.00		
-18.01   	-28.99   	  7.39   	 -20.35		  4.84   	   5.09		
-19.23   	-29.30   	  7.30   	 -20.35		  4.86   	   5.09		
-21.06   	-30.21   	  7.22   	 -20.35		  4.88   	   0.00		
-22.89   	-32.35   	  7.14   	 -25.43		  4.88   	   5.09		
-24.41   	-35.10   	  7.04   	 -20.35		  4.90   	   0.00		
-25.63   	-36.93   	  6.96   	 -20.35		  4.90   	   0.00		
-26.86   	-37.23   	  6.88   	 -20.35		  4.90   	   0.00		
-27.47   	-36.32   	  6.80   	 -15.26		  4.90   	   0.00		
-26.55   	-35.10   	  6.73   	 -20.35		  4.90   	   0.00		
-24.11   	-34.79   	  6.65   	 -15.26		  4.90   	   0.00		
-21.36   	-36.32   	  6.59   	 -15.26		  4.90   	   0.00		
-19.84   	-38.76   	  6.53   	 -15.26		  4.90   	   0.00		
-20.75   	-40.59   	  6.47   	 -10.17		  4.90   	  -5.09		
-22.89   	-41.20   	  6.43   	 -10.17		  4.88   	  -5.09		
-24.41   	-39.67   	  6.39   	 -10.17		  4.86   	  -5.09		
-24.41   	-36.93   	  6.35   	 -10.17		  4.84   	  -5.09		
-22.89   	-34.48   	  6.31   	 -10.17		  4.82   	 -10.17		
-21.67   	-33.57   	  6.27   	 -10.17		  4.78   	 -10.17		
-21.67   	-34.18   	  6.23   	 -10.17		  4.74   	  -5.09		
-22.89   	-36.01   	  6.19   	 -10.17		  4.72   	 -10.17		
-24.41   	-37.84   	  6.14   	 -15.26		  4.68   	 -10.17		
-25.63   	-39.37   	  6.08   	 -10.17		  4.64   	  -5.09		
-25.63   	-39.98   	  6.04   	 -10.17		  4.62   	 -10.17		
-24.41   	-39.67   	  6.00   	 -10.17		  4.58   	 -10.17		
-22.89   	-39.06   	  5.96   	 -10.17		  4.54   	  -5.09		
-22.89   	-38.45   	  5.92   	 -10.17		  4.52   	 -10.17		
-25.02   	-39.06   	  5.88   	 -10.17		  4.48   	  -5.09		
-28.38   	-39.98   	  5.84   	 -10.17		  4.46   	   0.00		
-31.13   	-40.89   	  5.80   	 -10.17		  4.46   	   0.00		
-30.82   	-40.89   	  5.76   	  -5.09		  4.46   	   5.09		
-27.77   	-39.98   	  5.74   	 -10.17		  4.48   	   5.09		
-22.89   	-38.15   	  5.70   	 -10.17		  4.50   	  10.17		
-19.23   	-36.32   	  5.66   	  -5.09		  4.54   	  10.17		
-18.01   	-34.48   	  5.64   	  -5.09		  4.58   	  10.17		
-18.62   	-33.57   	  5.62   	 -10.17		  4.62   	  10.17		
-19.53   	-33.57   	  5.57   	  -5.09		  4.66   	  10.17		
-20.14   	-34.48   	  5.55   	  -5.09		  4.70   	   5.09		
-20.45   	-35.71   	  5.53   	   0.00		  4.72   	   5.09		
-20.75   	-36.32   	  5.53   	  -5.09		  4.74   	   0.00		
-22.28   	-37.23   	  5.51   	   0.00		  4.74   	   5.09		
-24.41   	-37.84   	  5.51   	  -5.09		  4.76   	   0.00		
-25.33   	-37.84   	  5.49   	   0.00		  4.76   	   5.09		
-24.41   	-36.32   	  5.49   	  -5.09		  4.78   	   0.00		
-22.58   	-34.48   	  5.47   	   0.00		  4.78   	   0.00		
-21.06   	-33.57   	  5.47   	   0.00		  4.78   	   0.00		
-20.45   	-33.87   	  5.47   	  -5.09		  4.78   	   0.00		
-20.14   	-35.71   	  5.45   	   0.00		  4.78   	  -5.09		
-18.92   	-36.93   	  5.45   	  -5.09		  4.76   	  -5.09		
-16.48   	-36.62   	  5.43   	   0.00		  4.74   	 -10.17		
-14.04   	-34.79   	  5.43   	  -5.09		  4.70   	  -5.09		
-14.65   	-32.96   	  5.41   	   0.00		  4.68   	  -5.09		
-18.31   	-31.74   	  5.41   	  -5.09		  4.66   	  -5.09		
-22.89   	-30.82   	  5.39(D)	   0.00		  4.64   	  -5.09		
-25.33   	-30.21   	  5.39   	   0.00		  4.62   	  -5.09		
-22.28   	-29.30   	  5.39   	   0.00		  4.60   	   0.00		
-15.87   	-28.69   	  5.39   	   5.09		  4.60   	  -5.09		
-10.07   	-29.30   	  5.41   	   5.09		  4.58   	   5.09		
 -9.77   	-31.43   	  5.43   	   0.00		  4.60   	   0.00		
-14.95   	-34.18   	  5.43   	   5.09		  4.60   	   5.09		
-22.28   	-35.71   	  5.45   	   5.09		  4.62   	   5.09		
-27.16   	-35.10   	  5.47   	   0.00		  4.64   	   5.09		
-27.47   	-32.65   	  5.47   	   5.09		  4.66   	   5.09		
-24.11   	-28.99   	  5.49   	   0.00		  4.68   	   0.00		
-20.14   	-26.25   	  5.49   	   0.00		  4.68   	   5.09		
-18.31   	-25.33   	  5.49   	  -5.09		  4.70   	   0.00		
-18.62   	-26.55   	  5.47   	   0.00		  4.70   	   0.00		
-20.45   	-29.60   	  5.47   	   0.00		  4.70   	   5.09		
-21.67   	-33.57   	  5.47   	  -5.09		  4.72   	   0.00		
-21.36   	-36.62   	  5.45   	   0.00		  4.72   	   0.00		
-18.92   	-38.15   	  5.45   	   0.00		  4.72   	   5.09		
-15.87   	-37.23   	  5.45   	  -5.09		  4.74   	  -5.09		
-14.65   	-35.10   	  5.43   	   0.00		  4.72   	   0.00		
-15.56   	-32.65   	  5.43   	   0.00		  4.72   	  -5.09		
-17.70   	-30.52   	  5.43   	   5.09		  4.70   	 -10.17		
-19.53   	-29.91   	  5.45   	   0.00		  4.66   	  -5.09		
-19.23   	-29.91   	  5.45   	   0.00		  4.64   	 -10.17		
-17.70   	-29.91   	  5.45   	   5.09		  4.60   	  -5.09		
-16.48   	-29.60   	  5.47   	   0.00		  4.58   	  -5.09		
-17.09   	-28.99   	  5.47   	   5.09		  4.56   	  -5.09		
-19.53   	-28.69   	  5.49   	   0.00		  4.54   	  -5.09		
-21.67   	-28.69   	  5.49   	   5.09		  4.52   	   0.00		
-22.89   	-28.69   	  5.51   	   0.00		  4.52   	  -5.09		
-22.58   	-28.38   	  5.51   	   0.00		  4.50   	   0.00		
-20.75   	-26.86   	  5.51   	   5.09		  4.50   	   0.00		
-18.01   	-24.41   	  5.53   	  -5.09		  4.50   	   5.09		
-14.95   	-21.06   	  5.51   	   0.00		  4.52   	   0.00		
-12.21   	-18.01   	  5.51   	   0.00		  4.52   	   5.09		
-10.07   	-16.17   	  5.51   	   0.00		  4.54   	   5.09		
 -9.16   	-15.87   	  5.51   	   0.00		  4.56   	  10.17		
 -9.77   	-16.48   	  5.51   	  -5.09		  4.60   	   5.09		
-10.99   	-18.01   	  5.49   	   0.00		  4.62   	  10.17		
-11.90   	-18.92   	  5.49   	   0.00		  4.66   	   5.09		
-11.90   	-19.53   	  5.49   	   5.09		  4.68   	   0.00		
-11.60   	-19.84   	  5.51   	   0.00		  4.68   	   5.09		
-10.99   	-19.53   	  5.51   	   0.00		  4.70   	   0.00		
-10.38   	-18.92   	  5.51   	   5.09		  4.70   	   0.00		
 -9.46   	-18.01   	  5.53   	   0.00		  4.70   	   0.00		
 -8.54   	-17.09   	  5.53   	   0.00		  4.70   	   0.00		
 -7.93   	-16.48   	  5.53   	   5.09		  4.70   	   0.00		
 -8.85   	-17.09   	  5.55   	   0.00		  4.70   	   5.09		
-10.68   	-19.23   	  5.55   	   0.00		  4.72   	   0.00		
-12.21   	-22.89   	  5.55   	   5.09		  4.72   	   0.00		
-12.21   	-27.16   	  5.57   	   0.00		  4.72   	   5.09		
-11.29   	-29.60   	  5.57   	   0.00		  4.74   	  -5.09		
-11.29   	-28.69   	  5.57   	   0.00		  4.72   	   5.09		
-11.60   	-24.72   	  5.57   	   5.09		  4.74   	   0.00		
-12.21   	-19.53   	  5.60   	   5.09		  4.74   	   0.00		
-12.21   	-16.78   	  5.62   	  10.17		  4.74   	   5.09		
-11.90   	-17.40   	  5.66   	   5.09		  4.76   	   5.09		
-11.60   	-20.14   	  5.68   	  10.17		  4.78   	  10.17		
-11.60   	-21.97   	  5.72   	  10.17		  4.82   	   5.09		
-11.29   	-21.36   	  5.76   	   5.09		  4.84   	  10.17		
-10.38   	-19.84   	  5.78   	   5.09		  4.88   	   5.09		
 -9.16   	-19.23   	  5.80   	   5.09		  4.90   	   5.09		
 -7.63   	-20.75   	  5.82   	   5.09		  4.92   	   5.09		
 -6.71   	-22.89   	  5.84   	   0.00		  4.94   	   5.09		
 -7.02   	-23.80   	  5.84   	   0.00		  4.96   	   0.00		
 -8.24   	-23.19   	  5.84   	   0.00		  4.96   	   5.09		
-10.38   	-22.28   	  5.84   	  -5.09		  4.98   	   5.09		
-12.21   	-22.58   	  5.82   	   0.00		  5.01   	   5.09		
-12.51   	-24.11   	  5.82   	  -5.09		  5.03   	   5.09		
-10.07   	-25.63   	  5.80   	   0.00		  5.05   	   0.00		
 -7.32   	-26.25   	  5.80   	   0.00		  5.05   	   5.09		
 -6.10   	-26.55   	  5.80   	   5.09		  5.07(V)	  -5.09		
 -7.32   	-26.55   	  5.82   	   0.00		  5.05   	   0.00		
 -9.16   	-27.47   	  5.82   	  10.17		  5.05   	  -5.09		
-10.68   	-28.38   	  5.86   	   5.09		  5.03   	   0.00		
-10.68   	-28.69   	  5.88   	  10.17		  5.03   	  -5.09		
-10.38   	-28.08   	  5.92   	  10.17		  5.01   	  -5.09		
 -9.46   	-26.86   	  5.96   	   5.09		  4.98   	   0.00		
 -8.24   	-25.94   	  5.98   	  10.17		  4.98   	   0.00		
 -7.32   	-26.55   	  6.02   	   5.09		  4.98   	   0.00		
 -6.41   	-28.69   	  6.04   	  10.17		  4.98   	   0.00		
 -5.80   	-31.43   	  6.08   	   5.09		  4.98   	   0.00		
 -5.80   	-33.26   	  6.10   	   5.09		  4.98   	  10.17		
 -6.10   	-33.26   	  6.12   	   5.09		  5.03   	   5.09		
 -6.41   	-32.35   	  6.14   	   5.09		  5.05   	   5.09		
 -6.41   	-31.43   	  6.16   	   5.09		  5.07   	  10.17		
 -5.80   	-31.74   	  6.19   	   0.00		  5.11   	  15.26		
 -3.66   	-31.74   	  6.19   	   5.09		  5.17   	  10.17		
  0.31   	-28.69   	  6.21   	   5.09		  5.21   	  15.26		
  5.19   	-20.75   	  6.23   	   5.09		  5.27   	  15.26		
