  I     	  II     	  RV     	  RV'		  LV     	  LV'		
 21.36   	 21.36   	 15.63   	   0.00		 17.03   	  -5.09		
 21.97   	 10.07   	 15.63   	  -5.09		 17.01   	  -5.09		
 23.80   	  0.92   	 15.61   	  -5.09		 16.99   	 -10.17		
 25.33   	 -4.27   	 15.58   	 -10.17		 16.95   	  -5.09		
 23.80   	 -7.02   	 15.54   	 -15.26		 16.93   	   0.00		
 17.40   	-10.38   	 15.48   	 -20.35		 16.93   	  10.17		
  6.41   	-15.26   	 15.40   	 -25.43		 16.97   	  15.26		
 -7.02   	-20.75   	 15.30   	 -30.52		 17.03   	  25.43		
-20.45   	-25.94   	 15.18   	 -30.52		 17.13   	  35.61		
-32.65   	-31.74   	 15.06   	 -25.43		 17.27   	  40.69		
-42.72   	-40.59   	 14.95   	 -10.17		 17.44   	  45.78		
-48.83   	-52.80   	 14.91   	   5.09		 17.62   	  45.78		
-50.66   	-65.31   	 14.93   	  20.35		 17.80   	  40.69		
-49.44   	-73.55   	 15.02   	  40.69		 17.97   	  35.61		
-47.00   	-74.77   	 15.18   	  50.86		 18.11   	  30.52		
-45.78   	-70.80   	 15.38   	  55.95		 18.23   	  25.43		
-45.78   	-65.31   	 15.61   	  55.95		 18.33   	  25.43		
-46.39   	-61.65   	 15.83   	  45.78		 18.43   	  25.43		
-46.39   	-60.42   	 16.01   	  35.61		 18.54   	  25.43		
-46.08   	-60.12   	 16.15   	  25.43		 18.64   	  25.43		
-46.08   	-58.90   	 16.26   	   5.09		 18.74   	  30.52		
-47.00   	-55.85   	 16.28   	  -5.09		 18.86   	  25.43		
-47.61   	-52.49   	 16.26   	 -20.35		 18.96   	  20.35		
-46.39   	-50.05   	 16.17   	 -20.35		 19.04   	  25.43		
-43.03   	-49.44   	 16.09   	 -20.35		 19.15   	  20.35		
-39.67   	-50.05   	 16.01   	 -15.26		 19.23   	  25.43		
-38.45   	-50.35   	 15.95   	   0.00		 19.33   	  30.52		
-39.98   	-49.13   	 15.95   	  15.26		 19.45   	  40.69		
-43.03   	-47.00   	 16.01   	  30.52		 19.61   	  50.86		
-45.17   	-45.47   	 16.13   	  35.61		 19.82   	  66.12		
-46.08   	-45.47   	 16.28   	  45.78		 20.08   	  71.21		
-45.78   	-45.78   	 16.46   	  45.78		 20.37   	  81.38		
-43.03   	-42.72   	 16.64   	  50.86		 20.69   	  86.47		
-32.35   	-32.96   	 16.85   	  40.69		 21.04   	  81.38		
 -4.88   	-13.43   	 17.01   	  40.69		 21.36   	  76.30		
 46.39   	 19.23   	 17.17   	  25.43		 21.67   	  66.12		
120.54   	 69.89   	 17.27   	  15.26		 21.93   	  50.86		
209.96   	145.26   	 17.33   	   0.00		 22.14   	  40.69		
301.51   	244.75   	 17.33   	 -10.17		 22.30   	  25.43		
378.11   	347.29   	 17.29   	 -20.35		 22.40   	  25.43		
421.14   	412.90(R)	 17.21   	 -25.43		 22.50(E)	  30.52		
412.90   	403.44   	 17.11   	 -30.52		 22.62   	  50.86		
343.32   	308.84   	 16.99   	 -30.52		 22.83   	  71.21		
222.47   	158.69   	 16.87   	 -25.43		 23.11   	 106.82		
 81.18   	 10.07   	 16.76   	 -20.35		 23.54   	 152.59		
-40.89   	-89.42   	 16.68(E)	 -10.17		 24.15   	 208.54		
-114.14   	-124.82   	 16.64   	  20.35		 24.98   	 269.58		
-132.75   	-112.92   	 16.72   	  61.04		 26.06   	 345.88		
-115.36   	-80.87   	 16.97   	 111.90		 27.45   	 432.35		
-87.28   	-48.83   	 17.42   	 157.68		 29.18   	 528.99		
-66.22   	-26.55   	 18.05   	 193.29		 31.29   	 625.63		
-57.37   	-16.78   	 18.82   	 213.63		 33.79   	 727.36		
-56.46   	-18.62   	 19.67   	 213.63		 36.70   	 824.00		
-57.07   	-27.77   	 20.53   	 208.54		 40.00   	 915.56		
-56.46   	-37.54   	 21.36   	 188.20		 43.66   	 996.94		
-54.32   	-42.42   	 22.12   	 172.94		 47.65   	1073.24		
-52.49   	-41.20   	 22.81   	 162.77		 51.94   	1134.28		
-51.27   	-37.23   	 23.46   	 162.77		 56.48   	1169.88		
-50.66   	-34.48   	 24.11   	 157.68		 61.16   	1180.06		
-49.44   	-33.57   	 24.74   	 162.77		 65.88   	1164.80		
-47.91   	-33.87   	 25.39   	 172.94		 70.54   	1129.19		
-46.39   	-34.18   	 26.08   	 178.03		 75.06   	1078.33		
-45.78   	-33.57   	 26.80   	 183.11		 79.37   	1012.20		
-46.39   	-32.65   	 27.53   	 193.29		 83.42   	 925.73		
-47.61   	-31.74   	 28.30   	 198.37		 87.12   	 818.92		
-47.91   	-30.82   	 29.09   	 203.46		 90.40   	 707.02		
-46.69   	-30.21   	 29.91   	 203.46		 93.22   	 584.94		
-44.86   	-29.60   	 30.72   	 208.54		 95.56   	 483.21		
-42.72   	-28.38   	 31.56   	 208.54		 97.50   	 417.09		
-40.89   	-26.55   	 32.39   	 203.46		 99.17   	 376.40		
-39.06   	-24.11   	 33.20   	 198.37		100.67   	 366.22		
-37.84   	-22.28   	 34.00   	 183.11		102.14   	 366.22		
-37.54   	-21.06   	 34.73   	 157.68		103.60   	 366.22		
-38.15   	-19.84   	 35.36   	 122.07		105.07   	 361.14		
-38.15   	-18.31   	 35.85   	  76.30		106.51   	 340.79		
-36.32   	-15.87   	 36.15   	  35.61		107.87   	 310.27		
-32.65   	-11.90   	 36.30   	   0.00		109.11   	 284.84		
-27.47   	 -7.32   	 36.30   	 -30.52		110.25   	 254.32		
-22.58   	 -3.36   	 36.17   	 -40.69		111.27   	 239.06		
-19.53   	 -0.61   	 36.01   	 -45.78		112.23   	 233.98		
-18.62   	  0.61   	 35.83   	 -35.61		113.16   	 239.06		
-18.31   	  1.53   	 35.69   	 -25.43		114.12   	 244.15		
-17.09   	  3.05   	 35.58   	 -15.26		115.10   	 254.32		
-14.65   	  6.10   	 35.52   	  -5.09		116.11   	 249.24		
-10.68   	 10.07   	 35.50   	   0.00		117.11   	 244.15		
 -6.41   	 14.34   	 35.50   	  10.17		118.09   	 239.06		
 -3.36   	 18.31   	 35.54   	  10.17		119.04   	 228.89		
 -0.61   	 23.50   	 35.58   	  15.26		119.96   	 223.80		
  2.14   	 29.60   	 35.65   	  15.26		120.85   	 218.72		
  6.41   	 36.62   	 35.71   	  25.43		121.73   	 213.63		
 12.21   	 43.64   	 35.81   	  20.35		122.58   	 213.63		
 18.92   	 50.05   	 35.89   	  25.43		123.44   	 208.54		
 25.33   	 55.85   	 35.99   	  30.52		124.27   	 198.37		
 30.82   	 61.95   	 36.11   	  25.43		125.07   	 188.20		
 36.62   	 69.27   	 36.22   	  30.52		125.82   	 178.03		
 42.72   	 77.21   	 36.34   	  25.43		126.53   	 178.03		
 49.44   	 85.14   	 36.44   	  30.52		127.24   	 172.94		
 56.15   	 91.86   	 36.56   	  35.61		127.93   	 167.85		
 61.34   	 97.05   	 36.70   	  35.61		128.61   	 167.85		
 65.61   	101.62   	 36.85   	  35.61		129.28   	 152.59		
 70.50   	106.51   	 36.99   	  35.61		129.89   	 147.51		
 75.68   	111.69   	 37.13   	  25.43		130.48   	 132.25		
 80.57   	117.49   	 37.23   	  20.35		131.01   	 127.16		
 84.23   	122.38   	 37.31   	  15.26		131.52   	 122.07		
 85.75   	126.65   	 37.38   	  10.17		132.00   	 116.99		
 85.75   	130.00   	 37.42(S)	   0.00		132.47   	 116.99		
 86.06   	132.45   	 37.42   	   0.00		132.94   	 106.82		
 87.59   	133.97   	 37.42   	   0.00		133.37   	 101.73		
 89.72   	134.89   	 37.42   	  -5.09		133.77   	  91.56		
 90.64   	133.97   	 37.40   	   0.00		134.14   	  86.47		
 88.81   	129.70   	 37.40   	  -5.09		134.49   	  76.30		
 83.31   	122.38   	 37.38   	   0.00		134.79   	  71.21		
 74.77   	112.30   	 37.38   	   0.00		135.08   	  66.12		
 65.31   	101.01   	 37.38   	   5.09		135.34   	  55.95		
 55.85   	 90.33   	 37.40   	   0.00		135.56   	  50.86		
 47.00   	 80.57   	 37.40   	  -5.09		135.77   	  40.69		
 38.15   	 71.11   	 37.38   	   0.00		135.93   	  30.52		
 29.30   	 61.04   	 37.38   	 -10.17		136.05   	  25.43		
 20.75   	 50.35   	 37.33   	 -10.17		136.15   	  15.26		
 12.82   	 39.37   	 37.29   	 -20.35		136.22   	   5.09		
  6.10   	 29.30   	 37.21   	 -30.52		136.24(S)	  -5.09		
 -0.31   	 20.75   	 37.09   	 -35.61		136.22   	 -15.26		
 -6.41   	 12.21   	 36.95   	 -50.86		136.15   	 -30.52		
-12.51   	  3.36   	 36.74   	 -66.12		136.03   	 -50.86		
-18.31   	 -6.41   	 36.48   	 -86.47		135.83   	 -76.30		
-23.50   	-16.78   	 36.13   	-111.90		135.52   	-106.82		
-27.16   	-25.63   	 35.69   	-132.25		135.10   	-137.33		
-29.30   	-32.04   	 35.16   	-152.59		134.55   	-183.11		
-30.52   	-35.40   	 34.55   	-178.03		133.81   	-223.80		
-31.74   	-36.62   	 33.84   	-193.29		132.92   	-284.84		
-33.87   	-36.93   	 33.06   	-208.54		131.78   	-345.88		
-35.71   	-37.54   	 32.23   	-223.80		130.40   	-417.09		
-36.62   	-39.98   	 31.33   	-233.98		128.73   	-488.30		
-36.62   	-43.95   	 30.40   	-249.24		126.77   	-564.60		
-36.32   	-48.83   	 29.40   	-254.32		124.52   	-645.98		
-36.62   	-53.41   	 28.38   	-259.41		121.93   	-757.88		
-37.54   	-56.15   	 27.34   	-259.41		118.90   	-900.30		
-38.15   	-55.85   	 26.31   	-244.15		115.30   	-1068.15		
-37.23   	-53.41   	 25.33   	-223.80		111.03   	-1230.92		
-35.10   	-50.66   	 24.44   	-203.46		106.10   	-1373.34		
-32.96   	-48.52   	 23.62   	-188.20		100.61   	-1459.81		
-32.35   	-47.30   	 22.87   	-172.94		 94.77   	-1500.50		
-33.87   	-47.00   	 22.18   	-162.77		 88.77   	-1490.33		
-36.01   	-46.39   	 21.53   	-157.68		 82.81   	-1439.47		
-37.23   	-45.78   	 20.90   	-152.59		 77.05   	-1368.26		
-37.84   	-45.78   	 20.28   	-147.51		 71.58   	-1286.87		
-38.15   	-47.00   	 19.69   	-147.51		 66.43   	-1210.58		
-38.45   	-48.52   	 19.10   	-137.33		 61.59   	-1134.28		
-39.06   	-49.44   	 18.56   	-137.33		 57.05   	-1073.24		
-39.37   	-49.44   	 18.01   	-132.25		 52.76   	-1007.12		
-39.06   	-49.13   	 17.48   	-122.07		 48.73   	-935.91		
-39.37   	-48.83   	 16.99   	-111.90		 44.98   	-854.52		
-39.98   	-48.22   	 16.54   	 -96.64		 41.57   	-778.23		
-41.20   	-47.30   	 16.15   	 -76.30		 38.45   	-701.93		
-41.81   	-45.47   	 15.85   	 -61.04		 35.65   	-625.63		
-42.11   	-43.95   	 15.61   	 -45.78		 33.14   	-569.68		
-42.72   	-43.95   	 15.42   	 -45.78		 30.86   	-513.73		
-43.64   	-45.78   	 15.24   	 -40.69		 28.81   	-478.13		
-44.56   	-47.61   	 15.08   	 -40.69		 26.90   	-442.52		
-44.86   	-48.83   	 14.91   	 -50.86		 25.13   	-406.92		
-43.95   	-48.22   	 14.71   	 -55.95		 23.50   	-366.22		
-42.42   	-47.00   	 14.49   	 -50.86		 22.03   	-330.62		
-41.20   	-46.08   	 14.28   	 -50.86		 20.71   	-284.84		
-41.20   	-46.39   	 14.08   	 -40.69		 19.57   	-244.15		
-42.42   	-47.00   	 13.92   	 -40.69		 18.60   	-213.63		
-43.95   	-47.00   	 13.75   	 -25.43		 17.74   	-183.11		
-44.56   	-46.69   	 13.65   	 -20.35		 17.01   	-157.68		
-44.25   	-47.61   	 13.57   	 -15.26		 16.38   	-137.33		
-43.95   	-49.44   	 13.51   	 -10.17		 15.83   	-122.07		
-43.95   	-51.88   	 13.47   	 -10.17		 15.34   	-106.82		
-44.86   	-54.32   	 13.43(D)	   0.00		 14.91   	 -86.47		
-46.39   	-55.85   	 13.43   	   5.09		 14.57   	 -71.21		
-47.30   	-57.68   	 13.45   	   5.09		 14.28   	 -55.95		
-46.69   	-60.12   	 13.47   	   5.09		 14.06   	 -40.69		
-45.17   	-62.87   	 13.49   	  10.17		 13.90   	 -30.52		
-43.33   	-65.61   	 13.53   	  10.17		 13.77   	 -20.35		
-41.50   	-67.14   	 13.57   	  10.17		 13.69   	 -15.26		
-40.28   	-68.05   	 13.61   	  10.17		 13.63   	 -10.17		
-40.59   	-68.66   	 13.65   	  15.26		 13.59   	  -5.09		
-41.81   	-68.66   	 13.71   	  10.17		 13.57   	 -10.17		
-43.03   	-68.36   	 13.75   	  20.35		 13.53   	  -5.09		
-43.64   	-67.75   	 13.84   	  20.35		 13.51   	  -5.09		
-43.33   	-67.44   	 13.92   	  25.43		 13.49(D)	   0.00		
-42.11   	-68.05   	 14.02   	  20.35		 13.49   	   0.00		
-41.20   	-69.27   	 14.10   	  25.43		 13.49   	   5.09		
-40.28   	-70.50   	 14.20   	  20.35		 13.51   	   5.09		
-38.76   	-70.19   	 14.28   	  10.17		 13.53   	  15.26		
-36.62   	-67.44   	 14.32   	  10.17		 13.59   	  20.35		
-34.79   	-64.09   	 14.36   	   5.09		 13.67   	  20.35		
-34.79   	-61.95   	 14.38   	   0.00		 13.75   	  20.35		
-36.32   	-62.87   	 14.38   	   0.00		 13.84   	  25.43		
-38.15   	-65.92   	 14.38   	  -5.09		 13.94   	  30.52		
-39.06   	-69.27   	 14.36   	   0.00		 14.06   	  30.52		
-38.76   	-70.80   	 14.36   	   5.09		 14.18   	  35.61		
-37.84   	-70.19   	 14.38   	   5.09		 14.32   	  40.69		
-37.84   	-68.05   	 14.40   	  10.17		 14.49   	  40.69		
-37.84   	-66.53   	 14.45   	  10.17		 14.65   	  45.78		
-37.84   	-65.92   	 14.49   	  15.26		 14.83   	  45.78		
-37.23   	-65.92   	 14.55   	  10.17		 15.02   	  50.86		
-36.32   	-66.22   	 14.59   	  15.26		 15.22   	  50.86		
-35.71   	-66.22   	 14.65   	  15.26		 15.42   	  50.86		
-35.40   	-65.31   	 14.71   	  10.17		 15.63   	  50.86		
-35.40   	-64.39   	 14.75   	  10.17		 15.83   	  50.86		
-35.10   	-64.09   	 14.79   	   5.09		 16.03   	  45.78		
-34.79   	-65.31   	 14.81   	  10.17		 16.22   	  40.69		
-35.10   	-67.75   	 14.85   	   5.09		 16.38   	  35.61		
-36.01   	-70.19   	 14.87   	   5.09		 16.52   	  30.52		
-36.93   	-70.80   	 14.89   	  10.17		 16.64   	  20.35		
-36.93   	-68.66   	 14.93   	   5.09		 16.72   	  20.35		
-35.40   	-65.61   	 14.95   	  10.17		 16.81   	  10.17		
-33.26   	-64.09   	 14.99   	   5.09		 16.85   	  10.17		
-32.04   	-65.92   	 15.02   	   5.09		 16.89   	   0.00		
-32.04   	-69.27   	 15.04   	  10.17		 16.89   	   0.00		
-32.65   	-71.41   	 15.08   	   0.00		 16.89   	   0.00		
-32.65   	-69.58   	 15.08   	   5.09		 16.89   	  -5.09		
-31.13   	-64.70   	 15.10   	   5.09		 16.87   	  -5.09		
-29.30   	-59.51   	 15.12   	   0.00		 16.85   	 -10.17		
-28.08   	-56.76   	 15.12   	   0.00		 16.81   	 -10.17		
-28.38   	-57.07   	 15.12   	   0.00		 16.76   	  -5.09		
-28.99   	-58.90   	 15.12   	   0.00		 16.74   	 -10.17		
-27.77   	-59.20   	 15.12   	   0.00		 16.70   	  -5.09		
-23.80   	-55.54   	 15.12   	   0.00		 16.68   	  -5.09		
-17.40   	-47.61   	 15.12   	  -5.09		 16.66   	  -5.09		
-11.29   	-36.01   	 15.10   	   0.00		 16.64   	   0.00		
 -7.63   	-23.50   	 15.10   	   0.00		 16.64   	   0.00		
 -7.32   	-13.43   	 15.10   	  -5.09		 16.64   	  10.17		
 -9.16   	 -7.93   	 15.08   	   0.00		 16.68   	   5.09		
-10.38   	 -7.63   	 15.08   	  -5.09		 16.70   	  10.17		
 -8.85   	-10.38   	 15.06   	  -5.09		 16.74   	   5.09		
 -3.66   	-12.82   	 15.04   	   0.00		 16.76   	  10.17		
  3.66   	-11.29   	 15.04   	  -5.09		 16.81   	   0.00		
 11.60   	 -5.19   	 15.02   	   0.00		 16.81   	   5.09		
 18.62   	  4.88   	 15.02   	   0.00		 16.83   	   0.00		
 23.80   	 14.95   	 15.02   	  -5.09		 16.83   	   0.00		
 26.55   	 20.14   	 14.99   	   0.00		 16.83   	  -5.09		
 26.86   	 17.40   	 14.99   	  -5.09		 16.81   	  -5.09		
 25.94   	  7.02   	 14.97   	  -5.09		 16.79   	 -10.17		
 26.25   	 -5.49   	 14.95   	  -5.09		 16.74   	 -10.17		
 28.69   	-13.73   	 14.93   	  -5.09		 16.70   	 -15.26		
 32.04   	-15.87   	 14.91   	  -5.09		 16.64   	 -15.26		
 32.65   	-14.34   	 14.89   	 -15.26		 16.58   	 -10.17		
 28.38   	-14.04   	 14.83   	 -10.17		 16.54   	  -5.09		
 19.23   	-17.40   	 14.79   	 -15.26		 16.52   	   0.00		
  6.71   	-23.19   	 14.73   	 -15.26		 16.52   	  15.26		
 -6.71   	-29.30   	 14.67   	 -15.26		 16.58   	  20.35		
-20.14   	-36.32   	 14.61   	  -5.09		 16.66   	  30.52		
-32.96   	-45.17   	 14.59   	   0.00		 16.79   	  35.61		
-43.95   	-55.54   	 14.59   	  10.17		 16.93   	  35.61		
-50.66   	-65.31   	 14.63   	  15.26		 17.07   	  30.52		
-50.96   	-70.50   	 14.69   	  25.43		 17.19   	  35.61		
-46.39   	-70.19   	 14.79   	  35.61		 17.33   	  30.52		
-40.89   	-66.83   	 14.93   	  30.52		 17.46   	  25.43		
-38.15   	-64.09   	 15.06   	  25.43		 17.56   	  30.52		
-39.37   	-64.09   	 15.16   	  20.35		 17.68   	  30.52		
-43.03   	-66.22   	 15.24   	   5.09		 17.80   	  30.52		
-45.47   	-67.75   	 15.26   	 -10.17		 17.92   	  30.52		
-45.47   	-67.75   	 15.22   	 -20.35		 18.05   	  25.43		
-43.64   	-66.53   	 15.14   	 -30.52		 18.15   	  20.35		
-41.81   	-64.70   	 15.02   	 -40.69		 18.23   	  20.35		
-41.20   	-63.48   	 14.85   	 -35.61		 18.31   	  20.35		
-41.81   	-62.56   	 14.71   	 -30.52		 18.39   	  20.35		
-42.11   	-61.34   	 14.59   	 -15.26		 18.47   	  25.43		
-41.81   	-59.81   	 14.53   	   0.00		 18.58   	  30.52		
-41.50   	-58.29   	 14.53   	  10.17		 18.70   	  35.61		
-41.81   	-57.07   	 14.57   	  30.52		 18.84   	  45.78		
-43.33   	-56.15   	 14.69   	  35.61		 19.02   	  50.86		
-44.86   	-55.54   	 14.83   	  35.61		 19.23   	  61.04		
-45.78   	-53.71   	 14.97   	  35.61		 19.47   	  66.12		
-43.33   	-49.13   	 15.12   	  40.69		 19.74   	  71.21		
-32.96   	-39.06   	 15.28   	  30.52		 20.02   	  71.21		
 -7.63   	-21.67   	 15.40   	  35.61		 20.31   	  71.21		
 39.67   	  7.02   	 15.54   	  30.52		 20.59   	  66.12		
111.39   	 54.32   	 15.67   	  30.52		 20.85   	  55.95		
202.64   	127.56   	 15.79   	  25.43		 21.08   	  45.78		
301.82   	227.36   	 15.89   	  20.35		 21.26   	  40.69		
391.85   	335.08   	 15.97   	  10.17		 21.42   	  30.52		
450.74   	410.16(R)	 16.01   	  10.17		 21.55(E)	  30.52		
457.15   	408.63   	 16.05   	   0.00		 21.67   	  45.78		
398.25   	314.94   	 16.05   	   5.09		 21.85   	  71.21		
281.07   	156.86   	 16.07   	   0.00		 22.14   	 101.73		
135.50   	 -3.97   	 16.07   	   0.00		 22.54   	 147.51		
  3.05   	-110.47   	 16.07   	   0.00		 23.13   	 203.46		
-84.23   	-143.43   	 16.07   	  -5.09		 23.95   	 259.41		
-117.80   	-122.99   	 16.05   	 -15.26		 24.98   	 335.71		
-111.69   	-85.45   	 15.99   	 -15.26		 26.33   	 417.09		
-90.03   	-55.54   	 15.93(E)	  -5.09		 28.00   	 503.56		
-69.89   	-39.37   	 15.91   	  20.35		 30.01   	 600.20		
-57.68   	-33.57   	 15.99   	  66.12		 32.41   	 696.84		
-53.10   	-33.26   	 16.26   	 132.25		 35.20   	 788.40		
-53.10   	-37.23   	 16.79   	 188.20		 38.35   	 885.04		
-54.63   	-42.11   	 17.54   	 244.15		 41.89   	 976.60		
-56.15   	-45.78   	 18.51   	 269.58		 45.80   	1063.07		
-56.76   	-46.08   	 19.59   	 269.58		 50.05   	1129.19		
-55.85   	-43.95   	 20.67   	 254.32		 54.57   	1174.97		
-53.71   	-41.50   	 21.69   	 218.72		 59.27   	1185.14		
-50.96   	-39.67   	 22.56   	 183.11		 64.01   	1169.88		
-48.83   	-38.15   	 23.30   	 152.59		 68.69   	1129.19		
-47.30   	-36.62   	 23.91   	 132.25		 73.20   	1088.50		
-47.00   	-36.01   	 24.44   	 122.07		 77.56   	1027.46		
-46.39   	-36.01   	 24.92   	 132.25		 81.67   	 951.17		
-44.86   	-35.71   	 25.45   	 142.42		 85.47   	 864.70		
-41.50   	-34.18   	 26.02   	 172.94		 88.93   	 747.71		
-38.45   	-31.74   	 26.71   	 193.29		 91.92   	 625.63		
-38.15   	-28.99   	 27.49   	 208.54		 94.42   	 513.73		
-40.59   	-26.25   	 28.32   	 228.89		 96.48   	 432.35		
-43.03   	-24.11   	 29.24   	 223.80		 98.21   	 381.48		
-43.03   	-21.67   	 30.13   	 218.72		 99.74   	 381.48		
-39.98   	-20.45   	 31.01   	 193.29		101.26   	 386.57		
-35.40   	-20.75   	 31.78   	 162.77		102.81   	 396.74		
-32.04   	-22.58   	 32.43   	 127.16		104.39   	 396.74		
-30.52   	-24.41   	 32.94   	  81.38		105.98   	 371.31		
-30.21   	-24.41   	 33.27   	  40.69		107.47   	 335.71		
-29.60   	-21.97   	 33.43   	   5.09		108.81   	 284.84		
-28.69   	-17.40   	 33.45(S)	 -25.43		109.95   	 249.24		
-28.08   	-11.90   	 33.35   	 -50.86		110.95   	 228.89		
-26.86   	 -5.19   	 33.14   	 -61.04		111.86   	 223.80		
-25.33   	  3.05   	 32.90   	 -66.12		112.76   	 228.89		
-22.58   	 11.90   	 32.63   	 -50.86		113.67   	 249.24		
-18.62   	 20.14   	 32.43   	 -35.61		114.67   	 249.24		
-14.34   	 25.33   	 32.29   	 -15.26		115.67   	 249.24		
-10.38   	 27.47   	 32.23   	  -5.09		116.66   	 239.06		
 -7.63   	 27.77   	 32.21   	   5.09		117.62   	 223.80		
 -5.19   	 28.99   	 32.23   	   0.00		118.51   	 213.63		
 -3.36   	 33.26   	 32.23   	  -5.09		119.37   	 208.54		
  0.31   	 40.28   	 32.21   	 -10.17		120.20   	 203.46		
  6.41   	 49.44   	 32.17   	 -10.17		121.02   	 208.54		
 14.04   	 58.59   	 32.13   	 -10.17		121.85   	 208.54		
 21.36   	 66.83   	 32.09   	   0.00		122.69   	 198.37		
 27.47   	 74.16   	 32.09   	   5.09		123.48   	 193.29		
 32.65   	 82.09   	 32.11   	  10.17		124.25   	 183.11		
 37.54   	 90.64   	 32.15   	  10.17		124.98   	 167.85		
 42.42   	 99.79   	 32.19   	  20.35		125.66   	 167.85		
 48.22   	108.95   	 32.27   	  15.26		126.33   	 157.68		
 54.63   	117.19   	 32.33   	  15.26		126.96   	 162.77		
 62.26   	124.51   	 32.39   	  15.26		127.61   	 162.77		
 71.11   	132.45   	 32.45   	   0.00		128.26   	 162.77		
 79.65   	141.60   	 32.45   	  -5.09		128.91   	 152.59		
 85.45   	150.15   	 32.43   	 -20.35		129.52   	 142.42		
 87.59   	156.25   	 32.35   	 -20.35		130.09   	 127.16		
 88.20   	159.30   	 32.27   	 -25.43		130.60   	 122.07		
 89.11   	159.30   	 32.17   	 -20.35		131.09   	 116.99		
 91.86   	159.00   	 32.09   	 -15.26		131.56   	 111.90		
 95.21   	159.61   	 32.02   	 -10.17		132.00   	 111.90		
 97.05   	161.74   	 31.98   	  -5.09		132.45   	 106.82		
 96.44   	163.27   	 31.96   	  -5.09		132.88   	 101.73		
 93.99   	161.74   	 31.94   	  -5.09		133.29   	  91.56		
 90.33   	156.25   	 31.92   	   0.00		133.65   	  81.38		
 85.75   	148.01   	 31.92   	  -5.09		133.98   	  76.30		
 79.96   	139.16   	 31.90   	   0.00		134.28   	  66.12		
 72.94   	130.92   	 31.90   	   0.00		134.55   	  55.95		
 65.00   	123.60   	 31.90   	  -5.09		134.77   	  50.86		
 56.46   	115.36   	 31.88   	  -5.09		134.97   	  40.69		
 47.91   	104.37   	 31.86   	 -15.26		135.14   	  30.52		
 39.37   	 90.64   	 31.80   	 -25.43		135.26   	  25.43		
 31.13   	 75.99   	 31.70   	 -40.69		135.36   	  10.17		
 23.19   	 62.87   	 31.54   	 -50.86		135.40   	   5.09		
 15.26   	 51.88   	 31.33   	 -71.21		135.42(S)	  -5.09		
  6.71   	 41.20   	 31.05   	 -86.47		135.40   	 -25.43		
 -2.44   	 29.30   	 30.70   	-111.90		135.30   	 -35.61		
-10.68   	 15.56   	 30.25   	-137.33		135.16   	 -61.04		
-17.09   	  1.83   	 29.70   	-152.59		134.91   	 -86.47		
-20.45   	 -9.77   	 29.09   	-178.03		134.57   	-116.99		
-22.58   	-18.62   	 28.38   	-188.20		134.10   	-147.51		
-25.02   	-25.94   	 27.63   	-203.46		133.51   	-188.20		
-28.99   	-31.74   	 26.82   	-213.63		132.76   	-223.80		
-32.65   	-35.10   	 25.96   	-223.80		131.86   	-269.58		
-34.48   	-35.10   	 25.07   	-228.89		130.78   	-330.62		
-34.18   	-32.96   	 24.15   	-233.98		129.46   	-401.83		
-32.04   	-32.04   	 23.21   	-233.98		127.85   	-498.47		
-30.52   	-34.79   	 22.28   	-228.89		125.86   	-600.20		
-30.82   	-41.81   	 21.36   	-228.89		123.46   	-712.10		
-32.65   	-49.44   	 20.45   	-223.80		120.61   	-839.26		
-33.87   	-54.63   	 19.55   	-208.54		117.25   	-971.51		
-33.57   	-54.93   	 18.72   	-198.37		113.37   	-1108.85		
-32.35   	-51.57   	 17.92   	-167.85		108.93   	-1246.18		
-31.13   	-46.08   	 17.25   	-147.51		103.95   	-1358.08		
-31.13   	-40.59   	 16.66   	-122.07		 98.51   	-1439.47		
-31.43   	-34.79   	 16.17   	-111.90		 92.76   	-1480.16		
-31.43   	-29.91   	 15.73   	 -96.64		 86.84   	-1480.16		
-31.43   	-26.86   	 15.34   	 -96.64		 80.92   	-1444.55		
-31.74   	-27.16   	 14.95   	 -86.47		 75.14   	-1378.43		
-33.26   	-31.13   	 14.61   	 -81.38		 69.62   	-1302.13		
-35.40   	-37.54   	 14.28   	 -66.12		 64.41   	-1215.66		
-36.93   	-44.25   	 14.02   	 -55.95		 59.55   	-1139.36		
-37.23   	-48.22   	 13.79   	 -45.78		 54.99   	-1057.98		
-37.23   	-48.83   	 13.61   	 -50.86		 50.76   	-991.86		
-37.54   	-45.47   	 13.41   	 -50.86		 46.80   	-925.73		
-38.45   	-40.28   	 13.20   	 -55.95		 43.09   	-859.61		
-38.76   	-35.71   	 12.98   	 -55.95		 39.65   	-788.40		
-38.45   	-33.57   	 12.76   	 -61.04		 36.50   	-727.36		
-37.84   	-32.04   	 12.51   	 -55.95		 33.59   	-656.15		
-37.23   	-29.60   	 12.29   	 -45.78		 30.97   	-600.20		
-37.23   	-23.80   	 12.11   	 -40.69		 28.57   	-544.25		
-37.54   	-16.48   	 11.94   	 -35.61		 26.39   	-498.47		
-37.84   	-11.90   	 11.80   	 -25.43		 24.39   	-447.61		
-37.23   	-13.73   	 11.70   	 -25.43		 22.60   	-412.00		
-36.62   	-21.06   	 11.60   	 -20.35		 20.96   	-366.22		
