  I     	  II     	  CH1     	  CH1'		  PW     	  PW'		
-40.89   	-42.11   	 -0.53   	   0.00		 10.62   	 -50.86		
-38.15   	-38.15   	 -0.53   	   0.00		 10.42   	 -35.61		
-36.32   	-34.48   	 -0.53   	   0.00		 10.27   	 -20.35		
-33.87   	-29.30   	 -0.53   	   0.00		 10.19   	 -10.17		
-30.52   	-22.28   	 -0.53   	   5.09		 10.15   	   0.00		
-25.02   	-13.43   	 -0.51   	   5.09		 10.15   	   0.00		
-17.70   	 -3.66   	 -0.49   	  -5.09		 10.15   	  10.17		
 -9.77   	  6.41   	 -0.51   	   0.00		 10.19   	   5.09		
 -1.22   	 16.48   	 -0.51   	   0.00		 10.21   	   0.00		
  6.71   	 27.16   	 -0.51   	   5.09		 10.21   	   0.00		
 14.95   	 39.06   	 -0.49   	   0.00		 10.21   	  -5.09		
 22.89   	 52.19   	 -0.49   	   0.00		 10.19   	 -10.17		
 31.43   	 65.00   	 -0.49   	   0.00		 10.15   	 -15.26		
 40.59   	 78.13   	 -0.49   	   0.00		 10.09   	 -15.26		
 50.35   	 91.55   	 -0.49   	   0.00		 10.03   	 -20.35		
 61.04   	105.59   	 -0.49   	   0.00		  9.95   	 -20.35		
 71.11   	119.63   	 -0.49   	   0.00		  9.87   	 -20.35		
 79.96   	132.45   	 -0.49   	   0.00		  9.79   	 -20.35		
 86.98   	142.82   	 -0.49   	   0.00		  9.70   	 -20.35		
 92.16   	151.37   	 -0.49   	   0.00		  9.62   	 -20.35		
 96.44   	158.69   	 -0.49   	   5.09		  9.54   	 -20.35		
 99.79   	165.10   	 -0.47   	   0.00		  9.46   	 -15.26		
101.62   	170.90   	 -0.47   	   0.00		  9.40   	 -15.26		
101.01   	174.56   	 -0.47   	   0.00		  9.34   	 -20.35		
 97.96   	175.17   	 -0.47   	   0.00		  9.26   	 -20.35		
 92.77   	172.42   	 -0.47   	   0.00		  9.18   	 -20.35		
 86.67   	166.63   	 -0.47   	   0.00		  9.09   	 -25.43		
 79.65   	158.08   	 -0.47   	  -5.09		  8.99   	 -25.43		
 72.02   	146.48   	 -0.49   	   0.00		  8.89   	 -30.52		
 62.87   	130.92   	 -0.49   	   0.00		  8.77   	 -20.35		
 50.96   	111.08   	 -0.49   	   0.00		  8.69   	 -25.43		
 37.23   	 87.59   	 -0.49   	  -5.09		  8.59   	 -10.17		
 22.28   	 62.87   	 -0.51   	   0.00		  8.55   	   0.00		
  7.32   	 39.06   	 -0.51   	  -5.09		  8.55   	   5.09		
 -6.10   	 18.31   	 -0.53   	   0.00		  8.57   	  20.35		
-18.01   	  1.22   	 -0.53   	   0.00		  8.65   	  30.52		
-28.08   	-12.51   	 -0.53   	   0.00		  8.77   	  25.43		
-36.32   	-23.80   	 -0.53   	  -5.09		  8.87   	  30.52		
-43.33   	-33.26   	 -0.55   	   0.00		  8.99   	  25.43		
-49.44   	-41.50   	 -0.55   	   0.00		  9.09   	  15.26		
-54.93   	-49.13   	 -0.55   	  -5.09		  9.16   	  10.17		
-59.20   	-55.24   	 -0.57   	  -5.09		  9.20   	   5.09		
-62.26   	-59.81   	 -0.59   	   0.00		  9.22   	   0.00		
-64.39   	-62.26   	 -0.59   	  -5.09		  9.22   	   0.00		
-65.61   	-63.78   	 -0.61   	   0.00		  9.22   	   0.00		
-67.44   	-65.31   	 -0.61   	   5.09		  9.22   	   5.09		
-69.89   	-67.75   	 -0.59   	   5.09		  9.24   	  10.17		
-72.94   	-71.11   	 -0.57   	  -5.09		  9.28   	  10.17		
-75.68   	-73.55   	 -0.59   	   5.09		  9.32   	  15.26		
-76.90   	-74.46   	 -0.57   	   0.00		  9.38   	  10.17		
-76.29   	-72.63   	 -0.57   	   0.00		  9.42   	  10.17		
-75.07   	-69.89   	 -0.57   	   5.09		  9.46   	   0.00		
-74.16   	-67.75   	 -0.55   	   0.00		  9.46   	  -5.09		
-74.16   	-66.53   	 -0.55   	   5.09		  9.44   	 -25.43		
-75.07   	-66.22   	 -0.53   	   5.09		  9.34   	 -40.69		
-76.60   	-65.92   	 -0.51   	   0.00		  9.18   	 -61.04		
-77.51   	-64.70   	 -0.51   	   0.00		  8.93   	 -71.21		
-77.51   	-62.87   	 -0.51   	   5.09		  8.65   	 -86.47		
-76.90   	-60.42   	 -0.49   	   0.00		  8.30   	 -86.47		
-75.99   	-58.59   	 -0.49   	   0.00		  7.96   	 -86.47		
-75.07   	-57.37   	 -0.49   	   5.09		  7.61   	 -76.30		
-73.24   	-56.76   	 -0.47   	   0.00		  7.30   	 -55.95		
-71.41   	-55.85   	 -0.47   	   0.00		  7.08   	 -35.61		
-68.97   	-54.32   	 -0.47   	   0.00		  6.94   	 -20.35		
-67.14   	-51.88   	 -0.47   	   5.09		  6.86   	   5.09		
-66.22   	-49.74   	 -0.45   	   0.00		  6.88   	  20.35		
-65.31   	-48.52   	 -0.45   	   0.00		  6.96   	  30.52		
-64.70   	-47.91   	 -0.45   	   5.09		  7.08   	  40.69		
-63.48   	-47.91   	 -0.43   	   0.00		  7.24   	  50.86		
-61.95   	-47.91   	 -0.43   	   0.00		  7.45   	  55.95		
-60.42   	-47.00   	 -0.43   	   0.00		  7.67   	  66.12		
-59.20   	-45.78   	 -0.43   	   0.00		  7.93   	  71.21		
-57.98   	-44.56   	 -0.43   	  -5.09		  8.22   	  76.30		
-56.46   	-43.33   	 -0.45   	   0.00		  8.52   	  81.38		
-54.93   	-43.03   	 -0.45   	   0.00		  8.85   	  86.47		
-53.71   	-43.03   	 -0.45   	  -5.09		  9.20   	  76.30		
-53.41   	-43.95   	 -0.47   	   0.00		  9.50   	  71.21		
-54.32   	-44.86   	 -0.47   	   0.00		  9.79   	  50.86		
-55.54   	-46.08   	 -0.47   	  -5.09		  9.99   	  35.61		
-56.46   	-47.00   	 -0.49   	  -5.09		 10.13   	  15.26		
-55.24   	-47.30   	 -0.51   	   0.00		 10.19(V)	   0.00		
-52.49   	-47.30   	 -0.51   	  -5.09		 10.19   	 -20.35		
-49.44   	-47.61   	 -0.53   	   0.00		 10.11   	 -25.43		
-47.30   	-48.83   	 -0.53   	  -5.09		 10.01   	 -30.52		
-47.30   	-50.66   	 -0.55   	   0.00		  9.89   	 -30.52		
-48.52   	-52.49   	 -0.55   	   0.00		  9.77   	 -30.52		
-50.35   	-53.41   	 -0.55   	   0.00		  9.64   	 -20.35		
-51.57   	-53.10   	 -0.55   	   0.00		  9.56   	 -15.26		
-52.19   	-52.49   	 -0.55   	  -5.09		  9.50   	  -5.09		
-52.19   	-52.80   	 -0.57   	   0.00		  9.48   	  -5.09		
-51.57   	-54.02   	 -0.57   	   0.00		  9.46   	   0.00		
-50.96   	-55.85   	 -0.57   	  -5.09		  9.46   	   0.00		
-50.05   	-57.37   	 -0.59   	   0.00		  9.46   	   5.09		
-49.74   	-57.98   	 -0.59   	   0.00		  9.48   	  -5.09		
-49.74   	-57.68   	 -0.59   	   5.09		  9.46   	   0.00		
-50.35   	-56.46   	 -0.57   	   0.00		  9.46   	  -5.09		
-50.66   	-55.54   	 -0.57   	  -5.09		  9.44   	 -10.17		
-50.66   	-54.63   	 -0.59   	   0.00		  9.40   	  -5.09		
-50.35   	-54.32   	 -0.59   	   5.09		  9.38   	   0.00		
-50.35   	-54.63   	 -0.57   	   0.00		  9.38   	  -5.09		
-50.05   	-55.54   	 -0.57   	  -5.09		  9.36   	   0.00		
-49.13   	-55.85   	 -0.59   	   5.09		  9.36   	   0.00		
-48.22   	-55.24   	 -0.57   	   5.09		  9.36   	   0.00		
-47.00   	-54.02   	 -0.55   	   0.00		  9.36   	   5.09		
-46.08   	-52.49   	 -0.55   	   5.09		  9.38   	   5.09		
-46.08   	-51.88   	 -0.53   	   0.00		  9.40   	   0.00		
-46.08   	-52.19   	 -0.53   	   5.09		  9.40   	   5.09		
-46.39   	-53.10   	 -0.51   	   0.00		  9.42   	   0.00		
-46.08   	-53.41   	 -0.51   	   5.09		  9.42   	   0.00		
-45.78   	-52.80   	 -0.49   	   5.09		  9.42   	   0.00		
-45.17   	-51.27   	 -0.47   	   0.00		  9.42   	   0.00		
-45.17   	-50.05   	 -0.47   	   0.00		  9.42   	  -5.09		
-45.78   	-49.74   	 -0.47   	   0.00		  9.40   	   0.00		
-47.00   	-50.35   	 -0.47   	   5.09		  9.40   	   0.00		
-47.91   	-51.27   	 -0.45   	  -5.09		  9.40   	   0.00		
-48.52   	-51.27   	 -0.47   	   0.00		  9.40   	   0.00		
-47.61   	-50.96   	 -0.47   	   5.09		  9.40   	   0.00		
-46.69   	-50.05   	 -0.45   	   0.00		  9.40   	   0.00		
-45.47   	-49.44   	 -0.45   	   0.00		  9.40   	  -5.09		
-44.25   	-48.22   	 -0.45   	  -5.09		  9.38   	   0.00		
-42.72   	-45.17   	 -0.47   	   0.00		  9.38   	  -5.09		
-39.98   	-38.15   	 -0.47   	   0.00		  9.36   	   0.00		
-35.40   	-25.63   	 -0.47   	   0.00		  9.36   	  -5.09		
-28.99   	 -7.32   	 -0.47   	  -5.09		  9.34   	  -5.09		
-21.36   	 14.34   	 -0.49   	   0.00		  9.32   	   0.00		
-14.04   	 34.48   	 -0.49   	   0.00		  9.32   	  -5.09		
 -7.63   	 47.61   	 -0.49   	   5.09		  9.30   	   0.00		
 -2.44   	 51.27   	 -0.47   	   0.00		  9.30   	   0.00		
  2.14   	 48.22   	 -0.47   	  -5.09		  9.30   	   5.09		
  7.02   	 45.47   	 -0.49   	   0.00		  9.32   	   0.00		
 13.43   	 51.27   	 -0.49   	  -5.09		  9.32   	   0.00		
 21.67   	 68.66   	 -0.51   	   0.00		  9.32   	   5.09		
 30.52   	 92.77   	 -0.51   	  -5.09		  9.34   	   5.09		
 39.67   	112.61   	 -0.53   	   0.00		  9.36   	   0.00		
 47.30   	118.71   	 -0.53   	   0.00		  9.36   	   0.00		
 52.19   	109.86   	 -0.53   	   0.00		  9.36   	   0.00		
 53.10   	 94.30   	 -0.53   	  -5.09		  9.36   	   0.00		
 49.44   	 81.79   	 -0.55   	   0.00		  9.36   	   0.00		
 41.81   	 76.60   	 -0.55   	   0.00		  9.36   	   0.00		
 31.43   	 74.77   	 -0.55   	   0.00		  9.36   	   0.00		
 19.84   	 68.05   	 -0.55   	   0.00		  9.36   	   0.00		
  6.10   	 49.13   	 -0.55   	  -5.09		  9.36   	   0.00		
 -9.77   	 18.92   	 -0.57   	   0.00		  9.36   	   0.00		
-26.86   	-16.17   	 -0.57   	   0.00		  9.36   	  -5.09		
-41.81   	-48.52   	 -0.57   	   0.00		  9.34   	   0.00		
-51.57   	-71.41   	 -0.57   	   0.00		  9.34   	   0.00		
-54.32   	-83.92   	 -0.57   	   0.00		  9.34   	  -5.09		
-52.49   	-88.50   	 -0.57   	   0.00		  9.32   	  -5.09		
-50.05   	-90.03   	 -0.57   	   5.09		  9.30   	 -10.17		
-50.05   	-92.47   	 -0.55   	   0.00		  9.26   	 -15.26		
-52.80   	-97.05   	 -0.55   	   5.09		  9.20   	 -20.35		
-56.46   	-102.54   	 -0.53   	   0.00		  9.11   	 -25.43		
-59.20   	-107.12   	 -0.53   	   0.00		  9.01   	 -25.43		
-61.04   	-110.17   	 -0.53   	   0.00		  8.91   	 -35.61		
-61.65   	-111.69   	 -0.53   	   5.09		  8.77   	 -40.69		
-61.65   	-112.00   	 -0.51   	   0.00		  8.61   	 -40.69		
-61.65   	-111.08   	 -0.51   	   0.00		  8.44   	 -35.61		
-60.73   	-109.25   	 -0.51   	   0.00		  8.30   	 -30.52		
-59.51   	-107.42   	 -0.51   	   0.00		  8.18   	 -20.35		
-57.98   	-110.47   	 -0.51   	  -5.09		  8.10   	 -10.17		
-57.37   	-126.34   	 -0.53   	   0.00		  8.06   	   0.00		
-54.32   	-155.64   	 -0.53   	   5.09		  8.06   	  20.35		
-38.76   	-183.41   	 -0.51   	   0.00		  8.14   	  30.52		
  6.71   	-178.22   	 -0.51   	   0.00		  8.26   	  40.69		
 98.88   	-104.37   	 -0.51   	   0.00		  8.42   	  40.69		
248.11   	 55.85   	 -0.51   	   0.00		  8.59   	  45.78		
448.61   	288.70   	 -0.51   	   5.09		  8.77   	  45.78		
675.66   	552.37   	 -0.49   	   0.00		  8.95   	  35.61		
887.15   	798.34   	 -0.49   	   0.00		  9.09   	  61.04		
1040.34   	1112.67   	 -0.49   	   0.00		  9.34   	  25.43		
878.60   	1132.81(R)	 -0.49   	   0.00		  9.44   	  25.43		
556.64   	1034.85   	 -0.49   	   0.00		  9.54   	  30.52		
157.78   	824.89   	 -0.49   	  -5.09		  9.66   	  30.52		
-191.04   	547.49   	 -0.51   	   0.00		  9.79   	  40.69		
-379.33   	278.93   	 -0.51   	  -5.09		  9.95   	  40.69		
-377.50   	 88.50   	 -0.53   	   0.00		 10.11   	  45.78		
-252.69   	 -4.58   	 -0.53   	   0.00		 10.29   	  40.69		
-115.97   	-31.74   	 -0.53   	   0.00		 10.46   	  45.78		
-46.69   	-40.59   	 -0.53   	   0.00		 10.64   	  35.61		
-54.32   	-58.90   	 -0.53   	   0.00		 10.78   	  35.61		
-97.05   	-85.45   	 -0.53   	   0.00		 10.93   	  30.52		
-126.34   	-105.29   	 -0.53   	   0.00		 11.05   	  30.52		
-125.12   	-110.47   	 -0.53   	   5.09		 11.17   	  30.52		
-105.90   	-106.20   	 -0.51   	   0.00		 11.29   	  25.43		
-89.42   	-102.84   	 -0.51   	  -5.09		 11.39   	  25.43		
-85.14   	-104.68   	 -0.53   	   0.00		 11.50   	  25.43		
-88.81   	-109.56   	 -0.53   	   5.09		 11.60   	  15.26		
-93.38   	-113.22   	 -0.51   	   0.00		 11.66   	   5.09		
-93.99   	-113.53   	 -0.51   	  -5.09		 11.68   	   0.00		
-90.94   	-111.39   	 -0.53   	   0.00		 11.68   	 -10.17		
-86.36   	-108.34   	 -0.53   	   0.00		 11.64   	 -15.26		
-83.31   	-106.20   	 -0.53   	   0.00		 11.58   	 -15.26		
-81.79   	-104.98   	 -0.53   	   0.00		 11.52   	 -15.26		
-81.48   	-104.68   	 -0.53   	   0.00		 11.45   	 -10.17		
-80.57   	-103.15   	 -0.53   	   5.09		 11.41   	   0.00		
-78.74   	-100.10   	 -0.51   	  -5.09		 11.41   	  15.26		
-76.90   	-96.44   	 -0.53   	   0.00		 11.48   	  25.43		
-75.07   	-92.77   	 -0.53   	   0.00		 11.58   	  35.61		
-73.85   	-89.42   	 -0.53   	   0.00		 11.72   	  45.78		
-72.33   	-86.36   	 -0.53   	   0.00		 11.90   	  50.86		
-70.50   	-82.70   	 -0.53   	   0.00		 12.11   	  40.69		
-68.36   	-79.04   	 -0.53   	   5.09		 12.27   	  35.61		
-66.53   	-75.38   	 -0.51   	   0.00		 12.41   	  15.26		
-64.70   	-71.72   	 -0.51   	   0.00		 12.47(A)	 -10.17		
-63.17   	-68.36   	 -0.51   	  -5.09		 12.43   	 -25.43		
-61.34   	-64.70   	 -0.53   	   0.00		 12.33   	 -40.69		
-59.51   	-60.42   	 -0.53   	   0.00		 12.17   	 -61.04		
-57.37   	-55.85   	 -0.53   	  -5.09		 11.92   	 -66.12		
-54.32   	-50.66   	 -0.55   	   5.09		 11.66   	 -66.12		
-50.35   	-45.78   	 -0.53   	  -5.09		 11.39   	 -66.12		
-45.78   	-40.59   	 -0.55   	   0.00		 11.13   	 -61.04		
-41.20   	-35.10   	 -0.55   	   0.00		 10.89   	 -45.78		
-36.62   	-29.30   	 -0.55   	   0.00		 10.70   	 -40.69		
-32.04   	-22.58   	 -0.55   	   5.09		 10.54   	 -25.43		
-26.55   	-14.65   	 -0.53   	  -5.09		 10.44   	 -15.26		
-20.14   	 -5.49   	 -0.55   	   0.00		 10.38   	 -10.17		
-12.82   	  4.27   	 -0.55   	   0.00		 10.34   	 -10.17		
 -5.80   	 14.04   	 -0.55   	   5.09		 10.29   	  -5.09		
  0.92   	 22.89   	 -0.53   	   0.00		 10.27   	 -10.17		
  7.02   	 31.43   	 -0.53   	   0.00		 10.23   	 -15.26		
 13.73   	 40.59   	 -0.53   	   0.00		 10.17   	 -20.35		
 21.67   	 51.57   	 -0.53   	   5.09		 10.09   	 -20.35		
 30.82   	 64.39   	 -0.51   	   0.00		 10.01   	 -30.52		
 40.59   	 79.35   	 -0.51   	   0.00		  9.89   	 -30.52		
 50.96   	 94.60   	 -0.51   	   5.09		  9.77   	 -30.52		
 61.65   	109.86   	 -0.49   	  -5.09		  9.64   	 -35.61		
 72.63   	123.90   	 -0.51   	   0.00		  9.50   	 -35.61		
 83.31   	136.41   	 -0.51   	   5.09		  9.36   	 -35.61		
 92.77   	147.71   	 -0.49   	   0.00		  9.22   	 -30.52		
100.40   	157.78   	 -0.49   	   0.00		  9.09   	 -20.35		
105.90   	165.71   	 -0.49   	   5.09		  9.01   	 -20.35		
109.25   	172.12   	 -0.47   	  -5.09		  8.93   	 -10.17		
111.08   	177.00   	 -0.49   	   0.00		  8.89   	 -10.17		
111.69   	180.66   	 -0.49   	  -5.09		  8.85   	   0.00		
110.78   	183.41   	 -0.51   	   5.09		  8.85   	  -5.09		
108.34   	184.33   	 -0.49   	   0.00		  8.83   	 -10.17		
104.98   	182.80   	 -0.49   	   0.00		  8.79   	  -5.09		
100.10   	178.22   	 -0.49   	   0.00		  8.77   	 -15.26		
 93.99   	169.37   	 -0.49   	   0.00		  8.71   	 -15.26		
 85.45   	155.94   	 -0.49   	   0.00		  8.65   	 -20.35		
 74.16   	138.55   	 -0.49   	  -5.09		  8.57   	 -15.26		
 60.12   	117.80   	 -0.51   	   0.00		  8.50   	 -20.35		
 44.86   	 94.91   	 -0.51   	   0.00		  8.42   	 -10.17		
 29.60   	 71.11   	 -0.51   	   0.00		  8.38   	 -10.17		
 14.65   	 48.52   	 -0.51   	   0.00		  8.34   	 -10.17		
  1.22   	 28.69   	 -0.51   	   0.00		  8.30   	 -10.17		
-10.68   	 11.90   	 -0.51   	  -5.09		  8.26   	 -10.17		
-21.67   	 -1.83   	 -0.53   	   0.00		  8.22   	 -10.17		
-31.13   	-14.34   	 -0.53   	   0.00		  8.18   	 -15.26		
-39.06   	-26.25   	 -0.53   	  -5.09		  8.12   	 -15.26		
-45.47   	-37.54   	 -0.55   	  -5.09		  8.06   	 -20.35		
-50.35   	-47.00   	 -0.57   	   0.00		  7.98   	 -20.35		
-54.32   	-54.02   	 -0.57   	  -5.09		  7.89   	 -15.26		
-57.68   	-58.29   	 -0.59   	   0.00		  7.83   	 -10.17		
-59.81   	-61.04   	 -0.59   	   0.00		  7.79   	   0.00		
-61.04   	-63.48   	 -0.59   	   0.00		  7.79   	   0.00		
-61.04   	-65.31   	 -0.59   	   0.00		  7.79   	   5.09		
-60.42   	-66.22   	 -0.59   	  -5.09		  7.81   	  10.17		
-60.12   	-65.31   	 -0.61   	   5.09		  7.85   	   5.09		
-60.42   	-63.48   	 -0.59   	   5.09		  7.87(V)	   0.00		
-61.95   	-61.34   	 -0.57   	   0.00		  7.87   	  -5.09		
-64.09   	-61.04   	 -0.57   	   5.09		  7.85   	 -20.35		
-65.92   	-61.65   	 -0.55   	   0.00		  7.77   	 -30.52		
-67.14   	-62.87   	 -0.55   	   0.00		  7.65   	 -45.78		
-68.05   	-62.56   	 -0.55   	   5.09		  7.47   	 -71.21		
-68.97   	-60.73   	 -0.53   	   0.00		  7.18   	 -81.38		
-69.89   	-58.29   	 -0.53   	   0.00		  6.86   	-106.82		
-70.50   	-56.76   	 -0.53   	   5.09		  6.43   	-111.90		
-70.19   	-56.46   	 -0.51   	   0.00		  5.98   	-127.16		
-68.36   	-56.46   	 -0.51   	   0.00		  5.47   	-122.07		
-66.22   	-54.93   	 -0.51   	   0.00		  4.98   	-111.90		
-64.09   	-51.27   	 -0.51   	   5.09		  4.54   	 -96.64		
-63.17   	-47.00   	 -0.49   	   0.00		  4.15   	 -61.04		
-62.87   	-43.64   	 -0.49   	   0.00		  3.91   	 -25.43		
-62.87   	-43.33   	 -0.49   	   0.00		  3.80   	  20.35		
-62.26   	-45.47   	 -0.49   	   0.00		  3.89   	  55.95		
-61.34   	-48.83   	 -0.49   	   0.00		  4.11   	  91.56		
-60.12   	-51.27   	 -0.49   	   5.09		  4.48   	 106.82		
-58.59   	-51.57   	 -0.47   	   0.00		  4.90   	 122.07		
-56.15   	-50.05   	 -0.47   	   0.00		  5.39   	 111.90		
-54.32   	-47.91   	 -0.47   	   0.00		  5.84   	 101.73		
-53.10   	-46.39   	 -0.47   	   0.00		  6.25   	  76.30		
-52.49   	-46.39   	 -0.47   	   0.00		  6.55   	  55.95		
-52.49   	-47.91   	 -0.47   	   0.00		  6.78   	  30.52		
-51.88   	-49.44   	 -0.47   	   0.00		  6.90   	   5.09		
-50.05   	-49.74   	 -0.47   	   0.00		  6.92   	  -5.09		
-48.22   	-48.83   	 -0.47   	   0.00		  6.90   	 -25.43		
-46.69   	-47.91   	 -0.47   	  -5.09		  6.80   	 -25.43		
-46.08   	-48.83   	 -0.49   	   0.00		  6.69   	 -35.61		
-47.00   	-51.88   	 -0.49   	  -5.09		  6.55   	 -30.52		
-48.52   	-56.46   	 -0.51   	   0.00		  6.43   	 -25.43		
-49.44   	-60.12   	 -0.51   	   0.00		  6.33   	 -20.35		
-49.74   	-61.65   	 -0.51   	  -5.09		  6.25   	 -20.35		
-48.83   	-60.73   	 -0.53   	  -5.09		  6.16   	 -20.35		
-46.69   	-58.90   	 -0.55   	   5.09		  6.08   	 -15.26		
-44.86   	-57.68   	 -0.53   	   0.00		  6.02   	 -15.26		
-43.64   	-58.59   	 -0.53   	  -5.09		  5.96   	 -20.35		
-43.64   	-60.42   	 -0.55   	   0.00		  5.88   	 -20.35		
-44.86   	-62.26   	 -0.55   	   0.00		  5.80   	 -25.43		
-46.69   	-62.87   	 -0.55   	   0.00		  5.70   	 -25.43		
-47.91   	-63.48   	 -0.55   	  -5.09		  5.60   	 -30.52		
-48.22   	-64.09   	 -0.57   	   0.00		  5.47   	 -25.43		
-47.61   	-65.61   	 -0.57   	   0.00		  5.37   	 -25.43		
-46.08   	-67.44   	 -0.57   	   0.00		  5.27   	 -25.43		
-44.56   	-68.66   	 -0.57   	  -5.09		  5.17   	 -15.26		
-43.33   	-68.05   	 -0.59   	   0.00		  5.11   	 -15.26		
-43.03   	-66.22   	 -0.59   	   0.00		  5.05   	 -10.17		
-43.03   	-63.48   	 -0.59   	   0.00		  5.01   	  -5.09		
-43.64   	-61.34   	 -0.59   	   5.09		  4.98   	   0.00		
-44.56   	-60.73   	 -0.57   	   0.00		  4.98   	   0.00		
-45.78   	-61.95   	 -0.57   	   0.00		  4.98   	  -5.09		
-47.30   	-64.09   	 -0.57   	   0.00		  4.96   	   0.00		
-48.52   	-66.22   	 -0.57   	   0.00		  4.96   	   0.00		
-48.52   	-66.53   	 -0.57   	   5.09		  4.96   	  -5.09		
-47.61   	-65.00   	 -0.55   	   0.00		  4.94   	   0.00		
-45.47   	-63.48   	 -0.55   	  -5.09		  4.94   	  -5.09		
-43.03   	-62.87   	 -0.57   	   0.00		  4.92   	   0.00		
-41.81   	-63.78   	 -0.57   	   5.09		  4.92   	  -5.09		
-41.81   	-65.92   	 -0.55   	   0.00		  4.90   	   5.09		
-43.64   	-67.14   	 -0.55   	   5.09		  4.92   	   0.00		
-46.39   	-67.44   	 -0.53   	   0.00		  4.92   	   0.00		
-48.83   	-66.22   	 -0.53   	   0.00		  4.92   	   5.09		
-50.05   	-64.70   	 -0.53   	   5.09		  4.94   	   0.00		
-49.74   	-63.48   	 -0.51   	   0.00		  4.94   	   0.00		
-48.52   	-63.17   	 -0.51   	   0.00		  4.94   	   5.09		
-47.30   	-63.78   	 -0.51   	   0.00		  4.96   	   0.00		
-46.69   	-64.09   	 -0.51   	   5.09		  4.96   	  -5.09		
-46.69   	-63.78   	 -0.49   	   0.00		  4.94   	  -5.09		
-46.39   	-61.95   	 -0.49   	   0.00		  4.92   	  -5.09		
-45.78   	-58.59   	 -0.49   	   0.00		  4.90   	  -5.09		
-44.56   	-53.71   	 -0.49   	   0.00		  4.88   	 -10.17		
-41.50   	-46.39   	 -0.49   	   0.00		  4.84   	 -10.17		
-36.62   	-34.79   	 -0.49   	   0.00		  4.80   	 -15.26		
-30.21   	-17.70   	 -0.49   	   0.00		  4.74   	 -10.17		
-23.19   	  2.44   	 -0.49   	   0.00		  4.70   	 -15.26		
-16.48   	 21.06   	 -0.49   	   0.00		  4.64   	 -15.26		
-10.99   	 32.65   	 -0.49   	   0.00		  4.58   	 -10.17		
 -6.41   	 34.48   	 -0.49   	   0.00		  4.54   	 -10.17		
 -2.14   	 30.82   	 -0.49   	   0.00		  4.50   	 -10.17		
  3.97   	 29.91   	 -0.49   	  -5.09		  4.46   	 -10.17		
 12.82   	 40.89   	 -0.51   	   0.00		  4.42   	  -5.09		
 23.80   	 65.31   	 -0.51   	   0.00		  4.39   	   0.00		
 34.79   	 94.30   	 -0.51   	   0.00		  4.39   	  -5.09		
 43.03   	113.83   	 -0.51   	   0.00		  4.37   	   0.00		
 47.00   	114.14   	 -0.51   	  -5.09		  4.37   	   0.00		
 46.39   	 97.35   	 -0.53   	   0.00		  4.37   	   5.09		
 43.03   	 75.68   	 -0.53   	   0.00		  4.39   	  10.17		
 38.15   	 61.65   	 -0.53   	   0.00		  4.44   	   5.09		
 32.35   	 58.29   	 -0.53   	   0.00		  4.46   	  10.17		
 23.80   	 58.29   	 -0.53   	   0.00		  4.50   	   5.09		
 11.60   	 50.05   	 -0.53   	   0.00		  4.52   	  10.17		
 -4.88   	 27.47   	 -0.53   	  -5.09		  4.56   	   5.09		
-24.72   	 -6.10   	 -0.55   	   0.00		  4.58   	   5.09		
-43.64   	-42.11   	 -0.55   	   0.00		  4.60   	   0.00		
-56.76   	-71.41   	 -0.55   	   5.09		  4.60   	   0.00		
-62.87   	-90.03   	 -0.53   	  -5.09		  4.60   	   0.00		
-62.87   	-98.27   	 -0.55   	   0.00		  4.60   	  -5.09		
-60.73   	-100.71   	 -0.55   	  -5.09		  4.58   	  -5.09		
-59.81   	-101.62   	 -0.57   	   5.09		  4.56   	 -15.26		
-61.65   	-104.06   	 -0.55   	   0.00		  4.50   	 -15.26		
-65.00   	-109.25   	 -0.55   	  -5.09		  4.44   	 -20.35		
-69.27   	-116.58   	 -0.57   	   0.00		  4.35   	 -30.52		
-73.24   	-122.99   	 -0.57   	   0.00		  4.23   	 -30.52		
-76.29   	-126.95   	 -0.57   	   0.00		  4.11   	 -35.61		
-78.13   	-126.65   	 -0.57   	   0.00		  3.97   	 -35.61		
-78.13   	-123.90   	 -0.57   	   5.09		  3.83   	 -35.61		
-76.29   	-120.54   	 -0.55   	   0.00		  3.68   	 -25.43		
-72.94   	-118.71   	 -0.55   	   0.00		  3.58   	 -20.35		
-69.89   	-119.63   	 -0.55   	   0.00		  3.50   	 -10.17		
-68.36   	-126.65   	 -0.55   	   5.09		  3.46   	   5.09		
-68.66   	-144.65   	 -0.53   	   0.00		  3.48   	  10.17		
-66.83   	-172.73   	 -0.53   	   0.00		  3.52   	  20.35		
-52.49   	-198.06   	 -0.53   	   5.09		  3.60   	  25.43		
 -8.54   	-191.04   	 -0.51   	   0.00		  3.70   	  30.52		
 81.48   	-117.80   	 -0.51   	   0.00		  3.83   	  25.43		
227.66   	 39.37   	 -0.51   	   0.00		  3.93   	  30.52		
427.25   	269.47   	 -0.51   	   0.00		  4.05   	  25.43		
658.26   	533.45   	 -0.51   	   0.00		  4.15   	  25.43		
879.82   	785.52   	 -0.51   	   0.00		  4.25   	  45.78		
1056.52   	1127.01   	 -0.51   	   0.00		  4.44   	  25.43		
901.79   	1160.28(R)	 -0.51   	   0.00		  4.54   	  35.61		
582.28   	1068.42   	 -0.51   	  -5.09		  4.68   	  35.61		
