  I     	  II     	  LV     	  LV'		  PA     	  PA'		
-28.38   	-109.86   	 92.17   	1180.06		 22.56   	  50.86		
-28.38   	-104.37   	 96.89   	1185.14		 22.77   	  61.04		
-24.41   	-97.66   	101.63   	1185.14		 23.01   	  71.21		
-17.70   	-90.33   	106.37   	1180.06		 23.30   	  76.30		
-12.21   	-84.84   	111.09   	1169.88		 23.60   	  86.47		
-11.29   	-81.79   	115.77   	1144.45		 23.95   	  86.47		
-14.34   	-80.57   	120.35   	1098.67		 24.29   	  91.56		
-18.62   	-78.74   	124.74   	1037.64		 24.66   	 101.73		
-20.75   	-75.38   	128.89   	 981.68		 25.07   	 111.90		
-19.53   	-70.80   	132.82   	 930.82		 25.51   	 122.07		
-17.09   	-66.53   	136.54   	 895.22		 26.00   	 132.25		
-15.26   	-61.65   	140.12   	 864.70		 26.53   	 142.42		
-14.95   	-55.85   	143.58   	 813.83		 27.10   	 147.51		
-14.04   	-47.91   	146.84   	 757.88		 27.69   	 147.51		
-11.29   	-38.15   	149.87   	 696.84		 28.28   	 147.51		
 -7.63   	-27.77   	152.65   	 656.15		 28.87   	 142.42		
 -6.10   	-19.23   	155.28   	 615.46		 29.44   	 132.25		
 -7.32   	-12.51   	157.74   	 584.94		 29.97   	 127.16		
-10.38   	 -6.71   	160.08   	 549.34		 30.48   	 106.82		
-11.29   	  0.00   	162.28   	 518.82		 30.91   	  96.64		
 -7.93   	  7.93   	164.35   	 488.30		 31.29   	  86.47		
 -0.31   	 18.31   	166.31   	 462.87		 31.64   	  71.21		
  8.24   	 31.43   	168.16   	 447.61		 31.92   	  71.21		
 14.95   	 47.00   	169.95   	 437.43		 32.21   	  61.04		
 18.92   	 63.78   	171.70   	 427.26		 32.45   	  61.04		
 20.14   	 79.35   	173.41   	 412.00		 32.70   	  66.12		
 20.45   	 92.16   	175.06   	 396.74		 32.96   	  71.21		
 21.36   	104.37   	176.64   	 386.57		 33.25   	  76.30		
 24.72   	118.10   	178.19   	 371.31		 33.55   	  81.38		
 30.52   	135.19   	179.67   	 361.14		 33.88   	  81.38		
 38.45   	154.72   	181.12   	 350.97		 34.20   	  86.47		
 46.69   	172.73   	182.52   	 335.71		 34.55   	  81.38		
 53.41   	186.16   	183.86   	 320.45		 34.87   	  71.21		
 57.98   	193.79   	185.15   	 310.27		 35.16   	  66.12		
 60.12   	197.14   	186.39   	 300.10		 35.42   	  61.04		
 60.12   	198.36   	187.59   	 289.93		 35.67   	  50.86		
 59.51   	198.36   	188.75   	 279.75		 35.87   	  40.69		
 58.90   	198.36   	189.87   	 269.58		 36.03   	  45.78		
 60.12   	198.36   	190.95   	 254.32		 36.22   	  35.61		
 63.17   	197.45   	191.96   	 233.98		 36.36   	  35.61		
 65.92   	195.62   	192.90   	 218.72		 36.50   	  25.43		
 67.14   	191.65   	193.77   	 188.20		 36.60   	  25.43		
 65.31   	184.63   	194.53   	 172.94		 36.70   	  15.26		
 61.04   	173.95   	195.22   	 147.51		 36.76   	  15.26		
 55.54   	159.30   	195.81   	 132.25		 36.83   	   5.09		
 48.52   	140.99   	196.34   	 106.82		 36.85   	   0.00		
 41.20   	119.63   	196.76   	  81.38		 36.85   	   5.09		
 32.65   	 97.35   	197.09   	  55.95		 36.87(S)	   0.00		
 24.41   	 75.68   	197.31   	  30.52		 36.87   	  -5.09		
 16.48   	 54.93   	197.44   	  15.26		 36.85   	  -5.09		
  9.46   	 36.62   	197.50(S)	 -10.17		 36.83   	 -10.17		
  3.66   	 20.45   	197.46   	 -30.52		 36.79   	 -20.35		
 -0.92   	  5.80   	197.33   	 -61.04		 36.70   	 -30.52		
 -3.66   	 -7.93   	197.09   	 -91.56		 36.58   	 -50.86		
 -5.80   	-20.14   	196.72   	-122.07		 36.38   	 -66.12		
 -8.24   	-30.52   	196.24   	-167.85		 36.11   	 -86.47		
-11.60   	-38.76   	195.56   	-203.46		 35.77   	-111.90		
-16.17   	-44.56   	194.75   	-244.15		 35.32   	-132.25		
-20.45   	-49.13   	193.77   	-289.93		 34.79   	-167.85		
-22.89   	-54.63   	192.61   	-340.79		 34.12   	-188.20		
-22.58   	-60.73   	191.25   	-386.57		 33.37   	-208.54		
-19.23   	-65.61   	189.70   	-442.52		 32.53   	-223.80		
-14.04   	-67.75   	187.93   	-498.47		 31.64   	-239.06		
 -9.77   	-66.53   	185.94   	-564.60		 30.68   	-233.98		
 -8.85   	-64.70   	183.68   	-635.81		 29.75   	-213.63		
-12.82   	-64.70   	181.14   	-707.02		 28.89   	-188.20		
-20.14   	-67.44   	178.31   	-798.57		 28.14   	-142.42		
-25.94   	-71.11   	175.12   	-885.04		 27.57   	 -81.38		
-27.47   	-73.85   	171.58   	-976.60		 27.24   	 -10.17		
-24.72   	-74.16   	167.67   	-1068.15		 27.20   	  50.86		
-20.45   	-71.72   	163.40   	-1154.62		 27.41   	 116.99		
-18.31   	-68.05   	158.78   	-1241.09		 27.87   	 162.77		
-19.23   	-64.39   	153.81   	-1312.30		 28.52   	 188.20		
-22.28   	-62.26   	148.57   	-1378.43		 29.28   	 193.29		
-25.33   	-62.56   	143.05   	-1434.38		 30.05   	 172.94		
-27.16   	-64.70   	137.31   	-1469.98		 30.74   	 137.33		
-27.16   	-66.53   	131.43   	-1505.59		 31.29   	  81.38		
-26.55   	-65.92   	125.41   	-1515.76		 31.62   	  25.43		
-25.94   	-60.42   	119.35   	-1520.85		 31.72   	 -30.52		
-25.02   	-49.74   	113.27   	-1520.85		 31.60   	 -81.38		
-23.80   	-34.18   	107.18   	-1500.50		 31.27   	-122.07		
-22.58   	-15.26   	101.18   	-1475.07		 30.78   	-147.51		
-21.67   	  5.19   	 95.28   	-1444.55		 30.19   	-152.59		
-21.67   	 24.72   	 89.50   	-1403.86		 29.58   	-142.42		
-22.58   	 41.81   	 83.89   	-1363.17		 29.01   	-122.07		
-23.19   	 55.24   	 78.43   	-1307.22		 28.52   	 -86.47		
-21.67   	 63.78   	 73.20   	-1256.35		 28.18   	 -40.69		
-18.31   	 67.14   	 68.18   	-1190.23		 28.02   	   5.09		
-14.95   	 67.44   	 63.42   	-1119.02		 28.04   	  45.78		
-13.12   	 67.14   	 58.94   	-1057.98		 28.22   	  81.38		
-13.73   	 67.75   	 54.71   	-981.68		 28.55   	 101.73		
-15.87   	 68.66   	 50.78   	-910.47		 28.95   	 106.82		
-18.31   	 67.44   	 47.14   	-844.35		 29.38   	  91.56		
-18.92   	 61.95   	 43.76   	-778.23		 29.75   	  61.04		
-16.17   	 53.71   	 40.65   	-707.02		 29.99   	  25.43		
 -9.16   	 49.13   	 37.82   	-640.89		 30.09   	 -20.35		
  1.83   	 54.02   	 35.26   	-584.94		 30.01   	 -61.04		
 12.51   	 66.53   	 32.92   	-518.82		 29.77   	-101.73		
 19.53   	 79.96   	 30.84   	-473.04		 29.36   	-132.25		
 20.45   	 86.06   	 28.95   	-422.18		 28.83   	-147.51		
 16.17   	 79.65   	 27.26   	-381.48		 28.24   	-147.51		
  9.46   	 61.95   	 25.74   	-345.88		 27.65   	-137.33		
  1.53   	 36.32   	 24.35   	-305.19		 27.10   	-116.99		
 -7.32   	  3.66   	 23.13   	-264.50		 26.63   	 -91.56		
-17.09   	-34.48   	 22.08   	-239.06		 26.27   	 -61.04		
-26.25   	-73.24   	 21.12   	-203.46		 26.02   	 -30.52		
-31.43   	-105.29   	 20.31   	-178.03		 25.90   	   0.00		
-31.74   	-124.21   	 19.59   	-152.59		 25.90   	  25.43		
-29.60   	-129.70   	 18.98   	-127.16		 26.00   	  40.69		
-27.47   	-128.17   	 18.47   	-111.90		 26.16   	  55.95		
-27.16   	-127.26   	 18.03   	 -91.56		 26.39   	  50.86		
-26.86   	-130.00   	 17.66   	 -76.30		 26.59   	  45.78		
-25.33   	-134.89   	 17.35   	 -55.95		 26.78   	  35.61		
-23.19   	-138.55   	 17.13   	 -40.69		 26.92   	  10.17		
-22.58   	-139.16   	 16.97   	 -30.52		 26.96   	  -5.09		
-25.02   	-138.55   	 16.85   	 -15.26		 26.94   	 -15.26		
-29.30   	-138.55   	 16.79   	  -5.09		 26.88   	 -30.52		
-32.35   	-138.55   	 16.76   	  -5.09		 26.75   	 -35.61		
-31.13   	-137.94   	 16.74   	   0.00		 26.61   	 -20.35		
-26.86   	-136.72   	 16.74   	   0.00		 26.53   	 -15.26		
-22.58   	-135.80   	 16.74   	   0.00		 26.47   	   5.09		
-20.45   	-134.89   	 16.74   	  -5.09		 26.49   	  20.35		
-21.97   	-134.89   	 16.72(D)	   0.00		 26.57   	  30.52		
-25.94   	-135.50   	 16.72   	   0.00		 26.69   	  30.52		
-29.91   	-135.80   	 16.72   	   5.09		 26.82   	  30.52		
-32.35   	-135.80   	 16.74   	  20.35		 26.94   	  10.17		
-32.35   	-135.80   	 16.83   	  35.61		 26.98   	 -10.17		
-30.21   	-134.89   	 16.97   	  61.04		 26.94   	 -35.61		
-26.86   	-132.75   	 17.21   	  76.30		 26.80   	 -66.12		
-23.50   	-130.31   	 17.52   	 101.73		 26.53   	 -91.56		
-21.97   	-128.48   	 17.92   	 116.99		 26.16   	-111.90		
-22.89   	-128.17   	 18.39   	 132.25		 25.72   	-127.16		
-25.94   	-128.48   	 18.92   	 137.33		 25.21   	-132.25		
-28.69   	-127.87   	 19.47   	 137.33		 24.68   	-127.16		
-29.60   	-125.73   	 20.02   	 127.16		 24.17   	-122.07		
-27.77   	-121.15   	 20.53   	 111.90		 23.68   	-106.82		
-24.41   	-116.27   	 20.98   	  91.56		 23.26   	 -91.56		
-21.06   	-111.69   	 21.34   	  71.21		 22.89   	 -71.21		
-19.23   	-109.25   	 21.63   	  50.86		 22.60   	 -45.78		
-19.84   	-108.64   	 21.83   	  40.69		 22.42   	 -15.26		
-21.97   	-109.56   	 21.99   	  25.43		 22.36   	  10.17		
-23.80   	-109.56   	 22.10   	  20.35		 22.40   	  35.61		
-24.11   	-108.03   	 22.18   	   5.09		 22.54   	  55.95		
-22.89   	-104.98   	 22.20   	  -5.09		 22.77   	  71.21		
-21.97   	-101.62   	 22.18   	 -10.17		 23.05   	  81.38		
-22.28   	-100.40   	 22.14   	 -20.35		 23.38   	  76.30		
-24.11   	-100.71   	 22.05   	 -25.43		 23.68   	  66.12		
-25.63   	-101.62   	 21.95   	 -30.52		 23.95   	  50.86		
-25.33   	-101.32   	 21.83   	 -25.43		 24.15   	  35.61		
-22.89   	-99.49   	 21.73   	 -30.52		 24.29   	   5.09		
-20.45   	-97.96   	 21.61   	 -25.43		 24.31   	 -10.17		
-19.84   	-97.66   	 21.51   	 -25.43		 24.27   	 -25.43		
-21.36   	-99.49   	 21.40   	 -25.43		 24.17   	 -35.61		
-23.80   	-102.23   	 21.30   	 -25.43		 24.03   	 -40.69		
-24.41   	-102.23   	 21.20   	 -20.35		 23.87   	 -30.52		
-22.58   	-97.96   	 21.12   	 -15.26		 23.74   	 -15.26		
-19.23   	-90.64   	 21.06   	 -15.26		 23.68   	   0.00		
-15.87   	-84.23   	 21.00   	 -10.17		 23.68   	  15.26		
-14.65   	-81.48   	 20.96   	  -5.09		 23.74   	  30.52		
-15.87   	-83.62   	 20.94   	  -5.09		 23.87   	  35.61		
-18.92   	-88.50   	 20.92   	   0.00		 24.01   	  35.61		
-21.67   	-92.16   	 20.92   	   0.00		 24.15   	  30.52		
-21.97   	-92.77   	 20.92   	   5.09		 24.27   	  20.35		
-19.53   	-90.03   	 20.94   	   0.00		 24.35   	   5.09		
-16.78   	-85.14   	 20.94   	   0.00		 24.37   	 -10.17		
-17.40   	-82.70   	 20.94   	   5.09		 24.33   	 -35.61		
-26.25   	-87.28   	 20.96   	   0.00		 24.19   	 -50.86		
-43.03   	-101.93   	 20.96   	   5.09		 23.99   	 -61.04		
-61.34   	-120.24   	 20.98   	   0.00		 23.74   	 -81.38		
-69.58   	-120.85   	 20.98   	   0.00		 23.42   	 -86.47		
-54.93   	-65.31   	 20.98   	   0.00		 23.07   	 -91.56		
-10.38   	 89.42   	 20.98   	   0.00		 22.71   	 -91.56		
 65.92   	372.01   	 20.98   	   0.00		 22.34   	 -86.47		
168.76   	765.69   	 20.98(E)	   5.09		 21.99   	 -86.47		
284.73   	1191.10   	 21.00   	  20.35		 21.65   	-127.16		
467.22   	1663.21(R)	 21.08   	  15.26		 21.14   	 -40.69		
480.04   	1578.37   	 21.14   	  30.52		 20.98   	 -25.43		
420.23   	1325.68   	 21.26   	  40.69		 20.87   	 -15.26		
300.29   	1009.83   	 21.42   	  55.95		 20.81   	   0.00		
154.72   	721.44   	 21.65   	  81.38		 20.81   	  10.17		
 25.02   	490.72   	 21.97   	 111.90		 20.85   	  10.17		
-59.81   	306.70   	 22.42   	 142.42		 20.90   	  15.26		
-93.99   	153.81   	 22.99   	 193.29		 20.96   	  20.35		
-92.47   	 28.69   	 23.76   	 249.24		 21.04   	  10.17		
-75.99   	-65.00   	 24.76   	 315.36		 21.08   	  15.26		
-59.51   	-122.99   	 26.02   	 381.48		 21.14   	  10.17		
-47.30   	-147.40   	 27.55   	 467.95		 21.18   	   5.09		
-38.76   	-147.09   	 29.42   	 549.34		 21.20   	  10.17		
-32.96   	-133.97   	 31.62   	 635.81		 21.24   	  10.17		
-29.60   	-119.63   	 34.16   	 732.45		 21.28   	   0.00		
-29.30   	-113.22   	 37.09   	 818.92		 21.28   	   0.00		
-30.52   	-117.80   	 40.37   	 895.22		 21.28   	   0.00		
-31.74   	-127.26   	 43.95   	 966.43		 21.28   	 -15.26		
-30.82   	-133.36   	 47.81   	1017.29		 21.22   	 -15.26		
-28.38   	-132.45   	 51.88   	1057.98		 21.16   	 -20.35		
-25.33   	-126.34   	 56.11   	1088.50		 21.08   	 -25.43		
-22.58   	-120.24   	 60.47   	1098.67		 20.98   	 -25.43		
-21.06   	-115.36   	 64.86   	1108.85		 20.87   	 -20.35		
-20.45   	-112.30   	 69.30   	1108.85		 20.79   	 -10.17		
-20.75   	-109.86   	 73.73   	1103.76		 20.75   	  -5.09		
-20.75   	-107.42   	 78.15   	1113.93		 20.73   	   5.09		
-21.06   	-105.29   	 82.60   	1129.19		 20.75   	  20.35		
-22.58   	-104.06   	 87.12   	1164.80		 20.83   	  25.43		
-24.72   	-103.15   	 91.78   	1190.23		 20.94   	  35.61		
-26.25   	-102.84   	 96.54   	1205.49		 21.08   	  45.78		
-26.55   	-101.62   	101.36   	1200.40		 21.26   	  50.86		
-25.33   	-98.88   	106.16   	1200.40		 21.46   	  66.12		
-23.80   	-95.52   	110.97   	1185.14		 21.73   	  76.30		
-23.50   	-91.55   	115.71   	1164.80		 22.03   	  86.47		
-23.19   	-86.98   	120.37   	1139.36		 22.38   	 101.73		
-22.58   	-81.79   	124.92   	1098.67		 22.79   	 116.99		
-21.36   	-76.29   	129.32   	1047.81		 23.26   	 127.16		
-19.84   	-71.11   	133.51   	 986.77		 23.76   	 137.33		
-18.31   	-66.53   	137.46   	 930.82		 24.31   	 142.42		
-16.78   	-61.65   	141.18   	 869.78		 24.88   	 147.51		
-15.26   	-55.24   	144.66   	 813.83		 25.47   	 147.51		
-12.51   	-46.69   	147.91   	 768.05		 26.06   	 142.42		
-10.07   	-37.84   	150.99   	 727.36		 26.63   	 142.42		
 -8.24   	-30.21   	153.90   	 681.58		 27.20   	 132.25		
 -6.71   	-24.41   	156.62   	 640.89		 27.73   	 122.07		
 -6.10   	-18.62   	159.19   	 595.11		 28.22   	 111.90		
 -6.41   	-12.82   	161.57   	 549.34		 28.67   	 101.73		
 -7.02   	 -5.80   	163.76   	 513.73		 29.07   	  91.56		
 -6.10   	  2.44   	165.82   	 483.21		 29.44   	  81.38		
 -2.14   	 12.51   	167.75   	 457.78		 29.77   	  81.38		
  5.19   	 25.02   	169.58   	 442.52		 30.09   	  71.21		
 13.12   	 39.06   	171.35   	 422.18		 30.38   	  71.21		
 18.62   	 53.71   	173.04   	 401.83		 30.66   	  66.12		
 19.53   	 66.83   	174.65   	 391.66		 30.93   	  66.12		
 18.62   	 79.35   	176.21   	 371.31		 31.19   	  71.21		
 20.14   	 91.55   	177.70   	 361.14		 31.47   	  66.12		
 25.94   	104.98   	179.14   	 356.05		 31.74   	  66.12		
 34.18   	118.10   	180.57   	 345.88		 32.00   	  66.12		
 40.59   	129.39   	181.95   	 335.71		 32.27   	  66.12		
 43.95   	139.47   	183.30   	 330.62		 32.53   	  61.04		
 45.78   	149.84   	184.62   	 330.62		 32.78   	  61.04		
 48.52   	161.74   	185.94   	 325.53		 33.02   	  55.95		
 53.10   	173.65   	187.24   	 315.36		 33.25   	  55.95		
 57.37   	181.27   	188.50   	 305.19		 33.47   	  50.86		
 59.20   	181.88   	189.72   	 289.93		 33.67   	  40.69		
 58.59   	177.31   	190.88   	 269.58		 33.84   	  35.61		
 58.29   	171.20   	191.96   	 254.32		 33.98   	  25.43		
 60.42   	167.85   	192.98   	 228.89		 34.08   	  20.35		
 64.09   	167.54   	193.90   	 208.54		 34.16   	  10.17		
 66.53   	167.54   	194.73   	 183.11		 34.20(S)	   0.00		
 64.70   	163.27   	195.46   	 167.85		 34.20   	   0.00		
 58.29   	153.20   	196.13   	 152.59		 34.20   	 -10.17		
 50.05   	137.02   	196.74   	 127.16		 34.16   	 -20.35		
 41.81   	116.88   	197.25   	 111.90		 34.08   	 -20.35		
 35.40   	 95.21   	197.70   	  86.47		 34.00   	 -25.43		
 30.52   	 74.16   	198.05   	  61.04		 33.90   	 -25.43		
 25.63   	 55.85   	198.29   	  40.69		 33.79   	 -35.61		
 18.92   	 39.67   	198.45   	  15.26		 33.65   	 -30.52		
 10.99   	 25.02   	198.51(S)	 -10.17		 33.53   	 -35.61		
  3.05   	 10.99   	198.47   	 -45.78		 33.39   	 -40.69		
 -2.14   	 -2.75   	198.29   	 -81.38		 33.22   	 -40.69		
 -4.58   	-14.65   	197.96   	-116.99		 33.06   	 -40.69		
 -5.19   	-24.41   	197.50   	-157.68		 32.90   	 -45.78		
 -6.71   	-32.96   	196.87   	-198.37		 32.72   	 -40.69		
-10.68   	-41.50   	196.07   	-239.06		 32.55   	 -45.78		
-15.56   	-50.35   	195.12   	-284.84		 32.37   	 -50.86		
-19.23   	-58.29   	193.98   	-325.53		 32.17   	 -50.86		
-20.45   	-63.17   	192.67   	-381.48		 31.96   	 -50.86		
-20.14   	-65.31   	191.15   	-427.26		 31.76   	 -61.04		
-20.14   	-65.92   	189.44   	-483.21		 31.52   	 -66.12		
-20.45   	-67.44   	187.51   	-544.25		 31.25   	 -71.21		
-20.75   	-71.72   	185.33   	-600.20		 30.97   	 -86.47		
-19.84   	-77.82   	182.93   	-671.41		 30.62   	 -96.64		
-18.31   	-83.01   	180.24   	-747.71		 30.23   	-101.73		
-17.70   	-84.84   	177.25   	-824.00		 29.83   	-116.99		
-18.92   	-83.01   	173.96   	-915.56		 29.36   	-122.07		
-21.97   	-79.04   	170.29   	-1007.12		 28.87   	-122.07		
-25.63   	-76.60   	166.27   	-1093.59		 28.38   	-116.99		
-27.77   	-76.29   	161.89   	-1185.14		 27.91   	-106.82		
-28.38   	-78.13   	157.15   	-1266.53		 27.49   	 -91.56		
-27.77   	-80.57   	152.08   	-1342.82		 27.12   	 -81.38		
-27.77   	-82.70   	146.71   	-1403.86		 26.80   	 -55.95		
-28.38   	-83.92   	141.10   	-1469.98		 26.57   	 -45.78		
-29.60   	-83.31   	135.22   	-1505.59		 26.39   	 -35.61		
-30.21   	-80.26   	129.20   	-1546.28		 26.25   	 -30.52		
-29.91   	-75.99   	123.01   	-1556.45		 26.12   	 -25.43		
-28.99   	-72.94   	116.78   	-1561.54		 26.02   	 -25.43		
-28.38   	-72.94   	110.54   	-1556.45		 25.92   	 -30.52		
-28.69   	-75.99   	104.31   	-1541.19		 25.80   	 -30.52		
-29.60   	-79.35   	 98.15   	-1505.59		 25.68   	 -40.69		
-30.82   	-79.96   	 92.13   	-1475.07		 25.51   	 -40.69		
-33.26   	-78.43   	 86.23   	-1434.38		 25.35   	 -45.78		
-36.32   	-76.60   	 80.49   	-1388.60		 25.17   	 -40.69		
-39.67   	-76.29   	 74.93   	-1327.56		 25.00   	 -40.69		
-42.11   	-77.82   	 69.62   	-1271.61		 24.84   	 -40.69		
-42.72   	-79.96   	 64.54   	-1200.40		 24.68   	 -35.61		
-40.89   	-80.57   	 59.74   	-1129.19		 24.54   	 -30.52		
-38.45   	-79.65   	 55.22   	-1052.90		 24.41   	 -30.52		
-36.62   	-76.90   	 51.01   	-976.60		 24.29   	 -25.43		
-35.10   	-73.85   	 47.10   	-900.30		 24.19   	 -30.52		
-34.48   	-71.11   	 43.50   	-824.00		 24.07   	 -30.52		
-34.18   	-70.19   	 40.20   	-752.79		 23.95   	 -30.52		
-34.18   	-71.11   	 37.19   	-681.58		 23.82   	 -35.61		
-33.87   	-72.63   	 34.47   	-615.46		 23.68   	 -35.61		
-33.26   	-74.46   	 32.00   	-554.42		 23.54   	 -35.61		
-32.65   	-77.21   	 29.79   	-498.47		 23.40   	 -30.52		
-31.43   	-79.65   	 27.79   	-452.69		 23.28   	 -35.61		
-29.60   	-81.48   	 25.98   	-406.92		 23.13   	 -30.52		
-28.08   	-82.09   	 24.35   	-366.22		 23.01   	 -25.43		
-27.47   	-81.18   	 22.89   	-330.62		 22.91   	 -20.35		
-28.08   	-79.35   	 21.57   	-289.93		 22.83   	 -20.35		
-30.52   	-78.43   	 20.41   	-259.41		 22.75   	 -15.26		
-33.87   	-78.74   	 19.37   	-233.98		 22.69   	 -20.35		
-36.01   	-77.82   	 18.43   	-208.54		 22.60   	 -15.26		
-36.01   	-73.24   	 17.60   	-183.11		 22.54   	 -15.26		
-33.57   	-62.87   	 16.87   	-167.85		 22.48   	 -25.43		
-29.60   	-45.78   	 16.20   	-147.51		 22.38   	 -30.52		
-25.63   	-24.41   	 15.61   	-127.16		 22.26   	 -35.61		
-22.89   	 -1.83   	 15.10   	-111.90		 22.12   	 -35.61		
-22.58   	 17.40   	 14.65   	-101.73		 21.97   	 -45.78		
-22.89   	 31.74   	 14.24   	 -81.38		 21.79   	 -40.69		
-22.58   	 40.59   	 13.92   	 -76.30		 21.63   	 -45.78		
-20.75   	 44.56   	 13.61   	 -66.12		 21.44   	 -40.69		
-17.40   	 46.39   	 13.35   	 -61.04		 21.28   	 -40.69		
-14.04   	 49.13   	 13.10   	 -55.95		 21.12   	 -30.52		
-11.60   	 54.32   	 12.88   	 -50.86		 21.00   	 -30.52		
-10.38   	 59.20   	 12.68   	 -40.69		 20.87   	 -30.52		
-10.07   	 60.12   	 12.51   	 -45.78		 20.75   	 -30.52		
 -9.77   	 55.24   	 12.33   	 -35.61		 20.63   	 -35.61		
 -7.93   	 46.08   	 12.19   	 -40.69		 20.49   	 -40.69		
 -3.66   	 39.67   	 12.02   	 -35.61		 20.33   	 -40.69		
  4.88   	 42.42   	 11.88   	 -35.61		 20.16   	 -50.86		
 16.48   	 53.41   	 11.74   	 -35.61		 19.96   	 -55.95		
 28.08   	 66.22   	 11.60   	 -30.52		 19.74   	 -55.95		
 33.87   	 71.11   	 11.48   	 -30.52		 19.51   	 -55.95		
 31.13   	 62.56   	 11.35   	 -25.43		 19.29   	 -50.86		
 19.53   	 40.89   	 11.25   	 -25.43		 19.08   	 -45.78		
  2.75   	 10.68   	 11.15   	 -20.35		 18.90   	 -45.78		
-14.34   	-22.89   	 11.07   	 -10.17		 18.72   	 -35.61		
-26.25   	-56.76   	 11.03   	  -5.09		 18.58   	 -30.52		
-31.13   	-88.50   	 11.01   	  -5.09		 18.45   	 -25.43		
-29.91   	-115.05   	 10.99(D)	  10.17		 18.35   	 -25.43		
-26.55   	-133.36   	 11.03   	  15.26		 18.25   	 -25.43		
-25.02   	-141.60   	 11.09   	  20.35		 18.15   	 -35.61		
-27.16   	-142.52   	 11.17   	  30.52		 18.01   	 -40.69		
-32.04   	-140.38   	 11.29   	  35.61		 17.84   	 -45.78		
-35.71   	-138.85   	 11.43   	  40.69		 17.66   	 -55.95		
-36.62   	-138.24   	 11.60   	  50.86		 17.44   	 -55.95		
-34.48   	-138.85   	 11.80   	  55.95		 17.21   	 -50.86		
-31.13   	-139.77   	 12.02   	  61.04		 17.01   	 -45.78		
-28.69   	-141.60   	 12.27   	  55.95		 16.83   	 -35.61		
-28.38   	-145.26   	 12.49   	  61.04		 16.68   	 -20.35		
-29.60   	-149.54   	 12.74   	  50.86		 16.60   	 -10.17		
-31.43   	-151.98   	 12.94   	  45.78		 16.56   	  10.17		
-32.04   	-150.76   	 13.12   	  40.69		 16.60   	  25.43		
-32.04   	-146.48   	 13.29   	  40.69		 16.70   	  25.43		
-31.13   	-141.91   	 13.45   	  30.52		 16.81   	  35.61		
-30.21   	-139.77   	 13.57   	  35.61		 16.95   	  30.52		
-29.91   	-140.08   	 13.71   	  25.43		 17.07   	  25.43		
-29.30   	-140.38   	 13.81   	  30.52		 17.17   	  10.17		
-28.38   	-138.85   	 13.94   	  25.43		 17.21   	   0.00		
-27.77   	-136.11   	 14.04   	  30.52		 17.21   	 -20.35		
-28.38   	-134.58   	 14.16   	  40.69		 17.13   	 -35.61		
-30.21   	-136.11   	 14.32   	  45.78		 16.99   	 -45.78		
-32.35   	-138.85   	 14.51   	  50.86		 16.81   	 -66.12		
-33.57   	-140.38   	 14.71   	  66.12		 16.54   	 -66.12		
-32.96   	-138.24   	 14.97   	  71.21		 16.28   	 -66.12		
-31.13   	-133.36   	 15.26   	  76.30		 16.01   	 -61.04		
-29.30   	-127.26   	 15.56   	  81.38		 15.77   	 -35.61		
-28.08   	-122.07   	 15.89   	  81.38		 15.63   	 -20.35		
-28.38   	-118.10   	 16.22   	  76.30		 15.54   	   5.09		
-29.60   	-115.05   	 16.52   	  76.30		 15.56   	  30.52		
-30.82   	-113.22   	 16.83   	  71.21		 15.69   	  45.78		
-30.82   	-112.00   	 17.11   	  61.04		 15.87   	  55.95		
-29.30   	-111.69   	 17.35   	  50.86		 16.09   	  61.04		
-27.16   	-111.39   	 17.56   	  40.69		 16.34   	  61.04		
-25.63   	-110.78   	 17.72   	  40.69		 16.58   	  50.86		
-25.33   	-110.17   	 17.88   	  30.52		 16.79   	  35.61		
-25.94   	-108.34   	 18.01   	  20.35		 16.93   	  20.35		
-25.94   	-105.29   	 18.09   	  15.26		 17.01   	  10.17		
-25.63   	-101.32   	 18.15   	  10.17		 17.05   	   5.09		
-25.02   	-97.66   	 18.19   	   0.00		 17.07   	  -5.09		
-24.72   	-95.83   	 18.19   	  -5.09		 17.05   	   5.09		
-24.72   	-96.13   	 18.17   	 -10.17		 17.07   	  15.26		
-24.72   	-97.96   	 18.13   	 -10.17		 17.13   	  30.52		
-23.50   	-98.88   	 18.09   	 -15.26		 17.25   	  45.78		
-21.97   	-99.18   	 18.03   	 -15.26		 17.44   	  61.04		
-21.97   	-99.49   	 17.97   	 -20.35		 17.68   	  71.21		
-24.11   	-101.32   	 17.88   	 -20.35		 17.97   	  71.21		
-27.16   	-104.37   	 17.80   	 -20.35		 18.25   	  76.30		
-28.69   	-106.81   	 17.72   	 -15.26		 18.56   	  61.04		
-26.86   	-105.90   	 17.66   	 -10.17		 18.80   	  45.78		
-23.19   	-101.32   	 17.62   	 -10.17		 18.98   	  25.43		
-21.06   	-96.44   	 17.58   	 -10.17		 19.08   	   0.00		
-22.28   	-94.91   	 17.54   	   0.00		 19.08   	 -25.43		
-26.55   	-97.66   	 17.54   	   0.00		 18.98   	 -45.78		
-32.04   	-103.15   	 17.54   	   0.00		 18.80   	 -66.12		
-38.76   	-108.34   	 17.54(E)	   5.09		 18.54   	 -86.47		
-47.91   	-114.14   	 17.56   	   5.09		 18.19   	 -91.56		
-59.20   	-122.68   	 17.58   	  10.17		 17.82   	-106.82		
