  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-14.34   	-94.91   	 17.56   	 447.61		 46.98   	 -40.69		
-22.89   	-82.40   	 19.35   	 539.16		 46.82   	 -50.86		
-26.55   	-72.63   	 21.51   	 630.72		 46.61   	 -55.95		
-28.38   	-62.56   	 24.03   	 727.36		 46.39   	 -66.12		
-30.21   	-51.88   	 26.94   	 813.83		 46.12   	 -66.12		
-31.74   	-42.11   	 30.19   	 895.22		 45.86   	 -66.12		
-32.96   	-35.40   	 33.77   	 956.25		 45.59   	 -66.12		
-33.87   	-31.43   	 37.60   	 996.94		 45.33   	 -55.95		
-35.71   	-28.99   	 41.59   	1022.38		 45.11   	 -50.86		
-38.76   	-27.16   	 45.68   	1017.29		 44.90   	 -35.61		
-42.11   	-25.94   	 49.75   	 996.94		 44.76   	 -30.52		
-44.56   	-25.02   	 53.73   	 951.17		 44.64   	 -10.17		
-44.25   	-22.89   	 57.54   	 895.22		 44.60   	  -5.09		
-41.81   	-19.23   	 61.12   	 834.18		 44.58(D)	  15.26		
-38.15   	-14.95   	 64.46   	 768.05		 44.64   	  25.43		
-34.79   	-12.51   	 67.53   	 712.10		 44.74   	  40.69		
-32.96   	-11.90   	 70.38   	 661.24		 44.90   	  61.04		
-33.26   	-12.21   	 73.02   	 625.63		 45.15   	  81.38		
-34.48   	-11.60   	 75.52   	 595.11		 45.47   	 106.82		
-36.01   	 -9.77   	 77.90   	 584.94		 45.90   	 142.42		
-37.23   	 -7.63   	 80.24   	 579.86		 46.47   	 178.03		
-36.93   	 -5.49   	 82.56   	 584.94		 47.18   	 213.63		
-36.01   	 -2.75   	 84.90   	 584.94		 48.04   	 254.32		
-34.48   	  0.61   	 87.24   	 579.86		 49.05   	 300.10		
-32.65   	  3.97   	 89.56   	 564.60		 50.25   	 335.71		
-30.82   	  5.19   	 91.82   	 544.25		 51.60   	 371.31		
-29.60   	  3.36   	 94.00   	 508.65		 53.08   	 401.83		
-29.30   	  0.00   	 96.03   	 462.87		 54.69   	 432.35		
-29.30   	 -2.44   	 97.88   	 422.18		 56.42   	 447.61		
-28.69   	 -2.14   	 99.57   	 366.22		 58.21   	 473.04		
-26.86   	 -0.31   	101.04   	 315.36		 60.10   	 488.30		
-23.80   	  2.44   	102.30   	 274.67		 62.05   	 498.47		
-21.36   	  4.58   	103.40   	 228.89		 64.05   	 513.73		
-20.14   	  7.02   	104.31   	 203.46		 66.10   	 513.73		
-19.23   	 10.68   	105.13   	 183.11		 68.16   	 513.73		
-18.31   	 14.34   	105.86   	 178.03		 70.21   	 508.65		
-16.48   	 16.78   	106.57   	 172.94		 72.25   	 493.39		
-14.04   	 17.70   	107.26   	 178.03		 74.22   	 473.04		
-12.51   	 17.70   	107.98   	 183.11		 76.11   	 457.78		
-12.21   	 18.62   	108.71   	 178.03		 77.94   	 442.52		
-12.51   	 21.06   	109.42   	 178.03		 79.71   	 422.18		
-12.82   	 24.72   	110.13   	 162.77		 81.40   	 406.92		
-12.21   	 28.08   	110.78   	 152.59		 83.03   	 386.57		
 -9.46   	 31.74   	111.39   	 142.42		 84.58   	 376.40		
 -5.19   	 35.40   	111.96   	 142.42		 86.08   	 366.22		
 -0.31   	 39.98   	112.53   	 147.51		 87.55   	 361.14		
  4.58   	 45.78   	113.12   	 157.68		 88.99   	 345.88		
  8.54   	 51.57   	113.75   	 162.77		 90.38   	 340.79		
 12.21   	 57.07   	114.40   	 167.85		 91.74   	 330.62		
 16.48   	 61.34   	115.08   	 162.77		 93.06   	 320.45		
 20.75   	 64.70   	115.73   	 152.59		 94.34   	 305.19		
 24.41   	 68.05   	116.34   	 132.25		 95.56   	 289.93		
 26.25   	 71.72   	116.87   	 101.73		 96.72   	 279.75		
 26.55   	 75.99   	117.27   	  81.38		 97.84   	 269.58		
 27.16   	 79.96   	117.60   	  61.04		 98.92   	 254.32		
 29.60   	 82.70   	117.84   	  55.95		 99.94   	 249.24		
 33.87   	 84.23   	118.07   	  61.04		100.94   	 233.98		
 39.37   	 85.75   	118.31   	  71.21		101.87   	 228.89		
 44.56   	 88.50   	118.60   	  86.47		102.79   	 213.63		
 49.13   	 93.99   	118.94   	 101.73		103.64   	 193.29		
 53.71   	100.71   	119.35   	 111.90		104.41   	 172.94		
 58.29   	106.81   	119.80   	 101.73		105.11   	 152.59		
 63.17   	110.78   	120.20   	  86.47		105.72   	 137.33		
 67.44   	112.00   	120.55   	  61.04		106.27   	 116.99		
 71.41   	112.30   	120.79   	  25.43		106.73   	 111.90		
 75.99   	112.92   	120.89(S)	  -5.09		107.18   	 101.73		
 81.48   	114.44   	120.87   	 -45.78		107.59   	  96.64		
 87.59   	115.66   	120.69   	 -81.38		107.98   	  86.47		
 93.99   	115.97   	120.37   	-116.99		108.32   	  81.38		
100.40   	114.75   	119.90   	-137.33		108.65   	  71.21		
106.20   	113.53   	119.35   	-152.59		108.93   	  66.12		
112.30   	112.30   	118.74   	-162.77		109.20   	  55.95		
118.41   	111.69   	118.09   	-162.77		109.42   	  55.95		
124.51   	110.47   	117.44   	-152.59		109.64   	  55.95		
130.92   	107.42   	116.83   	-127.16		109.87   	  45.78		
137.02   	102.54   	116.32   	-101.73		110.05   	  50.86		
142.52   	 96.13   	115.91   	 -81.38		110.25   	  45.78		
145.87   	 89.42   	115.58   	 -66.12		110.44   	  45.78		
147.09   	 82.09   	115.32   	 -66.12		110.62   	  40.69		
147.09   	 74.77   	115.06   	 -81.38		110.78   	  25.43		
145.87   	 68.05   	114.73   	-101.73		110.88   	   5.09		
142.82   	 62.26   	114.32   	-137.33		110.90(S)	 -15.26		
137.33   	 57.37   	113.77   	-172.94		110.84   	 -40.69		
129.09   	 52.19   	113.08   	-208.54		110.68   	 -55.95		
118.41   	 46.69   	112.25   	-249.24		110.46   	 -71.21		
106.81   	 40.89   	111.25   	-274.67		110.17   	 -71.21		
 94.91   	 35.40   	110.15   	-305.19		109.89   	 -81.38		
 83.01   	 30.52   	108.93   	-325.53		109.56   	 -76.30		
 71.11   	 26.25   	107.63   	-340.79		109.26   	 -86.47		
 59.20   	 21.67   	106.27   	-356.05		108.91   	 -91.56		
 47.61   	 16.78   	104.84   	-371.31		108.54   	 -96.64		
 37.54   	 11.90   	103.36   	-381.48		108.16   	-106.82		
 28.38   	  7.32   	101.83   	-391.66		107.73   	-116.99		
 20.75   	  3.66   	100.26   	-401.83		107.26   	-132.25		
 13.12   	  2.14   	 98.66   	-406.92		106.73   	-147.51		
  5.80   	  1.53   	 97.03   	-422.18		106.14   	-157.68		
 -1.83   	  1.22   	 95.34   	-437.43		105.51   	-178.03		
 -9.16   	 -0.31   	 93.59   	-473.04		104.80   	-193.29		
-14.65   	 -3.66   	 91.70   	-513.73		104.03   	-208.54		
-18.62   	 -8.24   	 89.64   	-574.77		103.19   	-223.80		
-21.36   	-11.29   	 87.34   	-630.72		102.30   	-233.98		
-24.11   	-11.90   	 84.82   	-701.93		101.36   	-249.24		
-27.47   	-10.68   	 82.01   	-768.05		100.37   	-249.24		
-31.13   	 -9.77   	 78.94   	-818.92		 99.37   	-259.41		
-33.26   	-10.07   	 75.67   	-859.61		 98.33   	-254.32		
-33.87   	-10.68   	 72.23   	-895.22		 97.31   	-254.32		
-33.87   	 -9.16   	 68.65   	-910.47		 96.30   	-244.15		
-34.48   	 -5.80   	 65.00   	-915.56		 95.32   	-239.06		
-36.62   	 -2.14   	 61.34   	-910.47		 94.36   	-228.89		
-39.67   	  0.00   	 57.70   	-895.22		 93.45   	-218.72		
-42.42   	 -0.31   	 54.12   	-869.78		 92.57   	-213.63		
-43.64   	 -1.53   	 50.64   	-849.44		 91.72   	-198.37		
-43.03   	 -2.44   	 47.24   	-818.92		 90.93   	-193.29		
-40.59   	 -2.14   	 43.97   	-788.40		 90.15   	-183.11		
-37.23   	 -1.53   	 40.81   	-762.97		 89.42   	-178.03		
-34.79   	 -0.61   	 37.76   	-732.45		 88.71   	-172.94		
-34.18   	  0.31   	 34.83   	-707.02		 88.02   	-162.77		
-34.79   	  0.61   	 32.00   	-681.58		 87.36   	-157.68		
-36.62   	  0.61   	 29.28   	-651.07		 86.73   	-157.68		
-37.54   	  0.31   	 26.67   	-620.55		 86.10   	-152.59		
-38.15   	 -0.31   	 24.19   	-595.11		 85.49   	-142.42		
-37.84   	 -0.61   	 21.81   	-559.51		 84.92   	-147.51		
-37.84   	 -1.53   	 19.57   	-528.99		 84.33   	-137.33		
-38.76   	 -3.66   	 17.46   	-498.47		 83.78   	-137.33		
-40.59   	 -6.41   	 15.46   	-467.95		 83.23   	-137.33		
-42.42   	 -7.63   	 13.59   	-432.35		 82.69   	-127.16		
-43.33   	 -6.10   	 11.86   	-401.83		 82.18   	-127.16		
-42.42   	 -1.83   	 10.25   	-366.22		 81.67   	-127.16		
-39.98   	  3.66   	  8.79   	-335.71		 81.16   	-116.99		
-37.84   	  7.02   	  7.45   	-310.27		 80.69   	-116.99		
-36.01   	  6.10   	  6.21   	-274.67		 80.22   	-116.99		
-35.40   	  1.83   	  5.11   	-249.24		 79.76   	-111.90		
-35.10   	 -3.66   	  4.11   	-223.80		 79.31   	-111.90		
-35.40   	 -8.54   	  3.21   	-198.37		 78.86   	-106.82		
-35.71   	-10.68   	  2.42   	-167.85		 78.43   	-106.82		
-35.71   	-10.07   	  1.75   	-147.51		 78.01   	-101.73		
-34.79   	 -7.02   	  1.16   	-127.16		 77.60   	-101.73		
-33.87   	 -3.05   	  0.65   	-101.73		 77.19   	-101.73		
-33.57   	  0.31   	  0.24   	 -86.47		 76.79   	 -96.64		
-34.79   	  1.83   	 -0.10   	 -76.30		 76.40   	 -96.64		
-36.93   	  0.92   	 -0.41   	 -66.12		 76.01   	 -96.64		
-38.76   	 -0.92   	 -0.67   	 -55.95		 75.63   	 -96.64		
-38.45   	 -3.05   	 -0.90   	 -45.78		 75.24   	 -96.64		
-36.01   	 -4.88   	 -1.08   	 -45.78		 74.85   	 -91.56		
-32.96   	 -6.10   	 -1.26   	 -40.69		 74.49   	 -91.56		
-30.82   	 -7.02   	 -1.42   	 -35.61		 74.12   	 -91.56		
-29.60   	 -6.10   	 -1.57   	 -30.52		 73.75   	 -86.47		
-26.86   	 -0.31   	 -1.69   	 -30.52		 73.41   	 -86.47		
-21.67   	 10.99   	 -1.81   	 -25.43		 73.06   	 -86.47		
-15.26   	 26.86   	 -1.91   	 -30.52		 72.72   	 -81.38		
 -9.46   	 43.03   	 -2.03   	 -25.43		 72.39   	 -81.38		
 -6.10   	 54.93   	 -2.14   	 -25.43		 72.06   	 -81.38		
 -6.71   	 58.90   	 -2.24   	 -30.52		 71.74   	 -76.30		
 -9.77   	 56.15   	 -2.36   	 -30.52		 71.43   	 -76.30		
-13.73   	 51.27   	 -2.48   	 -25.43		 71.13   	 -76.30		
-17.09   	 48.52   	 -2.58   	 -25.43		 70.82   	 -71.21		
-19.23   	 50.05   	 -2.69   	 -20.35		 70.54   	 -66.12		
-18.31   	 54.93   	 -2.77   	 -20.35		 70.27   	 -71.21		
-14.65   	 61.65   	 -2.85   	 -15.26		 69.99   	 -66.12		
 -7.93   	 68.36   	 -2.91   	 -15.26		 69.73   	 -66.12		
 -0.92   	 73.55   	 -2.97   	  -5.09		 69.46   	 -61.04		
  4.88   	 75.68   	 -2.99   	 -10.17		 69.22   	 -61.04		
  6.41   	 73.24   	 -3.03   	   0.00		 68.97   	 -61.04		
  3.36   	 65.31   	 -3.03   	  -5.09		 68.73   	 -61.04		
 -4.27   	 51.57   	 -3.05   	   0.00		 68.48   	 -66.12		
-14.04   	 34.79   	 -3.05   	  -5.09		 68.22   	 -71.21		
-22.28   	 17.70   	 -3.07   	  -5.09		 67.93   	 -81.38		
-26.25   	  4.58   	 -3.09   	 -10.17		 67.61   	 -81.38		
-23.19   	 -1.83   	 -3.13   	 -10.17		 67.28   	 -81.38		
-12.21   	  1.22   	 -3.17   	 -10.17		 66.96   	 -76.30		
  4.27   	 11.60   	 -3.21   	 -10.17		 66.65   	 -50.86		
 22.28   	 25.33   	 -3.26   	 -10.17		 66.45   	 -15.26		
 36.01   	 36.93   	 -3.30   	 -10.17		 66.39   	  25.43		
 40.28   	 40.28   	 -3.34   	 -15.26		 66.49   	  61.04		
 32.65   	 31.43   	 -3.40   	 -10.17		 66.73   	  86.47		
 14.34   	 11.90   	 -3.44   	 -10.17		 67.08   	  81.38		
 -9.77   	-12.21   	 -3.48   	  -5.09		 67.41   	  66.12		
-33.87   	-33.26   	 -3.50(D)	   5.09		 67.67   	  45.78		
-51.88   	-46.08   	 -3.48   	  10.17		 67.85   	  20.35		
-61.04   	-50.35   	 -3.44   	  25.43		 67.93   	  -5.09		
-62.26   	-50.05   	 -3.34   	  35.61		 67.91   	 -25.43		
-58.90   	-48.22   	 -3.19   	  45.78		 67.81   	 -50.86		
-55.54   	-46.08   	 -3.01   	  50.86		 67.61   	 -76.30		
-54.63   	-43.03   	 -2.81   	  50.86		 67.30   	-101.73		
-56.15   	-39.67   	 -2.60   	  50.86		 66.90   	-127.16		
-58.29   	-37.54   	 -2.40   	  40.69		 66.39   	-142.42		
-59.20   	-37.54   	 -2.24   	  35.61		 65.82   	-152.59		
-59.81   	-40.28   	 -2.10   	  25.43		 65.21   	-157.68		
-60.73   	-43.64   	 -1.99   	  20.35		 64.58   	-157.68		
-62.56   	-45.78   	 -1.91   	  15.26		 63.95   	-157.68		
-65.31   	-47.00   	 -1.85   	  10.17		 63.32   	-152.59		
-67.75   	-48.22   	 -1.81   	   0.00		 62.71   	-162.77		
-69.27   	-49.13   	 -1.81   	   0.00		 62.05   	-157.68		
-68.66   	-48.83   	 -1.81   	 -10.17		 61.42   	-162.77		
-66.22   	-46.39   	 -1.85   	 -10.17		 60.77   	-162.77		
-62.56   	-40.89   	 -1.89   	 -20.35		 60.12   	-152.59		
-58.59   	-34.48   	 -1.97   	 -20.35		 59.51   	-137.33		
-56.15   	-29.91   	 -2.05   	 -25.43		 58.96   	-132.25		
-55.85   	-28.69   	 -2.16   	 -30.52		 58.43   	-106.82		
-57.37   	-30.52   	 -2.28   	 -25.43		 58.01   	 -86.47		
-60.73   	-32.65   	 -2.38   	 -25.43		 57.66   	 -66.12		
-65.31   	-32.65   	 -2.48   	 -20.35		 57.40   	 -35.61		
-73.24   	-26.55   	 -2.56   	 -15.26		 57.25   	 -15.26		
-85.45   	-11.90   	 -2.62   	  -5.09		 57.19   	  15.26		
-102.84   	 11.90   	 -2.64   	   5.09		 57.25   	  35.61		
-121.15   	 41.50   	 -2.62   	  15.26		 57.40   	  61.04		
-126.04   	 73.24   	 -2.56   	  30.52		 57.64   	  71.21		
-94.91   	104.37   	 -2.44   	  35.61		 57.92   	  91.56		
 -8.24   	134.58   	 -2.30   	  45.78		 58.29   	 101.73		
135.19   	165.41   	 -2.12   	  55.95		 58.70   	 101.73		
307.31   	186.16   	 -1.89   	  61.04		 59.10   	 111.90		
458.68   	164.79   	 -1.65   	  66.12		 59.55   	 111.90		
541.38   	 68.97   	 -1.38   	  71.21		 60.00   	 106.82		
538.33   	-100.40   	 -1.10   	  66.12		 60.43   	 101.73		
468.44   	-297.24   	 -0.83   	  66.12		 60.83   	  91.56		
369.26   	-447.39   	 -0.57   	  55.95		 61.20   	  81.38		
272.52   	-501.71   	 -0.35   	  55.95		 61.53   	  66.12		
188.90   	-480.65   	 -0.12   	  50.86		 61.79   	  45.78		
116.58   	-455.93   	  0.08   	  45.78		 61.97   	  35.61		
 53.71   	-484.92   	  0.26   	  45.78		 62.12   	  10.17		
  9.16   	-560.91   	  0.45   	  45.78		 62.16   	  -5.09		
 -8.85   	-623.78(R)	  0.63   	  50.86		 62.14   	 -25.43		
 -3.97   	-611.88   	  0.83   	  61.04		 62.03   	 -40.69		
  8.85   	-511.78   	  1.08   	  76.30		 61.87   	 -61.04		
 13.73   	-363.77   	  1.38   	 101.73		 61.63   	 -81.38		
  5.19   	-224.30   	  1.79   	 127.16		 61.30   	 -91.56		
-11.60   	-127.56   	  2.30   	 167.85		 60.94   	-106.82		
-25.94   	-76.60   	  2.97   	 213.63		 60.51   	-116.99		
-32.04   	-54.32   	  3.83   	 269.58		 60.04   	-127.16		
-31.74   	-42.11   	  4.90   	 320.45		 59.53   	-132.25		
-29.91   	-29.60   	  6.19   	 391.66		 59.00   	-142.42		
-30.82   	-15.87   	  7.75   	 452.69		 58.43   	-142.42		
-34.48   	 -5.19   	  9.56   	 518.82		 57.86   	-142.42		
-38.15   	  0.61   	 11.64   	 584.94		 57.29   	-137.33		
-39.37   	  3.36   	 13.98   	 656.15		 56.74   	-142.42		
-38.45   	  6.10   	 16.60   	 717.19		 56.17   	-132.25		
-36.93   	 10.68   	 19.47   	 778.23		 55.65   	-122.07		
-36.62   	 15.87   	 22.58   	 834.18		 55.16   	-116.99		
-36.93   	 19.23   	 25.92   	 885.04		 54.69   	-106.82		
-36.32   	 20.45   	 29.46   	 925.73		 54.26   	 -91.56		
-33.87   	 20.75   	 33.16   	 951.17		 53.90   	 -81.38		
-30.82   	 21.97   	 36.97   	 971.51		 53.57   	 -71.21		
-28.69   	 24.11   	 40.85   	 971.51		 53.29   	 -55.95		
-28.38   	 26.25   	 44.74   	 956.25		 53.06   	 -45.78		
-28.99   	 27.16   	 48.57   	 925.73		 52.88   	 -30.52		
-30.21   	 26.25   	 52.27   	 890.13		 52.76   	 -20.35		
-30.52   	 23.50   	 55.83   	 839.26		 52.68   	  -5.09		
-29.30   	 21.06   	 59.19   	 793.49		 52.65(D)	   5.09		
-26.55   	 21.36   	 62.36   	 737.54		 52.68   	  25.43		
-23.50   	 25.63   	 65.31   	 686.67		 52.78   	  45.78		
-21.06   	 31.43   	 68.06   	 645.98		 52.96   	  66.12		
-19.53   	 36.01   	 70.64   	 605.29		 53.22   	  91.56		
-18.92   	 36.62   	 73.06   	 574.77		 53.59   	 122.07		
-18.01   	 34.48   	 75.36   	 544.25		 54.08   	 157.68		
-16.17   	 32.65   	 77.54   	 528.99		 54.71   	 188.20		
-13.73   	 32.96   	 79.65   	 513.73		 55.46   	 223.80		
-11.60   	 35.71   	 81.71   	 498.47		 56.36   	 259.41		
 -9.77   	 39.06   	 83.70   	 493.39		 57.40   	 289.93		
 -7.93   	 40.89   	 85.68   	 478.13		 58.56   	 315.36		
 -5.49   	 41.20   	 87.59   	 457.78		 59.82   	 345.88		
 -2.44   	 40.59   	 89.42   	 437.43		 61.20   	 361.14		
 -0.31   	 40.59   	 91.17   	 406.92		 62.64   	 376.40		
  0.31   	 41.20   	 92.80   	 376.40		 64.15   	 386.57		
  0.00   	 41.50   	 94.30   	 340.79		 65.70   	 391.66		
  0.61   	 41.50   	 95.67   	 305.19		 67.26   	 391.66		
  3.97   	 42.11   	 96.89   	 274.67		 68.83   	 391.66		
  9.46   	 44.86   	 97.99   	 244.15		 70.40   	 386.57		
 14.04   	 49.13   	 98.96   	 223.80		 71.94   	 381.48		
 16.48   	 52.80   	 99.86   	 203.46		 73.47   	 376.40		
 15.56   	 53.41   	100.67   	 183.11		 74.97   	 361.14		
 13.73   	 51.88   	101.40   	 167.85		 76.42   	 356.05		
 14.04   	 51.27   	102.07   	 157.68		 77.84   	 340.79		
 18.01   	 54.63   	102.71   	 142.42		 79.21   	 330.62		
 24.72   	 62.56   	103.28   	 137.33		 80.53   	 315.36		
 31.74   	 71.72   	103.82   	 116.99		 81.79   	 305.19		
 37.54   	 78.74   	104.29   	  96.64		 83.01   	 289.93		
 41.81   	 82.70   	104.68   	  71.21		 84.17   	 279.75		
 45.47   	 85.14   	104.96   	  50.86		 85.29   	 264.50		
 49.44   	 87.59   	105.17   	  45.78		 86.35   	 249.24		
 54.02   	 89.72   	105.35   	  50.86		 87.34   	 239.06		
 59.20   	 90.64   	105.55   	  66.12		 88.30   	 228.89		
 64.70   	 90.94   	105.82   	  86.47		 89.22   	 213.63		
 71.41   	 93.38   	106.16   	 106.82		 90.07   	 203.46		
 79.35   	 99.18   	106.59   	 122.07		 90.88   	 198.37		
 87.89   	108.03   	107.08   	 122.07		 91.68   	 183.11		
 95.83   	117.49   	107.57   	 111.90		 92.41   	 178.03		
102.23   	124.51   	108.02   	  96.64		 93.12   	 172.94		
107.73   	128.78   	108.40   	  71.21		 93.81   	 162.77		
113.83   	131.84   	108.69   	  45.78		 94.47   	 157.68		
121.15   	133.97   	108.87   	  15.26		 95.10   	 147.51		
129.39   	134.58   	108.93(S)	  -5.09		 95.69   	 147.51		
137.63   	133.36   	108.91   	 -20.35		 96.28   	 137.33		
144.65   	131.84   	108.83   	 -25.43		 96.83   	 132.25		
150.76   	132.14   	108.73   	 -30.52		 97.35   	 132.25		
156.25   	135.50   	108.61   	 -30.52		 97.88   	 122.07		
162.05   	140.08   	108.48   	 -25.43		 98.37   	 116.99		
168.15   	141.91   	108.38   	 -25.43		 98.84   	 116.99		
174.56   	139.16   	108.28   	 -25.43		 99.31   	 106.82		
180.36   	133.36   	108.18   	 -25.43		 99.74   	 101.73		
185.85   	127.26   	108.08   	 -30.52		100.14   	  96.64		
190.43   	123.60   	107.95   	 -40.69		100.53   	  86.47		
193.48   	121.46   	107.79   	 -50.86		100.87   	  86.47		
194.09   	118.71   	107.59   	 -55.95		101.22   	  76.30		
191.35   	113.83   	107.36   	 -71.21		101.53   	  71.21		
184.94   	106.51   	107.08   	 -81.38		101.81   	  61.04		
176.39   	 99.49   	106.75   	 -96.64		102.05   	  55.95		
166.93   	 93.38   	106.37   	-106.82		102.28   	  45.78		
156.86   	 88.50   	105.94   	-122.07		102.46   	  35.61		
144.65   	 82.70   	105.45   	-137.33		102.60   	  25.43		
130.00   	 75.07   	104.90   	-157.68		102.71   	  20.35		
112.30   	 66.22   	104.27   	-178.03		102.79   	   5.09		
 93.08   	 57.68   	103.56   	-193.29		102.81(S)	   0.00		
 74.77   	 50.66   	102.79   	-223.80		102.81   	 -15.26		
 57.98   	 44.56   	101.89   	-249.24		102.75   	 -25.43		
 43.03   	 39.37   	100.89   	-279.75		102.64   	 -35.61		
 28.38   	 34.79   	 99.78   	-315.36		102.50   	 -50.86		
 13.43   	 29.91   	 98.51   	-345.88		102.30   	 -61.04		
 -1.53   	 24.72   	 97.13   	-371.31		102.05   	 -71.21		
-14.95   	 18.01   	 95.65   	-401.83		101.77   	 -91.56		
-25.63   	 10.38   	 94.04   	-427.26		101.40   	-106.82		
-33.26   	  2.75   	 92.33   	-442.52		100.98   	-116.99		
-38.76   	 -3.05   	 90.56   	-462.87		100.51   	-137.33		
-43.95   	 -6.41   	 88.71   	-493.39		 99.96   	-152.59		
-49.44   	 -8.24   	 86.73   	-534.08		 99.35   	-172.94		
-54.93   	-10.38   	 84.60   	-579.86		 98.66   	-193.29		
-59.20   	-12.82   	 82.28   	-635.81		 97.88   	-203.46		
-60.73   	-15.56   	 79.74   	-701.93		 97.07   	-223.80		
-60.73   	-17.09   	 76.93   	-768.05		 96.17   	-228.89		
-60.73   	-17.70   	 73.86   	-824.00		 95.26   	-244.15		
-61.95   	-18.62   	 70.56   	-874.87		 94.28   	-244.15		
-64.70   	-20.75   	 67.06   	-910.47		 93.31   	-249.24		
-67.75   	-23.19   	 63.42   	-930.82		 92.31   	-244.15		
-69.89   	-25.63   	 59.69   	-935.91		 91.33   	-233.98		
-70.80   	-26.55   	 55.95   	-925.73		 90.40   	-228.89		
-71.11   	-26.55   	 52.25   	-905.39		 89.48   	-223.80		
-71.11   	-26.25   	 48.63   	-879.96		 88.59   	-203.46		
-71.11   	-27.16   	 45.11   	-839.26		 87.77   	-198.37		
-70.50   	-29.30   	 41.75   	-803.66		 86.98   	-188.20		
-68.97   	-31.13   	 38.53   	-762.97		 86.23   	-178.03		
-67.44   	-32.65   	 35.48   	-727.36		 85.51   	-162.77		
-66.22   	-33.87   	 32.57   	-686.67		 84.86   	-157.68		
-65.31   	-35.10   	 29.83   	-651.07		 84.23   	-142.42		
-63.17   	-36.93   	 27.22   	-610.37		 83.66   	-132.25		
-59.81   	-38.45   	 24.78   	-574.77		 83.13   	-132.25		
-56.46   	-38.76   	 22.48   	-539.16		 82.60   	-132.25		
-54.02   	-38.45   	 20.33   	-498.47		 82.07   	-132.25		
-53.10   	-38.45   	 18.33   	-462.87		 81.55   	-132.25		
-53.41   	-39.37   	 16.48   	-422.18		 81.02   	-127.16		
-53.10   	-41.81   	 14.79   	-386.57		 80.51   	-127.16		
-50.66   	-45.47   	 13.25   	-350.97		 80.00   	-127.16		
-46.08   	-51.57   	 11.84   	-310.27		 79.49   	-116.99		
-40.59   	-60.12   	 10.60   	-274.67		 79.02   	-122.07		
-35.71   	-68.66   	  9.50   	-239.06		 78.53   	-111.90		
-33.87   	-74.16   	  8.55   	-203.46		 78.09   	-106.82		
-35.71   	-74.46   	  7.73   	-167.85		 77.66   	-101.73		
-40.28   	-70.80   	  7.06   	-142.42		 77.25   	 -96.64		
-45.17   	-66.53   	  6.49   	-116.99		 76.87   	 -91.56		
-47.30   	-64.39   	  6.02   	 -96.64		 76.50   	 -86.47		
-46.69   	-64.39   	  5.64   	 -81.38		 76.15   	 -81.38		
-45.17   	-64.70   	  5.31   	 -71.21		 75.83   	 -76.30		
-44.86   	-62.87   	  5.03   	 -61.04		 75.52   	 -71.21		
-46.39   	-59.20   	  4.78   	 -50.86		 75.24   	 -76.30		
-49.74   	-54.63   	  4.58   	 -45.78		 74.93   	 -71.21		
-53.10   	-51.57   	  4.39   	 -40.69		 74.65   	 -81.38		
-55.54   	-50.96   	  4.23   	 -40.69		 74.32   	 -81.38		
-57.07   	-52.19   	  4.07   	 -35.61		 74.00   	 -86.47		
-57.68   	-54.02   	  3.93   	 -30.52		 73.65   	 -86.47		
-57.68   	-55.24   	  3.80   	 -35.61		 73.31   	 -91.56		
-56.46   	-54.32   	  3.66   	 -35.61		 72.94   	 -91.56		
-54.93   	-51.57   	  3.52   	 -30.52		 72.57   	 -86.47		
-54.02   	-47.91   	  3.40   	 -25.43		 72.23   	 -81.38		
-54.32   	-45.47   	  3.30   	 -25.43		 71.90   	 -76.30		
-55.54   	-44.56   	  3.19   	 -20.35		 71.60   	 -71.21		
-57.37   	-45.17   	  3.11   	 -15.26		 71.31   	 -66.12		
-58.90   	-45.78   	  3.05   	 -10.17		 71.05   	 -61.04		
-58.90   	-45.47   	  3.01(D)	   0.00		 70.80   	 -66.12		
-58.29   	-43.95   	  3.01   	   0.00		 70.54   	 -61.04		
-57.37   	-42.11   	  3.01   	  10.17		 70.29   	 -66.12		
-56.76   	-40.89   	  3.05   	  15.26		 70.03   	 -66.12		
-56.76   	-40.28   	  3.11   	  10.17		 69.77   	 -66.12		
-57.07   	-38.76   	  3.15   	  15.26		 69.50   	 -61.04		
-57.68   	-36.93   	  3.21   	  10.17		 69.26   	 -66.12		
-58.29   	-34.79   	  3.26   	  10.17		 68.99   	 -55.95		
-58.59   	-34.48   	  3.30   	   5.09		 68.77   	 -61.04		
-58.59   	-35.40   	  3.32   	   0.00		 68.52   	 -61.04		
-58.29   	-36.62   	  3.32   	  -5.09		 68.28   	 -61.04		
-58.29   	-36.01   	  3.30   	  -5.09		 68.04   	 -55.95		
-58.90   	-34.18   	  3.28   	 -15.26		 67.81   	 -61.04		
-60.12   	-32.35   	  3.21   	 -10.17		 67.57   	 -50.86		
-60.73   	-31.74   	  3.17   	 -15.26		 67.36   	 -55.95		
-60.12   	-31.74   	  3.11   	 -10.17		 67.14   	 -45.78		
-58.29   	-31.43   	  3.07   	   0.00		 66.96   	 -45.78		
-56.15   	-30.52   	  3.07   	   0.00		 66.77   	 -45.78		
-54.02   	-28.99   	  3.07   	  10.17		 66.59   	 -40.69		
-53.10   	-28.38   	  3.11   	  20.35		 66.43   	 -35.61		
