  I     	  II     	  PW     	  PW'		  CH2     	  CH2'		
 -7.02   	 52.19   	 33.69   	  10.17		  0.94   	   0.00		
 -7.32   	 61.34   	 33.73(V)	 -10.17		  0.94   	   0.00		
 -7.63   	 72.63   	 33.69   	 -30.52		  0.94   	  -5.09		
 -5.19   	 87.28   	 33.57   	 -45.78		  0.92   	   0.00		
  1.83   	107.42   	 33.39   	 -55.95		  0.92   	   0.00		
 12.21   	133.36   	 33.16   	 -71.21		  0.92   	   0.00		
 22.58   	161.74   	 32.88   	 -71.21		  0.92   	   0.00		
 29.60   	187.38   	 32.59   	 -81.38		  0.92   	   0.00		
 32.96   	203.86   	 32.27   	 -76.30		  0.92   	   0.00		
 35.71   	209.66   	 31.96   	 -81.38		  0.92   	   0.00		
 38.76   	207.52   	 31.64   	 -76.30		  0.92   	   5.09		
 41.81   	202.33   	 31.33   	 -81.38		  0.94   	   0.00		
 42.42   	196.23   	 31.01   	 -76.30		  0.94   	   0.00		
 38.15   	185.85   	 30.70   	 -81.38		  0.94   	   0.00		
 28.38   	164.79   	 30.38   	 -76.30		  0.94   	   5.09		
 14.95   	131.23   	 30.07   	 -81.38		  0.96   	   0.00		
  0.31   	 90.64   	 29.75   	 -81.38		  0.96   	   0.00		
-13.12   	 53.71   	 29.42   	 -81.38		  0.96   	   0.00		
-23.19   	 30.82   	 29.09   	 -81.38		  0.96   	   0.00		
-29.60   	 23.19   	 28.77   	 -81.38		  0.96   	   5.09		
-32.65   	 22.28   	 28.44   	 -76.30		  0.98   	   0.00		
-34.48   	 17.70   	 28.14   	 -76.30		  0.98   	   0.00		
-36.32   	  3.05   	 27.83   	 -66.12		  0.98   	   0.00		
-37.84   	-18.62   	 27.57   	 -61.04		  0.98   	   0.00		
-38.45   	-39.67   	 27.32   	 -61.04		  0.98   	   0.00		
-36.93   	-53.41   	 27.08   	 -50.86		  0.98   	   0.00		
-33.26   	-58.90   	 26.88   	 -45.78		  0.98   	   0.00		
-28.38   	-57.98   	 26.69   	 -45.78		  0.98   	   5.09		
-24.41   	-54.63   	 26.51   	 -35.61		  1.00   	   0.00		
-22.28   	-50.05   	 26.37   	 -35.61		  1.00   	   0.00		
-21.36   	-44.56   	 26.23   	 -25.43		  1.00   	   0.00		
-21.06   	-38.15   	 26.12   	 -25.43		  1.00   	  -5.09		
-20.45   	-32.35   	 26.02   	 -20.35		  0.98   	   0.00		
-19.23   	-27.77   	 25.94   	 -20.35		  0.98   	   0.00		
-17.09   	-25.63   	 25.86   	 -20.35		  0.98   	   0.00		
-14.04   	-26.55   	 25.78   	 -25.43		  0.98   	   0.00		
-10.38   	-30.21   	 25.68   	 -30.52		  0.98   	   0.00		
 -7.02   	-34.79   	 25.55   	 -35.61		  0.98   	   0.00		
 -5.49   	-37.84   	 25.41   	 -40.69		  0.98   	  -5.09		
 -7.02   	-37.54   	 25.25   	 -45.78		  0.96   	   0.00		
-12.21   	-34.18   	 25.07   	 -50.86		  0.96   	   0.00		
-20.75   	-30.52   	 24.86   	 -55.95		  0.96   	   0.00		
-30.82   	-29.30   	 24.64   	 -50.86		  0.96   	   0.00		
-39.98   	-31.43   	 24.44   	 -50.86		  0.96   	  -5.09		
-46.08   	-33.87   	 24.23   	 -45.78		  0.94   	   0.00		
-48.22   	-32.65   	 24.05   	 -35.61		  0.94   	   0.00		
-47.91   	-26.25   	 23.91   	 -30.52		  0.94   	   0.00		
-47.00   	-16.78   	 23.78   	 -15.26		  0.94   	   0.00		
-47.61   	 -8.85   	 23.72   	 -10.17		  0.94   	   0.00		
-49.13   	 -5.80   	 23.68   	  -5.09		  0.94   	   0.00		
-51.57   	 -7.32   	 23.66   	  -5.09		  0.94   	   0.00		
-53.41   	 -9.77   	 23.64   	   0.00		  0.94   	   0.00		
-54.63   	-10.38   	 23.64   	  -5.09		  0.94   	   0.00		
-54.32   	 -8.54   	 23.62   	  -5.09		  0.94   	   0.00		
-53.10   	 -5.49   	 23.60   	 -10.17		  0.94   	   0.00		
-51.27   	 -3.05   	 23.56   	 -15.26		  0.94   	   0.00		
-49.44   	  0.00   	 23.50   	 -25.43		  0.94   	   0.00		
-47.91   	  7.93   	 23.40   	 -25.43		  0.94   	   5.09		
-46.08   	 29.60   	 23.30   	 -25.43		  0.96   	   0.00		
-43.03   	 75.07   	 23.19   	 -30.52		  0.96   	   0.00		
-37.23   	155.33   	 23.07   	 -25.43		  0.96   	   0.00		
-27.77   	275.57   	 22.97   	 -20.35		  0.96   	   0.00		
-13.43   	435.18   	 22.89   	 -15.26		  0.96   	   5.09		
  8.85   	627.75   	 22.83   	 -10.17		  0.98   	   0.00		
 40.28   	842.29   	 22.79   	  -5.09		  0.98   	   0.00		
 83.92   	1054.69   	 22.77   	   0.00		  0.98   	   0.00		
138.55   	1226.20   	 22.77   	   5.09		  0.98   	   0.00		
191.96   	1299.74(R)	 22.79   	   5.09		  0.98   	   0.00		
220.64   	1217.04   	 22.81   	  10.17		  0.98   	   5.09		
202.94   	961.00   	 22.85   	  15.26		  1.00   	   0.00		
138.24   	583.19   	 22.91   	  10.17		  1.00   	   0.00		
 54.63   	185.85   	 22.95   	  10.17		  1.00   	   0.00		
 -3.36   	-118.71   	 22.99   	  10.17		  1.00   	   0.00		
 -5.19   	-269.17   	 23.03   	  15.26		  1.00   	   0.00		
 39.06   	-285.95   	 23.09   	  20.35		  1.00   	   0.00		
 86.67   	-237.73   	 23.17   	  25.43		  1.00   	  -5.09		
 95.52   	-189.21   	 23.28   	  35.61		  0.98   	   0.00		
 54.63   	-166.32   	 23.42   	  40.69		  0.98   	   0.00		
-14.65   	-159.30   	 23.58   	  40.69		  0.98   	   0.00		
-76.60   	-147.40   	 23.74   	  45.78		  0.98   	   0.00		
-107.73   	-122.68   	 23.93   	  35.61		  0.98   	   0.00		
-106.51   	-95.83   	 24.07   	  35.61		  0.98   	   0.00		
-89.11   	-80.57   	 24.21   	  25.43		  0.98   	   0.00		
-73.55   	-80.26   	 24.31   	  15.26		  0.98   	  -5.09		
-68.66   	-87.59   	 24.37   	   5.09		  0.96   	   0.00		
-72.94   	-93.69   	 24.39   	   0.00		  0.96   	   0.00		
-79.65   	-93.69   	 24.39   	 -10.17		  0.96   	   0.00		
-83.01   	-88.20   	 24.35   	 -15.26		  0.96   	   0.00		
-82.40   	-82.70   	 24.29   	 -15.26		  0.96   	   0.00		
-81.18   	-79.96   	 24.23   	 -15.26		  0.96   	  -5.09		
-82.70   	-79.96   	 24.17   	  -5.09		  0.94   	   0.00		
-86.36   	-81.18   	 24.15   	  -5.09		  0.94   	   0.00		
-89.42   	-81.79   	 24.13   	  10.17		  0.94   	   0.00		
-89.72   	-81.79   	 24.17   	  20.35		  0.94   	   0.00		
-87.89   	-81.18   	 24.25   	  30.52		  0.94   	   0.00		
-85.75   	-80.87   	 24.37   	  40.69		  0.94   	   5.09		
-85.45   	-80.57   	 24.54   	  50.86		  0.96   	   0.00		
-86.67   	-80.87   	 24.74   	  66.12		  0.96   	   0.00		
-88.81   	-80.57   	 25.00   	  71.21		  0.96   	   0.00		
-89.42   	-79.35   	 25.29   	  86.47		  0.96   	   0.00		
-88.50   	-77.82   	 25.64   	  91.56		  0.96   	   0.00		
-86.98   	-76.60   	 26.00   	  96.64		  0.96   	   5.09		
-86.67   	-76.60   	 26.39   	 101.73		  0.98   	   0.00		
-87.89   	-77.21   	 26.80   	  91.56		  0.98   	   0.00		
-89.42   	-78.43   	 27.16   	  76.30		  0.98   	   0.00		
-90.03   	-79.04   	 27.47   	  50.86		  0.98   	   0.00		
-89.72   	-78.74   	 27.67   	  30.52		  0.98   	   0.00		
-89.42   	-78.43   	 27.79(A)	  -5.09		  0.98   	   0.00		
-90.94   	-79.04   	 27.77   	 -25.43		  0.98   	   0.00		
-93.99   	-80.87   	 27.67   	 -50.86		  0.98   	   0.00		
-97.05   	-82.70   	 27.47   	 -71.21		  0.98   	   0.00		
-98.57   	-83.31   	 27.18   	 -76.30		  0.98   	   0.00		
-97.66   	-83.01   	 26.88   	 -86.47		  0.98   	   0.00		
-95.21   	-82.09   	 26.53   	 -76.30		  0.98   	   0.00		
-92.16   	-82.09   	 26.23   	 -71.21		  0.98   	   0.00		
-90.94   	-82.70   	 25.94   	 -55.95		  0.98   	   0.00		
-91.55   	-83.31   	 25.72   	 -45.78		  0.98   	   0.00		
-93.99   	-83.92   	 25.53   	 -30.52		  0.98   	  -5.09		
-97.96   	-84.23   	 25.41   	 -20.35		  0.96   	   0.00		
-101.62   	-84.84   	 25.33   	 -15.26		  0.96   	   0.00		
-104.68   	-86.06   	 25.27   	 -10.17		  0.96   	   0.00		
-106.51   	-88.50   	 25.23   	 -15.26		  0.96   	   0.00		
-108.03   	-92.47   	 25.17   	 -15.26		  0.96   	   0.00		
-108.95   	-97.66   	 25.11   	 -25.43		  0.96   	   0.00		
-110.17   	-102.54   	 25.00   	 -30.52		  0.96   	   0.00		
-111.69   	-106.81   	 24.88   	 -35.61		  0.96   	   0.00		
-112.92   	-109.56   	 24.74   	 -35.61		  0.96   	   0.00		
-115.05   	-111.08   	 24.60   	 -35.61		  0.96   	   0.00		
-118.10   	-112.92   	 24.46   	 -40.69		  0.96   	   5.09		
-121.77   	-115.05   	 24.29   	 -30.52		  0.98   	   0.00		
-125.43   	-116.88   	 24.17   	 -25.43		  0.98   	   0.00		
-127.56   	-117.49   	 24.07   	 -15.26		  0.98   	   0.00		
-128.78   	-116.88   	 24.01   	 -10.17		  0.98   	   5.09		
-129.39   	-115.05   	 23.97   	  -5.09		  1.00   	   0.00		
-131.23   	-112.92   	 23.95   	  -5.09		  1.00   	   0.00		
-134.28   	-109.25   	 23.93   	   5.09		  1.00   	   0.00		
-137.33   	-103.45   	 23.95   	   5.09		  1.00   	   5.09		
-138.85   	-94.91   	 23.97   	   0.00		  1.02   	   0.00		
-137.94   	-84.84   	 23.97   	   5.09		  1.02   	   0.00		
-135.19   	-74.16   	 23.99   	   0.00		  1.02   	   0.00		
-131.23   	-63.48   	 23.99   	   0.00		  1.02   	  -5.09		
-126.65   	-51.88   	 23.99   	   0.00		  1.00   	   0.00		
-120.54   	-37.84   	 23.99   	  -5.09		  1.00   	   0.00		
-112.61   	-21.67   	 23.97   	 -10.17		  1.00   	   0.00		
-102.84   	 -4.88   	 23.93   	  -5.09		  1.00   	  -5.09		
-93.08   	 10.38   	 23.91   	 -15.26		  0.98   	   0.00		
-84.84   	 23.19   	 23.85   	 -10.17		  0.98   	   0.00		
-79.96   	 33.87   	 23.80   	 -15.26		  0.98   	  -5.09		
-77.21   	 43.33   	 23.74   	 -20.35		  0.96   	   0.00		
-74.77   	 51.27   	 23.66   	 -15.26		  0.96   	  -5.09		
-70.80   	 57.68   	 23.60   	 -10.17		  0.94   	   0.00		
-65.00   	 61.95   	 23.56   	 -15.26		  0.94   	  -5.09		
-58.59   	 63.78   	 23.50   	  -5.09		  0.92   	   0.00		
-53.10   	 64.39   	 23.48   	  -5.09		  0.92   	   0.00		
-49.74   	 64.39   	 23.46   	   5.09		  0.92   	  -5.09		
-47.91   	 64.70   	 23.48   	  10.17		  0.90   	   0.00		
-46.69   	 65.92   	 23.52   	  15.26		  0.90   	   0.00		
-46.08   	 68.66   	 23.58   	  25.43		  0.90   	   0.00		
-45.17   	 72.33   	 23.68   	  30.52		  0.90   	   0.00		
-44.25   	 75.68   	 23.80   	  35.61		  0.90   	   0.00		
-42.72   	 77.82   	 23.95   	  30.52		  0.90   	   5.09		
-41.50   	 78.74   	 24.07   	  35.61		  0.92   	   0.00		
-40.59   	 79.04   	 24.21   	  25.43		  0.92   	   0.00		
-40.89   	 79.65   	 24.31   	  20.35		  0.92   	   5.09		
-41.81   	 80.57   	 24.39   	  15.26		  0.94   	   0.00		
-42.11   	 81.48   	 24.46   	   0.00		  0.94   	   5.09		
-40.59   	 81.18   	 24.46   	  -5.09		  0.96   	   0.00		
-37.84   	 80.57   	 24.44   	 -10.17		  0.96   	   0.00		
-35.71   	 79.65   	 24.39   	 -20.35		  0.96   	   5.09		
-34.79   	 79.35   	 24.31   	 -10.17		  0.98   	   0.00		
-35.71   	 79.96   	 24.27   	  -5.09		  0.98   	   0.00		
-37.23   	 81.18   	 24.25   	  25.43		  0.98   	   0.00		
-39.06   	 83.01   	 24.35   	  55.95		  0.98   	   0.00		
-40.28   	 84.84   	 24.58   	  96.64		  0.98   	   5.09		
-40.89   	 86.06   	 24.96   	 132.25		  1.00   	   0.00		
-40.89   	 86.36   	 25.49   	 172.94		  1.00   	   0.00		
-40.89   	 85.75   	 26.19   	 203.46		  1.00   	   0.00		
-40.59   	 83.92   	 27.00   	 218.72		  1.00   	   0.00		
-39.98   	 81.79   	 27.87   	 213.63		  1.00   	   5.09		
-39.37   	 80.26   	 28.73   	 203.46		  1.02   	   0.00		
-39.06   	 80.26   	 29.54   	 172.94		  1.02   	   0.00		
-39.37   	 81.48   	 30.23   	 142.42		  1.02   	   0.00		
-40.28   	 82.70   	 30.80   	 101.73		  1.02   	   5.09		
-40.89   	 83.31   	 31.21   	  66.12		  1.04   	   0.00		
-40.89   	 84.23   	 31.47   	  35.61		  1.04   	   0.00		
-39.67   	 84.84   	 31.62   	  10.17		  1.04   	   5.09		
-38.15   	 85.75   	 31.66   	   0.00		  1.06   	   0.00		
-37.54   	 85.45   	 31.66   	  -5.09		  1.06   	   0.00		
-38.45   	 83.62   	 31.64   	   5.09		  1.06   	   0.00		
-41.20   	 80.26   	 31.66   	  10.17		  1.06   	   0.00		
-43.95   	 75.99   	 31.70   	  25.43		  1.06   	   0.00		
-45.47   	 72.63   	 31.80   	  40.69		  1.06   	   0.00		
-45.78   	 70.80   	 31.96   	  45.78		  1.06   	   0.00		
-45.17   	 71.11   	 32.15   	  61.04		  1.06   	  -5.09		
-44.56   	 73.24   	 32.39   	  55.95		  1.04   	   0.00		
-44.56   	 77.51   	 32.61   	  55.95		  1.04   	  -5.09		
-44.86   	 83.62   	 32.84   	  45.78		  1.02   	   0.00		
-44.25   	 92.16   	 33.02   	  30.52		  1.02   	  -5.09		
-42.72   	104.98   	 33.14   	  15.26		  1.00   	  -5.09		
-39.67   	122.68   	 33.20(V)	 -10.17		  0.98   	   0.00		
-36.01   	145.57   	 33.16   	 -25.43		  0.98   	  -5.09		
-31.43   	173.95   	 33.06   	 -40.69		  0.96   	  -5.09		
-26.25   	207.82   	 32.90   	 -61.04		  0.94   	  -5.09		
-19.53   	246.58   	 32.66   	 -71.21		  0.92   	  -5.09		
-11.29   	290.22   	 32.37   	 -76.30		  0.90   	   0.00		
 -1.83   	336.61   	 32.06   	 -86.47		  0.90   	  -5.09		
  7.63   	384.22   	 31.72   	 -81.38		  0.87   	   0.00		
 15.87   	431.52   	 31.39   	 -81.38		  0.87   	   0.00		
 20.75   	477.29   	 31.07   	 -76.30		  0.87   	   0.00		
 21.06   	519.10   	 30.76   	 -71.21		  0.87   	   0.00		
 16.17   	552.06   	 30.48   	 -61.04		  0.87   	   0.00		
  7.63   	569.76   	 30.23   	 -61.04		  0.87   	   0.00		
 -3.66   	569.46   	 29.99   	 -61.04		  0.87   	   0.00		
-16.17   	555.42   	 29.75   	 -55.95		  0.87   	   5.09		
-28.08   	539.55   	 29.52   	 -55.95		  0.90   	   0.00		
-37.23   	535.28   	 29.30   	 -55.95		  0.90   	   5.09		
-42.42   	548.40   	 29.07   	 -61.04		  0.92   	   0.00		
-43.64   	573.43   	 28.83   	 -66.12		  0.92   	   5.09		
-41.81   	596.31   	 28.57   	 -66.12		  0.94   	   5.09		
-40.28   	603.94   	 28.30   	 -71.21		  0.96   	   0.00		
-40.59   	593.87   	 28.02   	 -66.12		  0.96   	   5.09		
-43.95   	570.98   	 27.75   	 -76.30		  0.98   	   5.09		
-48.52   	544.13   	 27.45   	 -66.12		  1.00   	   0.00		
-52.80   	518.49   	 27.18   	 -71.21		  1.00   	   0.00		
-54.32   	493.47   	 26.90   	 -61.04		  1.00   	   5.09		
-52.19   	466.00   	 26.65   	 -61.04		  1.02   	   0.00		
-47.00   	435.79   	 26.41   	 -55.95		  1.02   	   0.00		
-40.89   	406.49   	 26.19   	 -45.78		  1.02   	   0.00		
-37.23   	382.69   	 26.00   	 -40.69		  1.02   	   0.00		
-36.93   	367.13   	 25.84   	 -40.69		  1.02   	   0.00		
-39.06   	357.97   	 25.68   	 -30.52		  1.02   	   0.00		
-39.98   	350.04   	 25.55   	 -30.52		  1.02   	   0.00		
-38.15   	337.52   	 25.43   	 -30.52		  1.02   	   0.00		
-32.65   	318.30   	 25.31   	 -30.52		  1.02   	   0.00		
-26.25   	294.80   	 25.19   	 -30.52		  1.02   	   5.09		
-22.28   	271.91   	 25.07   	 -40.69		  1.04   	   0.00		
-22.89   	253.60   	 24.90   	 -35.61		  1.04   	   0.00		
-28.38   	239.56   	 24.76   	 -45.78		  1.04   	   0.00		
-36.62   	226.44   	 24.58   	 -45.78		  1.04   	   0.00		
-44.86   	210.27   	 24.39   	 -45.78		  1.04   	  -5.09		
-51.27   	189.21   	 24.21   	 -45.78		  1.02   	   0.00		
-55.54   	166.63   	 24.03   	 -45.78		  1.02   	   0.00		
-58.29   	146.79   	 23.85   	 -35.61		  1.02   	   0.00		
-60.73   	132.14   	 23.70   	 -35.61		  1.02   	  -5.09		
-62.87   	121.46   	 23.56   	 -30.52		  1.00   	   0.00		
-64.70   	111.08   	 23.44   	 -25.43		  1.00   	  -5.09		
-65.61   	 96.44   	 23.34   	 -15.26		  0.98   	   0.00		
-65.31   	 77.21   	 23.28   	 -20.35		  0.98   	   0.00		
-63.78   	 56.15   	 23.19   	 -15.26		  0.98   	   0.00		
-62.26   	 36.62   	 23.13   	 -20.35		  0.98   	  -5.09		
-61.65   	 20.45   	 23.05   	 -20.35		  0.96   	   0.00		
-62.26   	  6.41   	 22.97   	 -25.43		  0.96   	   0.00		
-63.48   	 -7.63   	 22.87   	 -25.43		  0.96   	   0.00		
-63.78   	-22.28   	 22.77   	 -35.61		  0.96   	   0.00		
-63.17   	-34.48   	 22.62   	 -35.61		  0.96   	   0.00		
-61.34   	-37.84   	 22.48   	 -35.61		  0.96   	   0.00		
-58.90   	-22.89   	 22.34   	 -40.69		  0.96   	   0.00		
-55.24   	 20.75   	 22.18   	 -40.69		  0.96   	   0.00		
-49.13   	101.62   	 22.01   	 -35.61		  0.96   	   0.00		
-38.76   	223.69   	 21.87   	 -35.61		  0.96   	   0.00		
-22.28   	383.91   	 21.73   	 -25.43		  0.96   	   0.00		
  2.14   	574.65   	 21.63   	 -25.43		  0.96   	   0.00		
 36.01   	781.86   	 21.53   	 -15.26		  0.96   	   0.00		
 82.70   	978.09   	 21.46   	  -5.09		  0.96   	   0.00		
139.16   	1119.38   	 21.44   	  -5.09		  0.96   	   0.00		
190.12   	1146.55(R)	 21.42   	   0.00		  0.96   	   0.00		
210.57   	1008.30   	 21.42   	   5.09		  0.96   	   5.09		
182.19   	705.57   	 21.44   	  10.17		  0.98   	   0.00		
111.08   	305.18   	 21.49   	  10.17		  0.98   	   0.00		
 31.74   	-84.53   	 21.53   	  10.17		  0.98   	   0.00		
-11.60   	-360.11   	 21.57   	  15.26		  0.98   	   0.00		
  1.83   	-480.35   	 21.63   	  10.17		  0.98   	   0.00		
 50.66   	-482.18   	 21.67   	  10.17		  0.98   	   0.00		
 89.72   	-435.79   	 21.71   	  15.26		  0.98   	   0.00		
 84.23   	-396.12   	 21.77   	  15.26		  0.98   	   0.00		
 32.96   	-379.94   	 21.83   	  15.26		  0.98   	   0.00		
-36.32   	-373.84   	 21.89   	  25.43		  0.98   	   0.00		
-90.64   	-360.11   	 21.99   	  20.35		  0.98   	   0.00		
-112.00   	-337.52   	 22.08   	  30.52		  0.98   	   0.00		
-106.20   	-318.30   	 22.20   	  25.43		  0.98   	   0.00		
-90.33   	-313.11   	 22.30   	  35.61		  0.98   	   5.09		
-79.35   	-320.13   	 22.44   	  30.52		  1.00   	   0.00		
-78.74   	-331.12   	 22.56   	  35.61		  1.00   	   0.00		
-84.84   	-337.83   	 22.71   	  35.61		  1.00   	   0.00		
-90.64   	-338.13   	 22.85   	  35.61		  1.00   	   0.00		
-91.55   	-335.69   	 22.99   	  40.69		  1.00   	   0.00		
-86.67   	-335.08   	 23.15   	  35.61		  1.00   	   0.00		
-80.26   	-338.13   	 23.30   	  40.69		  1.00   	  -5.09		
-75.68   	-343.93   	 23.46   	  35.61		  0.98   	   0.00		
-74.46   	-350.95   	 23.60   	  30.52		  0.98   	   0.00		
-75.99   	-357.97   	 23.72   	  35.61		  0.98   	  -5.09		
-79.04   	-363.16   	 23.87   	  35.61		  0.96   	   0.00		
-81.79   	-365.91   	 24.01   	  35.61		  0.96   	  -5.09		
-83.62   	-364.99   	 24.15   	  45.78		  0.94   	  -5.09		
-83.31   	-361.02   	 24.33   	  50.86		  0.92   	   0.00		
-81.79   	-355.83   	 24.54   	  61.04		  0.92   	  -5.09		
-80.57   	-351.26   	 24.78   	  76.30		  0.90   	  -5.09		
-79.65   	-348.21   	 25.09   	  86.47		  0.87   	  -5.09		
-79.65   	-346.37   	 25.43   	  96.64		  0.85   	   0.00		
-79.96   	-345.15   	 25.82   	 106.82		  0.85   	  -5.09		
-80.26   	-344.85   	 26.25   	 106.82		  0.83   	   0.00		
-80.57   	-346.37   	 26.67   	  96.64		  0.83   	  -5.09		
-80.57   	-350.95   	 27.06   	  86.47		  0.81   	   0.00		
-80.57   	-357.36   	 27.41   	  61.04		  0.81   	   0.00		
-81.18   	-363.46   	 27.65   	  35.61		  0.81   	   0.00		
-82.09   	-366.82   	 27.79   	  10.17		  0.81   	   0.00		
-82.70   	-366.82   	 27.83(A)	 -15.26		  0.81   	   0.00		
-83.31   	-364.69   	 27.77   	 -40.69		  0.81   	   0.00		
-83.62   	-362.85   	 27.61   	 -61.04		  0.81   	   0.00		
-84.23   	-361.33   	 27.37   	 -71.21		  0.81   	   5.09		
-84.84   	-359.80   	 27.08   	 -81.38		  0.83   	   5.09		
-84.84   	-356.75   	 26.75   	 -81.38		  0.85   	   0.00		
-84.84   	-352.78   	 26.43   	 -76.30		  0.85   	   5.09		
-84.23   	-349.12   	 26.12   	 -71.21		  0.87   	   5.09		
-83.92   	-347.90   	 25.84   	 -61.04		  0.90   	   5.09		
-83.92   	-349.12   	 25.60   	 -50.86		  0.92   	   5.09		
-84.53   	-351.56   	 25.39   	 -40.69		  0.94   	   5.09		
-85.75   	-354.00   	 25.23   	 -35.61		  0.96   	   5.09		
-86.67   	-356.14   	 25.09   	 -25.43		  0.98   	   0.00		
-87.59   	-358.28   	 24.98   	 -25.43		  0.98   	   5.09		
-88.81   	-361.02   	 24.88   	 -25.43		  1.00   	   5.09		
-90.64   	-364.69   	 24.78   	 -25.43		  1.02   	   5.09		
-93.99   	-369.26   	 24.68   	 -25.43		  1.04   	   0.00		
-97.96   	-373.84   	 24.58   	 -35.61		  1.04   	   0.00		
-101.93   	-378.42   	 24.44   	 -35.61		  1.04   	   5.09		
-104.98   	-382.69   	 24.29   	 -35.61		  1.06   	   0.00		
-107.12   	-385.74   	 24.15   	 -40.69		  1.06   	   0.00		
-108.64   	-386.66   	 23.99   	 -35.61		  1.06   	   0.00		
-110.17   	-385.44   	 23.85   	 -40.69		  1.06   	   5.09		
-112.00   	-382.69   	 23.68   	 -30.52		  1.08   	   0.00		
-113.53   	-379.03   	 23.56   	 -30.52		  1.08   	   0.00		
-115.05   	-375.06   	 23.44   	 -20.35		  1.08   	  -5.09		
-116.58   	-370.79   	 23.36   	 -15.26		  1.06   	   0.00		
-117.80   	-366.52   	 23.30   	 -10.17		  1.06   	   0.00		
-118.71   	-362.55   	 23.26   	  -5.09		  1.06   	   0.00		
-118.71   	-359.19   	 23.23   	  -5.09		  1.06   	   0.00		
-116.88   	-356.45   	 23.21   	   0.00		  1.06   	   0.00		
-112.92   	-352.48   	 23.21   	  -5.09		  1.06   	  -5.09		
-107.12   	-345.46   	 23.19   	  -5.09		  1.04   	   0.00		
-100.40   	-334.47   	 23.17   	 -10.17		  1.04   	  -5.09		
-93.69   	-319.82   	 23.13   	 -15.26		  1.02   	   0.00		
-87.28   	-301.21   	 23.07   	 -15.26		  1.02   	   0.00		
-80.57   	-279.85   	 23.01   	 -25.43		  1.02   	  -5.09		
-73.24   	-257.57   	 22.91   	 -20.35		  1.00   	   0.00		
-65.00   	-236.82   	 22.83   	 -25.43		  1.00   	  -5.09		
-56.15   	-218.81   	 22.73   	 -20.35		  0.98   	   0.00		
-48.22   	-203.86   	 22.64   	 -20.35		  0.98   	  -5.09		
-41.50   	-191.04   	 22.56   	 -15.26		  0.96   	   0.00		
-36.93   	-179.44   	 22.50   	  -5.09		  0.96   	  -5.09		
-34.18   	-169.68   	 22.48   	  -5.09		  0.94   	   0.00		
-32.65   	-162.96   	 22.46   	   5.09		  0.94   	   0.00		
-30.82   	-159.91   	 22.48   	  10.17		  0.94   	  -5.09		
-28.69   	-158.69   	 22.52   	  15.26		  0.92   	   0.00		
-25.94   	-157.47   	 22.58   	  15.26		  0.92   	   0.00		
-23.19   	-155.03   	 22.64   	  25.43		  0.92   	  -5.09		
-19.53   	-151.67   	 22.75   	  25.43		  0.90   	   0.00		
-15.26   	-148.32   	 22.85   	  25.43		  0.90   	   0.00		
-10.99   	-146.48   	 22.95   	  30.52		  0.90   	  -5.09		
 -7.63   	-144.96   	 23.07   	  25.43		  0.87   	   0.00		
 -6.71   	-142.82   	 23.17   	  25.43		  0.87   	   0.00		
 -8.24   	-139.16   	 23.28   	  15.26		  0.87   	   0.00		
-11.29   	-134.28   	 23.34   	  15.26		  0.87   	   0.00		
-14.04   	-129.09   	 23.40   	   0.00		  0.87   	   0.00		
-14.65   	-124.82   	 23.40   	  -5.09		  0.87   	   0.00		
-13.12   	-121.46   	 23.38   	 -15.26		  0.87   	   0.00		
-10.38   	-118.71   	 23.32   	 -20.35		  0.87   	   5.09		
 -7.93   	-116.27   	 23.23   	 -30.52		  0.90   	   0.00		
 -7.02   	-114.44   	 23.11   	 -15.26		  0.90   	   5.09		
 -7.32   	-112.92   	 23.05   	   0.00		  0.92   	   0.00		
 -7.63   	-112.00   	 23.05   	  25.43		  0.92   	   5.09		
 -7.63   	-111.39   	 23.15   	  66.12		  0.94   	   5.09		
 -7.63   	-110.78   	 23.42   	 106.82		  0.96   	   0.00		
 -7.32   	-109.56   	 23.85   	 147.51		  0.96   	   5.09		
 -6.71   	-107.42   	 24.44   	 188.20		  0.98   	   5.09		
 -5.49   	-104.98   	 25.19   	 203.46		  1.00   	   0.00		
 -4.27   	-102.54   	 26.00   	 208.54		  1.00   	   5.09		
 -3.97   	-100.71   	 26.84   	 203.46		  1.02   	   0.00		
 -5.19   	-99.49   	 27.65   	 172.94		  1.02   	   5.09		
 -7.63   	-99.49   	 28.34   	 142.42		  1.04   	   0.00		
 -9.77   	-99.49   	 28.91   	  96.64		  1.04   	   5.09		
-10.68   	-100.10   	 29.30   	  55.95		  1.06   	   0.00		
 -9.46   	-101.01   	 29.52   	  15.26		  1.06   	   0.00		
 -7.63   	-101.62   	 29.58   	 -15.26		  1.06   	   0.00		
 -6.41   	-102.54   	 29.52   	 -30.52		  1.06   	   0.00		
 -6.10   	-103.15   	 29.40   	 -35.61		  1.06   	  -5.09		
 -6.41   	-103.45   	 29.26   	 -35.61		  1.04   	   0.00		
 -7.32   	-103.45   	 29.11   	 -20.35		  1.04   	  -5.09		
 -7.63   	-103.15   	 29.03   	   0.00		  1.02   	   0.00		
 -8.24   	-102.54   	 29.03   	  20.35		  1.02   	  -5.09		
 -9.16   	-102.54   	 29.11   	  45.78		  1.00   	   0.00		
-10.38   	-102.84   	 29.30   	  61.04		  1.00   	  -5.09		
