  I     	  II     	  LV     	  LV'		  RA     	  RA'		
 81.18   	113.53   	105.19   	 -10.17		  2.52   	   5.09		
 84.84   	115.05   	105.15   	 -15.26		  2.54   	   5.09		
 88.20   	115.36   	105.09   	 -25.43		  2.56   	  15.26		
 93.08   	115.05   	104.98   	 -30.52		  2.62   	  20.35		
 98.57   	115.05   	104.86   	 -45.78		  2.71   	  20.35		
103.15   	115.05   	104.68   	 -61.04		  2.79   	  25.43		
107.42   	115.36   	104.43   	 -61.04		  2.89   	  20.35		
112.92   	114.75   	104.19   	 -71.21		  2.97   	  15.26		
120.24   	112.61   	103.91   	 -81.38		  3.03   	  15.26		
128.48   	108.95   	103.58   	 -81.38		  3.09   	  10.17		
134.58   	104.06   	103.25   	 -86.47		  3.13   	   5.09		
135.50   	 98.27   	102.91   	 -96.64		  3.15   	   0.00		
132.45   	 91.86   	102.52   	 -96.64		  3.15   	   0.00		
127.56   	 86.06   	102.14   	-111.90		  3.15   	  -5.09		
123.29   	 80.87   	101.69   	-122.07		  3.13   	   0.00		
120.85   	 75.99   	101.20   	-127.16		  3.13   	  -5.09		
118.41   	 71.11   	100.69   	-142.42		  3.11   	  -5.09		
112.92   	 65.92   	100.12   	-157.68		  3.09   	   5.09		
102.54   	 59.81   	 99.49   	-167.85		  3.11   	   0.00		
 88.50   	 53.10   	 98.82   	-183.11		  3.11   	  10.17		
 72.94   	 46.39   	 98.09   	-203.46		  3.15   	   5.09		
 58.59   	 39.98   	 97.27   	-223.80		  3.17   	  10.17		
 47.91   	 33.87   	 96.38   	-239.06		  3.21   	  10.17		
 39.98   	 28.69   	 95.42   	-264.50		  3.26   	  10.17		
 30.82   	 23.19   	 94.36   	-289.93		  3.30   	  15.26		
 17.40   	 16.48   	 93.20   	-310.27		  3.36   	  15.26		
  0.61   	  8.85   	 91.96   	-340.79		  3.42   	  15.26		
-15.87   	  1.22   	 90.60   	-371.31		  3.48   	  20.35		
-26.25   	 -4.88   	 89.11   	-417.09		  3.56   	  20.35		
-28.69   	 -8.85   	 87.45   	-467.95		  3.64   	  20.35		
-26.86   	-10.68   	 85.57   	-528.99		  3.72   	  25.43		
-27.47   	-12.21   	 83.46   	-600.20		  3.83   	  25.43		
-34.48   	-14.95   	 81.06   	-671.41		  3.93   	  25.43		
-45.78   	-19.23   	 78.37   	-752.79		  4.03   	  20.35		
-55.54   	-23.80   	 75.36   	-813.83		  4.11   	  15.26		
-59.81   	-27.47   	 72.11   	-869.78		  4.17   	  10.17		
-57.68   	-28.99   	 68.63   	-905.39		  4.21   	  10.17		
-52.49   	-28.38   	 65.00   	-915.56		  4.25   	   0.00		
-48.22   	-26.55   	 61.34   	-915.56		  4.25   	  -5.09		
-48.22   	-24.72   	 57.68   	-890.13		  4.23   	 -10.17		
-51.88   	-23.80   	 54.12   	-854.52		  4.19   	 -15.26		
-57.37   	-24.11   	 50.70   	-808.75		  4.13   	 -10.17		
-61.04   	-25.33   	 47.47   	-762.97		  4.09   	 -10.17		
-60.42   	-26.55   	 44.41   	-712.10		  4.05   	  -5.09		
-54.63   	-28.08   	 41.57   	-666.32		  4.03   	  -5.09		
-46.69   	-29.30   	 38.90   	-620.55		  4.01   	   0.00		
-42.11   	-30.21   	 36.42   	-584.94		  4.01   	   5.09		
-44.56   	-31.13   	 34.08   	-544.25		  4.03   	  10.17		
-53.71   	-31.74   	 31.90   	-523.90		  4.07   	  15.26		
-65.00   	-31.43   	 29.81   	-498.47		  4.13   	  10.17		
-71.11   	-31.43   	 27.81   	-483.21		  4.17   	  15.26		
-69.27   	-32.04   	 25.88   	-478.13		  4.23   	  10.17		
-61.95   	-33.26   	 23.97   	-467.95		  4.27   	  10.17		
-54.93   	-34.48   	 22.10   	-462.87		  4.31   	   5.09		
-51.57   	-34.18   	 20.24   	-447.61		  4.33   	  10.17		
-51.57   	-31.13   	 18.45   	-432.35		  4.37   	  15.26		
-51.27   	-26.55   	 16.72   	-401.83		  4.44   	  15.26		
-49.44   	-22.58   	 15.12   	-371.31		  4.50   	  20.35		
-47.00   	-21.36   	 13.63   	-330.62		  4.58   	  20.35		
-45.78   	-22.28   	 12.31   	-284.84		  4.66   	  25.43		
-45.78   	-23.80   	 11.17   	-239.06		  4.76   	  20.35		
-46.08   	-24.72   	 10.21   	-198.37		  4.84   	  20.35		
-45.78   	-24.72   	  9.42   	-157.68		  4.92   	  15.26		
-45.78   	-25.33   	  8.79   	-132.25		  4.98   	   5.09		
-46.39   	-26.25   	  8.26   	-111.90		  5.01   	   5.09		
-47.30   	-26.25   	  7.81   	-101.73		  5.03(V)	  -5.09		
-48.22   	-25.02   	  7.41   	 -91.56		  5.01   	  -5.09		
-48.83   	-22.58   	  7.04   	 -91.56		  4.98   	  -5.09		
-50.96   	-20.75   	  6.67   	 -91.56		  4.96   	 -10.17		
-54.32   	-20.75   	  6.31   	 -86.47		  4.92   	 -10.17		
-56.46   	-22.58   	  5.96   	 -86.47		  4.88   	 -10.17		
-54.02   	-24.72   	  5.62   	 -76.30		  4.84   	 -10.17		
-47.91   	-26.55   	  5.31   	 -66.12		  4.80   	 -10.17		
-43.33   	-27.77   	  5.05   	 -50.86		  4.76   	 -15.26		
-45.17   	-29.30   	  4.84   	 -40.69		  4.70   	 -15.26		
-54.63   	-30.82   	  4.68   	 -30.52		  4.64   	 -15.26		
-67.14   	-32.65   	  4.56   	 -15.26		  4.58   	 -20.35		
-73.85   	-33.57   	  4.50   	 -10.17		  4.50   	 -20.35		
-70.80   	-33.57   	  4.46(D)	   0.00		  4.42   	 -15.26		
-61.65   	-32.96   	  4.46   	   5.09		  4.35   	 -15.26		
-54.02   	-32.35   	  4.48   	  10.17		  4.29   	  -5.09		
-52.49   	-32.65   	  4.52   	  10.17		  4.27   	  -5.09		
-56.76   	-33.57   	  4.56   	  10.17		  4.25   	  -5.09		
-61.95   	-34.48   	  4.60   	   5.09		  4.23   	   5.09		
-64.39   	-35.10   	  4.62   	   0.00		  4.25   	   5.09		
-63.48   	-35.10   	  4.62   	   0.00		  4.27   	   5.09		
-61.65   	-34.79   	  4.62   	  -5.09		  4.29   	   5.09		
-60.73   	-35.40   	  4.60   	  -5.09		  4.31   	  10.17		
-60.73   	-36.32   	  4.58   	  -5.09		  4.35   	  10.17		
-60.73   	-37.23   	  4.56   	 -10.17		  4.39   	   5.09		
-59.81   	-36.93   	  4.52   	  -5.09		  4.42   	  10.17		
-57.98   	-35.40   	  4.50   	   0.00		  4.46   	   0.00		
-55.24   	-32.96   	  4.50   	   0.00		  4.46   	   5.09		
-52.49   	-31.13   	  4.50   	   5.09		  4.48   	   5.09		
-50.66   	-31.13   	  4.52   	  10.17		  4.50   	   0.00		
-50.66   	-31.74   	  4.56   	  10.17		  4.50   	   5.09		
-52.19   	-32.65   	  4.60   	  10.17		  4.52   	   5.09		
-55.85   	-33.26   	  4.64   	  15.26		  4.54   	  10.17		
-60.73   	-33.87   	  4.70   	  10.17		  4.58   	   5.09		
-64.09   	-35.10   	  4.74   	  10.17		  4.60   	  10.17		
-65.31   	-37.84   	  4.78   	   5.09		  4.64   	  10.17		
-64.39   	-41.20   	  4.80   	   0.00		  4.68   	  10.17		
-61.95   	-43.03   	  4.80   	   0.00		  4.72   	  10.17		
-59.20   	-43.33   	  4.80   	   0.00		  4.76   	   5.09		
-58.29   	-41.81   	  4.80   	  -5.09		  4.78   	   5.09		
-59.81   	-40.59   	  4.78   	  -5.09		  4.80   	   0.00		
-63.48   	-40.89   	  4.76   	   0.00		  4.80   	   0.00		
-68.05   	-42.11   	  4.76   	  -5.09		  4.80   	 -10.17		
-70.50   	-43.33   	  4.74   	   0.00		  4.76   	 -10.17		
-68.97   	-43.03   	  4.74   	   0.00		  4.72   	 -15.26		
-63.48   	-41.20   	  4.74   	  10.17		  4.66   	 -15.26		
-58.29   	-39.06   	  4.78   	   5.09		  4.60   	 -10.17		
-56.15   	-37.54   	  4.80   	  15.26		  4.56   	 -15.26		
-57.68   	-37.23   	  4.86   	  10.17		  4.50   	  -5.09		
-60.42   	-37.54   	  4.90   	  20.35		  4.48   	  -5.09		
-61.34   	-38.15   	  4.98   	  15.26		  4.46   	   5.09		
-58.90   	-39.06   	  5.05   	  15.26		  4.48   	  15.26		
-54.93   	-40.59   	  5.11   	  20.35		  4.54   	  15.26		
-51.27   	-42.11   	  5.19   	  15.26		  4.60   	  20.35		
-50.05   	-42.72   	  5.25   	  15.26		  4.68   	  25.43		
-50.96   	-42.11   	  5.31   	  10.17		  4.78   	  20.35		
-53.10   	-40.59   	  5.35   	  10.17		  4.86   	  15.26		
-54.93   	-38.76   	  5.39   	  10.17		  4.92   	  20.35		
-56.46   	-37.84   	  5.43   	  10.17		  5.01   	  10.17		
-58.29   	-38.15   	  5.47   	  10.17		  5.05   	  10.17		
-59.81   	-39.98   	  5.51   	   5.09		  5.09   	   5.09		
-60.42   	-41.50   	  5.53   	  10.17		  5.11   	   5.09		
-59.51   	-41.81   	  5.57   	  10.17		  5.13   	   5.09		
-55.85   	-40.89   	  5.62   	   5.09		  5.15   	   5.09		
-50.35   	-39.06   	  5.64   	  10.17		  5.17   	   5.09		
-46.08   	-38.15   	  5.68   	  10.17		  5.19   	   5.09		
-45.47   	-38.15   	  5.72   	   5.09		  5.21   	   5.09		
-49.44   	-39.06   	  5.74   	  10.17		  5.23   	  10.17		
-55.54   	-39.06   	  5.78   	  10.17		  5.27   	  10.17		
-61.04   	-38.15   	  5.82   	   5.09		  5.31   	   5.09		
-62.56   	-36.62   	  5.84   	  10.17		  5.33   	  10.17		
-60.42   	-36.01   	  5.88   	   5.09		  5.37   	  10.17		
-57.07   	-36.32   	  5.90   	   5.09		  5.41   	   5.09		
-53.71   	-37.54   	  5.92   	  10.17		  5.43   	  10.17		
-51.27   	-38.15   	  5.96   	   5.09		  5.47   	   5.09		
-49.13   	-37.84   	  5.98   	  10.17		  5.49   	   5.09		
-48.22   	-37.54   	  6.02   	  15.26		  5.51   	  10.17		
-49.44   	-38.15   	  6.08   	  15.26		  5.55   	   5.09		
-51.27   	-39.06   	  6.14   	  15.26		  5.57   	  10.17		
-51.88   	-40.28   	  6.21   	  20.35		  5.62   	  10.17		
-49.74   	-40.59   	  6.29   	  20.35		  5.66   	  10.17		
-45.78   	-40.28   	  6.37   	  15.26		  5.70   	  10.17		
-43.64   	-40.28   	  6.43   	  20.35		  5.74   	  10.17		
-45.47   	-40.59   	  6.51   	  10.17		  5.78   	   5.09		
-49.74   	-40.89   	  6.55   	  10.17		  5.80   	   5.09		
-52.19   	-40.59   	  6.59   	   5.09		  5.82   	  10.17		
-50.96   	-39.06   	  6.61   	   5.09		  5.86   	   5.09		
-47.61   	-37.84   	  6.63   	   0.00		  5.88   	  15.26		
-45.47   	-37.23   	  6.63   	   5.09		  5.94   	  10.17		
-47.00   	-37.54   	  6.65   	   5.09		  5.98   	  20.35		
-50.96   	-38.15   	  6.67   	   5.09		  6.06   	  15.26		
-54.63   	-38.15   	  6.69   	   5.09		  6.12   	  15.26		
-55.54   	-38.15   	  6.71   	  10.17		  6.19   	  15.26		
-53.10   	-37.84   	  6.75   	   5.09		  6.25   	  10.17		
-49.13   	-38.15   	  6.78   	  10.17		  6.29   	   0.00		
-45.47   	-37.84   	  6.82   	   5.09		  6.29   	   0.00		
-43.03   	-37.23   	  6.84   	   5.09		  6.29   	   0.00		
-42.72   	-36.01   	  6.86   	   5.09		  6.29   	 -10.17		
-44.56   	-34.79   	  6.88   	   5.09		  6.25   	  -5.09		
-46.08   	-33.57   	  6.90   	   0.00		  6.23   	  -5.09		
-46.69   	-32.04   	  6.90   	   0.00		  6.21   	  -5.09		
-46.39   	-30.52   	  6.90   	   0.00		  6.19   	   0.00		
-47.00   	-29.60   	  6.90   	   5.09		  6.19   	   0.00		
-49.13   	-30.21   	  6.92   	   0.00		  6.19   	   0.00		
-53.41   	-32.04   	  6.92   	   0.00		  6.19   	   0.00		
-56.46   	-35.10   	  6.92   	   0.00		  6.19   	   5.09		
-56.46   	-38.15   	  6.92   	   0.00		  6.21   	   5.09		
-51.57   	-39.98   	  6.92   	   0.00		  6.23   	   5.09		
-43.33   	-39.06   	  6.92   	   5.09		  6.25   	   5.09		
-34.48   	-36.32   	  6.94   	   0.00		  6.27   	   5.09		
-27.77   	-32.04   	  6.94   	   0.00		  6.29   	   5.09		
-26.25   	-28.69   	  6.94   	   0.00		  6.31   	   0.00		
-29.30   	-27.77   	  6.94   	   5.09		  6.31   	   5.09		
-35.10   	-28.99   	  6.96   	   0.00		  6.33   	   5.09		
-41.50   	-31.13   	  6.96   	   5.09		  6.35   	   0.00		
-45.78   	-32.35   	  6.98   	   0.00		  6.35   	   0.00		
-47.30   	-32.65   	  6.98   	   5.09		  6.35   	   0.00		
-47.30   	-32.35   	  7.00   	   5.09		  6.35   	   0.00		
-46.39   	-31.74   	  7.02   	   5.09		  6.35   	   0.00		
-45.47   	-30.52   	  7.04   	  10.17		  6.35   	  -5.09		
-45.17   	-28.99   	  7.08   	   5.09		  6.33   	  -5.09		
-45.17   	-27.16   	  7.10   	   5.09		  6.31   	  -5.09		
-44.25   	-25.02   	  7.12   	   5.09		  6.29   	  -5.09		
-41.81   	-23.19   	  7.14   	   5.09		  6.27   	  -5.09		
-38.15   	-21.06   	  7.16   	  10.17		  6.25   	   0.00		
-33.57   	-19.53   	  7.20   	   5.09		  6.25   	   0.00		
-28.99   	-18.62   	  7.22   	   0.00		  6.25   	   5.09		
-25.63   	-19.53   	  7.22   	   5.09		  6.27   	   5.09		
-22.89   	-21.97   	  7.24   	   5.09		  6.29   	   5.09		
-21.06   	-25.02   	  7.26   	   5.09		  6.31   	  10.17		
-21.67   	-27.77   	  7.28   	   0.00		  6.35   	   5.09		
-26.55   	-29.91   	  7.28   	   0.00		  6.37   	  10.17		
-33.87   	-31.13   	  7.28   	   5.09		  6.41   	   5.09		
-42.11   	-31.74   	  7.30   	   0.00		  6.43   	   5.09		
-47.61   	-31.13   	  7.30   	   0.00		  6.45   	   5.09		
-47.61   	-28.99   	  7.30   	   5.09		  6.47   	   0.00		
-42.11   	-25.94   	  7.32   	   0.00		  6.47   	   5.09		
-35.40   	-23.50   	  7.32   	   0.00		  6.49   	   0.00		
-30.52   	-22.89   	  7.32   	   5.09		  6.49   	   5.09		
-28.69   	-24.72   	  7.34   	   0.00		  6.51   	   0.00		
-28.38   	-27.77   	  7.34   	   5.09		  6.51   	   5.09		
-27.16   	-29.60   	  7.37   	   0.00		  6.53   	   5.09		
-24.72   	-29.30   	  7.37   	   5.09		  6.55   	   5.09		
-21.97   	-27.47   	  7.39   	   5.09		  6.57   	   5.09		
-21.06   	-25.33   	  7.41   	   5.09		  6.59   	   5.09		
-21.97   	-23.19   	  7.43   	   5.09		  6.61   	  10.17		
-22.58   	-21.67   	  7.45   	  10.17		  6.65   	   5.09		
-22.58   	-20.45   	  7.49   	  10.17		  6.67   	  10.17		
-22.89   	-20.45   	  7.53   	  10.17		  6.71   	  10.17		
-25.33   	-21.97   	  7.57   	  15.26		  6.75   	   5.09		
-29.91   	-24.72   	  7.63   	  10.17		  6.78   	  10.17		
-33.87   	-27.16   	  7.67   	  15.26		  6.82   	  10.17		
-34.79   	-27.47   	  7.73   	  10.17		  6.86   	  10.17		
-31.74   	-25.94   	  7.77   	   5.09		  6.90   	  10.17		
-26.55   	-24.11   	  7.79   	   5.09		  6.94   	  10.17		
-21.97   	-23.50   	  7.81   	   0.00		  6.98   	  10.17		
-20.75   	-25.02   	  7.81   	   0.00		  7.02   	  10.17		
-21.67   	-26.86   	  7.81   	   0.00		  7.06   	   5.09		
-23.19   	-28.08   	  7.81   	  -5.09		  7.08   	   5.09		
-24.11   	-27.47   	  7.79   	   0.00		  7.10   	   0.00		
-25.33   	-25.94   	  7.79   	  -5.09		  7.10   	   0.00		
-26.86   	-25.02   	  7.77   	   0.00		  7.10   	   0.00		
-28.38   	-25.63   	  7.77   	   0.00		  7.10   	  -5.09		
-28.08   	-26.55   	  7.77   	   0.00		  7.08   	  -5.09		
-24.72   	-26.25   	  7.77   	   0.00		  7.06   	   0.00		
-19.23   	-21.67   	  7.77   	   0.00		  7.06   	  -5.09		
-12.82   	-11.60   	  7.77   	   0.00		  7.04   	  -5.09		
 -7.02   	  3.97   	  7.77   	   0.00		  7.02   	  -5.09		
 -3.05   	 20.75   	  7.77   	  -5.09		  7.00   	  -5.09		
 -0.61   	 34.48   	  7.75   	   0.00		  6.98   	 -10.17		
 -0.61   	 40.89   	  7.75   	  -5.09		  6.94   	  -5.09		
 -2.75   	 39.98   	  7.73   	  -5.09		  6.92   	  -5.09		
 -4.88   	 36.32   	  7.71   	   0.00		  6.90   	 -10.17		
 -5.49   	 35.10   	  7.71   	  -5.09		  6.86   	  -5.09		
 -3.97   	 39.37   	  7.69   	   0.00		  6.84   	  -5.09		
 -2.44   	 48.22   	  7.69   	   0.00		  6.82   	  -5.09		
 -2.75   	 57.07   	  7.69   	   0.00		  6.80   	   0.00		
 -4.27   	 62.56   	  7.69   	   5.09		  6.80   	   0.00		
 -3.97   	 63.78   	  7.71   	   0.00		  6.80   	   0.00		
  0.61   	 63.17   	  7.71   	   5.09		  6.80   	   5.09		
  8.24   	 65.00   	  7.73   	   0.00		  6.82   	   0.00		
 15.26   	 68.36   	  7.73   	   0.00		  6.82   	   5.09		
 18.92   	 68.66   	  7.73   	  -5.09		  6.84   	  10.17		
 17.40   	 60.42   	  7.71   	  -5.09		  6.88   	   5.09		
 12.82   	 41.50   	  7.69   	  -5.09		  6.90   	  10.17		
  8.54   	 18.31   	  7.67   	 -15.26		  6.94   	  10.17		
  8.54   	  2.44   	  7.61   	 -10.17		  6.98   	  15.26		
 15.56   	  1.53   	  7.57   	 -10.17		  7.04   	  15.26		
 28.69   	 15.26   	  7.53   	  -5.09		  7.10   	  15.26		
 44.56   	 33.87   	  7.51   	  -5.09		  7.16   	  20.35		
 55.54   	 45.47   	  7.49   	   0.00		  7.24   	  25.43		
 55.54   	 42.42   	  7.49   	  10.17		  7.34   	  25.43		
 43.33   	 25.33   	  7.53   	  10.17		  7.45   	  30.52		
 22.58   	  1.83   	  7.57   	  15.26		  7.57   	  25.43		
 -0.61   	-19.84   	  7.63   	  25.43		  7.67   	  30.52		
-19.23   	-34.79   	  7.73   	  20.35		  7.79   	  30.52		
-29.91   	-43.03   	  7.81   	  25.43		  7.91   	  35.61		
-33.26   	-47.91   	  7.91   	  30.52		  8.06   	  35.61		
-31.43   	-52.19   	  8.04   	  30.52		  8.20   	  35.61		
-28.69   	-56.15   	  8.16   	  35.61		  8.34   	  35.61		
-28.08   	-59.20   	  8.30   	  35.61		  8.48   	  30.52		
-30.52   	-60.42   	  8.44   	  40.69		  8.61   	  25.43		
-33.87   	-60.73   	  8.61   	  40.69		  8.71   	  15.26		
-36.62   	-60.12   	  8.77   	  40.69		  8.77   	  10.17		
-37.54   	-60.42   	  8.93   	  35.61		  8.81(A)	  -5.09		
-36.93   	-61.34   	  9.07   	  35.61		  8.79   	 -15.26		
-34.18   	-63.48   	  9.22   	  25.43		  8.73   	 -25.43		
-30.82   	-65.92   	  9.32   	  20.35		  8.63   	 -30.52		
-29.30   	-67.14   	  9.40   	  15.26		  8.50   	 -30.52		
-32.65   	-66.53   	  9.46   	   5.09		  8.38   	 -25.43		
-41.50   	-63.78   	  9.48   	  -5.09		  8.28   	 -20.35		
-52.80   	-59.81   	  9.46   	 -10.17		  8.20   	 -15.26		
-60.73   	-55.85   	  9.42   	 -20.35		  8.14   	 -10.17		
-60.42   	-53.41   	  9.34   	 -20.35		  8.10   	  -5.09		
-52.49   	-51.57   	  9.26   	 -20.35		  8.08   	   0.00		
-42.72   	-49.13   	  9.18   	 -15.26		  8.08   	   0.00		
-38.15   	-41.81   	  9.11   	 -10.17		  8.08   	  -5.09		
-44.56   	-26.86   	  9.07   	  -5.09		  8.06   	  -5.09		
-62.87   	 -2.44   	  9.05   	   0.00		  8.04   	 -15.26		
-86.06   	 29.30   	  9.05   	  -5.09		  7.98   	 -15.26		
-97.35   	 64.39   	  9.03   	  -5.09		  7.91   	 -20.35		
-72.63   	 99.18   	  9.01   	  -5.09		  7.83   	 -25.43		
  6.41   	132.14   	  8.99   	 -10.17		  7.73   	 -25.43		
138.55   	162.96   	  8.95   	 -15.26		  7.63   	 -20.35		
295.10   	179.44   	  8.89   	  -5.09		  7.55   	 -15.26		
428.47   	147.40   	  8.87   	   0.00		  7.49   	 -15.26		
499.27   	 35.10   	  8.87(E)	  15.26		  7.43   	 -10.17		
495.30   	-155.33   	  8.93   	  35.61		  7.39   	  -5.09		
437.01   	-371.40   	  9.07   	  45.78		  7.37   	   0.00		
356.75   	-536.80   	  9.26   	  71.21		  7.37   	   5.09		
280.46   	-605.16   	  9.54   	  86.47		  7.39   	   0.00		
216.37   	-602.11   	  9.89   	 101.73		  7.39   	   5.09		
163.88   	-597.84   	 10.29   	 122.07		  7.41   	   0.00		
123.29   	-638.43   	 10.78   	 132.25		  7.41   	   0.00		
100.71   	-703.74   	 11.31   	 152.59		  7.41   	   0.00		
 96.13   	-729.68(R)	 11.92   	 167.85		  7.41   	  -5.09		
 99.18   	-666.81   	 12.59   	 183.11		  7.39   	 -10.17		
 93.99   	-524.90   	 13.33   	 213.63		  7.34   	 -10.17		
 72.02   	-358.89   	 14.18   	 244.15		  7.30   	 -10.17		
 38.45   	-224.30   	 15.16   	 300.10		  7.26   	 -15.26		
  6.41   	-143.43   	 16.36   	 356.05		  7.20   	 -20.35		
-14.04   	-107.12   	 17.78   	 437.43		  7.12   	 -20.35		
-22.58   	-92.77   	 19.53   	 513.73		  7.04   	 -25.43		
-25.94   	-83.01   	 21.59   	 600.20		  6.94   	 -35.61		
-30.21   	-71.72   	 23.99   	 676.50		  6.80   	 -35.61		
-35.71   	-58.29   	 26.69   	 747.71		  6.65   	 -45.78		
-39.06   	-44.86   	 29.68   	 808.75		  6.47   	 -50.86		
-38.45   	-34.48   	 32.92   	 864.70		  6.27   	 -55.95		
-35.10   	-27.77   	 36.38   	 910.47		  6.04   	 -55.95		
-32.04   	-24.11   	 40.02   	 956.25		  5.82   	 -55.95		
-32.35   	-21.67   	 43.85   	 991.86		  5.60   	 -50.86		
-36.93   	-19.84   	 47.81   	1007.12		  5.39   	 -40.69		
-43.64   	-17.70   	 51.84   	1007.12		  5.23   	 -35.61		
-49.13   	-14.95   	 55.87   	 976.60		  5.09   	 -25.43		
-51.57   	-11.29   	 59.78   	 920.65		  4.98   	 -15.26		
-50.66   	 -8.54   	 63.46   	 834.18		  4.92   	 -10.17		
-49.13   	 -7.63   	 66.80   	 737.54		  4.88   	  -5.09		
-48.52   	 -8.85   	 69.75   	 630.72		  4.86   	   0.00		
-49.13   	-10.07   	 72.27   	 534.08		  4.86   	   0.00		
-50.05   	-10.68   	 74.40   	 457.78		  4.86   	   0.00		
-48.83   	 -9.77   	 76.24   	 412.00		  4.86   	  -5.09		
-45.78   	 -7.93   	 77.88   	 396.74		  4.84   	 -10.17		
-42.42   	 -6.10   	 79.47   	 417.09		  4.80   	 -10.17		
-40.89   	 -4.88   	 81.14   	 457.78		  4.76   	 -15.26		
-41.81   	 -4.58   	 82.97   	 503.56		  4.70   	 -15.26		
-43.64   	 -5.19   	 84.98   	 539.16		  4.64   	 -15.26		
-43.95   	 -5.19   	 87.14   	 544.25		  4.58   	 -15.26		
-41.20   	 -3.66   	 89.32   	 528.99		  4.52   	 -15.26		
-35.10   	 -0.92   	 91.43   	 493.39		  4.46   	 -15.26		
-28.38   	  2.44   	 93.41   	 432.35		  4.39   	  -5.09		
-23.19   	  5.19   	 95.14   	 366.22		  4.37   	 -10.17		
-20.75   	  6.71   	 96.60   	 305.19		  4.33   	  -5.09		
-20.45   	  7.32   	 97.82   	 254.32		  4.31   	   0.00		
-20.75   	  8.24   	 98.84   	 218.72		  4.31   	   5.09		
-20.75   	  9.77   	 99.71   	 198.37		  4.33   	  10.17		
-21.06   	 11.90   	100.51   	 198.37		  4.37   	  10.17		
-22.58   	 13.43   	101.30   	 198.37		  4.42   	  15.26		
-24.72   	 13.43   	102.10   	 208.54		  4.48   	  15.26		
-27.16   	 12.51   	102.93   	 213.63		  4.54   	  15.26		
-28.08   	 11.29   	103.78   	 208.54		  4.60   	  15.26		
-26.25   	 11.60   	104.62   	 198.37		  4.66   	  10.17		
-21.36   	 14.65   	105.41   	 172.94		  4.70   	  10.17		
-14.34   	 20.14   	106.10   	 142.42		  4.74   	   5.09		
 -7.02   	 26.55   	106.67   	 111.90		  4.76   	  -5.09		
 -1.83   	 32.04   	107.12   	  76.30		  4.74   	   0.00		
  0.00   	 34.48   	107.43   	  50.86		  4.74   	 -10.17		
 -0.92   	 34.48   	107.63   	  35.61		  4.70   	  -5.09		
 -2.44   	 34.18   	107.77   	  30.52		  4.68   	 -10.17		
 -2.14   	 35.71   	107.89   	  30.52		  4.64   	  -5.09		
  0.31   	 40.28   	108.02   	  40.69		  4.62   	   0.00		
  2.75   	 46.69   	108.18   	  50.86		  4.62   	   0.00		
  3.97   	 52.80   	108.38   	  55.95		  4.62   	   5.09		
  3.66   	 56.76   	108.61   	  61.04		  4.64   	   5.09		
  3.97   	 58.59   	108.85   	  50.86		  4.66   	  10.17		
  6.10   	 59.81   	109.05   	  40.69		  4.70   	  15.26		
 10.07   	 61.34   	109.22   	  25.43		  4.76   	  10.17		
 14.95   	 64.39   	109.32   	   5.09		  4.80   	  10.17		
 20.14   	 68.36   	109.34(S)	 -10.17		  4.84   	   5.09		
 24.72   	 73.55   	109.30   	 -25.43		  4.86   	   0.00		
 28.08   	 80.26   	109.20   	 -40.69		  4.86   	  -5.09		
 31.13   	 87.59   	109.03   	 -55.95		  4.84   	 -10.17		
 34.18   	 93.99   	108.81   	 -55.95		  4.80   	 -15.26		
 38.45   	 98.27   	108.59   	 -61.04		  4.74   	 -10.17		
 44.25   	 99.49   	108.34   	 -66.12		  4.70   	 -15.26		
 49.74   	 98.88   	108.08   	 -66.12		  4.64   	 -15.26		
 53.10   	 97.66   	107.81   	 -66.12		  4.58   	 -10.17		
 53.71   	 97.66   	107.55   	 -71.21		  4.54   	 -10.17		
 53.41   	 98.88   	107.26   	 -76.30		  4.50   	  -5.09		
 55.54   	101.62   	106.96   	 -86.47		  4.48   	  -5.09		
 61.95   	104.98   	106.61   	 -91.56		  4.46   	   5.09		
 71.11   	107.42   	106.25   	-111.90		  4.48   	   5.09		
 79.96   	107.42   	105.80   	-116.99		  4.50   	  10.17		
 85.75   	104.37   	105.33   	-132.25		  4.54   	  15.26		
 86.98   	 98.27   	104.80   	-142.42		  4.60   	  15.26		
 85.75   	 91.86   	104.23   	-152.59		  4.66   	  20.35		
 85.75   	 87.89   	103.62   	-162.77		  4.74   	  20.35		
 90.03   	 86.98   	102.97   	-167.85		  4.82   	  25.43		
 99.49   	 87.89   	102.30   	-172.94		  4.92   	  20.35		
111.08   	 87.28   	101.61   	-172.94		  5.01   	  15.26		
121.46   	 83.62   	100.92   	-183.11		  5.07   	  15.26		
127.26   	 76.29   	100.18   	-183.11		  5.13   	  15.26		
127.87   	 67.44   	 99.45   	-188.20		  5.19   	  10.17		
125.12   	 59.51   	 98.70   	-198.37		  5.23   	  10.17		
120.54   	 52.49   	 97.90   	-213.63		  5.27   	   5.09		
114.44   	 46.39   	 97.05   	-223.80		  5.29   	   5.09		
107.73   	 39.98   	 96.15   	-239.06		  5.31   	  10.17		
100.71   	 34.18   	 95.20   	-254.32		  5.35   	  10.17		
 94.30   	 28.69   	 94.18   	-269.58		  5.39   	  10.17		
 86.67   	 23.50   	 93.10   	-289.93		  5.43   	  10.17		
 76.60   	 18.01   	 91.94   	-300.10		  5.47   	  15.26		
